country,year,welfare,pipreportinglevel,pipwelfare,value,source,series_code
Denmark,2019.0,Disposable income,national,income,0.062723187,PIP,p99p100Share_pip_disposable_perCapita
Djibouti,2002.0,Disposable income,national,consumption,0.074353259,PIP,p99p100Share_pip_disposable_perCapita
Djibouti,2012.0,Disposable income,national,consumption,0.087005095,PIP,p99p100Share_pip_disposable_perCapita
Djibouti,2013.0,Disposable income,national,consumption,0.084168889,PIP,p99p100Share_pip_disposable_perCapita
Djibouti,2017.0,Disposable income,national,consumption,0.077801562,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,1986.0,Disposable income,national,income,0.092670119,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,1989.0,Disposable income,national,income,0.125483227,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,1992.0,Disposable income,national,income,0.164757531,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,1996.0,Disposable income,national,income,0.086349471,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,1997.0,Disposable income,national,income,0.111279266,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2000.0,Disposable income,national,income,0.113342821,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2001.0,Disposable income,national,income,0.098392134,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2002.0,Disposable income,national,income,0.097351355,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2003.0,Disposable income,national,income,0.120556031,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2004.0,Disposable income,national,income,0.128280651,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2005.0,Disposable income,national,income,0.105121805,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2006.0,Disposable income,national,income,0.129880692,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2007.0,Disposable income,national,income,0.099073438,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2008.0,Disposable income,national,income,0.100605617,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2009.0,Disposable income,national,income,0.098360708,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2010.0,Disposable income,national,income,0.078913236,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2011.0,Disposable income,national,income,0.093073838,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2012.0,Disposable income,national,income,0.081956779,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2013.0,Disposable income,national,income,0.094355404,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2014.0,Disposable income,national,income,0.064934103,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2015.0,Disposable income,national,income,0.087990957,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2016.0,Disposable income,national,income,0.079059556,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2017.0,Disposable income,national,income,0.091790522,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2018.0,Disposable income,national,income,0.111485892,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2019.0,Disposable income,national,income,0.084163383,PIP,p99p100Share_pip_disposable_perCapita
Dominican Republic,2020.0,Disposable income,national,income,0.06977819,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,1994.0,Disposable income,national,income,0.128654148,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,1999.0,Disposable income,national,income,0.190614783,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2000.0,Disposable income,national,income,0.160453023,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2003.0,Disposable income,national,income,0.116121385,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2004.0,Disposable income,national,income,0.126204721,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2005.0,Disposable income,national,income,0.111822176,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2006.0,Disposable income,national,income,0.13187831,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2007.0,Disposable income,national,income,0.128865507,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2008.0,Disposable income,national,income,0.096605042,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2009.0,Disposable income,national,income,0.095400344,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2010.0,Disposable income,national,income,0.09995196,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2011.0,Disposable income,national,income,0.077309588,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2012.0,Disposable income,national,income,0.08411104,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2013.0,Disposable income,national,income,0.090324352,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2014.0,Disposable income,national,income,0.084398541,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2015.0,Disposable income,national,income,0.088092311,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2016.0,Disposable income,national,income,0.083020338,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2017.0,Disposable income,national,income,0.078697686,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2018.0,Disposable income,national,income,0.080319907,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2019.0,Disposable income,national,income,0.081960384,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,2020.0,Disposable income,national,income,0.090393396,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,1987.0,Disposable income,urban,income,0.117485834,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,1995.0,Disposable income,urban,income,0.110737929,PIP,p99p100Share_pip_disposable_perCapita
Ecuador,1998.0,Disposable income,urban,income,0.083071554,PIP,p99p100Share_pip_disposable_perCapita
Egypt,1990.0,Disposable income,national,consumption,0.060481141,PIP,p99p100Share_pip_disposable_perCapita
Egypt,1995.0,Disposable income,national,consumption,0.064625087,PIP,p99p100Share_pip_disposable_perCapita
Egypt,1999.0,Disposable income,national,consumption,0.089785797,PIP,p99p100Share_pip_disposable_perCapita
Egypt,2004.0,Disposable income,national,consumption,0.063341135,PIP,p99p100Share_pip_disposable_perCapita
Egypt,2008.0,Disposable income,national,consumption,0.066065221,PIP,p99p100Share_pip_disposable_perCapita
Egypt,2010.0,Disposable income,national,consumption,0.059193399,PIP,p99p100Share_pip_disposable_perCapita
Egypt,2012.0,Disposable income,national,consumption,0.052254463,PIP,p99p100Share_pip_disposable_perCapita
Egypt,2015.0,Disposable income,national,consumption,0.074489127,PIP,p99p100Share_pip_disposable_perCapita
Egypt,2017.0,Disposable income,national,consumption,0.063343637,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,1991.0,Disposable income,national,income,0.12622381,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,1995.0,Disposable income,national,income,0.11038813,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,1996.0,Disposable income,national,income,0.113072109,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,1998.0,Disposable income,national,income,0.114338441,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,1999.0,Disposable income,national,income,0.095067745,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2000.0,Disposable income,national,income,0.109803967,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2001.0,Disposable income,national,income,0.098212464,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2002.0,Disposable income,national,income,0.11453788,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2003.0,Disposable income,national,income,0.092725264,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2004.0,Disposable income,national,income,0.085890839,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2005.0,Disposable income,national,income,0.096920771,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2006.0,Disposable income,national,income,0.093135495,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2007.0,Disposable income,national,income,0.099169837,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2008.0,Disposable income,national,income,0.093994526,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2009.0,Disposable income,national,income,0.090692464,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2010.0,Disposable income,national,income,0.072466014,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2011.0,Disposable income,national,income,0.077708219,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2012.0,Disposable income,national,income,0.081800805,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2013.0,Disposable income,national,income,0.098059211,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2014.0,Disposable income,national,income,0.075396159,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2015.0,Disposable income,national,income,0.079857241,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2016.0,Disposable income,national,income,0.073513661,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2017.0,Disposable income,national,income,0.065843911,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2018.0,Disposable income,national,income,0.064046708,PIP,p99p100Share_pip_disposable_perCapita
El Salvador,2019.0,Disposable income,national,income,0.06640925,PIP,p99p100Share_pip_disposable_perCapita
Estonia,1993.0,Disposable income,national,income,0.082783122,PIP,p99p100Share_pip_disposable_perCapita
Estonia,1995.0,Disposable income,national,consumption,0.030898209,PIP,p99p100Share_pip_disposable_perCapita
Estonia,1998.0,Disposable income,national,consumption,0.06369371,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2000.0,Disposable income,national,consumption,0.055585676,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2001.0,Disposable income,national,consumption,0.059722575,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2002.0,Disposable income,national,consumption,0.057818098,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2003.0,Disposable income,national,consumption,0.053706744,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2004.0,Disposable income,national,consumption,0.065563089,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2005.0,Disposable income,national,income,0.054355766,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2006.0,Disposable income,national,income,0.065704755,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2007.0,Disposable income,national,income,0.044356737,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2008.0,Disposable income,national,income,0.044850765,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2009.0,Disposable income,national,income,0.042442172,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2010.0,Disposable income,national,income,0.045312863,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2011.0,Disposable income,national,income,0.04681979,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2012.0,Disposable income,national,income,0.048694321,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2013.0,Disposable income,national,income,0.045673718,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2014.0,Disposable income,national,income,0.045169509,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2015.0,Disposable income,national,income,0.038634274,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2016.0,Disposable income,national,income,0.031859596,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2017.0,Disposable income,national,income,0.031611387,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2018.0,Disposable income,national,income,0.030668925,PIP,p99p100Share_pip_disposable_perCapita
Estonia,2019.0,Disposable income,national,income,0.033661056,PIP,p99p100Share_pip_disposable_perCapita
Eswatini,1994.0,Disposable income,national,consumption,0.216346404,PIP,p99p100Share_pip_disposable_perCapita
Eswatini,2000.0,Disposable income,national,consumption,0.12067514,PIP,p99p100Share_pip_disposable_perCapita
Eswatini,2009.0,Disposable income,national,consumption,0.096764936,PIP,p99p100Share_pip_disposable_perCapita
Eswatini,2016.0,Disposable income,national,consumption,0.104741524,PIP,p99p100Share_pip_disposable_perCapita
Ethiopia,1995.0,Disposable income,national,consumption,0.15769739,PIP,p99p100Share_pip_disposable_perCapita
Ethiopia,1999.0,Disposable income,national,consumption,0.061099171,PIP,p99p100Share_pip_disposable_perCapita
Ethiopia,2004.0,Disposable income,national,consumption,0.068464554,PIP,p99p100Share_pip_disposable_perCapita
Ethiopia,2010.0,Disposable income,national,consumption,0.068906105,PIP,p99p100Share_pip_disposable_perCapita
Ethiopia,2015.0,Disposable income,national,consumption,0.064449523,PIP,p99p100Share_pip_disposable_perCapita
Ethiopia,1981.0,Disposable income,rural,consumption,0.082311416,PIP,p99p100Share_pip_disposable_perCapita
Fiji,2002.0,Disposable income,national,consumption,0.062485516,PIP,p99p100Share_pip_disposable_perCapita
Fiji,2008.0,Disposable income,national,consumption,0.096528931,PIP,p99p100Share_pip_disposable_perCapita
Fiji,2013.0,Disposable income,national,consumption,0.071292294,PIP,p99p100Share_pip_disposable_perCapita
Fiji,2019.0,Disposable income,national,consumption,0.043568544,PIP,p99p100Share_pip_disposable_perCapita
Finland,1987.0,Disposable income,national,income,0.031729921,PIP,p99p100Share_pip_disposable_perCapita
Finland,1991.0,Disposable income,national,income,0.031601657,PIP,p99p100Share_pip_disposable_perCapita
Finland,1995.0,Disposable income,national,income,0.038792883,PIP,p99p100Share_pip_disposable_perCapita
Finland,2000.0,Disposable income,national,income,0.051306048,PIP,p99p100Share_pip_disposable_perCapita
Finland,2003.0,Disposable income,national,income,0.05506763,PIP,p99p100Share_pip_disposable_perCapita
Finland,2004.0,Disposable income,national,income,0.05844572,PIP,p99p100Share_pip_disposable_perCapita
Finland,2005.0,Disposable income,national,income,0.052777946,PIP,p99p100Share_pip_disposable_perCapita
Finland,2006.0,Disposable income,national,income,0.051760652,PIP,p99p100Share_pip_disposable_perCapita
Finland,2007.0,Disposable income,national,income,0.051974751,PIP,p99p100Share_pip_disposable_perCapita
Finland,2008.0,Disposable income,national,income,0.050259812,PIP,p99p100Share_pip_disposable_perCapita
Finland,2009.0,Disposable income,national,income,0.047938617,PIP,p99p100Share_pip_disposable_perCapita
Finland,2010.0,Disposable income,national,income,0.047836138,PIP,p99p100Share_pip_disposable_perCapita
Finland,2011.0,Disposable income,national,income,0.048207948,PIP,p99p100Share_pip_disposable_perCapita
Finland,2012.0,Disposable income,national,income,0.044508458,PIP,p99p100Share_pip_disposable_perCapita
Finland,2013.0,Disposable income,national,income,0.045089414,PIP,p99p100Share_pip_disposable_perCapita
Finland,2014.0,Disposable income,national,income,0.042032885,PIP,p99p100Share_pip_disposable_perCapita
Finland,2015.0,Disposable income,national,income,0.043593549,PIP,p99p100Share_pip_disposable_perCapita
Finland,2016.0,Disposable income,national,income,0.046028222,PIP,p99p100Share_pip_disposable_perCapita
Finland,2017.0,Disposable income,national,income,0.047768723,PIP,p99p100Share_pip_disposable_perCapita
Finland,2018.0,Disposable income,national,income,0.049112374,PIP,p99p100Share_pip_disposable_perCapita
Finland,2019.0,Disposable income,national,income,0.051084894,PIP,p99p100Share_pip_disposable_perCapita
France,1978.0,Disposable income,national,income,0.0674679725582265,PIP,p99p100Share_pip_disposable_perCapita
France,1984.0,Disposable income,national,income,0.078413982,PIP,p99p100Share_pip_disposable_perCapita
France,1989.0,Disposable income,national,income,0.0497760483349249,PIP,p99p100Share_pip_disposable_perCapita
France,1994.0,Disposable income,national,income,0.0547786716928034,PIP,p99p100Share_pip_disposable_perCapita
France,2000.0,Disposable income,national,income,0.048865108,PIP,p99p100Share_pip_disposable_perCapita
France,2003.0,Disposable income,national,income,0.053993801,PIP,p99p100Share_pip_disposable_perCapita
France,2004.0,Disposable income,national,income,0.049538065,PIP,p99p100Share_pip_disposable_perCapita
France,2005.0,Disposable income,national,income,0.050678869,PIP,p99p100Share_pip_disposable_perCapita
France,2006.0,Disposable income,national,income,0.045732526,PIP,p99p100Share_pip_disposable_perCapita
France,2007.0,Disposable income,national,income,0.059368414,PIP,p99p100Share_pip_disposable_perCapita
France,2008.0,Disposable income,national,income,0.068617487,PIP,p99p100Share_pip_disposable_perCapita
France,2009.0,Disposable income,national,income,0.059805795,PIP,p99p100Share_pip_disposable_perCapita
France,2010.0,Disposable income,national,income,0.065491155,PIP,p99p100Share_pip_disposable_perCapita
France,2011.0,Disposable income,national,income,0.065811321,PIP,p99p100Share_pip_disposable_perCapita
France,2012.0,Disposable income,national,income,0.064323459,PIP,p99p100Share_pip_disposable_perCapita
France,2013.0,Disposable income,national,income,0.061773954,PIP,p99p100Share_pip_disposable_perCapita
France,2014.0,Disposable income,national,income,0.062265998,PIP,p99p100Share_pip_disposable_perCapita
France,2015.0,Disposable income,national,income,0.070033191,PIP,p99p100Share_pip_disposable_perCapita
France,2016.0,Disposable income,national,income,0.060771767,PIP,p99p100Share_pip_disposable_perCapita
France,2017.0,Disposable income,national,income,0.062772832,PIP,p99p100Share_pip_disposable_perCapita
France,2018.0,Disposable income,national,income,0.07194184,PIP,p99p100Share_pip_disposable_perCapita
Gabon,2005.0,Disposable income,national,consumption,0.084705884,PIP,p99p100Share_pip_disposable_perCapita
Gabon,2017.0,Disposable income,national,consumption,0.051305009,PIP,p99p100Share_pip_disposable_perCapita
Gambia,1998.0,Disposable income,national,consumption,0.096371502,PIP,p99p100Share_pip_disposable_perCapita
Gambia,2003.0,Disposable income,national,consumption,0.108583513,PIP,p99p100Share_pip_disposable_perCapita
Gambia,2010.0,Disposable income,national,consumption,0.108865499,PIP,p99p100Share_pip_disposable_perCapita
Gambia,2015.0,Disposable income,national,consumption,0.064240501,PIP,p99p100Share_pip_disposable_perCapita
Georgia,1996.0,Disposable income,national,consumption,0.052652168,PIP,p99p100Share_pip_disposable_perCapita
Georgia,1997.0,Disposable income,national,consumption,0.062637277,PIP,p99p100Share_pip_disposable_perCapita
Georgia,1998.0,Disposable income,national,consumption,0.092688172,PIP,p99p100Share_pip_disposable_perCapita
Georgia,1999.0,Disposable income,national,consumption,0.066994814,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2000.0,Disposable income,national,consumption,0.069078986,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2001.0,Disposable income,national,consumption,0.070822646,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2002.0,Disposable income,national,consumption,0.058365664,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2003.0,Disposable income,national,consumption,0.053008906,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2004.0,Disposable income,national,consumption,0.050983566,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2005.0,Disposable income,national,consumption,0.059868549,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2006.0,Disposable income,national,consumption,0.055082298,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2007.0,Disposable income,national,consumption,0.066454672,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2008.0,Disposable income,national,consumption,0.063886227,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2009.0,Disposable income,national,consumption,0.064551394,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2010.0,Disposable income,national,consumption,0.064586588,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2011.0,Disposable income,national,consumption,0.069680993,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2012.0,Disposable income,national,consumption,0.063834837,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2013.0,Disposable income,national,consumption,0.065050696,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2014.0,Disposable income,national,consumption,0.061671817,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2015.0,Disposable income,national,consumption,0.058259056,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2016.0,Disposable income,national,consumption,0.059406952,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2017.0,Disposable income,national,consumption,0.06161215,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2018.0,Disposable income,national,consumption,0.057976927,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2019.0,Disposable income,national,consumption,0.066433637,PIP,p99p100Share_pip_disposable_perCapita
Georgia,2020.0,Disposable income,national,consumption,0.053789226,PIP,p99p100Share_pip_disposable_perCapita
Germany,1991.0,Disposable income,national,income,0.044327519,PIP,p99p100Share_pip_disposable_perCapita
Germany,1992.0,Disposable income,national,income,0.041124783,PIP,p99p100Share_pip_disposable_perCapita
Germany,1993.0,Disposable income,national,income,0.040508079,PIP,p99p100Share_pip_disposable_perCapita
Germany,1994.0,Disposable income,national,income,0.041709338,PIP,p99p100Share_pip_disposable_perCapita
Germany,1995.0,Disposable income,national,income,0.041621571,PIP,p99p100Share_pip_disposable_perCapita
Germany,1996.0,Disposable income,national,income,0.038916683,PIP,p99p100Share_pip_disposable_perCapita
Germany,1997.0,Disposable income,national,income,0.039271875,PIP,p99p100Share_pip_disposable_perCapita
Germany,1998.0,Disposable income,national,income,0.039708111,PIP,p99p100Share_pip_disposable_perCapita
Germany,1999.0,Disposable income,national,income,0.042938305,PIP,p99p100Share_pip_disposable_perCapita
Germany,2000.0,Disposable income,national,income,0.043133323,PIP,p99p100Share_pip_disposable_perCapita
Germany,2001.0,Disposable income,national,income,0.047170659,PIP,p99p100Share_pip_disposable_perCapita
Germany,2002.0,Disposable income,national,income,0.04644061,PIP,p99p100Share_pip_disposable_perCapita
Germany,2003.0,Disposable income,national,income,0.051059471,PIP,p99p100Share_pip_disposable_perCapita
Germany,2004.0,Disposable income,national,income,0.050898917,PIP,p99p100Share_pip_disposable_perCapita
Germany,2005.0,Disposable income,national,income,0.055161502,PIP,p99p100Share_pip_disposable_perCapita
Germany,2006.0,Disposable income,national,income,0.052511523,PIP,p99p100Share_pip_disposable_perCapita
Germany,2007.0,Disposable income,national,income,0.056294115,PIP,p99p100Share_pip_disposable_perCapita
Germany,2008.0,Disposable income,national,income,0.05555097,PIP,p99p100Share_pip_disposable_perCapita
Germany,2009.0,Disposable income,national,income,0.049128786,PIP,p99p100Share_pip_disposable_perCapita
Germany,2010.0,Disposable income,national,income,0.047174626,PIP,p99p100Share_pip_disposable_perCapita
Germany,2011.0,Disposable income,national,income,0.052712447,PIP,p99p100Share_pip_disposable_perCapita
Germany,2012.0,Disposable income,national,income,0.050387589,PIP,p99p100Share_pip_disposable_perCapita
Germany,2013.0,Disposable income,national,income,0.055634519,PIP,p99p100Share_pip_disposable_perCapita
Germany,2014.0,Disposable income,national,income,0.049924018,PIP,p99p100Share_pip_disposable_perCapita
Germany,2015.0,Disposable income,national,income,0.057347974,PIP,p99p100Share_pip_disposable_perCapita
Germany,2016.0,Disposable income,national,income,0.05381676,PIP,p99p100Share_pip_disposable_perCapita
Germany,2017.0,Disposable income,national,income,0.058729074,PIP,p99p100Share_pip_disposable_perCapita
Germany,2018.0,Disposable income,national,income,0.06159832,PIP,p99p100Share_pip_disposable_perCapita
Ghana,1987.0,Disposable income,national,consumption,0.052672399,PIP,p99p100Share_pip_disposable_perCapita
Ghana,1988.0,Disposable income,national,consumption,0.058048044,PIP,p99p100Share_pip_disposable_perCapita
Ghana,1991.0,Disposable income,national,consumption,0.065844533,PIP,p99p100Share_pip_disposable_perCapita
Ghana,1998.0,Disposable income,national,consumption,0.058086836,PIP,p99p100Share_pip_disposable_perCapita
Ghana,2005.0,Disposable income,national,consumption,0.078061374,PIP,p99p100Share_pip_disposable_perCapita
Ghana,2012.0,Disposable income,national,consumption,0.069972806,PIP,p99p100Share_pip_disposable_perCapita
Ghana,2016.0,Disposable income,national,consumption,0.075274656,PIP,p99p100Share_pip_disposable_perCapita
Greece,1995.0,Disposable income,national,income,0.055303678,PIP,p99p100Share_pip_disposable_perCapita
Greece,2000.0,Disposable income,national,income,0.049424113,PIP,p99p100Share_pip_disposable_perCapita
Greece,2003.0,Disposable income,national,income,0.049012356,PIP,p99p100Share_pip_disposable_perCapita
Greece,2004.0,Disposable income,national,income,0.049758137,PIP,p99p100Share_pip_disposable_perCapita
Greece,2005.0,Disposable income,national,income,0.053555321,PIP,p99p100Share_pip_disposable_perCapita
Greece,2006.0,Disposable income,national,income,0.059003634,PIP,p99p100Share_pip_disposable_perCapita
Greece,2007.0,Disposable income,national,income,0.057495242,PIP,p99p100Share_pip_disposable_perCapita
Greece,2008.0,Disposable income,national,income,0.060405428,PIP,p99p100Share_pip_disposable_perCapita
Greece,2009.0,Disposable income,national,income,0.056239795,PIP,p99p100Share_pip_disposable_perCapita
Greece,2010.0,Disposable income,national,income,0.055130097,PIP,p99p100Share_pip_disposable_perCapita
Greece,2011.0,Disposable income,national,income,0.055136829,PIP,p99p100Share_pip_disposable_perCapita
Greece,2012.0,Disposable income,national,income,0.061488291,PIP,p99p100Share_pip_disposable_perCapita
Greece,2013.0,Disposable income,national,income,0.059185457,PIP,p99p100Share_pip_disposable_perCapita
Greece,2014.0,Disposable income,national,income,0.057746918,PIP,p99p100Share_pip_disposable_perCapita
Greece,2015.0,Disposable income,national,income,0.059385405,PIP,p99p100Share_pip_disposable_perCapita
Greece,2016.0,Disposable income,national,income,0.059970068,PIP,p99p100Share_pip_disposable_perCapita
Greece,2017.0,Disposable income,national,income,0.063150875,PIP,p99p100Share_pip_disposable_perCapita
Greece,2018.0,Disposable income,national,income,0.055122003,PIP,p99p100Share_pip_disposable_perCapita
Greece,2019.0,Disposable income,national,income,0.055020338,PIP,p99p100Share_pip_disposable_perCapita
Guatemala,1986.0,Disposable income,national,income,0.190472692,PIP,p99p100Share_pip_disposable_perCapita
Guatemala,1989.0,Disposable income,national,income,0.163371217,PIP,p99p100Share_pip_disposable_perCapita
Guatemala,2000.0,Disposable income,national,income,0.131442272,PIP,p99p100Share_pip_disposable_perCapita
Guatemala,2006.0,Disposable income,national,income,0.135836451,PIP,p99p100Share_pip_disposable_perCapita
Guatemala,2014.0,Disposable income,national,income,0.121566453,PIP,p99p100Share_pip_disposable_perCapita
Guinea,1991.0,Disposable income,national,consumption,0.047369325,PIP,p99p100Share_pip_disposable_perCapita
Guinea,1994.0,Disposable income,national,consumption,0.095985162,PIP,p99p100Share_pip_disposable_perCapita
Guinea,2002.0,Disposable income,national,consumption,0.093168252,PIP,p99p100Share_pip_disposable_perCapita
Guinea,2007.0,Disposable income,national,consumption,0.062636558,PIP,p99p100Share_pip_disposable_perCapita
Guinea,2012.0,Disposable income,national,consumption,0.057256146,PIP,p99p100Share_pip_disposable_perCapita
Guinea,2018.0,Disposable income,national,consumption,0.038009095,PIP,p99p100Share_pip_disposable_perCapita
Guinea-Bissau,1993.0,Disposable income,national,consumption,0.099247154,PIP,p99p100Share_pip_disposable_perCapita
Guinea-Bissau,2002.0,Disposable income,national,consumption,0.067089688,PIP,p99p100Share_pip_disposable_perCapita
Guinea-Bissau,2010.0,Disposable income,national,consumption,0.094468343,PIP,p99p100Share_pip_disposable_perCapita
Guinea-Bissau,2018.0,Disposable income,national,consumption,0.058672284,PIP,p99p100Share_pip_disposable_perCapita
Guyana,1998.0,Disposable income,national,income,0.087412946,PIP,p99p100Share_pip_disposable_perCapita
Haiti,2001.0,Disposable income,national,income,0.15402384,PIP,p99p100Share_pip_disposable_perCapita
Haiti,2012.0,Disposable income,national,consumption,0.077394942,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1989.0,Disposable income,national,income,0.198745902,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1990.0,Disposable income,national,income,0.162436172,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1991.0,Disposable income,national,income,0.115065416,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1992.0,Disposable income,national,income,0.11702013,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1993.0,Disposable income,national,income,0.141902601,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1994.0,Disposable income,national,income,0.129753169,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1995.0,Disposable income,national,income,0.141302943,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1996.0,Disposable income,national,income,0.142211458,PIP,p99p100Share_pip_disposable_perCapita
Honduras,1997.0,Disposable income,national,income,0.130021917,PIP,p99p100Share_pip_disposable_perCapita
