year,reporting_level,welfare_type,p99p100_share,country
2001,national,consumption,5.97225752904299,Estonia
2002,national,consumption,5.78180979801838,Estonia
2003,national,consumption,5.37067439761402,Estonia
2003,national,income,6.20224181647595,Estonia
2004,national,consumption,6.20224181647595,Estonia
2004,national,income,5.13442987509008,Estonia
2005,national,income,5.43557659981069,Estonia
2006,national,income,6.570475541477131,Estonia
2007,national,income,4.43567368160704,Estonia
2008,national,income,4.48507646875847,Estonia
2009,national,income,4.244217211247521,Estonia
2010,national,income,4.5312863173319995,Estonia
2011,national,income,4.68197904148266,Estonia
2012,national,income,4.86943212601028,Estonia
2013,national,income,4.56737181861145,Estonia
2014,national,income,4.5169508800762,Estonia
2015,national,income,3.8634273968257795,Estonia
2016,national,income,3.18595955575857,Estonia
2017,national,income,3.1611387420782804,Estonia
2018,national,income,3.06689245302692,Estonia
2019,national,income,3.36610563335657,Estonia
2020,national,income,3.47355572004488,Estonia
1995,national,consumption,15.769738994661259,Ethiopia
1999,national,consumption,6.10991711182003,Ethiopia
2004,national,consumption,6.846455380011241,Ethiopia
2010,national,consumption,6.89061047723649,Ethiopia
2015,national,consumption,6.4449523183183794,Ethiopia
1987,national,income,3.17299209857354,Finland
1991,national,income,3.1601657492849897,Finland
1995,national,income,3.87928826758944,Finland
2000,national,income,5.13060482967349,Finland
2003,national,income,5.50676295104312,Finland
2004,national,income,5.84457199966905,Finland
2005,national,income,5.27779462928389,Finland
2006,national,income,5.17606518362955,Finland
2007,national,income,5.19747507673071,Finland
2008,national,income,5.025981245674091,Finland
2009,national,income,4.79386169144327,Finland
2010,national,income,4.78361377257651,Finland
2011,national,income,4.82079478993004,Finland
2012,national,income,4.45084582301405,Finland
2013,national,income,4.50894142945092,Finland
2014,national,income,4.20328847466055,Finland
2015,national,income,4.35935493040205,Finland
2016,national,income,4.6028222424071705,Finland
2017,national,income,4.77687228942209,Finland
2018,national,income,4.9112374119284405,Finland
2019,national,income,5.108489359226629,Finland
2020,national,income,4.91438527408671,Finland
2002,national,consumption,6.2485515539361405,Fiji
2008,national,consumption,9.65289312748108,Fiji
2013,national,consumption,7.129229430771231,Fiji
2019,national,consumption,4.35685437064153,Fiji
1970,national,income,6.4318988849024095,France
1975,national,income,6.54620124049284,France
1979,national,income,6.14009078330409,France
1984,national,income,7.84139823714491,France
1990,national,income,5.23236182484157,France
1996,national,income,4.4630513952605,France
1997,national,income,4.4714359613037695,France
1998,national,income,4.60313834879005,France
1999,national,income,5.11957464269918,France
2000,national,income,4.88651082769404,France
2001,national,income,5.2739932541586505,France
2002,national,income,5.06407182316587,France
2003,national,income,5.39938005886395,France
2004,national,income,4.95380645605917,France
2005,national,income,5.0678869223711,France
2006,national,income,4.57325256304356,France
2007,national,income,5.93684144498546,France
2008,national,income,6.861748658827691,France
2009,national,income,5.9805795362082605,France
2010,national,income,6.54911550752124,France
2011,national,income,6.5811320832633395,France
2012,national,income,6.432345931588291,France
2013,national,income,6.17739536337696,France
2014,national,income,6.22659983125952,France
2015,national,income,7.0033190742571,France
2016,national,income,6.07717673545876,France
2017,national,income,6.277283150639031,France
2018,national,income,7.194184023314031,France
2019,national,income,5.63164119683131,France
2020,national,income,5.50527238061299,France
2000,urban,income,17.62404784688205,Micronesia (country)
2005,national,consumption,7.342563930898691,Micronesia (country)
2013,national,consumption,6.78705451283361,Micronesia (country)
2005,national,consumption,8.470588353843759,Gabon
2017,national,consumption,5.13050088133937,Gabon
1968,national,income,4.44898893428492,United Kingdom
1969,national,income,4.62421188105288,United Kingdom
1970,national,income,4.24279578365196,United Kingdom
1971,national,income,4.7666387109844095,United Kingdom
1972,national,income,4.04721758926763,United Kingdom
1973,national,income,4.58316117908173,United Kingdom
1974,national,income,4.60449110298738,United Kingdom
1975,national,income,4.19982455718881,United Kingdom
1976,national,income,3.84997788138012,United Kingdom
1977,national,income,3.9238086603237,United Kingdom
1978,national,income,3.77091939310483,United Kingdom
1979,national,income,3.53749007768277,United Kingdom
1980,national,income,4.1218327482054,United Kingdom
1981,national,income,4.71701623999079,United Kingdom
1982,national,income,4.44561275334141,United Kingdom
1983,national,income,4.437856039342599,United Kingdom
1984,national,income,4.26866468689045,United Kingdom
1985,national,income,4.25811869793117,United Kingdom
1986,national,income,5.72901278444946,United Kingdom
1987,national,income,6.10547339794241,United Kingdom
1988,national,income,6.51639801937655,United Kingdom
1989,national,income,5.19713541866427,United Kingdom
1990,national,income,6.38331811184008,United Kingdom
1991,national,income,5.9777139323210795,United Kingdom
1992,national,income,5.46561908636805,United Kingdom
1993,national,income,5.76789381628098,United Kingdom
1994,national,income,6.54674551437059,United Kingdom
1995,national,income,6.11748680369097,United Kingdom
1996,national,income,6.32865216378493,United Kingdom
1997,national,income,6.592470670154279,United Kingdom
1998,national,income,7.31933504745113,United Kingdom
1999,national,income,7.615351887862939,United Kingdom
2000,national,income,10.47776539977942,United Kingdom
2001,national,income,8.1488971221151,United Kingdom
2002,national,income,6.847709631112441,United Kingdom
2003,national,income,6.53886941838732,United Kingdom
2004,national,income,6.5339884823434,United Kingdom
2005,national,income,7.31504899466959,United Kingdom
2006,national,income,6.5619768475343205,United Kingdom
2007,national,income,5.99310355028883,United Kingdom
2008,national,income,7.1920135124886,United Kingdom
2009,national,income,6.52722748405382,United Kingdom
2010,national,income,6.13431566388128,United Kingdom
2011,national,income,5.80853670079003,United Kingdom
2012,national,income,5.5911974336824395,United Kingdom
2013,national,income,5.05256778299921,United Kingdom
2014,national,income,5.60948866851026,United Kingdom
2015,national,income,5.70005781383073,United Kingdom
2016,national,income,5.6935497338475605,United Kingdom
2017,national,income,5.95397434561523,United Kingdom
2018,national,income,5.7383927344832495,United Kingdom
2019,national,income,4.985210155229329,United Kingdom
2020,national,income,4.90932352426033,United Kingdom
1996,national,consumption,5.2652167748417895,Georgia
1997,national,consumption,6.26372774835631,Georgia
1998,national,consumption,9.26881718433737,Georgia
1999,national,consumption,6.69948142859613,Georgia
2000,national,consumption,6.90789862778598,Georgia
2001,national,consumption,7.08226460166099,Georgia
2002,national,consumption,5.83656639906221,Georgia
2003,national,consumption,5.30089061179381,Georgia
2004,national,consumption,5.09835659556958,Georgia
2005,national,consumption,5.98685491384675,Georgia
2006,national,consumption,5.508229776702709,Georgia
2007,national,consumption,6.64546724116271,Georgia
2008,national,consumption,6.3886227069381505,Georgia
2009,national,consumption,6.4551394156874204,Georgia
2010,national,consumption,6.45865880340111,Georgia
2011,national,consumption,6.9680993252068095,Georgia
2012,national,consumption,6.38348366701441,Georgia
2013,national,consumption,6.50506957843682,Georgia
2014,national,consumption,6.16718168310195,Georgia
2015,national,consumption,5.82590559411001,Georgia
2016,national,consumption,5.94069523476883,Georgia
2017,national,consumption,6.16121503102888,Georgia
2018,national,consumption,5.79769266017784,Georgia
2019,national,consumption,6.64336367225677,Georgia
2020,national,consumption,5.37892257192499,Georgia
2021,national,consumption,5.60742937702398,Georgia
1987,national,consumption,5.26723988716466,Ghana
1988,national,consumption,5.80480435246781,Ghana
1991,national,consumption,6.584453328345511,Ghana
1998,national,consumption,5.80868360809242,Ghana
2005,national,consumption,7.80613736397057,Ghana
2012,national,consumption,6.997280593553939,Ghana
2016,national,consumption,7.52746556450494,Ghana
1991,national,consumption,4.73693246157911,Guinea
1994,national,consumption,9.59851622602166,Guinea
2002,national,consumption,9.31682515903565,Guinea
2007,national,consumption,6.26365579654207,Guinea
2012,national,consumption,5.72561461545613,Guinea
2018,national,consumption,3.80090952229662,Guinea
1998,national,consumption,9.637150204176761,Gambia
2003,national,consumption,10.85835126992948,Gambia
2010,national,consumption,10.88654985943152,Gambia
2015,national,consumption,6.424050084880389,Gambia
2020,national,consumption,7.80271902962679,Gambia
1991,national,consumption,12.84328054689956,Guinea-Bissau
1993,national,consumption,9.92471537934444,Guinea-Bissau
2002,national,consumption,6.708968834942949,Guinea-Bissau
2010,national,consumption,9.44683425070105,Guinea-Bissau
2018,national,consumption,5.86722837660881,Guinea-Bissau
1995,national,income,5.5303678137607,Greece
2000,national,income,4.94241131116134,Greece
2003,national,income,4.90123564614125,Greece
2004,national,income,4.97581367305458,Greece
2005,national,income,5.35553212196331,Greece
2006,national,income,5.90036339268867,Greece
2007,national,income,5.74952416784315,Greece
2008,national,income,6.04054275421918,Greece
2009,national,income,5.62397948952688,Greece
2010,national,income,5.51300969879988,Greece
2011,national,income,5.51368289951254,Greece
2012,national,income,6.14882911142492,Greece
2013,national,income,5.91854565298408,Greece
2014,national,income,5.774691808876399,Greece
2015,national,income,5.9385405228478,Greece
2016,national,income,5.99700678852172,Greece
2017,national,income,6.31508746514309,Greece
2018,national,income,5.51220025263073,Greece
2019,national,income,5.50203380365617,Greece
2020,national,income,5.29466482234658,Greece
1986,national,income,19.047269228152942,Guatemala
1989,national,income,16.3371217308662,Guatemala
1998,national,income,20.04593110569602,Guatemala
2000,national,income,13.14422717320935,Guatemala
2006,national,income,13.583645136078152,Guatemala
2014,national,income,12.15664530199748,Guatemala
1992,national,income,23.70824439207506,Guyana
1998,national,income,8.74129457024571,Guyana
1989,national,income,19.87459021023815,Honduras
1990,national,income,16.24361720523524,Honduras
1991,national,income,11.50654162053273,Honduras
1992,national,income,11.70201296168143,Honduras
1993,national,income,14.19026013787793,Honduras
1994,national,income,12.97531692207848,Honduras
1995,national,income,14.13029427365165,Honduras
1996,national,income,14.221145759787179,Honduras
1997,national,income,13.00219165825142,Honduras
1998,national,income,13.39129354456995,Honduras
1999,national,income,11.192356475572229,Honduras
2001,national,income,10.62527015120238,Honduras
2002,national,income,12.04845620963926,Honduras
2003,national,income,12.872216012521271,Honduras
2004,national,income,13.12816884542935,Honduras
2005,national,income,12.65073631671143,Honduras
2006,national,income,12.807882592561072,Honduras
2007,national,income,12.108505972932699,Honduras
2008,national,income,13.70880744667293,Honduras
2009,national,income,9.809433026044779,Honduras
2010,national,income,10.65664941127026,Honduras
2011,national,income,10.02254880521176,Honduras
2012,national,income,10.487119932464429,Honduras
2013,national,income,8.082251651405329,Honduras
2014,national,income,8.123587621293659,Honduras
2015,national,income,7.98679259780534,Honduras
2016,national,income,7.36404079416569,Honduras
2017,national,income,8.09510356677235,Honduras
2018,national,income,7.5757397953556005,Honduras
2019,national,income,7.49539907333982,Honduras
1988,national,income,2.84139714549976,Croatia
1998,national,consumption,3.8725199736786897,Croatia
1999,national,consumption,4.138483109728059,Croatia
2000,national,consumption,4.47484541493787,Croatia
2001,national,consumption,4.0806248614624705,Croatia
2004,national,consumption,4.41244677730781,Croatia
2008,national,consumption,6.62588987267034,Croatia
2009,national,consumption,5.15727200351033,Croatia
2009,national,income,3.9983229313074498,Croatia
2010,national,consumption,3.9983229313074498,Croatia
2010,national,income,4.15977050326359,Croatia
2011,national,income,3.92844262129316,Croatia
2012,national,income,3.8683740582841604,Croatia
2013,national,income,4.05726947117157,Croatia
2014,national,income,4.39581491327964,Croatia
2015,national,income,4.066282090655441,Croatia
2016,national,income,4.0940621259349,Croatia
2017,national,income,4.0005693584078,Croatia
2018,national,income,4.03357671406639,Croatia
2019,national,income,3.9478863014179097,Croatia
2020,national,income,3.9041395972519504,Croatia
2001,national,income,15.40238401523523,Haiti
2012,national,consumption,10.85215969882536,Haiti
1987,national,income,2.80313977377868,Hungary
1989,national,income,3.52406590593874,Hungary
1991,national,income,5.32479938036703,Hungary
1993,national,income,6.003785966989629,Hungary
1994,national,income,5.7086868198877,Hungary
1998,national,consumption,4.04096810093825,Hungary
1999,national,consumption,5.58439553638461,Hungary
1999,national,income,5.58439553638461,Hungary
2000,national,consumption,4.99477360465576,Hungary
2001,national,consumption,3.92840493317691,Hungary
2002,national,consumption,4.12506156292484,Hungary
2003,national,consumption,4.6771829472255995,Hungary
2004,national,consumption,4.70779468424957,Hungary
2004,national,income,4.93067142516918,Hungary
2005,national,consumption,4.93067142516918,Hungary
2005,national,income,6.4985473158802805,Hungary
2006,national,consumption,6.4985473158802805,Hungary
2006,national,income,4.8198879828965,Hungary
2007,national,consumption,4.8198879828965,Hungary
2007,national,income,4.36599209581078,Hungary
2008,national,income,4.0038871719256495,Hungary
2009,national,income,3.8250948145902797,Hungary
2010,national,income,4.19591178149847,Hungary
2011,national,income,4.63028727327732,Hungary
2012,national,income,4.97126915737934,Hungary
2013,national,income,5.017299637479209,Hungary
2014,national,income,4.60176826369854,Hungary
2015,national,income,4.58664937592698,Hungary
2016,national,income,4.84352967627798,Hungary
2017,national,income,5.36721108639224,Hungary
2018,national,income,5.46322078699139,Hungary
2019,national,income,6.25589764723466,Hungary
2020,national,income,4.687993683133921,Hungary
1993,urban,consumption,6.432339295444919,Indonesia
1993,rural,consumption,4.3414698381711,Indonesia
1996,urban,consumption,7.437534033668459,Indonesia
1996,rural,consumption,4.8466652729818,Indonesia
1998,urban,consumption,6.45320156615681,Indonesia
1998,rural,consumption,4.1741810166751,Indonesia
1999,urban,consumption,9.59345715969858,Indonesia
1999,rural,consumption,3.95565421435756,Indonesia
2000,urban,consumption,5.7781752354332,Indonesia
2000,rural,consumption,3.7886950954558,Indonesia
2001,urban,consumption,5.711968910544949,Indonesia
2001,rural,consumption,4.0607057044623796,Indonesia
2002,urban,consumption,5.7917412839040905,Indonesia
2002,rural,consumption,4.099829429350709,Indonesia
2003,urban,consumption,5.42477465869638,Indonesia
2003,rural,consumption,3.8910976312517995,Indonesia
2004,urban,consumption,5.79375230626797,Indonesia
2004,rural,consumption,4.04558483975371,Indonesia
2005,urban,consumption,6.3237489926159105,Indonesia
2005,rural,consumption,4.93205590240876,Indonesia
2006,urban,consumption,7.56284150092393,Indonesia
2006,rural,consumption,5.04120236076822,Indonesia
2007,urban,consumption,6.678183980900119,Indonesia
2007,rural,consumption,5.1740209455496196,Indonesia
2008,urban,consumption,6.747991659935431,Indonesia
2008,rural,consumption,5.389312024923161,Indonesia
2009,urban,consumption,7.733233416149949,Indonesia
2009,rural,consumption,5.34266059952602,Indonesia
2010,urban,consumption,6.7510116385517005,Indonesia
2010,rural,consumption,5.32602896072937,Indonesia
2011,urban,consumption,9.25588872771508,Indonesia
2011,rural,consumption,6.294062332549109,Indonesia
2012,urban,consumption,8.904277479827261,Indonesia
2012,rural,consumption,6.23302161812964,Indonesia
2013,urban,consumption,8.134732102397189,Indonesia
2013,rural,consumption,5.9682885582447,Indonesia
2014,urban,consumption,8.4310044556896,Indonesia
2014,rural,consumption,5.91024924760399,Indonesia
2015,urban,consumption,8.60542012759843,Indonesia
2015,rural,consumption,6.64178591530605,Indonesia
2016,urban,consumption,6.75527670665644,Indonesia
2016,rural,consumption,5.3547435221726305,Indonesia
2017,urban,consumption,6.5684854411263895,Indonesia
2017,rural,consumption,5.1122667718857295,Indonesia
2018,urban,consumption,6.8410843063273,Indonesia
2018,rural,consumption,5.33961155590808,Indonesia
2019,urban,consumption,7.08871752424503,Indonesia
2019,rural,consumption,5.27025379014082,Indonesia
2020,urban,consumption,6.72472703455978,Indonesia
2020,rural,consumption,5.18493482854829,Indonesia
2021,urban,consumption,7.22853532744253,Indonesia
2021,rural,consumption,5.00755141323444,Indonesia
2022,urban,consumption,7.54858617223328,Indonesia
2022,rural,consumption,4.915644868533589,Indonesia
1977,urban,consumption,7.40409897143267,India
1977,rural,consumption,9.988230690240641,India
1983,urban,consumption,5.58919303423955,India
1983,rural,consumption,5.080891320416439,India
1987,urban,consumption,6.9974159083993195,India
1987,rural,consumption,6.16674039257079,India
1993,urban,consumption,6.56423690275226,India
1993,rural,consumption,5.7653238027118805,India
2004,urban,consumption,7.66524055044044,India
2004,rural,consumption,7.076480021767311,India
2009,urban,consumption,9.21251958845526,India
2009,rural,consumption,7.08777108205641,India
2011,urban,consumption,8.01172572372518,India
2011,rural,consumption,7.42240354673368,India
2015,urban,consumption,6.75831065495088,India
2015,rural,consumption,6.27767340663455,India
2016,urban,consumption,6.862784091755909,India
2016,rural,consumption,6.30656108537519,India
2017,urban,consumption,7.21951989361842,India
2017,rural,consumption,5.73611581614556,India
2018,urban,consumption,5.10636561283418,India
2018,rural,consumption,5.88587248631642,India
2019,urban,consumption,7.1400963740995,India
2019,rural,consumption,6.43415332412928,India
1987,national,income,5.83365668435594,Ireland
1994,national,income,7.03250517697014,Ireland
1995,national,income,7.182270163837,Ireland
1996,national,income,7.17583985216234,Ireland
2000,national,income,6.329510462387621,Ireland
2002,national,income,5.25294083418788,Ireland
2003,national,income,6.29312459324875,Ireland
2004,national,income,6.82422459438102,Ireland
2005,national,income,6.98350243275645,Ireland
2006,national,income,5.5154047953534295,Ireland
2007,national,income,5.88952845282265,Ireland
2008,national,income,4.9131029387883896,Ireland
2009,national,income,5.48480144339643,Ireland
2010,national,income,4.71505440477963,Ireland
2011,national,income,5.25893812692866,Ireland
2012,national,income,5.655799842190589,Ireland
2013,national,income,5.32042600424553,Ireland
2014,national,income,4.89544120047185,Ireland
2015,national,income,5.47206440997669,Ireland
2016,national,income,5.71846424305748,Ireland
2017,national,income,6.20233127761739,Ireland
2018,national,income,5.6764270449398895,Ireland
2019,national,income,6.38186255697351,Ireland
2020,national,income,5.3233386715087105,Ireland
1986,national,consumption,10.14726555438317,Iran
1990,national,consumption,8.09708541694851,Iran
1994,national,consumption,7.922186623630701,Iran
1998,national,consumption,7.6078288801083405,Iran
2005,national,consumption,7.59331786512725,Iran
2006,national,consumption,7.53784625410816,Iran
2009,national,consumption,6.50591312932201,Iran
2013,national,consumption,5.98535747152135,Iran
2014,national,consumption,6.31898325308991,Iran
2015,national,consumption,6.7239762483040195,Iran
2016,national,consumption,6.61327024280957,Iran
2017,national,consumption,7.0187794747411605,Iran
2018,national,consumption,7.5454468373433405,Iran
2019,national,consumption,7.211044029007139,Iran
2006,national,consumption,4.5102374377234895,Iraq
2012,national,consumption,4.37002469083351,Iraq
2003,national,income,5.037239990555021,Iceland
2004,national,income,5.92810449316229,Iceland
2005,national,income,6.0274191339299,Iceland
2006,national,income,6.55917781326212,Iceland
2007,national,income,5.79842012304183,Iceland
2008,national,income,6.8375741441352,Iceland
2009,national,income,5.26208315962519,Iceland
2010,national,income,4.69242230295524,Iceland
2011,national,income,4.46418537121869,Iceland
2012,national,income,4.365699042753899,Iceland
2013,national,income,4.12571104963208,Iceland
2014,national,income,6.149481912534109,Iceland
2015,national,income,4.97051787507217,Iceland
2016,national,income,5.08778103896151,Iceland
2017,national,income,4.79054483728882,Iceland
1979,national,income,6.37893063483795,Israel
1986,national,income,5.08502654167856,Israel
1992,national,income,5.54141285719014,Israel
1997,national,income,5.9764031646311,Israel
2001,national,income,6.379820373727741,Israel
2002,national,income,5.80182611478386,Israel
2003,national,income,6.12886361504048,Israel
2004,national,income,6.04826255381514,Israel
2005,national,income,7.12046725056722,Israel
2006,national,income,6.527162009067659,Israel
2007,national,income,5.81455032306263,Israel
2008,national,income,6.0435909709225,Israel
2009,national,income,7.61298077644937,Israel
2010,national,income,7.77762726694642,Israel
2011,national,income,6.34969087164827,Israel
2012,national,income,6.41839428037133,Israel
2013,national,income,6.27043545630797,Israel
2014,national,income,5.516264435372229,Israel
2015,national,income,5.8642702669857005,Israel
2016,national,income,5.11406577472609,Israel
2017,national,income,4.9601318562233505,Israel
2018,national,income,5.55583309412678,Israel
1986,national,income,5.10905923912766,Italy
1987,national,income,4.8355528309314,Italy
1989,national,income,5.411857833566,Italy
1991,national,income,5.0497618486971,Italy
1993,national,income,5.4261178365959,Italy
1995,national,income,5.70047277324353,Italy
1998,national,income,6.812502443538531,Italy
2000,national,income,5.7582801784691595,Italy
2003,national,income,6.08480525121737,Italy
2004,national,income,6.0743789541184094,Italy
2005,national,income,5.31656588166021,Italy
2006,national,income,5.23146005751262,Italy
2007,national,income,5.18333829814184,Italy
2008,national,income,5.48619699873114,Italy
2009,national,income,5.40682018313144,Italy
2010,national,income,5.88363679420527,Italy
2011,national,income,5.70479854775394,Italy
2012,national,income,5.81079470919148,Italy
2013,national,income,5.27177182798475,Italy
2014,national,income,5.17159208858756,Italy
2015,national,income,5.16312330825909,Italy
2016,national,income,5.47286208990842,Italy
2017,national,income,5.6693520516034805,Italy
2018,national,income,5.1366109754956,Italy
2019,national,income,5.02895888196994,Italy
2020,national,income,5.18444455210096,Italy
1988,national,consumption,9.07155695417433,Jamaica
1990,national,consumption,7.35309765885653,Jamaica
1993,national,consumption,5.23264148353497,Jamaica
1996,national,consumption,8.376655640542669,Jamaica
1999,national,consumption,8.87359405986575,Jamaica
2002,national,consumption,10.325220955652469,Jamaica
2004,national,consumption,8.30990409074377,Jamaica
1986,national,consumption,5.08239509543144,Jordan
1992,national,consumption,10.77006315509476,Jordan
1997,national,consumption,7.884065237038549,Jordan
2002,national,consumption,6.20614606695818,Jordan
2006,national,consumption,5.6855063000576,Jordan
2008,national,consumption,4.76406521678508,Jordan
2010,national,consumption,5.3992795461702,Jordan
2008,national,income,5.24329751717103,Japan
2010,national,income,5.7319108199913105,Japan
2013,national,income,5.84165857082945,Japan
1993,national,income,3.96233602849745,Kazakhstan
1996,national,consumption,4.64729435477454,Kazakhstan
2001,national,consumption,5.365308986793179,Kazakhstan
2002,national,consumption,5.41202717982529,Kazakhstan
2003,national,consumption,5.00501479519779,Kazakhstan
2004,national,consumption,5.08070342789037,Kazakhstan
2005,national,consumption,5.9775319241453895,Kazakhstan
2006,national,consumption,5.60192009683966,Kazakhstan
2007,national,consumption,5.39624698406448,Kazakhstan
2008,national,consumption,4.71051259092208,Kazakhstan
2009,national,consumption,4.40813336815115,Kazakhstan
2010,national,consumption,4.30414191997016,Kazakhstan
2011,national,consumption,4.24327976120865,Kazakhstan
2012,national,consumption,4.22783277340737,Kazakhstan
2013,national,consumption,4.1700891670436,Kazakhstan
2014,national,consumption,4.49737170832573,Kazakhstan
2015,national,consumption,4.52427448683817,Kazakhstan
2016,national,consumption,4.15508426796052,Kazakhstan
2017,national,consumption,4.26988390087553,Kazakhstan
2018,national,consumption,4.3447593448378905,Kazakhstan
1992,national,consumption,21.36657477348837,Kenya
1994,national,consumption,9.49847947105411,Kenya
1997,national,consumption,9.90904851983019,Kenya
2005,national,consumption,11.104576382614539,Kenya
2015,national,consumption,7.3686115773003795,Kenya
1998,national,income,9.85445096912743,Kyrgyzstan
2000,national,consumption,4.03977435365376,Kyrgyzstan
2001,national,consumption,4.28709620831457,Kyrgyzstan
2002,national,consumption,4.14529372727711,Kyrgyzstan
2003,national,consumption,4.02440758419941,Kyrgyzstan
2004,national,consumption,5.14335469604433,Kyrgyzstan
2005,national,consumption,5.38804522829672,Kyrgyzstan
2006,national,consumption,7.30801964441858,Kyrgyzstan
2007,national,consumption,5.24758677969031,Kyrgyzstan
2008,national,consumption,5.40047948795171,Kyrgyzstan
2009,national,consumption,5.103357014094749,Kyrgyzstan
2010,national,consumption,5.01753749665425,Kyrgyzstan
2011,national,consumption,4.60959199327183,Kyrgyzstan
2012,national,consumption,4.433494183540089,Kyrgyzstan
2013,national,consumption,4.58557745580059,Kyrgyzstan
2014,national,consumption,4.63680406446022,Kyrgyzstan
2015,national,consumption,5.76902914377128,Kyrgyzstan
2016,national,consumption,4.12803435124858,Kyrgyzstan
2017,national,consumption,4.77084415513193,Kyrgyzstan
2018,national,consumption,4.78023637627488,Kyrgyzstan
2019,national,consumption,6.80267049470302,Kyrgyzstan
2020,national,consumption,4.79189587660182,Kyrgyzstan
2006,national,consumption,6.4157520355412405,Kiribati
2019,national,consumption,4.30886012920654,Kiribati
2006,national,income,4.34828530127842,South Korea
2008,national,income,4.590900581996181,South Korea
2010,national,income,4.48853846288219,South Korea
2012,national,income,4.50490718238868,South Korea
2014,national,income,4.22522799594917,South Korea
2016,national,income,4.43332327430712,South Korea
1992,national,consumption,6.18954412913702,Laos
1997,national,consumption,7.22555740014396,Laos
2002,national,consumption,6.12656436338528,Laos
2007,national,consumption,7.13752289056932,Laos
2012,national,consumption,6.42149794114183,Laos
2018,national,consumption,7.82689225838266,Laos
2011,national,consumption,4.54292149064114,Lebanon
2007,national,consumption,5.94724207606568,Liberia
2014,national,consumption,4.98823820924538,Liberia
2016,national,consumption,5.63236677717995,Liberia
1995,national,income,7.570182179682609,Saint Lucia
2016,national,income,11.85785268396935,Saint Lucia
1985,national,consumption,5.38794376407252,Sri Lanka
1990,national,consumption,6.81910860966819,Sri Lanka
1995,national,consumption,6.4615904914829105,Sri Lanka
2002,national,consumption,8.53172959560312,Sri Lanka
2006,national,consumption,8.93266036396627,Sri Lanka
2009,national,consumption,7.497411305640039,Sri Lanka
2012,national,consumption,8.77518001342942,Sri Lanka
2016,national,consumption,8.98301149318763,Sri Lanka
2019,national,consumption,7.773151134118669,Sri Lanka
1986,national,consumption,12.963190002698699,Lesotho
1994,national,consumption,12.851914565656841,Lesotho
2002,national,consumption,9.80888998061111,Lesotho
2017,national,consumption,7.15227197213916,Lesotho
1993,national,income,7.8924988394359,Lithuania
1996,national,consumption,5.00426946951417,Lithuania
1998,national,consumption,5.13922073278654,Lithuania
1999,national,consumption,5.32962454565216,Lithuania
2000,national,consumption,4.75964371045745,Lithuania
2001,national,consumption,4.7462555341091,Lithuania
2002,national,consumption,4.743347142009649,Lithuania
2003,national,consumption,5.8499498975968,Lithuania
2004,national,consumption,5.62378189235666,Lithuania
2004,national,income,5.21747923830924,Lithuania
2005,national,income,4.89176471361512,Lithuania
2006,national,income,5.20203820742091,Lithuania
2007,national,income,6.327903580099729,Lithuania
2008,national,consumption,6.327903580099729,Lithuania
2008,national,income,6.756891179698609,Lithuania
2009,national,income,5.72352521312995,Lithuania
2010,national,income,4.82171773280739,Lithuania
2011,national,income,4.4298053973014,Lithuania
2012,national,income,5.43167940831107,Lithuania
2013,national,income,5.1255674274402505,Lithuania
2014,national,income,6.427623623270271,Lithuania
2015,national,income,5.69278048651638,Lithuania
2016,national,income,6.63741904317225,Lithuania
2017,national,income,6.424890871307749,Lithuania
2018,national,income,5.56623939583056,Lithuania
2019,national,income,5.65241809100814,Lithuania
2020,national,income,6.356029703429771,Lithuania
1985,national,income,3.4890480374472803,Luxembourg
1991,national,income,4.08684135887615,Luxembourg
1994,national,income,3.7391869621612996,Luxembourg
1997,national,income,4.60536241185845,Luxembourg
2000,national,income,4.50750844834886,Luxembourg
2003,national,income,4.19857498480871,Luxembourg
2004,national,income,4.53890165616557,Luxembourg
2005,national,income,4.44304832077424,Luxembourg
2006,national,income,4.94442714048336,Luxembourg
2007,national,income,4.81489054853051,Luxembourg
2008,national,income,5.65320677341298,Luxembourg
2009,national,income,4.98693682678277,Luxembourg
2010,national,income,4.4747337552099,Luxembourg
2011,national,income,4.833008048515,Luxembourg
2012,national,income,6.2570620873145995,Luxembourg
2013,national,income,4.36503107826453,Luxembourg
2014,national,income,4.813271451058021,Luxembourg
2015,national,income,5.24458893113911,Luxembourg
2016,national,income,4.77988515276273,Luxembourg
2017,national,income,5.241794435855629,Luxembourg
2018,national,income,6.27200855240346,Luxembourg
2019,national,income,5.2974546972728795,Luxembourg
2020,national,income,4.56194363298357,Luxembourg
1993,national,income,3.2156231115909497,Latvia
1995,national,income,5.64406409684918,Latvia
1996,national,income,6.6374207155058,Latvia
1997,national,consumption,5.67890378360268,Latvia
1998,national,consumption,5.30389100438585,Latvia
2002,national,consumption,5.9266940722806405,Latvia
2003,national,consumption,5.91741073557633,Latvia
2004,national,consumption,5.713433120829,Latvia
2004,national,income,6.91650547956338,Latvia
2005,national,income,7.07347319310569,Latvia
2006,national,income,5.68919069517736,Latvia
2007,national,consumption,5.68919069517736,Latvia
2007,national,income,5.68127158459219,Latvia
2008,national,consumption,5.68127158459219,Latvia
2008,national,income,5.63236960323637,Latvia
2009,national,consumption,5.63236960323637,Latvia
2009,national,income,4.87209927074809,Latvia
2010,national,income,4.54614173284024,Latvia
2011,national,income,5.39567082618293,Latvia
