year,reporting_level,welfare_type,percentile,avg_welfare,pop_share,top1_share_wb,quantile,country
2007,national,income,100,295.2660844,0.010010848,0.053180407,5981.911288,Denmark
2008,national,income,100,237.7516981,0.010087158,0.043605382,1171.130499,Denmark
2009,national,income,100,264.0362771,0.010008321,0.047355392,1118.266871,Denmark
2010,national,income,100,291.2575236,0.010051032,0.049982075,640.5420555,Denmark
2011,national,income,100,292.8167553,0.010019085,0.050901502,777.5150869,Denmark
2012,national,income,100,337.464897,0.010092127,0.059444782,5633.010199,Denmark
2013,national,income,100,341.5997122,0.010028233,0.058370567,4588.109877,Denmark
2014,national,income,100,337.4739576,0.010048909,0.057388908,3331.498667,Denmark
2015,national,income,100,409.6495234,0.01004707,0.06898267,5314.711277,Denmark
2016,national,income,100,389.11982,0.010030221,0.064333146,8398.866316,Denmark
2017,national,income,100,399.9218802,0.010048101,0.064671398,1510.885628,Denmark
2018,national,income,100,365.0066292,0.010049745,0.058467281,1255.366342,Denmark
2019,national,income,100,392.6238907,0.010022377,0.062723187,3269.153332,Denmark
2020,national,income,100,354.1251083,0.010041198,0.055113362,1212.104912,Denmark
1986,national,income,100,122.3423437,0.01,0.092670119,,Dominican Republic
1989,national,income,100,98.40007319,0.01,0.125483227,,Dominican Republic
1992,national,income,100,176.1702154,0.01,0.164757531,,Dominican Republic
1996,national,income,100,102.1081469,0.010006633,0.086349471,270.5213365,Dominican Republic
1997,national,income,100,143.8530228,0.010024578,0.111279266,514.5427837,Dominican Republic
2000,national,income,100,157.7349539,0.010019339,0.113342821,1480.151632,Dominican Republic
2001,national,income,100,131.77729,0.010000393,0.098392134,491.2434279,Dominican Republic
2002,national,income,100,126.2179932,0.010029953,0.097351355,550.4813237,Dominican Republic
2003,national,income,100,139.7218709,0.010004714,0.120556031,413.9153713,Dominican Republic
2004,national,income,100,126.2747772,0.01003369,0.128280651,1317.832319,Dominican Republic
2005,national,income,100,118.6651592,0.010101284,0.105121805,754.8777268,Dominican Republic
2006,national,income,100,168.1086635,0.01004298,0.129880692,479.9090141,Dominican Republic
2007,national,income,100,117.7749577,0.010008015,0.099073438,499.598438,Dominican Republic
2008,national,income,100,114.9977298,0.0100436,0.100605617,366.2662425,Dominican Republic
2009,national,income,100,121.6238213,0.010033504,0.098360708,975.9807963,Dominican Republic
2010,national,income,100,96.42964239,0.010008819,0.078913236,193.6195337,Dominican Republic
2011,national,income,100,118.0991605,0.010002291,0.093073838,352.9350795,Dominican Republic
2012,national,income,100,99.28407076,0.010017082,0.081956779,297.7230148,Dominican Republic
2013,national,income,100,120.9077136,0.010003405,0.094355404,421.8908109,Dominican Republic
2014,national,income,100,85.08109036,0.010142226,0.064934103,262.2284055,Dominican Republic
2015,national,income,100,127.3020871,0.010084031,0.087990957,427.3446324,Dominican Republic
2016,national,income,100,123.1925205,0.010030141,0.079059556,306.8718704,Dominican Republic
2017,national,income,100,135.3449952,0.010029309,0.091790522,682.9673159,Dominican Republic
2018,national,income,100,180.7907464,0.010010081,0.111485892,1018.958864,Dominican Republic
2019,national,income,100,138.0220286,0.010042665,0.084163383,310.5971541,Dominican Republic
2020,national,income,100,100.0225377,0.010136009,0.06977819,293.624306,Dominican Republic
2021,national,income,100,95.96609458,0.010012106,0.068417068,357.4616684,Dominican Republic
1988,national,consumption,100,84.4040659,0.01,0.113081181,,Algeria
1995,national,consumption,100,32.449832,0.01,0.045631918,,Algeria
2011,national,consumption,100,35.74685679,0.01,0.038747866,,Algeria
1987,urban,income,100,98.45579101,0.01,0.117485834,,Ecuador
1994,national,income,100,106.5381719,0.010013822,0.128654148,457.5356158,Ecuador
1995,urban,income,100,90.4050496,0.010044735,0.110737929,517.1737424,Ecuador
1998,urban,income,100,64.3509045,0.01004702,0.083071554,170.0672333,Ecuador
1999,national,income,100,161.4967019,0.010033967,0.190614783,1236.841593,Ecuador
2000,national,income,100,104.9372217,0.010004385,0.160453023,1153.534509,Ecuador
2003,national,income,100,112.9119009,0.010011613,0.116121385,1584.156818,Ecuador
2004,national,income,100,120.9678276,0.01000238,0.126204721,5427.544197,Ecuador
2005,national,income,100,127.025973,0.010002361,0.111822176,701.1146391,Ecuador
2006,national,income,100,164.6351917,0.010016725,0.13187831,27850.57436,Ecuador
2007,national,income,100,169.68364,0.010008206,0.128865507,2389.736599,Ecuador
2008,national,income,100,121.2407006,0.01003646,0.096605042,3030.506573,Ecuador
2009,national,income,100,115.751552,0.010003074,0.095400344,1092.53641,Ecuador
2010,national,income,100,134.1140591,0.010011233,0.09995196,1258.69652,Ecuador
2011,national,income,100,107.1325346,0.010012917,0.077309588,925.3507591,Ecuador
2012,national,income,100,124.3031027,0.010003311,0.08411104,768.5777081,Ecuador
2013,national,income,100,137.647704,0.010039071,0.090324352,711.7248496,Ecuador
2014,national,income,100,130.5719113,0.010000098,0.084398541,1435.149009,Ecuador
2015,national,income,100,137.2372923,0.010000844,0.088092311,977.1526759,Ecuador
2016,national,income,100,126.4672024,0.01001674,0.083020338,2213.978573,Ecuador
2017,national,income,100,123.3971758,0.010009453,0.078697686,2893.390583,Ecuador
2018,national,income,100,125.4509419,0.010025269,0.080319907,1197.381733,Ecuador
2019,national,income,100,125.8567748,0.010015889,0.081960384,1068.180259,Ecuador
2020,national,income,100,123.5057616,0.010010172,0.090393396,785.8069328,Ecuador
2021,national,income,100,116.0194416,0.010055824,0.079456105,568.2663513,Ecuador
2022,national,income,100,127.2785988,0.010010158,0.083805103,939.8266285,Ecuador
1990,national,consumption,100,33.50218001,0.01,0.060481141,,Egypt
1995,national,consumption,100,34.65883905,0.01,0.064625087,,Egypt
1999,national,consumption,100,59.77733714,0.01,0.089785797,,Egypt
2004,national,consumption,100,37.12142164,0.010005921,0.063341135,250.1813519,Egypt
2008,national,consumption,100,38.94145244,0.010007824,0.066065221,216.1685407,Egypt
2010,national,consumption,100,38.60065741,0.010038943,0.059193399,136.551993,Egypt
2012,national,consumption,100,34.87601229,0.01002222,0.052254463,100.0072636,Egypt
2015,national,consumption,100,53.66933497,0.010060918,0.074489127,271.1886335,Egypt
2017,national,consumption,100,39.77431672,0.010034242,0.063343637,103.9414582,Egypt
2019,national,consumption,100,48.48801598,0.010009444,0.071812616,228.0463683,Egypt
1980,national,income,100,115.4345866,0.010025292,0.055087948,187.4715806,Spain
1985,national,income,100,116.6109305,0.010253589,0.05791142,187.0553193,Spain
1990,national,income,100,134.5630551,0.010018565,0.050546005,232.946481,Spain
1993,national,income,100,151.1132013,0.010123062,0.05122192,213.3554698,Spain
1994,national,income,100,139.8605948,0.010040842,0.047557016,193.7795153,Spain
1995,national,income,100,156.1998269,0.010001296,0.052852432,229.5019172,Spain
1996,national,income,100,148.1824544,0.010121306,0.050478547,209.0480494,Spain
1997,national,income,100,150.5437961,0.010103823,0.049073394,213.568888,Spain
1998,national,income,100,158.844297,0.01001901,0.047901559,217.6788738,Spain
1999,national,income,100,178.3344137,0.01003309,0.050571039,266.5161095,Spain
2000,national,income,100,189.475618,0.010715726,0.054548748,307.8296547,Spain
2003,national,income,100,168.3965006,0.010013113,0.043868501,411.0318789,Spain
2004,national,income,100,179.8752323,0.010009802,0.046240296,627.2992464,Spain
2005,national,income,100,176.088569,0.010019484,0.044176063,506.488854,Spain
2006,national,income,100,187.7502552,0.01000255,0.046592486,520.7569079,Spain
2007,national,income,100,238.4683195,0.010025964,0.049756199,1011.375496,Spain
2008,national,income,100,238.5085399,0.010021209,0.048916648,1693.961613,Spain
2009,national,income,100,247.6846541,0.010024044,0.050873762,715.3777591,Spain
2010,national,income,100,236.5761848,0.010044099,0.051488266,1015.270991,Spain
2011,national,income,100,212.4374912,0.010002218,0.047831678,804.9344322,Spain
2012,national,income,100,205.3176808,0.010021026,0.048613084,618.8587738,Spain
2013,national,income,100,190.2257004,0.010021494,0.04630875,521.3733583,Spain
2014,national,income,100,199.8484246,0.010012245,0.048358624,543.4667685,Spain
2015,national,income,100,212.8244313,0.010005736,0.050025595,843.657669,Spain
2016,national,income,100,214.7937138,0.010044929,0.048900052,547.3473203,Spain
2017,national,income,100,208.8871667,0.010025433,0.046954855,523.7038334,Spain
2018,national,income,100,215.3141763,0.010006972,0.04804044,594.8609343,Spain
2019,national,income,100,216.7957451,0.010001229,0.046264146,639.4722879,Spain
2020,national,income,100,208.8432804,0.010030911,0.044572643,783.2571327,Spain
1993,national,income,100,102.9856088,0.01,0.082783122,,Estonia
1995,national,consumption,100,31.60130003,0.01,0.030898209,,Estonia
1998,national,consumption,100,83.80532727,0.01,0.06369371,,Estonia
2000,national,consumption,100,66.81152242,0.010048988,0.055585676,111.9883921,Estonia
2001,national,consumption,100,69.39523651,0.010092454,0.059722575,247.6115576,Estonia
2002,national,consumption,100,69.28658546,0.010000568,0.057818098,200.3794806,Estonia
2003,national,consumption,100,64.95989256,0.010042679,0.053706744,188.9969711,Estonia
2003,national,income,100,92.32720027,0.010034861,0.059053041,171.1510404,Estonia
2004,national,consumption,100,88.54908743,0.01034187,0.065563089,157.3542211,Estonia
2004,national,income,100,85.84198982,0.010206158,0.051344299,136.3049459,Estonia
2005,national,income,100,106.4203067,0.010089442,0.054355766,177.4342731,Estonia
2006,national,income,100,145.2361964,0.010405861,0.065704755,785.4252886,Estonia
2007,national,income,100,113.9369893,0.010076542,0.044356737,224.2510718,Estonia
2008,national,income,100,118.9308789,0.01009654,0.044850765,211.5003411,Estonia
2009,national,income,100,103.8152263,0.010305488,0.042442172,189.3248126,Estonia
2010,national,income,100,107.3378694,0.010003141,0.045312863,266.5326844,Estonia
2011,national,income,100,110.3255192,0.010423007,0.04681979,321.1559349,Estonia
2012,national,income,100,121.2847335,0.010428399,0.048694321,207.9015658,Estonia
2013,national,income,100,128.6038217,0.010047082,0.045673718,202.1337238,Estonia
2014,national,income,100,137.7932872,0.010019028,0.045169509,236.5337012,Estonia
2015,national,income,100,125.6476631,0.010048557,0.038634274,171.5496201,Estonia
2016,national,income,100,110.5823401,0.010013272,0.031859596,130.0960621,Estonia
2017,national,income,100,115.9247914,0.010020581,0.031611387,144.3258623,Estonia
2018,national,income,100,119.2432255,0.010016692,0.030668925,140.152852,Estonia
2019,national,income,100,136.9022456,0.010082586,0.033661056,156.9208551,Estonia
2020,national,income,100,148.2261837,0.010039902,0.034735557,212.128591,Estonia
1981,rural,consumption,100,16.61713247,0.01,0.082311416,,Ethiopia
1995,national,consumption,100,37.45910888,0.010015398,0.15769739,822.4860041,Ethiopia
1999,national,consumption,100,14.22051024,0.01004862,0.061099171,94.57798107,Ethiopia
2004,national,consumption,100,21.2622695,0.010056012,0.068464554,1491.164522,Ethiopia
2010,national,consumption,100,23.30905782,0.010002153,0.068906105,443.0959779,Ethiopia
2015,national,consumption,100,24.08737415,0.010004239,0.064449523,134.4737753,Ethiopia
1987,national,income,100,112.5284689,0.010034535,0.031729921,160.0134861,Finland
1991,national,income,100,126.42916,0.01000866,0.031601657,166.2694215,Finland
1995,national,income,100,143.3560657,0.010071885,0.038792883,218.1037132,Finland
2000,national,income,100,221.3076008,0.010010967,0.051306048,408.0267208,Finland
2003,national,income,100,252.0872724,0.010001645,0.05506763,3892.36715,Finland
2004,national,income,100,280.5038872,0.010000292,0.05844572,6107.007873,Finland
2005,national,income,100,261.570207,0.010012249,0.052777946,4896.293265,Finland
2006,national,income,100,260.3775238,0.010017481,0.051760652,1686.117864,Finland
2007,national,income,100,271.3363149,0.010010259,0.051974751,1330.491874,Finland
2008,national,income,100,264.9868065,0.010024812,0.050259812,1840.539061,Finland
2009,national,income,100,257.9740056,0.010014512,0.047938617,1335.244002,Finland
2010,national,income,100,261.52881,0.010005899,0.047836138,4574.573357,Finland
2011,national,income,100,265.1628665,0.010002239,0.048207948,4521.356605,Finland
2012,national,income,100,244.3145536,0.010046703,0.044508458,4995.013212,Finland
2013,national,income,100,245.6545779,0.010082602,0.045089414,4799.648063,Finland
2014,national,income,100,229.58446,0.010005009,0.042032885,952.498723,Finland
2015,national,income,100,239.3823091,0.010042805,0.043593549,928.0218104,Finland
2016,national,income,100,256.2150261,0.010019598,0.046028222,1132.93365,Finland
2017,national,income,100,271.0454654,0.010034738,0.047768723,950.4754686,Finland
2018,national,income,100,283.7307897,0.010010766,0.049112374,841.5729265,Finland
2019,national,income,100,299.0379902,0.010053036,0.051084894,703.5535796,Finland
2020,national,income,100,289.0531973,0.010000942,0.049143853,5886.766581,Finland
2002,national,consumption,100,61.25718972,0.010025324,0.062485516,260.1099135,Fiji
2008,national,consumption,100,105.9092108,0.010011484,0.096528931,832.0345097,Fiji
2013,national,consumption,100,76.32064854,0.010016068,0.071292294,321.4772332,Fiji
2019,national,consumption,100,34.3971462,0.010015383,0.043568544,70.4129488,Fiji
1970,national,income,100,166.7868893,0.010003809,0.064318989,264.5218273,France
1975,national,income,100,213.5059278,0.01000733,0.065462012,356.0646838,France
1979,national,income,100,227.5791921,0.010021168,0.061400908,397.4310094,France
1984,national,income,100,269.1278474,0.01123515,0.078413982,567.8043754,France
1990,national,income,100,217.8040472,0.010018899,0.052323618,338.1211816,France
1996,national,income,100,198.4540923,0.010019244,0.044630514,267.8790619,France
1997,national,income,100,200.4295763,0.01000422,0.04471436,277.4231881,France
1998,national,income,100,211.6011373,0.01000549,0.046031383,305.7168478,France
1999,national,income,100,241.9018678,0.010003237,0.051195746,365.9307729,France
2000,national,income,100,226.5772814,0.010002906,0.048865108,369.6998198,France
2001,national,income,100,262.0133643,0.010000603,0.052739933,414.9173063,France
2002,national,income,100,256.4423018,0.010055579,0.050640718,390.0595953,France
2003,national,income,100,254.5022776,0.010028956,0.053993801,2478.273737,France
2004,national,income,100,237.1702656,0.010034594,0.049538065,941.3694214,France
2005,national,income,100,239.0624213,0.01005986,0.050678869,711.2708998,France
2006,national,income,100,212.7221095,0.010064355,0.045732526,1290.691941,France
2007,national,income,100,336.7719394,0.010024463,0.059368414,1586.873693,France
2008,national,income,100,393.5012527,0.010003075,0.068617487,1768.294962,France
2009,national,income,100,345.8947185,0.010003244,0.059805795,1284.444301,France
2010,national,income,100,378.2798005,0.010059602,0.065491155,2425.336452,France
2011,national,income,100,383.5729546,0.010021316,0.065811321,5720.995501,France
2012,national,income,100,371.0203802,0.010038242,0.064323459,1192.863279,France
2013,national,income,100,353.768881,0.010012424,0.061773954,7995.548409,France
2014,national,income,100,360.9025042,0.010004942,0.062265998,3805.173709,France
2015,national,income,100,405.9673809,0.0101329,0.070033191,14855.80213,France
2016,national,income,100,357.417949,0.010022935,0.060771767,15046.41664,France
2017,national,income,100,362.9390204,0.010137649,0.062772832,14485.04646,France
2018,national,income,100,428.0204078,0.010014622,0.07194184,14922.40334,France
2019,national,income,100,315.8141583,0.010019691,0.056316412,2470.996893,France
2020,national,income,100,315.4580051,0.010016729,0.055052724,2256.187015,France
2000,urban,income,100,98.72582477,0.010000105,0.176240478,4346.763858,Micronesia (country)
2005,national,consumption,100,57.55452306,0.010194624,0.073425639,229.9674214,Micronesia (country)
2013,national,consumption,100,37.32096565,0.010105947,0.067870545,326.9529789,Micronesia (country)
2005,national,consumption,100,74.19213765,0.010012366,0.084705884,655.2373678,Gabon
2017,national,consumption,100,63.11012539,0.01002923,0.051305009,378.8570088,Gabon
1968,national,income,100,91.08929389,0.010141896,0.044489889,143.5333526,United Kingdom
1969,national,income,100,96.92058635,0.010023578,0.046242119,145.3459032,United Kingdom
1970,national,income,100,91.18223563,0.010006097,0.042427958,132.0752727,United Kingdom
1971,national,income,100,101.4554433,0.010055618,0.047666387,145.2420133,United Kingdom
1972,national,income,100,89.56613549,0.010043727,0.040472176,121.1113751,United Kingdom
1973,national,income,100,109.3797895,0.010140106,0.045831612,165.2758095,United Kingdom
1974,national,income,100,110.8403406,0.010055119,0.046044911,169.7928064,United Kingdom
1975,national,income,100,95.96615763,0.010181572,0.041998246,145.2057029,United Kingdom
1976,national,income,100,86.42240761,0.010014917,0.038499779,120.7458388,United Kingdom
1977,national,income,100,84.8495341,0.010166175,0.039238087,129.5273579,United Kingdom
1978,national,income,100,89.80179129,0.010049383,0.037709194,124.5130539,United Kingdom
1979,national,income,100,85.5665133,0.010080004,0.035374901,112.5111586,United Kingdom
1980,national,income,100,100.7528535,0.010242033,0.041218327,142.5036879,United Kingdom
1981,national,income,100,117.0308349,0.010070154,0.047170162,189.8882156,United Kingdom
1982,national,income,100,121.6625761,0.010034799,0.044456128,186.8145063,United Kingdom
1983,national,income,100,116.29671,0.010035949,0.04437856,178.5788077,United Kingdom
1984,national,income,100,114.6701982,0.010075774,0.042686647,166.0184394,United Kingdom
1985,national,income,100,119.3823151,0.010036806,0.042581187,167.8603838,United Kingdom
1986,national,income,100,171.8584028,0.010055007,0.057290128,302.8367737,United Kingdom
1987,national,income,100,195.6583777,0.010066478,0.061054734,357.5715178,United Kingdom
1988,national,income,100,223.7064925,0.010034336,0.06516398,423.5136756,United Kingdom
1989,national,income,100,179.8689094,0.010032146,0.051971354,262.7370826,United Kingdom
1990,national,income,100,233.2208283,0.010008007,0.063833181,421.1067724,United Kingdom
1991,national,income,100,215.6718047,0.01022888,0.059777139,378.0117609,United Kingdom
1992,national,income,100,193.9226047,0.010047841,0.054656191,302.7719571,United Kingdom
1993,national,income,100,203.935111,0.010035531,0.057678938,314.0854708,United Kingdom
1994,national,income,100,252.6979995,0.010014292,0.065467455,434.7673568,United Kingdom
1995,national,income,100,234.8681114,0.010089031,0.061174868,386.4428952,United Kingdom
1996,national,income,100,254.0631069,0.010027842,0.063286522,455.8567852,United Kingdom
1997,national,income,100,273.2713442,0.010061143,0.065924707,484.4976551,United Kingdom
1998,national,income,100,321.7631796,0.01000066,0.07319335,643.1379553,United Kingdom
1999,national,income,100,342.2849201,0.010017218,0.076153519,673.4886756,United Kingdom
2000,national,income,100,516.2471742,0.010016096,0.104777654,1217.451377,United Kingdom
2001,national,income,100,406.7897182,0.010007575,0.081488971,815.1633452,United Kingdom
2002,national,income,100,331.1884634,0.010028184,0.068477096,594.7068335,United Kingdom
2003,national,income,100,322.1880844,0.010026269,0.065388694,567.9780437,United Kingdom
2004,national,income,100,332.2628736,0.010051998,0.065339885,562.1923016,United Kingdom
2005,national,income,100,328.6502215,0.011232782,0.07315049,2200.506354,United Kingdom
2006,national,income,100,332.2491871,0.010008531,0.065619768,1064.68321,United Kingdom
2007,national,income,100,294.2209352,0.010663936,0.059931036,1457.392197,United Kingdom
2008,national,income,100,387.2547396,0.010032834,0.071920135,2635.716153,United Kingdom
2009,national,income,100,307.6775052,0.010956549,0.065272275,1010.955483,United Kingdom
2010,national,income,100,276.9474357,0.011278934,0.061343157,1249.315907,United Kingdom
2011,national,income,100,291.9469471,0.010012986,0.058085367,1742.849905,United Kingdom
2012,national,income,100,252.5902311,0.010997027,0.055911974,1730.537087,United Kingdom
2013,national,income,100,237.9021114,0.010508779,0.050525678,677.7574182,United Kingdom
2014,national,income,100,275.1986144,0.010406282,0.056094887,1035.583584,United Kingdom
2015,national,income,100,296.7880815,0.010000211,0.057000578,2064.822101,United Kingdom
2016,national,income,100,286.4604729,0.010355861,0.056935497,1344.357788,United Kingdom
2017,national,income,100,294.5410608,0.010924123,0.059539743,1399.810612,United Kingdom
2018,national,income,100,305.2457612,0.010261567,0.057383927,28805.46337,United Kingdom
2019,national,income,100,274.3380231,0.010022951,0.049852102,418.9890331,United Kingdom
2020,national,income,100,262.9464879,0.010247446,0.049093235,367.6724824,United Kingdom
1996,national,consumption,100,43.14440078,0.01,0.052652168,,Georgia
1997,national,consumption,100,34.99930901,0.010035063,0.062637277,150.3968349,Georgia
1998,national,consumption,100,53.31513538,0.010004282,0.092688172,1405.310502,Georgia
1999,national,consumption,100,33.27068818,0.010007505,0.066994814,136.907341,Georgia
2000,national,consumption,100,33.06178539,0.010003645,0.069078986,176.9628526,Georgia
2001,national,consumption,100,32.33370487,0.010026842,0.070822646,225.1291474,Georgia
2002,national,consumption,100,34.05738107,0.010008591,0.058365664,165.2530625,Georgia
2003,national,consumption,100,30.4996726,0.010044981,0.053008906,132.7607155,Georgia
2004,national,consumption,100,30.43045213,0.010017479,0.050983566,137.0709225,Georgia
2005,national,consumption,100,35.20449289,0.010033116,0.059868549,135.8443043,Georgia
2006,national,consumption,100,31.86532293,0.010009358,0.055082298,115.8663087,Georgia
2007,national,consumption,100,37.81368905,0.010035769,0.066454672,206.2590277,Georgia
2008,national,consumption,100,39.42490231,0.010001478,0.063886227,230.1895238,Georgia
2009,national,consumption,100,39.47792883,0.010003579,0.064551394,162.4279493,Georgia
2010,national,consumption,100,39.19817663,0.010019833,0.064586588,235.0761245,Georgia
2011,national,consumption,100,43.8756247,0.010009796,0.069680993,982.2964133,Georgia
2012,national,consumption,100,43.14024143,0.010009344,0.063834837,152.7712472,Georgia
2013,national,consumption,100,48.19258114,0.010022959,0.065050696,179.4765259,Georgia
2014,national,consumption,100,47.70900769,0.010026372,0.061671817,274.0677563,Georgia
2015,national,consumption,100,45.54643479,0.010010668,0.058259056,193.1964051,Georgia
2016,national,consumption,100,46.7167371,0.010034265,0.059406952,153.9439672,Georgia
2017,national,consumption,100,50.08017939,0.010007406,0.06161215,156.1075466,Georgia
2018,national,consumption,100,46.19083668,0.010000646,0.057976927,194.289126,Georgia
2019,national,consumption,100,52.92225671,0.010010442,0.066433637,475.8496706,Georgia
2020,national,consumption,100,39.01583613,0.01000306,0.053789226,203.7690181,Georgia
2021,national,consumption,100,42.17447516,0.01003401,0.056074294,185.7659469,Georgia
1987,national,consumption,100,12.30694754,0.01,0.052672399,,Ghana
1988,national,consumption,100,13.92848806,0.01,0.058048044,,Ghana
1991,national,consumption,100,14.58932799,0.010069118,0.065844533,39.98637981,Ghana
1998,national,consumption,100,15.26173245,0.010085117,0.058086836,66.12670646,Ghana
2005,national,consumption,100,26.47935508,0.010027327,0.078061374,211.9079116,Ghana
2012,national,consumption,100,33.85495819,0.010008343,0.069972806,180.0133117,Ghana
2016,national,consumption,100,37.95503822,0.010093208,0.075274656,305.1972886,Ghana
1991,national,consumption,100,4.995882794,0.01,0.047369325,,Guinea
1994,national,consumption,100,37.10574655,0.01008003,0.095985162,209.0063916,Guinea
2002,national,consumption,100,26.64067491,0.010080972,0.093168252,102.0753976,Guinea
2007,national,consumption,100,18.93945124,0.010033592,0.062636558,161.5714879,Guinea
2012,national,consumption,100,22.09332376,0.010004291,0.057256146,89.70708603,Guinea
2018,national,consumption,100,16.70225609,0.01000884,0.038009095,36.5568931,Guinea
1998,national,consumption,100,18.58130659,0.010008163,0.096371502,102.5320065,Gambia
2003,national,consumption,100,34.46147692,0.010414658,0.108583513,145.2880973,Gambia
2010,national,consumption,100,47.84325748,0.010060693,0.108865499,484.9915874,Gambia
2015,national,consumption,100,32.42311494,0.010104619,0.064240501,66.72257463,Gambia
2020,national,consumption,100,38.68462133,0.01025571,0.07802719,5375.86896,Gambia
1991,national,consumption,100,56.89090487,0.01,0.128432805,,Guinea-Bissau
1993,national,consumption,100,35.5481693,0.010072694,0.099247154,100.6147748,Guinea-Bissau
2002,national,consumption,100,16.97167832,0.010242245,0.067089688,60.38643767,Guinea-Bissau
2010,national,consumption,100,23.78972093,0.010296237,0.094468343,23.78972093,Guinea-Bissau
2018,national,consumption,100,24.63646924,0.010017384,0.058672284,79.81719835,Guinea-Bissau
1995,national,income,100,154.1504847,0.010125525,0.055303678,224.4785213,Greece
2000,national,income,100,149.5002177,0.010377594,0.049424113,210.3353099,Greece
2003,national,income,100,177.1965252,0.010022507,0.049012356,749.6538441,Greece
2004,national,income,100,189.9352059,0.010004603,0.049758137,433.606795,Greece
2005,national,income,100,205.5163419,0.010060851,0.053555321,567.3865424,Greece
2006,national,income,100,227.4992975,0.010105379,0.059003634,446.4690547,Greece
2007,national,income,100,230.2009646,0.010014439,0.057495242,753.758071,Greece
2008,national,income,100,244.1332172,0.010080356,0.060405428,589.3602989,Greece
2009,national,income,100,230.0413451,0.010111167,0.056239795,514.2045526,Greece
2010,national,income,100,197.4412028,0.010011794,0.055130097,583.6936291,Greece
2011,national,income,100,162.9711618,0.01006577,0.055136829,493.9385467,Greece
2012,national,income,100,157.2406892,0.010099951,0.061488291,849.4957093,Greece
2013,national,income,100,144.9806627,0.010070264,0.059185457,345.2664967,Greece
2014,national,income,100,141.644926,0.010021475,0.057746918,1450.185643,Greece
2015,national,income,100,148.1048078,0.010017323,0.059385405,1939.822291,Greece
2016,national,income,100,152.9453924,0.010002094,0.059970068,1009.178394,Greece
2017,national,income,100,163.2773461,0.010014232,0.063150875,1317.712164,Greece
2018,national,income,100,146.3039107,0.010093145,0.055122003,900.4658558,Greece
2019,national,income,100,156.5795342,0.010007545,0.055020338,938.5332254,Greece
2020,national,income,100,152.4945727,0.010002078,0.052946648,980.3930295,Greece
1986,national,income,100,77.5382692,0.01,0.190472692,,Guatemala
1989,national,income,100,98.87446185,0.01,0.163371217,,Guatemala
1998,national,income,100,212.8235735,0.01,0.200459311,,Guatemala
2000,national,income,100,154.9338708,0.010026846,0.131442272,1610.350053,Guatemala
2006,national,income,100,163.8865623,0.010008679,0.135836451,1021.086565,Guatemala
2014,national,income,100,113.7594546,0.010045405,0.121566453,1629.735771,Guatemala
1992,national,income,100,122.9665284,0.01,0.237082444,,Guyana
1998,national,income,100,72.69884061,0.010058404,0.087412946,180.3611772,Guyana
1986,urban,income,100,51.72490604,0.01,0.133229289,,Honduras
1989,national,income,100,110.2295754,0.01,0.198745902,,Honduras
1990,national,income,100,79.75729922,0.01,0.162436172,,Honduras
1991,national,income,100,62.75905202,0.010008507,0.115065416,1155.523896,Honduras
1992,national,income,100,70.95131691,0.010001713,0.11702013,523.731452,Honduras
1993,national,income,100,102.9070144,0.010010008,0.141902601,848.4487774,Honduras
1994,national,income,100,94.67171543,0.010063761,0.129753169,346.6438318,Honduras
1995,national,income,100,101.6075723,0.01000543,0.141302943,556.3693607,Honduras
1996,national,income,100,94.1036701,0.010019955,0.142211458,672.885358,Honduras
1997,national,income,100,104.02172,0.010012036,0.130021917,888.6031538,Honduras
1998,national,income,100,110.8379503,0.01003532,0.133912935,499.9299016,Honduras
1999,national,income,100,86.19908784,0.010007521,0.111923565,248.7272662,Honduras
2001,national,income,100,106.9725605,0.010035116,0.106252702,595.1286995,Honduras
2002,national,income,100,106.5697791,0.010009237,0.120484562,783.6973746,Honduras
2003,national,income,100,107.2414108,0.010004298,0.12872216,708.6242029,Honduras
2004,national,income,100,112.9983183,0.010009905,0.131281688,609.2361705,Honduras
2005,national,income,100,118.6885364,0.010020544,0.126507363,1472.145567,Honduras
2006,national,income,100,131.2513944,0.010004602,0.128078826,1617.658232,Honduras
2007,national,income,100,134.3438295,0.010008189,0.12108506,841.3641245,Honduras
2008,national,income,100,157.1277299,0.010002332,0.137088074,2928.280001,Honduras
2009,national,income,100,110.4376004,0.01000782,0.09809433,1098.2523,Honduras
2010,national,income,100,119.036107,0.010006504,0.106566494,363.3607716,Honduras
2011,national,income,100,106.9709331,0.010068853,0.100225488,507.4797679,Honduras
2012,national,income,100,100.7282144,0.010004681,0.104871199,604.1572631,Honduras
2013,national,income,100,77.37611948,0.010021339,0.080822517,236.1012766,Honduras
2014,national,income,100,79.54035103,0.010013353,0.081235876,220.5914375,Honduras
2015,national,income,100,76.66906605,0.010125889,0.079867926,211.8429736,Honduras
2016,national,income,100,75.10590326,0.010007961,0.073640408,231.3614226,Honduras
2017,national,income,100,81.24917347,0.010019559,0.080951036,787.9804442,Honduras
2018,national,income,100,75.67369683,0.010041828,0.075757398,136.5727617,Honduras
2019,national,income,100,75.71075878,0.010022724,0.074953991,181.1152288,Honduras
1988,national,income,100,66.25424316,0.01,0.028413971,,Croatia
1998,national,consumption,100,150.9378018,0.010023318,0.0387252,330.2605942,Croatia
