country,year,pipreportinglevel,pipwelfare,value
Finland,2000,national,income,0.051306047
Finland,2003,national,income,0.05506763
Finland,2004,national,income,0.05844572
Finland,2005,national,income,0.052777946
Finland,2006,national,income,0.05176065
Finland,2007,national,income,0.05197475
Finland,2008,national,income,0.050259814
Finland,2009,national,income,0.047938615
Finland,2010,national,income,0.047836136
Finland,2011,national,income,0.048207946
Finland,2012,national,income,0.044508457
Finland,2013,national,income,0.045089412
Finland,2014,national,income,0.042032886
Finland,2015,national,income,0.04359355
Finland,2016,national,income,0.046028223
Finland,2017,national,income,0.047768723
Finland,2018,national,income,0.049112376
Finland,2019,national,income,0.051084895
Finland,2020,national,income,0.049143855
Finland,2021,national,income,0.051440496
France,1970,national,income,0.06431899
France,1975,national,income,0.065462016
France,1979,national,income,0.06140091
France,1984,national,income,0.058673713
France,1990,national,income,0.052323617
France,1996,national,income,0.044630513
France,1997,national,income,0.04471436
France,1998,national,income,0.046031382
France,1999,national,income,0.05119575
France,2000,national,income,0.051180363
France,2001,national,income,0.052739933
France,2002,national,income,0.050640717
France,2003,national,income,0.0539938
France,2004,national,income,0.049538065
France,2005,national,income,0.050678868
France,2006,national,income,0.045732524
France,2007,national,income,0.059368413
France,2008,national,income,0.068617485
France,2009,national,income,0.059805796
France,2010,national,income,0.065491155
France,2011,national,income,0.06581132
France,2012,national,income,0.06432346
France,2013,national,income,0.061773952
France,2014,national,income,0.062266
France,2015,national,income,0.07003319
France,2016,national,income,0.060771767
France,2017,national,income,0.06277283
France,2018,national,income,0.07194184
France,2019,national,income,0.056316413
France,2020,national,income,0.055052724
France,2021,national,income,0.056999676
Gabon,2005,national,consumption,0.08470588
Gabon,2017,national,consumption,0.051305007
Gambia,1998,national,consumption,0.0963715
Gambia,2003,national,consumption,0.10858351
Gambia,2010,national,consumption,0.1088655
Gambia,2015,national,consumption,0.0642405
Gambia,2020,national,consumption,0.07802719
Georgia,1996,national,consumption,0.05265217
Georgia,1997,national,consumption,0.06263728
Georgia,1998,national,consumption,0.09268817
Georgia,1999,national,consumption,0.066994816
Georgia,2000,national,consumption,0.06907899
Georgia,2001,national,consumption,0.07082265
Georgia,2002,national,consumption,0.058365665
Georgia,2003,national,consumption,0.053008907
Georgia,2004,national,consumption,0.050983567
Georgia,2005,national,consumption,0.059868548
Georgia,2006,national,consumption,0.0550823
Georgia,2007,national,consumption,0.06645467
Georgia,2008,national,consumption,0.063886225
Georgia,2009,national,consumption,0.06455139
Georgia,2010,national,consumption,0.06458659
Georgia,2011,national,consumption,0.069680996
Georgia,2012,national,consumption,0.06383484
Georgia,2013,national,consumption,0.0650507
Georgia,2014,national,consumption,0.061671816
Georgia,2015,national,consumption,0.058259055
Georgia,2016,national,consumption,0.05940695
Georgia,2017,national,consumption,0.06161215
Georgia,2018,national,consumption,0.057976928
Georgia,2019,national,consumption,0.06643364
Georgia,2020,national,consumption,0.053789224
Georgia,2021,national,consumption,0.056074295
Germany,1991,national,income,0.04432752
Germany,1992,national,income,0.041124783
Germany,1993,national,income,0.04050808
Germany,1994,national,income,0.041709337
Germany,1995,national,income,0.04162157
Germany,1996,national,income,0.038916685
Germany,1997,national,income,0.039271876
Germany,1998,national,income,0.03970811
Germany,1999,national,income,0.042938307
Germany,2000,national,income,0.043133322
Germany,2001,national,income,0.047170658
Germany,2002,national,income,0.04644061
Germany,2003,national,income,0.05105947
Germany,2004,national,income,0.050898917
Germany,2005,national,income,0.055161502
Germany,2006,national,income,0.052511524
Germany,2007,national,income,0.056294117
Germany,2008,national,income,0.05555097
Germany,2009,national,income,0.049128786
Germany,2010,national,income,0.047174625
Germany,2011,national,income,0.052712448
Germany,2012,national,income,0.05038759
Germany,2013,national,income,0.055634517
Germany,2014,national,income,0.04992402
Germany,2015,national,income,0.057347976
Germany,2016,national,income,0.05381676
Germany,2017,national,income,0.058729075
Germany,2018,national,income,0.06159832
Germany,2019,national,income,0.0635714
Ghana,1987,national,consumption,0.052672397
Ghana,1988,national,consumption,0.058048043
Ghana,1991,national,consumption,0.065844536
Ghana,1998,national,consumption,0.058086835
Ghana,2005,national,consumption,0.07806137
Ghana,2012,national,consumption,0.069972806
Ghana,2016,national,consumption,0.075274654
Greece,1995,national,income,0.055303678
Greece,2000,national,income,0.04942411
Greece,2003,national,income,0.049012356
Greece,2004,national,income,0.049758136
Greece,2005,national,income,0.05355532
Greece,2006,national,income,0.059003633
Greece,2007,national,income,0.05749524
Greece,2008,national,income,0.060405426
Greece,2009,national,income,0.056239795
Greece,2010,national,income,0.055130098
Greece,2011,national,income,0.05513683
Greece,2012,national,income,0.06148829
Greece,2013,national,income,0.059185456
Greece,2014,national,income,0.057746917
Greece,2015,national,income,0.059385404
Greece,2016,national,income,0.05997007
Greece,2017,national,income,0.063150875
Greece,2018,national,income,0.055122003
Greece,2019,national,income,0.05502034
Greece,2020,national,income,0.05294665
Greece,2021,national,income,0.050351538
Grenada,2018,national,consumption,0.07624896
Guatemala,1986,national,income,0.19047269
Guatemala,1989,national,income,0.16337122
Guatemala,1998,national,income,0.20045932
Guatemala,2000,national,income,0.13144228
Guatemala,2006,national,income,0.13583645
Guatemala,2014,national,income,0.12156645
Guinea,1991,national,consumption,0.047369324
Guinea,1994,national,consumption,0.09598516
Guinea,2002,national,consumption,0.09316825
Guinea,2007,national,consumption,0.062636554
Guinea,2012,national,consumption,0.057256147
Guinea,2018,national,consumption,0.038009096
Guinea-Bissau,1991,national,consumption,0.12843281
Guinea-Bissau,1993,national,consumption,0.09924715
Guinea-Bissau,2002,national,consumption,0.06708969
Guinea-Bissau,2010,national,consumption,0.09446834
Guinea-Bissau,2018,national,consumption,0.058672283
Guinea-Bissau,2021,national,consumption,0.0500056
Guyana,1992,national,income,0.23708244
Guyana,1998,national,income,0.087412946
Haiti,2001,national,income,0.15402384
Haiti,2012,national,consumption,0.07739494
Honduras,1986,urban,income,0.13322929
Honduras,1989,national,income,0.1987459
Honduras,1990,national,income,0.16243617
Honduras,1991,national,income,0.11506542
Honduras,1992,national,income,0.11702013
Honduras,1993,national,income,0.1419026
Honduras,1994,national,income,0.12975317
Honduras,1995,national,income,0.14130294
Honduras,1996,national,income,0.14221145
Honduras,1997,national,income,0.13002191
Honduras,1998,national,income,0.13391294
Honduras,1999,national,income,0.11192357
Honduras,2001,national,income,0.1062527
Honduras,2002,national,income,0.12048456
Honduras,2003,national,income,0.12872216
Honduras,2004,national,income,0.13128169
Honduras,2005,national,income,0.12650736
Honduras,2006,national,income,0.12807883
Honduras,2007,national,income,0.12108506
Honduras,2008,national,income,0.13708808
Honduras,2009,national,income,0.09809433
Honduras,2010,national,income,0.106566496
Honduras,2011,national,income,0.100225486
Honduras,2012,national,income,0.1048712
Honduras,2013,national,income,0.08082252
Honduras,2014,national,income,0.08123588
Honduras,2015,national,income,0.07986793
Honduras,2016,national,income,0.073640406
Honduras,2017,national,income,0.080951035
Honduras,2018,national,income,0.0757574
Honduras,2019,national,income,0.07495399
Hungary,1987,national,income,0.028031398
Hungary,1989,national,income,0.035240658
Hungary,1991,national,income,0.053247992
Hungary,1993,national,income,0.06003786
Hungary,1994,national,income,0.057086866
Hungary,1998,national,consumption,0.04040968
Hungary,1999,national,consumption,0.05473744
Hungary,1999,national,income,0.053836346
Hungary,2000,national,consumption,0.049947735
Hungary,2001,national,consumption,0.03928405
Hungary,2002,national,consumption,0.041250616
Hungary,2003,national,consumption,0.046771828
Hungary,2004,national,consumption,0.047077946
Hungary,2004,national,income,0.057270262
Hungary,2005,national,consumption,0.040909458
Hungary,2005,national,income,0.07934194
Hungary,2006,national,consumption,0.04106275
Hungary,2006,national,income,0.046436906
Hungary,2007,national,consumption,0.050539315
Hungary,2007,national,income,0.04365992
Hungary,2008,national,income,0.040038873
Hungary,2009,national,income,0.03825095
Hungary,2010,national,income,0.041959118
Hungary,2011,national,income,0.046302874
Hungary,2012,national,income,0.04971269
Hungary,2013,national,income,0.050172996
Hungary,2014,national,income,0.046017684
Hungary,2015,national,income,0.045866493
Hungary,2016,national,income,0.048435297
Hungary,2017,national,income,0.053672113
Hungary,2018,national,income,0.05463221
Hungary,2019,national,income,0.06255898
Hungary,2020,national,income,0.046879936
Hungary,2021,national,income,0.05232259
Iceland,2003,national,income,0.0503724
Iceland,2004,national,income,0.059281044
Iceland,2005,national,income,0.06027419
Iceland,2006,national,income,0.065591775
Iceland,2007,national,income,0.0579842
Iceland,2008,national,income,0.068375744
Iceland,2009,national,income,0.052620832
Iceland,2010,national,income,0.046924222
Iceland,2011,national,income,0.044641852
Iceland,2012,national,income,0.04365699
Iceland,2013,national,income,0.04125711
Iceland,2014,national,income,0.06149482
Iceland,2015,national,income,0.049705178
Iceland,2016,national,income,0.05087781
Iceland,2017,national,income,0.04790545
India,1977,rural,consumption,0.099882305
India,1977,urban,consumption,0.07404099
India,1983,rural,consumption,0.050808914
India,1983,urban,consumption,0.05589193
India,1987,rural,consumption,0.061667405
India,1987,urban,consumption,0.06997416
India,1993,rural,consumption,0.057653237
India,1993,urban,consumption,0.06564237
India,2004,rural,consumption,0.0707648
India,2004,urban,consumption,0.07665241
India,2009,rural,consumption,0.07087771
India,2009,urban,consumption,0.09212519
India,2011,rural,consumption,0.07422403
India,2011,urban,consumption,0.080117255
India,2015,rural,consumption,0.06277674
India,2015,urban,consumption,0.06758311
India,2016,rural,consumption,0.06306561
India,2016,urban,consumption,0.06862784
India,2017,rural,consumption,0.05736116
India,2017,urban,consumption,0.0721952
India,2018,rural,consumption,0.058858726
India,2018,urban,consumption,0.051063657
India,2019,rural,consumption,0.044404708
India,2019,urban,consumption,0.048371755
India,2020,rural,consumption,0.04131449
India,2020,urban,consumption,0.04827803
India,2021,rural,consumption,0.039877605
India,2021,urban,consumption,0.045304917
Indonesia,1984,rural,consumption,0.043582916
Indonesia,1984,urban,consumption,0.054057147
Indonesia,1987,rural,consumption,0.045174766
Indonesia,1987,urban,consumption,0.052543886
Indonesia,1990,rural,consumption,0.039702043
Indonesia,1990,urban,consumption,0.057899684
Indonesia,1993,rural,consumption,0.043414697
Indonesia,1993,urban,consumption,0.064323395
Indonesia,1996,rural,consumption,0.048466653
Indonesia,1996,urban,consumption,0.07437534
Indonesia,1998,rural,consumption,0.04174181
Indonesia,1998,urban,consumption,0.06453202
Indonesia,1999,rural,consumption,0.03955654
Indonesia,1999,urban,consumption,0.09593457
Indonesia,2000,rural,consumption,0.03788695
Indonesia,2000,urban,consumption,0.057781752
Indonesia,2001,rural,consumption,0.040607058
Indonesia,2001,urban,consumption,0.05711969
Indonesia,2002,rural,consumption,0.040998295
Indonesia,2002,urban,consumption,0.057917412
Indonesia,2003,rural,consumption,0.038910978
Indonesia,2003,urban,consumption,0.054247748
Indonesia,2004,rural,consumption,0.040455848
Indonesia,2004,urban,consumption,0.05793752
Indonesia,2005,rural,consumption,0.04932056
Indonesia,2005,urban,consumption,0.06323749
Indonesia,2006,rural,consumption,0.050412025
Indonesia,2006,urban,consumption,0.075628415
Indonesia,2007,rural,consumption,0.05174021
Indonesia,2007,urban,consumption,0.06678184
Indonesia,2008,rural,consumption,0.05389312
Indonesia,2008,urban,consumption,0.067479916
Indonesia,2009,rural,consumption,0.053426605
Indonesia,2009,urban,consumption,0.07733233
Indonesia,2010,rural,consumption,0.05326029
Indonesia,2010,urban,consumption,0.06751011
Indonesia,2011,rural,consumption,0.06294062
Indonesia,2011,urban,consumption,0.09255889
Indonesia,2012,rural,consumption,0.062330216
Indonesia,2012,urban,consumption,0.089042775
Indonesia,2013,rural,consumption,0.059682887
Indonesia,2013,urban,consumption,0.081347324
Indonesia,2014,rural,consumption,0.059102494
Indonesia,2014,urban,consumption,0.08431005
Indonesia,2015,rural,consumption,0.06641786
Indonesia,2015,urban,consumption,0.0860542
Indonesia,2016,rural,consumption,0.053547435
Indonesia,2016,urban,consumption,0.06755277
Indonesia,2017,rural,consumption,0.05112267
Indonesia,2017,urban,consumption,0.065684855
Indonesia,2018,rural,consumption,0.053367548
Indonesia,2018,urban,consumption,0.06824393
Indonesia,2019,rural,consumption,0.05270254
Indonesia,2019,urban,consumption,0.07088718
Indonesia,2020,rural,consumption,0.051849347
Indonesia,2020,urban,consumption,0.06724727
Indonesia,2021,rural,consumption,0.050075512
Indonesia,2021,urban,consumption,0.072285354
Indonesia,2022,rural,consumption,0.04915645
Indonesia,2022,urban,consumption,0.07548586
Indonesia,2023,rural,consumption,0.050967585
Indonesia,2023,urban,consumption,0.07945506
Iran,1986,national,consumption,0.10147265
Iran,1990,national,consumption,0.08097085
Iran,1994,national,consumption,0.07922187
Iran,1998,national,consumption,0.07607829
Iran,2005,national,consumption,0.07593318
Iran,2006,national,consumption,0.07537846
Iran,2009,national,consumption,0.06505913
Iran,2011,national,consumption,0.05621094
Iran,2012,national,consumption,0.056982115
Iran,2013,national,consumption,0.05353929
Iran,2014,national,consumption,0.056274097
Iran,2015,national,consumption,0.057652697
Iran,2016,national,consumption,0.057757065
Iran,2017,national,consumption,0.058413282
Iran,2018,national,consumption,0.062824704
Iran,2019,national,consumption,0.05993051
Iran,2020,national,consumption,0.056446753
Iran,2021,national,consumption,0.052093074
Iran,2022,national,consumption,0.054370277
Iraq,2006,national,consumption,0.045102373
Iraq,2012,national,consumption,0.043700248
Ireland,1987,national,income,0.058336567
Ireland,1994,national,income,0.070325054
Ireland,1995,national,income,0.0718227
Ireland,1996,national,income,0.0717584
Ireland,2000,national,income,0.0632951
Ireland,2002,national,income,0.05252941
Ireland,2003,national,income,0.06293125
Ireland,2004,national,income,0.068242244
Ireland,2005,national,income,0.06983502
Ireland,2006,national,income,0.055154048
Ireland,2007,national,income,0.058895286
Ireland,2008,national,income,0.04913103
Ireland,2009,national,income,0.054848015
Ireland,2010,national,income,0.047150545
Ireland,2011,national,income,0.052589383
Ireland,2012,national,income,0.056557998
Ireland,2013,national,income,0.05320426
Ireland,2014,national,income,0.048954412
Ireland,2015,national,income,0.054720644
Ireland,2016,national,income,0.057184644
Ireland,2017,national,income,0.06202331
Ireland,2018,national,income,0.05676427
Ireland,2019,national,income,0.063818626
Ireland,2020,national,income,0.053233385
Ireland,2021,national,income,0.060932115
Israel,1979,national,income,0.06378931
Israel,1986,national,income,0.050850265
Israel,1992,national,income,0.05541413
Israel,1997,national,income,0.05976403
Israel,2001,national,income,0.063798204
Israel,2002,national,income,0.05801826
Israel,2003,national,income,0.061288636
Israel,2004,national,income,0.060482625
Israel,2005,national,income,0.07120467
Israel,2006,national,income,0.06527162
Israel,2007,national,income,0.058145504
Israel,2008,national,income,0.06043591
Israel,2009,national,income,0.07612981
Israel,2010,national,income,0.07782579
Israel,2011,national,income,0.06349691
Israel,2012,national,income,0.06356156
Israel,2013,national,income,0.061895307
Israel,2014,national,income,0.055162646
Israel,2015,national,income,0.058642704
Israel,2016,national,income,0.05114066
Israel,2017,national,income,0.04960132
Israel,2018,national,income,0.05555833
Israel,2019,national,income,0.05110705
Israel,2020,national,income,0.046932142
Israel,2021,national,income,0.051766388
Italy,1977,national,income,0.054676652
Italy,1978,national,income,0.056781642
Italy,1979,national,income,0.05461829
Italy,1980,national,income,0.063794546
Italy,1981,national,income,0.049996868
Italy,1982,national,income,0.040927086
Italy,1983,national,income,0.044537727
Italy,1984,national,income,0.044557672
Italy,1986,national,income,0.047690462
Italy,1987,national,income,0.048119556
Italy,1989,national,income,0.05131473
Italy,1991,national,income,0.046919726
Italy,1993,national,income,0.051823303
Italy,1995,national,income,0.056969263
Italy,1998,national,income,0.068125024
Italy,2000,national,income,0.057582803
Italy,2002,national,income,0.052898567
Italy,2003,national,income,0.060848054
Italy,2004,national,income,0.06074379
Italy,2005,national,income,0.05316566
Italy,2006,national,income,0.0523146
Italy,2007,national,income,0.051833384
Italy,2008,national,income,0.05486197
Italy,2009,national,income,0.0540682
Italy,2010,national,income,0.058836367
Italy,2011,national,income,0.057047985
Italy,2012,national,income,0.058107946
Italy,2013,national,income,0.05271772
Italy,2014,national,income,0.05171592
Italy,2015,national,income,0.051631235
Italy,2016,national,income,0.05472862
Italy,2017,national,income,0.05669352
Italy,2018,national,income,0.05136611
Italy,2019,national,income,0.05028959
Italy,2020,national,income,0.051844444
Italy,2021,national,income,0.055690203
Jamaica,1988,national,consumption,0.09071557
Jamaica,1990,national,consumption,0.07353098
Jamaica,1993,national,consumption,0.052326415
Jamaica,1996,national,consumption,0.08376656
Jamaica,1999,national,consumption,0.08873594
Jamaica,2002,national,consumption,0.10325221
Jamaica,2004,national,consumption,0.08309904
Jamaica,2018,national,consumption,0.05270839
Jamaica,2021,national,consumption,0.062641166
Japan,2008,national,income,0.052432977
Japan,2010,national,income,0.05731911
Japan,2013,national,income,0.058416586
Jordan,1986,national,consumption,0.05082395
Jordan,1992,national,consumption,0.10770063
Jordan,1997,national,consumption,0.07884065
Jordan,2002,national,consumption,0.06206146
Jordan,2006,national,consumption,0.056855064
Jordan,2008,national,consumption,0.04764065
Jordan,2010,national,consumption,0.053992797
Kazakhstan,1993,national,income,0.03962336
Kazakhstan,1996,national,consumption,0.046472944
Kazakhstan,2001,national,consumption,0.05365309
Kazakhstan,2002,national,consumption,0.054120272
Kazakhstan,2003,national,consumption,0.050050147
Kazakhstan,2004,national,consumption,0.050807033
Kazakhstan,2005,national,consumption,0.05977532
Kazakhstan,2006,national,consumption,0.056019202
Kazakhstan,2007,national,consumption,0.05396247
Kazakhstan,2008,national,consumption,0.047105126
Kazakhstan,2009,national,consumption,0.044081334
Kazakhstan,2010,national,consumption,0.04304142
Kazakhstan,2011,national,consumption,0.042432796
Kazakhstan,2012,national,consumption,0.042278327
Kazakhstan,2013,national,consumption,0.041700892
Kazakhstan,2014,national,consumption,0.044973716
Kazakhstan,2015,national,consumption,0.045242745
Kazakhstan,2016,national,consumption,0.04155084
Kazakhstan,2017,national,consumption,0.042698838
Kazakhstan,2018,national,consumption,0.043447595
Kazakhstan,2019,national,consumption,0.04345685
Kazakhstan,2020,national,consumption,0.046341512
Kazakhstan,2021,national,consumption,0.05138111
Kenya,1992,national,consumption,0.21366575
Kenya,1994,national,consumption,0.09498479
Kenya,1997,national,consumption,0.09909049
Kenya,2005,national,consumption,0.11104576
Kenya,2015,national,consumption,0.073686115
Kenya,2020,national,consumption,0.05655291
Kenya,2021,national,consumption,0.08008821
Kiribati,2006,national,consumption,0.06415752
Kiribati,2019,national,consumption,0.0430886
Kosovo,2003,national,consumption,0.03551796
Kosovo,2005,national,consumption,0.036620557
Kosovo,2006,national,consumption,0.03771272
Kosovo,2009,national,consumption,0.037752956
Kosovo,2010,national,consumption,0.03964035
Kosovo,2011,national,consumption,0.033391144
Kosovo,2012,national,consumption,0.049687773
Kosovo,2013,national,consumption,0.0418095
Kosovo,2014,national,consumption,0.03775404
Kosovo,2015,national,consumption,0.03479241
Kosovo,2016,national,consumption,0.03770512
Kosovo,2017,national,consumption,0.055498313
Kyrgyzstan,1998,national,income,0.09854451
Kyrgyzstan,2000,national,consumption,0.040397745
Kyrgyzstan,2001,national,consumption,0.04287096
Kyrgyzstan,2002,national,consumption,0.041452937
Kyrgyzstan,2003,national,consumption,0.040244076
Kyrgyzstan,2004,national,consumption,0.05143355
Kyrgyzstan,2005,national,consumption,0.053880453
Kyrgyzstan,2006,national,consumption,0.0730802
Kyrgyzstan,2007,national,consumption,0.05247587
Kyrgyzstan,2008,national,consumption,0.054004796
Kyrgyzstan,2009,national,consumption,0.05103357
Kyrgyzstan,2010,national,consumption,0.050175376
Kyrgyzstan,2011,national,consumption,0.04609592
Kyrgyzstan,2012,national,consumption,0.04433494
Kyrgyzstan,2013,national,consumption,0.045855775
Kyrgyzstan,2014,national,consumption,0.04636804
Kyrgyzstan,2015,national,consumption,0.057690293
Kyrgyzstan,2016,national,consumption,0.041280344
Kyrgyzstan,2017,national,consumption,0.04770844
Kyrgyzstan,2018,national,consumption,0.047802363
Kyrgyzstan,2019,national,consumption,0.06802671
Kyrgyzstan,2020,national,consumption,0.04791896
Kyrgyzstan,2021,national,consumption,0.05156855
Laos,1992,national,consumption,0.06189544
Laos,1997,national,consumption,0.072255574
Laos,2002,national,consumption,0.061265644
Laos,2007,national,consumption,0.07137523
Laos,2012,national,consumption,0.06421498
Laos,2018,national,consumption,0.07826892
Latvia,1993,national,income,0.032156233
Latvia,1995,national,income,0.05644064
Latvia,1996,national,income,0.066374205
Latvia,1997,national,consumption,0.056789037
Latvia,1998,national,consumption,0.05303891
Latvia,2002,national,consumption,0.05926694
Latvia,2003,national,consumption,0.059174106
Latvia,2004,national,consumption,0.05713433
Latvia,2004,national,income,0.06916506
Latvia,2005,national,income,0.07073473
Latvia,2006,national,income,0.05498879
Latvia,2007,national,consumption,0.056455705
Latvia,2007,national,income,0.054285724
Latvia,2008,national,consumption,0.06006374
Latvia,2008,national,income,0.05826362
Latvia,2009,national,consumption,0.049441922
Latvia,2009,national,income,0.048720993
Latvia,2010,national,income,0.045461416
Latvia,2011,national,income,0.05395671
Latvia,2012,national,income,0.052369088
Latvia,2013,national,income,0.05128142
Latvia,2014,national,income,0.05222561
Latvia,2015,national,income,0.05146427
Latvia,2016,national,income,0.04638264
Latvia,2017,national,income,0.05237802
Latvia,2018,national,income,0.05305088
Latvia,2019,national,income,0.054243576
Latvia,2020,national,income,0.06057179
Latvia,2021,national,income,0.056204036
Lebanon,2011,national,consumption,0.045429215
Lesotho,1986,national,consumption,0.1296319
Lesotho,1994,national,consumption,0.12851915
Lesotho,2002,national,consumption,0.0980889
Lesotho,2017,national,consumption,0.07152272
Liberia,2007,national,consumption,0.05947242
Liberia,2014,national,consumption,0.049882382
Liberia,2016,national,consumption,0.056323666
Lithuania,1993,national,income,0.07892499
Lithuania,1996,national,consumption,0.050042696
Lithuania,1998,national,consumption,0.05139221
Lithuania,1999,national,consumption,0.053296246
Lithuania,2000,national,consumption,0.047596436
Lithuania,2001,national,consumption,0.047462557
Lithuania,2002,national,consumption,0.047433473
Lithuania,2003,national,consumption,0.0584995
Lithuania,2004,national,consumption,0.05623782
Lithuania,2004,national,income,0.05217479
Lithuania,2005,national,income,0.048917647
Lithuania,2006,national,income,0.052020382
Lithuania,2007,national,income,0.060981072
Lithuania,2008,national,consumption,0.06729131
Lithuania,2008,national,income,0.06756891
Lithuania,2009,national,income,0.057235252
Lithuania,2010,national,income,0.048217177
Lithuania,2011,national,income,0.044298053
Lithuania,2012,national,income,0.054316793
Lithuania,2013,national,income,0.051255673
Lithuania,2014,national,income,0.06427623
Lithuania,2015,national,income,0.056927804
Lithuania,2016,national,income,0.06637419
Lithuania,2017,national,income,0.06424891
Lithuania,2018,national,income,0.055662394
Lithuania,2019,national,income,0.05652418
Lithuania,2020,national,income,0.0635603
Lithuania,2021,national,income,0.06604849
Luxembourg,1985,national,income,0.037376385
Luxembourg,1986,national,income,0.050766252
Luxembourg,1987,national,income,0.057111233
Luxembourg,1988,national,income,0.052719474
Luxembourg,1989,national,income,0.07393658
Luxembourg,1990,national,income,0.046308316
Luxembourg,1991,national,income,0.04261215
Luxembourg,1992,national,income,0.041496273
Luxembourg,1993,national,income,0.040582884
Luxembourg,1994,national,income,0.044847727
Luxembourg,1995,national,income,0.04323843
Luxembourg,1996,national,income,0.046105035
Luxembourg,1997,national,income,0.04788466
Luxembourg,1998,national,income,0.05115217
Luxembourg,1999,national,income,0.049518213
Luxembourg,2000,national,income,0.044255696
Luxembourg,2001,national,income,0.05174531
Luxembourg,2002,national,income,0.05534556
Luxembourg,2003,national,income,0.04198575
Luxembourg,2004,national,income,0.045389015
Luxembourg,2005,national,income,0.044430483
Luxembourg,2006,national,income,0.049444273
Luxembourg,2007,national,income,0.048148904
Luxembourg,2008,national,income,0.056532066
Luxembourg,2009,national,income,0.04986937
Luxembourg,2010,national,income,0.044747338
Luxembourg,2011,national,income,0.04833008
Luxembourg,2012,national,income,0.062570624
Luxembourg,2013,national,income,0.04365031
Luxembourg,2014,national,income,0.048132714
Luxembourg,2015,national,income,0.05244589
Luxembourg,2016,national,income,0.047798853
Luxembourg,2017,national,income,0.052417945
Luxembourg,2018,national,income,0.06272008
Luxembourg,2019,national,income,0.05297455
Luxembourg,2020,national,income,0.045619436
Luxembourg,2021,national,income,0.0440515
Madagascar,1980,national,consumption,0.11007586
Madagascar,1993,national,consumption,0.14450277
Madagascar,1997,national,consumption,0.07160706
Madagascar,1999,national,consumption,0.055759132
Madagascar,2001,national,consumption,0.08094471
Madagascar,2005,national,consumption,0.090963185
Madagascar,2010,national,consumption,0.093469664
Madagascar,2012,national,consumption,0.07472977
Malawi,1997,national,consumption,0.4496452
Malawi,2004,national,consumption,0.0950824
Malawi,2010,national,consumption,0.113637365
Malawi,2016,national,consumption,0.1673022
Malawi,2019,national,consumption,0.07295095
Malaysia,1984,national,income,0.12124861
Malaysia,1987,national,income,0.10305778
Malaysia,1989,national,income,0.102673486
Malaysia,1992,national,income,0.09471809
Malaysia,1995,national,income,0.104122244
Malaysia,1997,national,income,0.10882789
Malaysia,2003,national,income,0.089620344
Malaysia,2006,national,income,0.08146426
Malaysia,2008,national,income,0.08106987
Malaysia,2011,national,income,0.08225844
Malaysia,2013,national,income,0.0749432
Malaysia,2015,national,income,0.073490225
Malaysia,2018,national,income,0.07283327
Malaysia,2021,national,income,0.07346675
Maldives,2002,national,consumption,0.14829646
Maldives,2009,national,consumption,0.07758569
Maldives,2016,national,consumption,0.052024256
Maldives,2019,national,consumption,0.03748261
Mali,1994,national,consumption,0.11522904
Mali,2001,national,consumption,0.066222854
Mali,2006,national,consumption,0.061278846
Mali,2009,national,consumption,0.043471966
Mali,2018,national,consumption,0.055153385
Mali,2021,national,consumption,0.0561891
Malta,2006,national,income,0.036912512
Malta,2007,national,income,0.040040314
Malta,2008,national,income,0.03967305
Malta,2009,national,income,0.044659697
Malta,2010,national,income,0.04053049
Malta,2011,national,income,0.044957835
Malta,2012,national,income,0.046216022
Malta,2013,national,income,0.044086322
Malta,2014,national,income,0.044471104
Malta,2015,national,income,0.045831017
Malta,2016,national,income,0.041996952
Malta,2017,national,income,0.041748606
Malta,2018,national,income,0.04207497
Malta,2019,national,income,0.051900063
Malta,2020,national,income,0.050852656
Marshall Islands,2019,national,consumption,0.05278774
Mauritania,1987,national,consumption,0.062594585
Mauritania,1993,national,consumption,0.18328343
Mauritania,1995,national,consumption,0.0599798
Mauritania,2000,national,consumption,0.052415255
Mauritania,2004,national,consumption,0.082000725
Mauritania,2008,national,consumption,0.04701726
Mauritania,2014,national,consumption,0.04834638
Mauritania,2019,national,consumption,0.044419266
Mauritius,2006,national,consumption,0.06419093
Mauritius,2012,national,consumption,0.082325995
Mauritius,2017,national,consumption,0.07542877
Mexico,1984,national,income,0.09976977
Mexico,1989,national,income,0.1314937
Mexico,1992,national,income,0.12787084
Mexico,1994,national,income,0.12213915
Mexico,1996,national,income,0.11776876
Mexico,1998,national,income,0.12728828
Mexico,2000,national,income,0.121921174
Mexico,2002,national,income,0.101806775
Mexico,2004,national,income,0.11852338
Mexico,2005,national,income,0.12746894
Mexico,2006,national,income,0.10940851
Mexico,2008,national,income,0.117068745
Mexico,2010,national,income,0.09934245
Mexico,2012,national,income,0.10792251
Mexico,2014,national,income,0.11650124
Mexico,2016,national,income,0.10433787
Mexico,2018,national,income,0.10857752
Mexico,2020,national,income,0.0929297
Mexico,2022,national,income,0.09367512
Micronesia (country),2000,urban,income,0.17624047
Micronesia (country),2005,national,consumption,0.073425636
Micronesia (country),2013,national,consumption,0.06787054
Moldova,1997,national,consumption,0.061172396
Moldova,1998,national,consumption,0.072490476
Moldova,1999,national,consumption,0.08461696
Moldova,2000,national,consumption,0.061226204
Moldova,2001,national,consumption,0.066190496
Moldova,2002,national,consumption,0.055368416
Moldova,2003,national,consumption,0.059854236
Moldova,2004,national,consumption,0.057553694
