country,year,pipreportinglevel,pipwelfare,value
Finland,2003,national,income,0.23028842
Finland,2004,national,income,0.23237972
Finland,2005,national,income,0.22977276
Finland,2006,national,income,0.22985137
Finland,2007,national,income,0.23297673
Finland,2008,national,income,0.22957331
Finland,2009,national,income,0.22584696
Finland,2010,national,income,0.22547014
Finland,2011,national,income,0.22764218
Finland,2012,national,income,0.22287774
Finland,2013,national,income,0.22252129
Finland,2014,national,income,0.22032833
Finland,2015,national,income,0.2240088
Finland,2016,national,income,0.22460698
Finland,2017,national,income,0.22649978
Finland,2018,national,income,0.22602108
Finland,2019,national,income,0.22973037
Finland,2020,national,income,0.22626434
Finland,2021,national,income,0.22949775
France,1970,national,income,0.28626487
France,1975,national,income,0.2796522
France,1979,national,income,0.2663344
France,1984,national,income,0.2609702
France,1990,national,income,0.25252146
France,1996,national,income,0.24488857
France,1997,national,income,0.24489605
France,1998,national,income,0.24499789
France,1999,national,income,0.2529698
France,2000,national,income,0.25392976
France,2001,national,income,0.25468278
France,2002,national,income,0.2500804
France,2003,national,income,0.25174546
France,2004,national,income,0.24501915
France,2005,national,income,0.23935175
France,2006,national,income,0.2351083
France,2007,national,income,0.26247755
France,2008,national,income,0.26691452
France,2009,national,income,0.26111615
France,2010,national,income,0.27142125
France,2011,national,income,0.269372
France,2012,national,income,0.26882228
France,2013,national,income,0.26401436
France,2014,national,income,0.2610089
France,2015,national,income,0.26637295
France,2016,national,income,0.25931332
France,2017,national,income,0.2580201
France,2018,national,income,0.26698264
France,2019,national,income,0.24845889
France,2020,national,income,0.24548675
France,2021,national,income,0.2489872
Gabon,2005,national,consumption,0.3314903
Gabon,2017,national,consumption,0.27726707
Gambia,1998,national,consumption,0.37697592
Gambia,2003,national,consumption,0.36917636
Gambia,2010,national,consumption,0.34931147
Gambia,2015,national,consumption,0.2873608
Gambia,2020,national,consumption,0.30615592
Georgia,1996,national,consumption,0.27928537
Georgia,1997,national,consumption,0.29940954
Georgia,1998,national,consumption,0.31162578
Georgia,1999,national,consumption,0.29910314
Georgia,2000,national,consumption,0.30343962
Georgia,2001,national,consumption,0.30050915
Georgia,2002,national,consumption,0.28188512
Georgia,2003,national,consumption,0.27078772
Georgia,2004,national,consumption,0.2672328
Georgia,2005,national,consumption,0.27725533
Georgia,2006,national,consumption,0.27475408
Georgia,2007,national,consumption,0.28914326
Georgia,2008,national,consumption,0.2913336
Georgia,2009,national,consumption,0.28856906
Georgia,2010,national,consumption,0.29538947
Georgia,2011,national,consumption,0.29770455
Georgia,2012,national,consumption,0.29304853
Georgia,2013,national,consumption,0.29112744
Georgia,2014,national,consumption,0.28567424
Georgia,2015,national,consumption,0.277938
Georgia,2016,national,consumption,0.28151202
Georgia,2017,national,consumption,0.2889834
Georgia,2018,national,consumption,0.2746318
Georgia,2019,national,consumption,0.27578324
Georgia,2020,national,consumption,0.26214015
Georgia,2021,national,consumption,0.26212573
Germany,1991,national,income,0.23181194
Germany,1992,national,income,0.23116821
Germany,1993,national,income,0.22811045
Germany,1994,national,income,0.22982422
Germany,1995,national,income,0.22724855
Germany,1996,national,income,0.22335699
Germany,1997,national,income,0.22435857
Germany,1998,national,income,0.2233797
Germany,1999,national,income,0.23159543
Germany,2000,national,income,0.22905223
Germany,2001,national,income,0.2397943
Germany,2002,national,income,0.2371617
Germany,2003,national,income,0.23923653
Germany,2004,national,income,0.24084371
Germany,2005,national,income,0.2516642
Germany,2006,national,income,0.24702615
Germany,2007,national,income,0.2513226
Germany,2008,national,income,0.24698669
Germany,2009,national,income,0.24047913
Germany,2010,national,income,0.24062046
Germany,2011,national,income,0.24600047
Germany,2012,national,income,0.24442463
Germany,2013,national,income,0.24987482
Germany,2014,national,income,0.2415162
Germany,2015,national,income,0.24833024
Germany,2016,national,income,0.24584056
Germany,2017,national,income,0.24851367
Germany,2018,national,income,0.25279167
Germany,2019,national,income,0.25215358
Ghana,1987,national,consumption,0.27343476
Ghana,1988,national,consumption,0.2814236
Ghana,1991,national,consumption,0.3013858
Ghana,1998,national,consumption,0.29601792
Ghana,2005,national,consumption,0.3268711
Ghana,2012,national,consumption,0.31748706
Ghana,2016,national,consumption,0.32213184
Greece,1995,national,income,0.27383
Greece,2000,national,income,0.25716293
Greece,2003,national,income,0.24586952
Greece,2004,national,income,0.25511813
Greece,2005,national,income,0.26342884
Greece,2006,national,income,0.26726896
Greece,2007,national,income,0.26031676
Greece,2008,national,income,0.26064968
Greece,2009,national,income,0.26033497
Greece,2010,national,income,0.25646535
Greece,2011,national,income,0.2563086
Greece,2012,national,income,0.26627696
Greece,2013,national,income,0.2646008
Greece,2014,national,income,0.26138115
Greece,2015,national,income,0.26234394
Greece,2016,national,income,0.25876728
Greece,2017,national,income,0.25875777
Greece,2018,national,income,0.24878307
Greece,2019,national,income,0.24916434
Greece,2020,national,income,0.2519396
Greece,2021,national,income,0.24760708
Grenada,2018,national,consumption,0.33754498
Guatemala,1986,national,income,0.46727273
Guatemala,1989,national,income,0.46783412
Guatemala,1998,national,income,0.44998556
Guatemala,2000,national,income,0.43865776
Guatemala,2006,national,income,0.4320942
Guatemala,2014,national,income,0.3806159
Guinea,1991,national,consumption,0.3173566
Guinea,1994,national,consumption,0.3608688
Guinea,2002,national,consumption,0.3399001
Guinea,2007,national,consumption,0.30094752
Guinea,2012,national,consumption,0.26412147
Guinea,2018,national,consumption,0.23088941
Guinea-Bissau,1991,national,consumption,0.42285043
Guinea-Bissau,1993,national,consumption,0.3446425
Guinea-Bissau,2002,national,consumption,0.28070804
Guinea-Bissau,2010,national,consumption,0.4200216
Guinea-Bissau,2018,national,consumption,0.27602392
Guinea-Bissau,2021,national,consumption,0.261302
Guyana,1992,national,income,0.4280339
Guyana,1998,national,income,0.34518364
Haiti,2001,national,income,0.47828197
Haiti,2012,national,consumption,0.31206384
Honduras,1986,urban,income,0.43255472
Honduras,1989,national,income,0.48181617
Honduras,1990,national,income,0.4546625
Honduras,1991,national,income,0.40811846
Honduras,1992,national,income,0.41378942
Honduras,1993,national,income,0.42813227
Honduras,1994,national,income,0.43497512
Honduras,1995,national,income,0.43823677
Honduras,1996,national,income,0.43711418
Honduras,1997,national,income,0.414064
Honduras,1998,national,income,0.44628054
Honduras,1999,national,income,0.41859162
Honduras,2001,national,income,0.4157391
Honduras,2002,national,income,0.427146
Honduras,2003,national,income,0.45054203
Honduras,2004,national,income,0.4487713
Honduras,2005,national,income,0.46128207
Honduras,2006,national,income,0.4398852
Honduras,2007,national,income,0.43078256
Honduras,2008,national,income,0.43029755
Honduras,2009,national,income,0.38411498
Honduras,2010,national,income,0.4020584
Honduras,2011,national,income,0.39750823
Honduras,2012,national,income,0.40401793
Honduras,2013,national,income,0.369561
Honduras,2014,national,income,0.37372202
Honduras,2015,national,income,0.36608738
Honduras,2016,national,income,0.3605045
Honduras,2017,national,income,0.36557728
Honduras,2018,national,income,0.35345286
Honduras,2019,national,income,0.34653664
Hungary,1987,national,income,0.19024278
Hungary,1989,national,income,0.21628845
Hungary,1991,national,income,0.23909155
Hungary,1993,national,income,0.24401781
Hungary,1994,national,income,0.2629949
Hungary,1998,national,consumption,0.21911052
Hungary,1999,national,consumption,0.23252082
Hungary,1999,national,income,0.24678294
Hungary,2000,national,consumption,0.2283444
Hungary,2001,national,consumption,0.22132833
Hungary,2002,national,consumption,0.22219732
Hungary,2003,national,consumption,0.24668708
Hungary,2004,national,consumption,0.24203017
Hungary,2004,national,income,0.24204883
Hungary,2005,national,consumption,0.23929863
Hungary,2005,national,income,0.2807864
Hungary,2006,national,consumption,0.23245513
Hungary,2006,national,income,0.22806424
Hungary,2007,national,consumption,0.2533981
Hungary,2007,national,income,0.22338861
Hungary,2008,national,income,0.22063924
Hungary,2009,national,income,0.2147526
Hungary,2010,national,income,0.2310641
Hungary,2011,national,income,0.23166654
Hungary,2012,national,income,0.2390759
Hungary,2013,national,income,0.24438074
Hungary,2014,national,income,0.24046418
Hungary,2015,national,income,0.23803677
Hungary,2016,national,income,0.2382399
Hungary,2017,national,income,0.23917556
Hungary,2018,national,income,0.23238024
Hungary,2019,national,income,0.23337343
Hungary,2020,national,income,0.23339388
Hungary,2021,national,income,0.24076459
Iceland,2003,national,income,0.22636649
Iceland,2004,national,income,0.23740757
Iceland,2005,national,income,0.24370673
Iceland,2006,national,income,0.25386608
Iceland,2007,national,income,0.2478511
Iceland,2008,national,income,0.27108437
Iceland,2009,national,income,0.24019061
Iceland,2010,national,income,0.22022885
Iceland,2011,national,income,0.2215875
Iceland,2012,national,income,0.2208541
Iceland,2013,national,income,0.21358259
Iceland,2014,national,income,0.234862
Iceland,2015,national,income,0.22519648
Iceland,2016,national,income,0.2277058
Iceland,2017,national,income,0.22064272
India,1977,rural,consumption,0.29136866
India,1977,urban,consumption,0.2923866
India,1983,rural,consumption,0.24924037
India,1983,urban,consumption,0.2712273
India,1987,rural,consumption,0.2573136
India,1987,urban,consumption,0.291584
India,1993,rural,consumption,0.24420701
India,1993,urban,consumption,0.27701402
India,2004,rural,consumption,0.26409414
India,2004,urban,consumption,0.30213767
India,2009,rural,consumption,0.2581329
India,2009,urban,consumption,0.31772572
India,2011,rural,consumption,0.26653558
India,2011,urban,consumption,0.31829923
India,2015,rural,consumption,0.26996663
India,2015,urban,consumption,0.31110698
India,2016,rural,consumption,0.27081785
India,2016,urban,consumption,0.3111049
India,2017,rural,consumption,0.27650562
India,2017,urban,consumption,0.3208777
India,2018,rural,consumption,0.27188426
India,2018,urban,consumption,0.27257502
India,2019,rural,consumption,0.24825493
India,2019,urban,consumption,0.27285826
India,2020,rural,consumption,0.25147477
India,2020,urban,consumption,0.27485383
India,2021,rural,consumption,0.23595725
India,2021,urban,consumption,0.26713255
Indonesia,1984,rural,consumption,0.2400716
Indonesia,1984,urban,consumption,0.266898
Indonesia,1987,rural,consumption,0.23657557
Indonesia,1987,urban,consumption,0.26486942
Indonesia,1990,rural,consumption,0.22633749
Indonesia,1990,urban,consumption,0.27999604
Indonesia,1993,rural,consumption,0.22366342
Indonesia,1993,urban,consumption,0.28609326
Indonesia,1996,rural,consumption,0.23538505
Indonesia,1996,urban,consumption,0.30280885
Indonesia,1998,rural,consumption,0.22010067
Indonesia,1998,urban,consumption,0.27279392
Indonesia,1999,rural,consumption,0.2138603
Indonesia,1999,urban,consumption,0.29498324
Indonesia,2000,rural,consumption,0.21000305
Indonesia,2000,urban,consumption,0.26272535
Indonesia,2001,rural,consumption,0.2115953
Indonesia,2001,urban,consumption,0.26435363
Indonesia,2002,rural,consumption,0.22163585
Indonesia,2002,urban,consumption,0.28051314
Indonesia,2003,rural,consumption,0.21583793
Indonesia,2003,urban,consumption,0.27080727
Indonesia,2004,rural,consumption,0.22037739
Indonesia,2004,urban,consumption,0.27487412
Indonesia,2005,rural,consumption,0.23705535
Indonesia,2005,urban,consumption,0.28066105
Indonesia,2006,rural,consumption,0.242991
Indonesia,2006,urban,consumption,0.2879839
Indonesia,2007,rural,consumption,0.24897565
Indonesia,2007,urban,consumption,0.29421195
Indonesia,2008,rural,consumption,0.24826916
Indonesia,2008,urban,consumption,0.2920098
Indonesia,2009,rural,consumption,0.24747294
Indonesia,2009,urban,consumption,0.2987735
Indonesia,2010,rural,consumption,0.251524
Indonesia,2010,urban,consumption,0.29671514
Indonesia,2011,rural,consumption,0.2745907
Indonesia,2011,urban,consumption,0.335658
Indonesia,2012,rural,consumption,0.2686664
Indonesia,2012,urban,consumption,0.33730853
Indonesia,2013,rural,consumption,0.26155734
Indonesia,2013,urban,consumption,0.33325523
Indonesia,2014,rural,consumption,0.2591132
Indonesia,2014,urban,consumption,0.33471105
Indonesia,2015,rural,consumption,0.2740671
Indonesia,2015,urban,consumption,0.34191886
Indonesia,2016,rural,consumption,0.26177403
Indonesia,2016,urban,consumption,0.31677258
Indonesia,2017,rural,consumption,0.24775757
Indonesia,2017,urban,consumption,0.3071794
Indonesia,2018,rural,consumption,0.2504567
Indonesia,2018,urban,consumption,0.30495042
Indonesia,2019,rural,consumption,0.24665275
Indonesia,2019,urban,consumption,0.3006935
Indonesia,2020,rural,consumption,0.24721608
Indonesia,2020,urban,consumption,0.30159268
Indonesia,2021,rural,consumption,0.24612682
Indonesia,2021,urban,consumption,0.31272876
Indonesia,2022,rural,consumption,0.2495063
Indonesia,2022,urban,consumption,0.32312793
Indonesia,2023,rural,consumption,0.25236264
Indonesia,2023,urban,consumption,0.33139342
Iran,1986,national,consumption,0.3685676
Iran,1990,national,consumption,0.33546337
Iran,1994,national,consumption,0.33292645
Iran,1998,national,consumption,0.33744577
Iran,2005,national,consumption,0.33315194
Iran,2006,national,consumption,0.33998257
Iran,2009,national,consumption,0.3127166
Iran,2011,national,consumption,0.2671537
Iran,2012,national,consumption,0.26926333
Iran,2013,national,consumption,0.26685685
Iran,2014,national,consumption,0.27106395
Iran,2015,national,consumption,0.27588844
Iran,2016,national,consumption,0.2814663
Iran,2017,national,consumption,0.28329396
Iran,2018,national,consumption,0.29109976
Iran,2019,national,consumption,0.2829444
Iran,2020,national,consumption,0.27603865
Iran,2021,national,consumption,0.27151668
Iran,2022,national,consumption,0.26842603
Iraq,2006,national,consumption,0.23627035
Iraq,2012,national,consumption,0.2370883
Ireland,1987,national,income,0.27270526
Ireland,1994,national,income,0.29093295
Ireland,1995,national,income,0.2881973
Ireland,1996,national,income,0.27650878
Ireland,2000,national,income,0.26188895
Ireland,2002,national,income,0.24999633
Ireland,2003,national,income,0.2590654
Ireland,2004,national,income,0.26650473
Ireland,2005,national,income,0.26980603
Ireland,2006,national,income,0.25627747
Ireland,2007,national,income,0.25506333
Ireland,2008,national,income,0.2457867
Ireland,2009,national,income,0.2556608
Ireland,2010,national,income,0.24905097
Ireland,2011,national,income,0.2550808
Ireland,2012,national,income,0.25947133
Ireland,2013,national,income,0.2608745
Ireland,2014,national,income,0.24933343
Ireland,2015,national,income,0.25413254
Ireland,2016,national,income,0.25935647
Ireland,2017,national,income,0.2539758
Ireland,2018,national,income,0.2510619
Ireland,2019,national,income,0.25128692
Ireland,2020,national,income,0.23804238
Ireland,2021,national,income,0.24837746
Israel,1979,national,income,0.2697989
Israel,1986,national,income,0.26894706
Israel,1992,national,income,0.2690455
Israel,1997,national,income,0.28249744
Israel,2001,national,income,0.2878033
Israel,2002,national,income,0.28735405
Israel,2003,national,income,0.29489988
Israel,2004,national,income,0.29373693
Israel,2005,national,income,0.30482444
Israel,2006,national,income,0.29717636
Israel,2007,national,income,0.29519367
Israel,2008,national,income,0.30011186
Israel,2009,national,income,0.3051828
Israel,2010,national,income,0.3112065
Israel,2011,national,income,0.29498786
Israel,2012,national,income,0.29583138
Israel,2013,national,income,0.28638726
Israel,2014,national,income,0.28267655
Israel,2015,national,income,0.2860281
Israel,2016,national,income,0.27795848
Israel,2017,national,income,0.2699216
Israel,2018,national,income,0.27681205
Israel,2019,national,income,0.27150598
Israel,2020,national,income,0.26732093
Israel,2021,national,income,0.2713688
Italy,1977,national,income,0.2603957
Italy,1978,national,income,0.25419843
Italy,1979,national,income,0.25277045
Italy,1980,national,income,0.2541037
Italy,1981,national,income,0.24553578
Italy,1982,national,income,0.22700042
Italy,1983,national,income,0.22811568
Italy,1984,national,income,0.23943724
Italy,1986,national,income,0.23651491
Italy,1987,national,income,0.2503054
Italy,1989,national,income,0.24714004
Italy,1991,national,income,0.23770264
Italy,1993,national,income,0.25909138
Italy,1995,national,income,0.26162478
Italy,1998,national,income,0.27648175
Italy,2000,national,income,0.2638635
Italy,2002,national,income,0.25801528
Italy,2003,national,income,0.26687634
Italy,2004,national,income,0.26318958
Italy,2005,national,income,0.25486234
Italy,2006,national,income,0.2562958
Italy,2007,national,income,0.24924257
Italy,2008,national,income,0.25676894
Italy,2009,national,income,0.2543551
Italy,2010,national,income,0.26166466
Italy,2011,national,income,0.26399645
Italy,2012,national,income,0.26426697
Italy,2013,national,income,0.25928482
Italy,2014,national,income,0.25535882
Italy,2015,national,income,0.2576353
Italy,2016,national,income,0.25965044
Italy,2017,national,income,0.26664096
Italy,2018,national,income,0.25931102
Italy,2019,national,income,0.257575
Italy,2020,national,income,0.26075685
Italy,2021,national,income,0.26207218
Jamaica,1988,national,consumption,0.33663785
Jamaica,1990,national,consumption,0.32128644
Jamaica,1993,national,consumption,0.27413964
Jamaica,1996,national,consumption,0.3268826
Jamaica,1999,national,consumption,0.35066164
Jamaica,2002,national,consumption,0.38012
Jamaica,2004,national,consumption,0.35789236
Jamaica,2018,national,consumption,0.27649462
Jamaica,2021,national,consumption,0.29919982
Japan,2008,national,income,0.26179615
Japan,2010,national,income,0.25728816
Japan,2013,national,income,0.26498768
Jordan,1986,national,consumption,0.28112376
Jordan,1992,national,consumption,0.34989482
Jordan,1997,national,consumption,0.29837033
Jordan,2002,national,consumption,0.29524153
Jordan,2006,national,consumption,0.27496105
Jordan,2008,national,consumption,0.2657575
Jordan,2010,national,consumption,0.27453274
Kazakhstan,1993,national,income,0.24937889
Kazakhstan,1996,national,consumption,0.26304284
Kazakhstan,2001,national,consumption,0.27141112
Kazakhstan,2002,national,consumption,0.26795366
Kazakhstan,2003,national,consumption,0.25787622
Kazakhstan,2004,national,consumption,0.25101852
Kazakhstan,2005,national,consumption,0.29721564
Kazakhstan,2006,national,consumption,0.2491479
Kazakhstan,2007,national,consumption,0.2462481
Kazakhstan,2008,national,consumption,0.23648554
Kazakhstan,2009,national,consumption,0.23129441
Kazakhstan,2010,national,consumption,0.23088898
Kazakhstan,2011,national,consumption,0.22956342
Kazakhstan,2012,national,consumption,0.22936508
Kazakhstan,2013,national,consumption,0.2251504
Kazakhstan,2014,national,consumption,0.22624749
Kazakhstan,2015,national,consumption,0.22586702
Kazakhstan,2016,national,consumption,0.22717315
Kazakhstan,2017,national,consumption,0.22979346
Kazakhstan,2018,national,consumption,0.23447639
Kazakhstan,2019,national,consumption,0.2362355
Kazakhstan,2020,national,consumption,0.24215552
Kazakhstan,2021,national,consumption,0.24801181
Kenya,1992,national,consumption,0.4786956
Kenya,1994,national,consumption,0.33373985
Kenya,1997,national,consumption,0.36257195
Kenya,2005,national,consumption,0.3682378
Kenya,2015,national,consumption,0.31561834
Kenya,2020,national,consumption,0.28601444
Kenya,2021,national,consumption,0.31795025
Kiribati,2006,national,consumption,0.29262736
Kiribati,2019,national,consumption,0.22853364
Kosovo,2003,national,consumption,0.23271932
Kosovo,2005,national,consumption,0.2418217
Kosovo,2006,national,consumption,0.24063933
Kosovo,2009,national,consumption,0.24982265
Kosovo,2010,national,consumption,0.25716016
Kosovo,2011,national,consumption,0.22289106
Kosovo,2012,national,consumption,0.23493177
Kosovo,2013,national,consumption,0.21960993
Kosovo,2014,national,consumption,0.22046342
Kosovo,2015,national,consumption,0.2154357
Kosovo,2016,national,consumption,0.21808934
Kosovo,2017,national,consumption,0.2456431
Kyrgyzstan,1998,national,income,0.3529579
Kyrgyzstan,2000,national,consumption,0.24862246
Kyrgyzstan,2001,national,consumption,0.2395258
Kyrgyzstan,2002,national,consumption,0.23986694
Kyrgyzstan,2003,national,consumption,0.23332809
Kyrgyzstan,2004,national,consumption,0.2718572
Kyrgyzstan,2005,national,consumption,0.26152277
Kyrgyzstan,2006,national,consumption,0.29433733
Kyrgyzstan,2007,national,consumption,0.26493344
Kyrgyzstan,2008,national,consumption,0.2529946
Kyrgyzstan,2009,national,consumption,0.24580911
Kyrgyzstan,2010,national,consumption,0.24628511
Kyrgyzstan,2011,national,consumption,0.23491117
Kyrgyzstan,2012,national,consumption,0.23131576
Kyrgyzstan,2013,national,consumption,0.23848024
Kyrgyzstan,2014,national,consumption,0.22885779
Kyrgyzstan,2015,national,consumption,0.2477235
Kyrgyzstan,2016,national,consumption,0.2291187
Kyrgyzstan,2017,national,consumption,0.23288006
Kyrgyzstan,2018,national,consumption,0.23628522
Kyrgyzstan,2019,national,consumption,0.25830227
Kyrgyzstan,2020,national,consumption,0.24031325
Kyrgyzstan,2021,national,consumption,0.24242423
Laos,1992,national,consumption,0.28099972
Laos,1997,national,consumption,0.29115042
Laos,2002,national,consumption,0.27050623
Laos,2007,national,consumption,0.2925339
Laos,2012,national,consumption,0.28981176
Laos,2018,national,consumption,0.31247544
Latvia,1993,national,income,0.22065264
Latvia,1995,national,income,0.25094622
Latvia,1996,national,income,0.2565572
Latvia,1997,national,consumption,0.2672928
Latvia,1998,national,consumption,0.26220077
Latvia,2002,national,consumption,0.2749603
Latvia,2003,national,consumption,0.284761
Latvia,2004,national,consumption,0.2698134
Latvia,2004,national,income,0.28516552
Latvia,2005,national,income,0.30036262
Latvia,2006,national,income,0.26798466
Latvia,2007,national,consumption,0.27749163
Latvia,2007,national,income,0.28292876
Latvia,2008,national,consumption,0.27451447
Latvia,2008,national,income,0.27724868
Latvia,2009,national,consumption,0.26722035
Latvia,2009,national,income,0.26875395
Latvia,2010,national,income,0.2623027
Latvia,2011,national,income,0.27337226
Latvia,2012,national,income,0.265699
Latvia,2013,national,income,0.26822516
Latvia,2014,national,income,0.26658538
Latvia,2015,national,income,0.2616658
Latvia,2016,national,income,0.25792444
Latvia,2017,national,income,0.26908347
Latvia,2018,national,income,0.26912504
Latvia,2019,national,income,0.2663496
Latvia,2020,national,income,0.27505702
Latvia,2021,national,income,0.2622069
Lebanon,2011,national,consumption,0.24825272
Lesotho,1986,national,consumption,0.4356852
Lesotho,1994,national,consumption,0.48295277
Lesotho,2002,national,consumption,0.38360438
Lesotho,2017,national,consumption,0.32902193
Liberia,2007,national,consumption,0.2829447
Liberia,2014,national,consumption,0.26049006
Liberia,2016,national,consumption,0.27104637
Lithuania,1993,national,income,0.27989358
Lithuania,1996,national,consumption,0.2557902
Lithuania,1998,national,consumption,0.25179482
Lithuania,1999,national,consumption,0.2524914
Lithuania,2000,national,consumption,0.24699984
Lithuania,2001,national,consumption,0.2489087
Lithuania,2002,national,consumption,0.24881625
Lithuania,2003,national,consumption,0.27939284
Lithuania,2004,national,consumption,0.27394342
Lithuania,2004,national,income,0.27888048
Lithuania,2005,national,income,0.27171853
Lithuania,2006,national,income,0.26795742
Lithuania,2007,national,income,0.26779038
Lithuania,2008,national,consumption,0.28952378
Lithuania,2008,national,income,0.2764928
Lithuania,2009,national,income,0.27614063
Lithuania,2010,national,income,0.247944
Lithuania,2011,national,income,0.24562027
Lithuania,2012,national,income,0.26833594
Lithuania,2013,national,income,0.2713108
Lithuania,2014,national,income,0.28917062
Lithuania,2015,national,income,0.28625053
Lithuania,2016,national,income,0.29560918
Lithuania,2017,national,income,0.28552634
Lithuania,2018,national,income,0.27177477
Lithuania,2019,national,income,0.27463013
Lithuania,2020,national,income,0.2848544
Lithuania,2021,national,income,0.29119712
Luxembourg,1985,national,income,0.21578704
Luxembourg,1986,national,income,0.2297628
Luxembourg,1987,national,income,0.24232486
Luxembourg,1988,national,income,0.23819427
Luxembourg,1989,national,income,0.2605552
Luxembourg,1990,national,income,0.23000604
Luxembourg,1991,national,income,0.22152133
Luxembourg,1992,national,income,0.22295102
Luxembourg,1993,national,income,0.2218272
Luxembourg,1994,national,income,0.22807391
Luxembourg,1995,national,income,0.22865447
Luxembourg,1996,national,income,0.23167086
Luxembourg,1997,national,income,0.23552714
Luxembourg,1998,national,income,0.24108061
Luxembourg,1999,national,income,0.23826258
Luxembourg,2000,national,income,0.23745695
Luxembourg,2001,national,income,0.2468725
Luxembourg,2002,national,income,0.2511861
Luxembourg,2003,national,income,0.23697132
Luxembourg,2004,national,income,0.2372265
Luxembourg,2005,national,income,0.24392228
Luxembourg,2006,national,income,0.24352194
Luxembourg,2007,national,income,0.2506078
Luxembourg,2008,national,income,0.25776196
Luxembourg,2009,national,income,0.24178056
Luxembourg,2010,national,income,0.23741575
Luxembourg,2011,national,income,0.24434878
Luxembourg,2012,national,income,0.26383525
Luxembourg,2013,national,income,0.24252208
Luxembourg,2014,national,income,0.24280304
Luxembourg,2015,national,income,0.25082374
Luxembourg,2016,national,income,0.24121438
Luxembourg,2017,national,income,0.2559324
Luxembourg,2018,national,income,0.26646847
Luxembourg,2019,national,income,0.25848782
Luxembourg,2020,national,income,0.24977493
Luxembourg,2021,national,income,0.24731211
Madagascar,1980,national,consumption,0.37022942
Madagascar,1993,national,consumption,0.37044597
Madagascar,1997,national,consumption,0.30154452
Madagascar,1999,national,consumption,0.28925747
Madagascar,2001,national,consumption,0.36642307
Madagascar,2005,national,consumption,0.32447776
Madagascar,2010,national,consumption,0.34313238
Madagascar,2012,national,consumption,0.33487874
Malawi,1997,national,consumption,0.6149353
Malawi,2004,national,consumption,0.32833505
Malawi,2010,national,consumption,0.368615
Malawi,2016,national,consumption,0.3809532
Malawi,2019,national,consumption,0.30977693
Malaysia,1984,national,income,0.384503
Malaysia,1987,national,income,0.36938757
Malaysia,1989,national,income,0.36410958
Malaysia,1992,national,income,0.37016925
Malaysia,1995,national,income,0.37857097
Malaysia,1997,national,income,0.38416472
Malaysia,2003,national,income,0.35125247
Malaysia,2006,national,income,0.33845884
Malaysia,2008,national,income,0.3415153
Malaysia,2011,national,income,0.3318979
Malaysia,2013,national,income,0.3182346
Malaysia,2015,national,income,0.3127366
Malaysia,2018,national,income,0.31195724
Malaysia,2021,national,income,0.3093999
Maldives,2002,national,consumption,0.34864238
Maldives,2009,national,consumption,0.29953343
Maldives,2016,national,consumption,0.25176764
Maldives,2019,national,consumption,0.23292437
Mali,1994,national,consumption,0.40523013
Mali,2001,national,consumption,0.30060542
Mali,2006,national,consumption,0.30249906
Mali,2009,national,consumption,0.2567949
Mali,2018,national,consumption,0.2809564
Mali,2021,national,consumption,0.28340232
Malta,2006,national,income,0.22064957
Malta,2007,national,income,0.226506
Malta,2008,national,income,0.22488324
Malta,2009,national,income,0.23771167
Malta,2010,national,income,0.22740467
Malta,2011,national,income,0.23208323
Malta,2012,national,income,0.23457873
Malta,2013,national,income,0.23189437
Malta,2014,national,income,0.23306625
Malta,2015,national,income,0.23640656
Malta,2016,national,income,0.2312893
Malta,2017,national,income,0.23335564
Malta,2018,national,income,0.22915521
Malta,2019,national,income,0.24829575
Malta,2020,national,income,0.25100577
Marshall Islands,2019,national,consumption,0.27627808
Mauritania,1987,national,consumption,0.31956178
Mauritania,1993,national,consumption,0.42490512
Mauritania,1995,national,consumption,0.28698844
Mauritania,2000,national,consumption,0.2954161
Mauritania,2004,national,consumption,0.3263516
Mauritania,2008,national,consumption,0.26190823
Mauritania,2014,national,consumption,0.24932998
Mauritania,2019,national,consumption,0.2458843
Mauritius,2006,national,consumption,0.28770143
Mauritius,2012,national,consumption,0.31612098
Mauritius,2017,national,consumption,0.29872048
Mexico,1984,national,income,0.37874028
Mexico,1989,national,income,0.40263426
Mexico,1992,national,income,0.41956717
Mexico,1994,national,income,0.4295475
Mexico,1996,national,income,0.41227534
Mexico,1998,national,income,0.41794997
Mexico,2000,national,income,0.4245432
Mexico,2002,national,income,0.39937103
Mexico,2004,national,income,0.3970428
Mexico,2005,national,income,0.40273714
Mexico,2006,national,income,0.3947966
Mexico,2008,national,income,0.39721802
Mexico,2010,national,income,0.37244934
Mexico,2012,national,income,0.39590842
Mexico,2014,national,income,0.39482984
Mexico,2016,national,income,0.37377757
Mexico,2018,national,income,0.36632195
Mexico,2020,national,income,0.35072753
Mexico,2022,national,income,0.3440646
Micronesia (country),2000,urban,income,0.49344233
Micronesia (country),2005,national,consumption,0.3250956
Micronesia (country),2013,national,consumption,0.29734367
Moldova,1997,national,consumption,0.28110796
Moldova,1998,national,consumption,0.3013747
Moldova,1999,national,consumption,0.3436344
Moldova,2000,national,consumption,0.2845149
Moldova,2001,national,consumption,0.2978036
Moldova,2002,national,consumption,0.27540067
Moldova,2003,national,consumption,0.27702388
Moldova,2004,national,consumption,0.27711153
Moldova,2005,national,consumption,0.2837275
