Entity,Year,comparable_spell_1,comparable_spell_2,comparable_spell_3,comparable_spell_4,comparable_spell_5,comparable_spell_6,comparable_spell_7
El Salvador,2007,,4.688561907010199,,,,,
El Salvador,2008,,7.00856814081466,,,,,
El Salvador,2009,,6.785987449541469,,,,,
El Salvador,2010,,5.71519908378027,,,,,
El Salvador,2011,,4.7380937734407,,,,,
El Salvador,2012,,4.2198728400079,,,,,
El Salvador,2013,,3.36162643902325,,,,,
El Salvador,2014,,3.09938431671288,,,,,
El Salvador,2015,,1.98958890991904,,,,,
El Salvador,2016,,2.32318054790358,,,,,
El Salvador,2017,,1.90477493334792,,,,,
El Salvador,2018,,1.51523070048224,,,,,
El Salvador,2019,,1.2522546073969,,,,,
Estonia,1993,1.16333374023437,,,,,,
Estonia,1995,,0.46767211914062,,,,,
Estonia,1998,,0.11373901367187,,,,,
Estonia,2000,,,1.28658427985419,,,,
Estonia,2001,,,0.99688206471873,,,,
Estonia,2002,,,0.9927226479913,,,,
Estonia,2003,,,0.95950993204213,,,,
Estonia,2004,,,0.45315897183854,,,,
Estonia,2005,,,,0.7582222703170199,,,
Estonia,2006,,,,0.70887021752917,,,
Estonia,2007,,,,0.42532370829073,,,
Estonia,2008,,,,0.35440654908951,,,
Estonia,2009,,,,0.55503705890667,,,
Estonia,2010,,,,0.7070292213782999,,,
Estonia,2011,,,,0.9796155099968,,,
Estonia,2012,,,,0.71548009903894,,,
Estonia,2013,,,,0.83495009386998,,,
Estonia,2014,,,,0.67746411797481,,,
Estonia,2015,,,,0.58683150580497,,,
Estonia,2016,,,,0.47005861732049,,,
Estonia,2017,,,,0.26870602915968,,,
Estonia,2018,,,,0.2273623950379,,,
Estonia,2019,,,,0.4839925573209599,,,
Eswatini,1994,82.06145751953125,,,,,,
Eswatini,2000,,48.93852204387368,,,,,
Eswatini,2009,,43.00034034433659,,,,,
Eswatini,2016,,29.16769713245951,,,,,
Ethiopia,1995,,68.95866736310509,,,,,
Ethiopia,1999,,57.82763999368613,,,,,
Ethiopia,2004,,38.54828279830018,,,,,
Ethiopia,2010,,35.57337970325862,,,,,
Ethiopia,2015,,30.799510054350137,,,,,
Ethiopia - rural,1981,71.24819091796877,,,,,,
Fiji,2002,2.26413581563086,,,,,,
Fiji,2008,1.62575641510252,,,,,,
Fiji,2013,0.48059123458864,,,,,,
Fiji,2019,,1.8463588819847,,,,,
Finland,1987,0.0,,,,,,
Finland,1991,0.0,,,,,,
Finland,1995,0.0,,,,,,
Finland,2000,0.0,,,,,,
Finland,2003,,0.0492750368615593,,,,,
Finland,2004,,0.0379760761537982,,,,,
Finland,2005,,0.0553152408410985,,,,,
Finland,2006,,0.0803754663834803,,,,,
Finland,2007,,0.0637425859169034,,,,,
Finland,2008,,0.053872226969696,,,,,
Finland,2009,,0.0524700863927237,,,,,
Finland,2010,,0.0488550142255752,,,,,
Finland,2011,,0.0473908779921379,,,,,
Finland,2012,,0.0527251576823993,,,,,
Finland,2013,,0.0851375854009207,,,,,
Finland,2014,,0.0661678400720418,,,,,
Finland,2015,,0.0702085104563517,,,,,
Finland,2016,,0.0464316085722227,,,,,
Finland,2017,,0.0657777349935803,,,,,
Finland,2018,,0.0567742560792196,,,,,
Finland,2019,,0.0388292295548243,,,,,
France,1978,0.99054796881144,,,,,,
France,1984,1.49778357818541,,,,,,
France,1989,0.98994570288492,,,,,,
France,1994,0.0,,,,,,
France,2000,0.0,,,,,,
France,2003,,0.15735750257412,,,,,
France,2004,,0.045593245544213,,,,,
France,2005,,0.0430554523080072,,,,,
France,2006,,0.0276285079683724,,,,,
France,2007,,0.0148678653541868,,,,,
France,2008,,0.009692238969602,,,,,
France,2009,,0.0443489976761058,,,,,
France,2010,,0.0820156948118437,,,,,
France,2011,,0.0257833918612288,,,,,
France,2012,,0.0535000216720439,,,,,
France,2013,,0.060390083544795,,,,,
France,2014,,0.0186786678946145,,,,,
France,2015,,0.1335550459814,,,,,
France,2016,,0.0581258825518708,,,,,
France,2017,,0.0136259506728792,,,,,
France,2018,,0.0211680548389615,,,,,
Gabon,2005,7.9724628299639,,,,,,
Gabon,2017,,3.38524056382939,,,,,
Gambia,1998,70.82780361239513,,,,,,
Gambia,2003,,46.14136502001004,,,,,
Gambia,2010,,,25.353238204523908,,,,
Gambia,2015,,,,10.29717513023119,,,
Georgia,1996,5.33193661968535,,,,,,
Georgia,1997,,15.948784010815082,,,,,
Georgia,1998,,,14.4707743415398,,,,
Georgia,1999,,,18.535093965691228,,,,
Georgia,2000,,,19.20038726749466,,,,
Georgia,2001,,,19.035773535300653,,,,
Georgia,2002,,,10.34033104144781,,,,
Georgia,2003,,,10.41314505694394,,,,
Georgia,2004,,,9.94879011184488,,,,
Georgia,2005,,,10.71801788136852,,,,
Georgia,2006,,,10.265926484342849,,,,
Georgia,2007,,,11.57927461409367,,,,
Georgia,2008,,,10.16898186046316,,,,
Georgia,2009,,,10.09341992895068,,,,
Georgia,2010,,,11.95626332981014,,,,
Georgia,2011,,,11.09901571075034,,,,
Georgia,2012,,,8.46417161509577,,,,
Georgia,2013,,,6.4298728242341605,,,,
Georgia,2014,,,4.9176390853608,,,,
Georgia,2015,,,3.69666828965858,,,,
Georgia,2016,,,3.8034696996957695,,,,
Georgia,2017,,,4.97611023629906,,,,
Georgia,2018,,,4.48853000658254,,,,
Georgia,2019,,,3.78324535658388,,,,
Georgia,2020,,,4.23353309953858,,,,
Germany,1991,,,0.0,,,,
Germany,1992,,,0.0,,,,
Germany,1993,,,0.0,,,,
Germany,1994,,,0.18821348145076,,,,
Germany,1995,,,0.24242906244946,,,,
Germany,1996,,,0.0,,,,
Germany,1997,,,0.0,,,,
Germany,1998,,,0.0,,,,
Germany,1999,,,0.0,,,,
Germany,2000,,,0.0,,,,
Germany,2001,,,0.0,,,,
Germany,2002,,,0.0,,,,
Germany,2003,,,0.0,,,,
Germany,2004,,,0.0,,,,
Germany,2005,,,0.0,,,,
Germany,2006,,,0.0,,,,
Germany,2007,,,0.0,,,,
Germany,2008,,,0.0,,,,
Germany,2009,,,0.0,,,,
Germany,2010,,,0.0,,,,
Germany,2011,,,0.0,,,,
Germany,2012,,,0.0,,,,
Germany,2013,,,0.0,,,,
Germany,2014,,,0.0,,,,
Germany,2015,,,0.0,,,,
Germany,2016,,,0.0,,,,
Germany,2017,,,0.2335532188474499,,,,
Germany,2018,,,0.0,,,,
Ghana,1987,40.54663398440357,,,,,,
Ghana,1988,40.33396484375,,,,,,
Ghana,1991,,47.87731397291725,,,,,
Ghana,1998,,34.2445517254014,,,,,
Ghana,2005,,23.358188492877694,,,,,
Ghana,2012,,11.16313201572135,,,,,
Ghana,2016,,12.65590167125884,,,,,
Greece,1995,1.73767545714671,,,,,,
Greece,2000,0.49310545864668,,,,,,
Greece,2003,,0.52931159188813,,,,,
Greece,2004,,0.65072966375939,,,,,
Greece,2005,,0.3385617144031699,,,,,
Greece,2006,,0.55271566751931,,,,,
Greece,2007,,0.49926444768333,,,,,
Greece,2008,,0.34444377652299,,,,,
Greece,2009,,0.62968678977015,,,,,
Greece,2010,,0.97306832233282,,,,,
Greece,2011,,1.17271571923232,,,,,
Greece,2012,,1.46977758223119,,,,,
Greece,2013,,0.9991765482348,,,,,
Greece,2014,,1.53186721530786,,,,,
Greece,2015,,1.39861103762103,,,,,
Greece,2016,,1.05405049575808,,,,,
Greece,2017,,0.8870735964627899,,,,,
Greece,2018,,0.13956267426895,,,,,
Greece,2019,,0.71843015731195,,,,,
Guatemala,1986,48.79352138459447,,,,,,
Guatemala,1989,36.25800200418343,,,,,,
Guatemala,1998,,13.48386718749999,,,,,
Guatemala,2000,,,9.30249929475149,,,,
Guatemala,2006,,,11.15663666006924,,,,
Guatemala,2014,,,8.778929101350801,,,,
Guinea,1991,91.83641322989384,,,,,,
Guinea,1994,,49.755482693458994,,,,,
Guinea,2002,,,63.00099278682016,,,,
Guinea,2007,,,,58.36031057452071,,,
Guinea,2012,,,,36.09346201172985,,,
Guinea,2018,,,,,23.18536680797821,,
Guinea-Bissau,1993,,44.1304721749678,,,,,
Guinea-Bissau,2002,,,56.619927199071455,,,,
Guinea-Bissau,2010,,,,68.39169513469177,,,
Guinea-Bissau,2018,,,,,24.66736995379106,,
Guyana,1992,28.91086758125717,,,,,,
Guyana,1998,11.8105126541207,,,,,,
Haiti,2001,63.14670056369689,,,,,,
Haiti,2012,,24.488965314122822,,,,,
Honduras,1989,,42.87862609483374,,,,,
Honduras,1990,,,44.96289879144434,,,,
Honduras,1991,,,,34.12428824483255,,,
Honduras,1992,,,,29.20400914933532,,,
Honduras,1993,,,,24.317179873372417,,,
Honduras,1994,,,,26.955994234383663,,,
Honduras,1995,,,,28.16010531946717,,,
Honduras,1996,,,,31.35800887074714,,,
Honduras,1997,,,,21.84494234625889,,,
Honduras,1998,,,,26.58799990336241,,,
Honduras,1999,,,,26.7672199035435,,,
Honduras,2001,,,,,21.910093148977992,,
Honduras,2002,,,,,23.91564747432015,,
Honduras,2003,,,,,28.49233296717445,,
Honduras,2004,,,,,27.74628074008161,,
Honduras,2005,,,,,27.10790873725829,,
Honduras,2006,,,,,23.02015386332834,,
Honduras,2007,,,,,17.567215497096537,,
Honduras,2008,,,,,16.8913323094832,,
Honduras,2009,,,,,14.16338099264681,,
Honduras,2010,,,,,15.55672163587383,,
Honduras,2011,,,,,,15.97759995563259,
Honduras,2012,,,,,,19.00118200415806,
Honduras,2013,,,,,,16.41899280905966,
Honduras,2014,,,,,,15.217475904798691,
Honduras,2015,,,,,,14.924993618651069,
Honduras,2016,,,,,,16.110514996697407,
Honduras,2017,,,,,,15.435280567209231,
Honduras,2018,,,,,,15.81077953372344,
Honduras,2019,,,,,,14.77851082348362,
Honduras - urban,1986,52.55309482910185,,,,,,
Hungary,1987,0.0527160644531249,,,,,,
Hungary,1989,0.0527160644531249,,,,,,
Hungary,1991,,1.43638850959314,,,,,
Hungary,1993,0.16255737304687,,,,,,
Hungary,1994,,0.93130705425318,,,,,
Hungary,1998,,,,0.0423335190834628,,,
Hungary,1999,,,,0.0187630486335292,,,
Hungary,2000,,,,0.0,,,
Hungary,2001,,,,0.0,,,
Hungary,2002,,,,0.0,,,
Hungary,2003,,,,0.0181318626977434,,,
Hungary,2004,,,,0.0,,,
Hungary,2005,,,,0.0,,,
Hungary,2006,,,,0.0,,,
Hungary,2007,,,,0.0,,,
Hungary,2008,,,,,0.0131351884924828,,
Hungary,2009,,,,,0.0620555188555101,,
Hungary,2010,,,,,0.0586712123421374,,
Hungary,2011,,,,,0.082624196861201,,
Hungary,2012,,,,,0.30581522908339,,
Hungary,2013,,,,,0.10713049644019,,
Hungary,2014,,,,,0.6437447622027099,,
Hungary,2015,,,,,0.5698474722062801,,
Hungary,2016,,,,,1.33080613451643,,
Hungary,2017,,,,,0.59193855111113,,
Hungary,2018,,,,,0.20753035431708,,
Hungary,2019,,,,,0.27102775919575,,
Iceland,2003,0.0,,,,,,
Iceland,2004,0.17006549704711,,,,,,
Iceland,2005,0.0370196595882094,,,,,,
Iceland,2006,0.14680485778517,,,,,,
Iceland,2007,0.0806141699385053,,,,,,
Iceland,2008,0.0608150032133381,,,,,,
Iceland,2009,0.097200670681477,,,,,,
Iceland,2010,0.14938448839303,,,,,,
Iceland,2011,0.12328396232708,,,,,,
Iceland,2012,0.0335558172627997,,,,,,
Iceland,2013,0.0470263443295212,,,,,,
Iceland,2014,0.0,,,,,,
Iceland,2015,0.0344901833305642,,,,,,
Iceland,2016,0.0,,,,,,
Iceland,2017,0.0,,,,,,
India,1977,63.102191792732384,,,,,,
India,1983,,56.39493841350923,,,,,
India,1987,,,50.575480878195776,,,,
India,1993,,,,47.62246018413542,,,
India,2004,,,,39.9012116730453,,,
India,2009,,,,32.83586057162599,,,
India,2011,,,,22.50708687414582,,,
India - rural,1977,68.5891073603445,,,,,,
India - rural,1983,,62.27551455487982,,,,,
India - rural,1987,,,55.18695068359376,,,,
India - rural,1993,,,,53.46417969645479,,,
India - rural,2004,,,,45.30752732157868,,,
India - rural,2009,,,,37.92070983378334,,,
India - rural,2011,,,,26.27929980300691,,,
India - urban,1977,43.67802246093749,,,,,,
India - urban,1983,,37.648955078125,,,,,
India - urban,1987,,,36.60954337822318,,,,
India - urban,1993,,,,31.15987859548919,,,
India - urban,2004,,,,26.60249443643796,,,
India - urban,2009,,,,21.29649280670462,,,
India - urban,2011,,,,14.218253227525429,,,
Indonesia,1984,68.50344820642,,,,,,
Indonesia,1987,68.15729678815632,,,,,,
Indonesia,1990,54.9311299928833,,,,,,
Indonesia,1993,,54.79913310044915,,,,,
Indonesia,1996,,43.55291291628312,,,,,
Indonesia,1998,,63.16250020235488,,,,,
Indonesia,1999,,37.41218444219328,,,,,
Indonesia,2000,,,34.88812446191551,,,,
Indonesia,2001,,,31.220999033441583,,,,
Indonesia,2002,,,18.98616466067199,,,,
Indonesia,2003,,,19.34284085510419,,,,
Indonesia,2004,,,20.972824061766552,,,,
Indonesia,2005,,,,17.98056957327185,,,
Indonesia,2006,,,,23.862209389249912,,,
Indonesia,2007,,,,19.30542345938027,,,
Indonesia,2008,,,,18.96171923199681,,,
Indonesia,2009,,,,15.484444345017751,,,
Indonesia,2010,,,,13.28718422667787,,,
Indonesia,2011,,,,,10.92361854940913,,
Indonesia,2012,,,,,9.47077667180536,,
Indonesia,2013,,,,,7.311688270960071,,
Indonesia,2014,,,,,6.182757429264,,
Indonesia,2015,,,,,,5.8130757443787,
Indonesia,2016,,,,,,5.23999940665822,
Indonesia,2017,,,,,,4.45518727262452,
Indonesia,2018,,,,,,3.62693417480201,
Indonesia,2019,,,,,,2.69736296446675,
Indonesia,2020,,,,,,2.25227737316108,
Indonesia,2021,,,,,,2.16327820382458,
Indonesia - rural,1984,76.48686163659795,,,,,,
Indonesia - rural,1987,74.95838623046876,,,,,,
Indonesia - rural,1990,62.77398415715793,,,,,,
Indonesia - rural,1993,,64.21000025654857,,,,,
Indonesia - rural,1996,,52.92498796597271,,,,,
Indonesia - rural,1998,,73.21127176299493,,,,,
Indonesia - rural,1999,,43.72633615160002,,,,,
Indonesia - rural,2000,,,40.52191330946419,,,,
Indonesia - rural,2001,,,37.64473537606309,,,,
Indonesia - rural,2002,,,25.838330856020008,,,,
Indonesia - rural,2003,,,25.38107842221033,,,,
Indonesia - rural,2004,,,28.527648974418963,,,,
Indonesia - rural,2005,,,,24.49711784161818,,,
Indonesia - rural,2006,,,,31.96072054112127,,,
Indonesia - rural,2007,,,,25.90777416389259,,,
Indonesia - rural,2008,,,,24.45874501691455,,,
Indonesia - rural,2009,,,,19.43652611557924,,,
Indonesia - rural,2010,,,,16.69690760887857,,,
Indonesia - rural,2011,,,,,13.20567308039544,,
Indonesia - rural,2012,,,,,11.10293642789086,,
Indonesia - rural,2013,,,,,8.049866123328139,,
Indonesia - rural,2014,,,,,6.507867732721639,,
Indonesia - rural,2015,,,,,,5.89979881442931,
Indonesia - rural,2016,,,,,,5.49503480086666,
Indonesia - rural,2017,,,,,,4.552859384272,
Indonesia - rural,2018,,,,,,3.87420887667466,
Indonesia - rural,2019,,,,,,2.72115124060607,
Indonesia - rural,2020,,,,,,2.12009630551862,
Indonesia - rural,2021,,,,,,1.97594337360646,
Indonesia - urban,1984,44.86186767578125,,,,,,
Indonesia - urban,1987,50.52479736328126,,,,,,
Indonesia - urban,1990,37.13033350976856,,,,,,
Indonesia - urban,1993,,36.37378634883918,,,,,
Indonesia - urban,1996,,27.75491922587079,,,,,
Indonesia - urban,1998,,47.83109970626429,,,,,
Indonesia - urban,1999,,28.24743912194216,,,,,
Indonesia - urban,2000,,,27.10876913327321,,,,
Indonesia - urban,2001,,,22.6300418773181,,,,
Indonesia - urban,2002,,,10.11081021810335,,,,
Indonesia - urban,2003,,,11.76795379992847,,,,
Indonesia - urban,2004,,,11.79455424738742,,,,
Indonesia - urban,2005,,,,10.31282396520427,,,
Indonesia - urban,2006,,,,14.63325429512662,,,
Indonesia - urban,2007,,,,12.01832286454812,,,
Indonesia - urban,2008,,,,13.0859803769117,,,
Indonesia - urban,2009,,,,11.39304956036078,,,
Indonesia - urban,2010,,,,9.8657112112123,,,
Indonesia - urban,2011,,,,,8.695238188898841,,
Indonesia - urban,2012,,,,,7.9198493024751,,
Indonesia - urban,2013,,,,,6.62906379104047,,
Indonesia - urban,2014,,,,,5.89019830557292,,
Indonesia - urban,2015,,,,,,5.73713104122676,
Indonesia - urban,2016,,,,,,5.02265080665033,
Indonesia - urban,2017,,,,,,4.37416582649402,
Indonesia - urban,2018,,,,,,3.42725957298954,
Indonesia - urban,2019,,,,,,2.67866079479048,
Indonesia - urban,2020,,,,,,2.3534627146357403,
Indonesia - urban,2021,,,,,,2.30293731779666,
Iran,1986,6.820161132812499,,,,,,
Iran,1990,6.23434082031249,,,,,,
Iran,1994,2.89028320312499,,,,,,
Iran,1998,2.85366943359374,,,,,,
Iran,2005,,0.62161258001268,,,,,
Iran,2006,,0.5542564049766799,,,,,
Iran,2009,,1.11022408511269,,,,,
Iran,2013,,0.16802982646309,,,,,
Iran,2014,,0.42034954491483,,,,,
Iran,2015,,0.42125809183926,,,,,
Iran,2016,,0.38433611258756,,,,,
Iran,2017,,0.35591019624009,,,,,
Iran,2018,,0.54718460617774,,,,,
Iran,2019,,0.5985642206459,,,,,
Iraq,2006,1.54212717140515,,,,,,
Iraq,2012,1.6513162832645998,,,,,,
Ireland,1987,0.68918403695922,,,,,,
Ireland,1994,,0.16343376646094,,,,,
Ireland,1995,,0.17609752257446,,,,,
Ireland,1996,,0.22401808463189,,,,,
Ireland,2000,,0.17827219729288,,,,,
Ireland,2002,,,0.23505183467945,,,,
Ireland,2003,,,,0.1276327124579599,,,
Ireland,2004,,,,0.0382519061287244,,,
Ireland,2005,,,,0.0217056875895815,,,
Ireland,2006,,,,0.39634890801022,,,
Ireland,2007,,,,0.0824748473043204,,,
Ireland,2008,,,,0.18050670895279,,,
Ireland,2009,,,,0.43216041162348,,,
Ireland,2010,,,,0.5427571358161201,,,
Ireland,2011,,,,0.47195803202782,,,
Ireland,2012,,,,0.24717380587154,,,
Ireland,2013,,,,0.65464789516151,,,
Ireland,2014,,,,0.38895379330453,,,
Ireland,2015,,,,0.32962017774777,,,
Ireland,2016,,,,0.13117608229636,,,
Ireland,2017,,,,0.24319611549932,,,
Ireland,2018,,,,0.0039213858037028,,,
Israel,1979,0.0,,,,,,
Israel,1986,0.23550048680506,,,,,,
Israel,1992,0.21532727528878,,,,,,
Israel,1997,0.24560835807814,,,,,,
Israel,2001,0.24897777230599,,,,,,
Israel,2002,0.48042534522946,,,,,,
Israel,2003,0.46270584248238,,,,,,
Israel,2004,0.4991388641838299,,,,,,
Israel,2005,0.48331529287181,,,,,,
Israel,2006,0.22496580588735,,,,,,
Israel,2007,0.49181238479872,,,,,,
Israel,2008,0.48350790314352,,,,,,
Israel,2009,0.49162774520838,,,,,,
Israel,2010,0.22767835340652,,,,,,
Israel,2011,0.23077059191448,,,,,,
Israel,2012,0.49467784927675,,,,,,
Israel,2013,0.45378033612217,,,,,,
Israel,2014,0.49243242007819,,,,,,
Israel,2015,0.49385365469248,,,,,,
Israel,2016,0.24139464325268,,,,,,
Israel,2017,0.45742481992044,,,,,,
Israel,2018,0.23583151717405,,,,,,
Italy,1986,0.20574409954019,,,,,,
Italy,1987,1.24092638386013,,,,,,
Italy,1989,0.0,,,,,,
Italy,1991,0.24771694316105,,,,,,
Italy,1993,1.22321890135365,,,,,,
Italy,1995,0.74232906814611,,,,,,
Italy,1998,1.7424412615559202,,,,,,
Italy,2000,1.24951702619588,,,,,,
Italy,2003,,0.76940329621255,,,,,
Italy,2004,,0.60452063302,,,,,
Italy,2005,,0.6317022207958499,,,,,
Italy,2006,,0.65343624517972,,,,,
Italy,2007,,0.68024297448851,,,,,
Italy,2008,,0.6974942712404,,,,,
Italy,2009,,0.89211690360497,,,,,
Italy,2010,,1.2579888287573,,,,,
Italy,2011,,1.15604814953314,,,,,
Italy,2012,,1.17169324002928,,,,,
Italy,2013,,1.36652713246179,,,,,
Italy,2014,,1.23212029928105,,,,,
Italy,2015,,1.9488664076009896,,,,,
Italy,2016,,1.62586788636231,,,,,
Italy,2017,,1.41808696002497,,,,,
Italy,2018,,1.45764687124155,,,,,
Jamaica,1988,6.13670410156249,,,,,,
Jamaica,1990,,4.57000415454923,,,,,
Jamaica,1993,9.83469482421874,,,,,,
Jamaica,1996,,3.4280403618886104,,,,,
Jamaica,1999,,2.61432505273595,,,,,
Jamaica,2002,,2.73290027592599,,,,,
Jamaica,2004,,1.65584573545277,,,,,
Japan,2008,0.47982560789475,,,,,,
Japan,2010,0.0,,,,,,
Japan,2013,0.72788788742459,,,,,,
Jordan,1986,0.0,,,,,,
Jordan,1992,2.70721435546874,,,,,,
Jordan,1997,1.48065307617187,,,,,,
Jordan,2002,,0.9849342240447,,,,,
Jordan,2006,,,0.28905168753255,,,,
Jordan,2008,,,,0.11823338528817,,,
Jordan,2010,,,,0.10412249606625,,,
Kazakhstan,1993,5.20112408461291,,,,,,
Kazakhstan,1996,,5.91126796067557,,,,,
Kazakhstan,2001,,,8.86023432064843,,,,
Kazakhstan,2002,,,5.61120962895495,,,,
Kazakhstan,2003,,,3.68597338428543,,,,
Kazakhstan,2004,,,1.75401777071684,,,,
Kazakhstan,2005,,,,5.8197411901639695,,,
Kazakhstan,2006,,,,0.46562641057244,,,
Kazakhstan,2007,,,,0.22497468738091,,,
Kazakhstan,2008,,,,0.0136677257949898,,,
Kazakhstan,2009,,,,0.0958171577744372,,,
Kazakhstan,2010,,,,0.0946243040252106,,,
Kazakhstan,2011,,,,0.0305771114385246,,,
Kazakhstan,2012,,,,0.0251463567799234,,,
Kazakhstan,2013,,,,0.0193952856468788,,,
Kazakhstan,2014,,,,0.0026317508435739,,,
Kazakhstan,2015,,,,0.0107684181137611,,,
Kazakhstan,2016,,,,0.01151560542913,,,
Kazakhstan,2017,,,,0.0194173635270845,,,
Kazakhstan,2018,,,,0.0105378453344181,,,
Kenya,1992,31.6687060546875,,,,,,
Kenya,1994,,31.68947322887925,,,,,
Kenya,1997,,,32.21120559313295,,,,
Kenya,2005,,,,43.897107815271,,,
Kenya,2015,,,,37.07855939254282,,,
Kiribati,2006,12.86929706533214,,,,,,
Kiribati,2019,,1.30059208878089,,,,,
Kosovo,2003,1.94994781172281,,,,,,
Kosovo,2005,3.46611209852222,,,,,,
Kosovo,2006,3.5819226923001803,,,,,,
Kosovo,2009,3.1931817549807904,,,,,,
Kosovo,2010,2.45908051113237,,,,,,
Kosovo,2011,1.67637353562342,,,,,,
Kosovo,2012,,0.5652359402667401,,,,,
Kosovo,2013,,0.3190147849203399,,,,,
Kosovo,2014,,0.98826734168714,,,,,
Kosovo,2015,,0.72275446331582,,,,,
Kosovo,2016,,0.76469609350389,,,,,
Kosovo,2017,,0.44024131140892,,,,,
Kyrgyzstan,1998,27.24113032912083,,,,,,
Kyrgyzstan,2000,,35.13557730538928,,,,,
Kyrgyzstan,2001,,31.372766311742826,,,,,
Kyrgyzstan,2002,,28.29657716287659,,,,,
Kyrgyzstan,2003,,22.3424457861986,,,,,
Kyrgyzstan,2004,,,9.88840786289519,,,,
Kyrgyzstan,2005,,,12.05697418000584,,,,
Kyrgyzstan,2006,,,7.268309019446841,,,,
Kyrgyzstan,2007,,,7.926718953707599,,,,
Kyrgyzstan,2008,,,2.87067130992894,,,,
Kyrgyzstan,2009,,,1.3625479979189998,,,,
Kyrgyzstan,2010,,,2.81661430588025,,,,
Kyrgyzstan,2011,,,0.90876334451272,,,,
Kyrgyzstan,2012,,,2.48216904630436,,,,
Kyrgyzstan,2013,,,2.22423624622712,,,,
Kyrgyzstan,2014,,,0.86349874288524,,,,
Kyrgyzstan,2015,,,1.83347270848815,,,,
Kyrgyzstan,2016,,,1.00534258086811,,,,
Kyrgyzstan,2017,,,1.08261833030378,,,,
Kyrgyzstan,2018,,,0.56981838274342,,,,
Kyrgyzstan,2019,,,0.55533212562012,,,,
Kyrgyzstan,2020,,,1.08173158436824,,,,
Laos,1992,31.11490182928568,,,,,,
Laos,1997,50.74827946823507,,,,,,
Laos,2002,32.08483645753964,,,,,,
Laos,2007,25.728207630734403,,,,,,
Laos,2012,,14.51341806864371,,,,,
Laos,2018,,9.98308858237644,,,,,
Latvia,1993,0.0,,,,,,
Latvia,1995,0.0,,,,,,
Latvia,1996,1.52698476770794,,,,,,
Latvia,1997,,2.03222235317074,,,,,
Latvia,1998,,1.62040573119944,,,,,
Latvia,2002,,0.61737946242631,,,,,
Latvia,2003,,0.5377556835691301,,,,,
Latvia,2004,,0.2523299006924,,,,,
Latvia,2005,,,2.25085564957936,,,,
Latvia,2006,,,1.45267618536371,,,,
Latvia,2007,,0.0213054285053826,,,,,
Latvia,2008,,0.0271271871678334,,,,,
Latvia,2009,,0.29251963400164,,,,,
Latvia,2010,,,1.63601460600722,,,,
Latvia,2011,,,0.96669804067025,,,,
Latvia,2012,,,1.03188307458639,,,,
Latvia,2013,,,1.13876187571485,,,,
Latvia,2014,,,0.79135590582765,,,,
Latvia,2015,,,0.61625089319896,,,,
Latvia,2016,,,0.63305706210292,,,,
Latvia,2017,,,0.75205442031488,,,,
Latvia,2018,,,0.34195516193389,,,,
Latvia,2019,,,0.2391007969040499,,,,
Lebanon,2011,0.0,,,,,,
Lesotho,1986,49.64866194140935,,,,,,
Lesotho,1994,,50.45544554455446,,,,,
Lesotho,2002,,,61.93714752680838,,,,
Lesotho,2017,,,,27.224015077256343,,,
Liberia,2007,71.38499174747867,,,,,,
Liberia,2014,,41.71989659811113,,,,,
Liberia,2016,,44.43256982516717,,,,,
Lithuania,1993,6.60599455393293,,,,,,
Lithuania,1996,,0.0,,,,,
Lithuania,1998,,,0.32259647144762,,,,
Lithuania,1999,,,0.29311337031725,,,,
Lithuania,2000,,,0.2452417532638499,,,,
Lithuania,2001,,,0.57852474200125,,,,
Lithuania,2002,,,0.47214124254257,,,,
Lithuania,2003,,,0.19467595373129,,,,
Lithuania,2004,,,0.0924656579951173,,,,
Lithuania,2005,,,,1.78172679875105,,,
Lithuania,2006,,,,1.523017095964,,,
Lithuania,2007,,,,1.33956443224958,,,
Lithuania,2008,,,0.14939542399069,,,,
Lithuania,2009,,,,2.2432506050406897,,,
Lithuania,2010,,,,1.53433991936687,,,
Lithuania,2011,,,,0.7005750767523801,,,
Lithuania,2012,,,,0.94779258208959,,,
Lithuania,2013,,,,0.70500815246698,,,
Lithuania,2014,,,,1.26202598293785,,,
Lithuania,2015,,,,0.7198586038377599,,,
Lithuania,2016,,,,1.27050592184135,,,
Lithuania,2017,,,,1.02250726405853,,,
Lithuania,2018,,,,0.9250136525158,,,
Lithuania,2019,,,,0.5479296562313,,,
Luxembourg,1985,0.0,,,,,,
Luxembourg,1991,0.0,,,,,,
Luxembourg,1994,0.0,,,,,,
Luxembourg,1997,0.0,,,,,,
Luxembourg,2000,0.0,,,,,,
Luxembourg,2003,,0.0717466901185151,,,,,
Luxembourg,2004,,0.0181923313191308,,,,,
Luxembourg,2005,,0.0346940502551311,,,,,
Luxembourg,2006,,0.0,,,,,
Luxembourg,2007,,0.0219162237844723,,,,,
Luxembourg,2008,,0.0,,,,,
Luxembourg,2009,,0.044111022847355,,,,,
Luxembourg,2010,,0.0,,,,,
Luxembourg,2011,,0.11757934531068,,,,,
Luxembourg,2012,,0.0436189461786745,,,,,
Luxembourg,2013,,0.0891033103153653,,,,,
Luxembourg,2014,,0.1399249128069999,,,,,
Luxembourg,2015,,0.30012452282908,,,,,
Luxembourg,2016,,0.1172195130410899,,,,,
Luxembourg,2017,,0.28312986098927,,,,,
Luxembourg,2018,,0.2848178587530799,,,,,
Luxembourg,2019,,0.10118747105832,,,,,
