country,year,issue,id,value,value_formatted,description
Grenada,1997,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,1998,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,1998,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,1999,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,1999,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2000,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2000,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2001,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2001,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2002,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2002,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2003,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2003,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2004,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2004,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2005,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2005,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2006,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2006,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2007,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2007,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2008,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2008,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2009,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2009,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2010,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2010,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2011,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2011,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2012,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2012,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2013,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2013,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2014,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2014,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2015,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2015,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2016,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2016,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Grenada,2017,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",8-14 years in prison under unnatural connections. Not enforced. Decriminalization pending. the president of the senate in Grenada suggested in may 2013 for decriminalization of Homosexuality.
Grenada,2017,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal","Homosexuality is illegal in Grenada, with up to 10 years prison as a penalty. (Decriminalization pending)"
Guatemala,1995,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,1995,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,1996,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,1996,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,1997,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,1997,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,1998,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,1998,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,1999,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,1999,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2000,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2000,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2001,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2001,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2002,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2002,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2003,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2003,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2004,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2004,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2005,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2005,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2006,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2006,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2007,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2007,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2008,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2008,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2009,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2009,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2010,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2010,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2011,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2011,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2012,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2012,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2013,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2013,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2014,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2014,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2015,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2015,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2016,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2016,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Guatemala,2017,marriage,10.0,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,Required by 2018 ruling by IACHR Ruling. Gay Unions pending.
Guatemala,2017,marriage,13.0,Unrecognized,Unrecognized,Article 78 of the civil code defines marriage to be a union between a man and a woman
Hungary,1982,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1982,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1983,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1983,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1984,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1984,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1985,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1985,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1986,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1986,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1987,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1987,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1988,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1988,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1989,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1989,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1990,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1990,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1991,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1991,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1992,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1992,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1993,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1993,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1994,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1994,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1995,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1995,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1996,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1996,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1997,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1997,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1998,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1998,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,1999,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,1999,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2000,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2000,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2001,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2001,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2002,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2002,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2003,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2003,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2004,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2004,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2005,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2005,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2006,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2006,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2007,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2007,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2008,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2008,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2009,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2009,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2010,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2010,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2011,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2011,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2012,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2012,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2013,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2013,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2014,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2014,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2015,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2015,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2016,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2016,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
Hungary,2017,changing-gender,51.0,"Legal, but requires surgery","Legal, but requires surgery",It is legal for individuals to change their legal gender without having to go through gender reassignment surgery.
Hungary,2017,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Under the revision of sex change law in 2018. Missing non binary options.
India,2014,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required","The Supreme Court of India recognized a third gender that individuals, including transgender persons can choose to identify themselves in official documents without surgery. This ruling does not however allow people to change their gender to male or female."
India,2014,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Not required but preformed here in India. As well there is a third option for all documents.
India,2015,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required","The Supreme Court of India recognized a third gender that individuals, including transgender persons can choose to identify themselves in official documents without surgery. This ruling does not however allow people to change their gender to male or female."
India,2015,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Not required but preformed here in India. As well there is a third option for all documents.
India,2016,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required","The Supreme Court of India recognized a third gender that individuals, including transgender persons can choose to identify themselves in official documents without surgery. This ruling does not however allow people to change their gender to male or female."
India,2016,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Not required but preformed here in India. As well there is a third option for all documents.
India,2017,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required","The Supreme Court of India recognized a third gender that individuals, including transgender persons can choose to identify themselves in official documents without surgery. This ruling does not however allow people to change their gender to male or female."
India,2017,changing-gender,21.0,"Legal, surgery not required","Legal, surgery not required",Not required but preformed here in India. As well there is a third option for all documents.
Indonesia,1993,homosexuality,1.0,Legal,Legal,"Legal Nationwide (The age of consent in Indonesia for a Homosexual Activity is 18 years old since 1993), except in Aceh :<br />
<br />
Aceh's law on criminalizing ""Anal Sex"" for Muslim men came into effect on October 23rd, 2015.<br />
<br />
Indonesia's proposed new penal code which sought to criminalize Homosexual conducts was failed to pass as of September 24, 2019.<br />
"
Indonesia,1993,homosexuality,1.0,Legal,Legal,"The date listed is the ratification of the Indonesian Constitution. Homosexuality is legal in Indonesia with the exception of Aceh and the city of Palembang .<br />
"
Indonesia,1994,homosexuality,1.0,Legal,Legal,"Legal Nationwide (The age of consent in Indonesia for a Homosexual Activity is 18 years old since 1993), except in Aceh :<br />
<br />
Aceh's law on criminalizing ""Anal Sex"" for Muslim men came into effect on October 23rd, 2015.<br />
<br />
Indonesia's proposed new penal code which sought to criminalize Homosexual conducts was failed to pass as of September 24, 2019.<br />
"
Indonesia,1994,homosexuality,1.0,Legal,Legal,"The date listed is the ratification of the Indonesian Constitution. Homosexuality is legal in Indonesia with the exception of Aceh and the city of Palembang .<br />
"
Indonesia,1995,homosexuality,1.0,Legal,Legal,"Legal Nationwide (The age of consent in Indonesia for a Homosexual Activity is 18 years old since 1993), except in Aceh :<br />
<br />
Aceh's law on criminalizing ""Anal Sex"" for Muslim men came into effect on October 23rd, 2015.<br />
<br />
Indonesia's proposed new penal code which sought to criminalize Homosexual conducts was failed to pass as of September 24, 2019.<br />
"
Indonesia,1995,homosexuality,1.0,Legal,Legal,"The date listed is the ratification of the Indonesian Constitution. Homosexuality is legal in Indonesia with the exception of Aceh and the city of Palembang .<br />
"
Indonesia,1996,homosexuality,1.0,Legal,Legal,"Legal Nationwide (The age of consent in Indonesia for a Homosexual Activity is 18 years old since 1993), except in Aceh :<br />
<br />
Aceh's law on criminalizing ""Anal Sex"" for Muslim men came into effect on October 23rd, 2015.<br />
<br />
Indonesia's proposed new penal code which sought to criminalize Homosexual conducts was failed to pass as of September 24, 2019.<br />
"
Indonesia,1996,homosexuality,1.0,Legal,Legal,"The date listed is the ratification of the Indonesian Constitution. Homosexuality is legal in Indonesia with the exception of Aceh and the city of Palembang .<br />
"
Indonesia,1997,homosexuality,1.0,Legal,Legal,"Legal Nationwide (The age of consent in Indonesia for a Homosexual Activity is 18 years old since 1993), except in Aceh :<br />
<br />
Aceh's law on criminalizing ""Anal Sex"" for Muslim men came into effect on October 23rd, 2015.<br />
<br />
Indonesia's proposed new penal code which sought to criminalize Homosexual conducts was failed to pass as of September 24, 2019.<br />
"
Indonesia,1997,homosexuality,1.0,Legal,Legal,"The date listed is the ratification of the Indonesian Constitution. Homosexuality is legal in Indonesia with the exception of Aceh and the city of Palembang .<br />
"
