country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018
Bosnia and Herzegovina,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,27.93000030517578,2015,34.689998626708984,,,,
Botswana,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,60.70000076293945,2015,59.2599983215332,,,,
Bulgaria,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,21.3799991607666,2018,44.94000244140625,,,,
Canada,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,30.030000686645508,2018,34.599998474121094,,,,
China,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,27.889999389648438,2016,41.80000305175781,,,,
Cote d'Ivoire,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,54.65999984741211,2015,48.64999771118164,,,,
Croatia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1984,26.649999618530273,2018,34.2400016784668,,,,
Czechia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,18.369998931884766,2018,27.990001678466797,,,,
Denmark,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,24.279998779296875,2017,33.22999954223633,,,,
Ethiopia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,44.970001220703125,2015,45.470001220703125,,,,
Finland,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,28.630001068115234,2017,33.099998474121094,,,,
France,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,31.270000457763672,2018,34.2599983215332,,,,
Germany,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,29.750001907348633,2017,38.060001373291016,,,,
Greece,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,37.45000076293945,2017,34.290000915527344,,,,
Hong Kong,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,41.970001220703125,2016,48.18000030517578,,,,
Hungary,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,18.489999771118164,2018,32.480003356933594,,,,
Iceland,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,29.510000228881836,2016,29.010000228881836,,,,
India,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,31.5,2022,57.68000030517578,,,,
Indonesia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,42.25,2017,41.72999954223633,,,,
Ireland,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,31.830001831054688,2018,36.64999771118164,,,,
Israel,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1979,47.93000030517578,2016,47.79999923706055,,,,
Italy,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,27.329999923706055,2022,39.04999923706055,,,,
Japan,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,35.51000213623047,2018,44.2400016784668,,,,
Luxembourg,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,35.42000198364258,2017,36.81999969482422,,,,
Madagascar,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,54.97999954223633,2022,50.76000213623047,,,,
Malaysia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1984,47.47999954223633,2015,40.27000045776367,,,,
Malta,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,28.490001678466797,2017,33.47999954223633,,,,
Montenegro,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,28.770000457763672,2017,32.19000244140625,,,,
Morocco,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1984,50.31999969482422,2022,49.43000030517578,,,,
Nepal,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1984,33.80999755859375,2022,33.80999755859375,,,,
Netherlands,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,28.270000457763672,2017,31.65999984741211,,,,
New Zealand,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,29.15999984741211,2018,34.68000030517578,,,,
Nigeria,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,44.119998931884766,2018,42.71999740600586,,,,
North Macedonia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,27.420000076293945,2017,30.89999771118164,,,,
Norway,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,27.299999237060547,2017,31.290000915527344,,,,
Philippines,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,49.41999816894531,2018,45.400001525878906,,,,
Poland,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,22.719999313354492,2018,37.599998474121094,,,,
Portugal,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,28.770000457763672,2017,37.29999923706055,,,,
Romania,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,24.940000534057617,2018,36.79999923706055,,,,
Russia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,21.68000030517578,2017,45.09000015258789,,,,
Rwanda,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1984,40.130001068115234,2016,53.939998626708984,,,,
Serbia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1984,32.40999984741211,2018,35.13999938964844,,,,
Singapore,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,35.53000259399414,2022,32.88999938964844,,,,
Slovakia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,22.90999984741211,2018,27.239999771118164,,,,
South Africa,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,47.099998474121094,2022,65.41000366210938,,,,
South Korea,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,31.240001678466797,2016,36.779998779296875,,,,
Spain,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,36.099998474121094,2017,34.75,,,,
Sri Lanka,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,42.22999954223633,2016,48.97999954223633,,,,
Sweden,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,23.479999542236328,2017,29.940000534057617,,,,
Switzerland,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,31.479999542236328,2017,31.400001525878906,,,,
Taiwan,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,34.92000198364258,2017,48.12000274658203,,,,
Thailand,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,55.970001220703125,2018,50.480003356933594,,,,
Tunisia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,51.54999923706055,2015,41.37000274658203,,,,
United Kingdom,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1981,28.479999542236328,2017,36.119998931884766,,,,
United States,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,33.84000015258789,2018,45.80999755859375,,,,
Argentina,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,5.5731565,2018,6.0278196,income,income,urban,urban
Australia,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,3.610855,2018,6.3564554,income,income,national,national
Bangladesh,p99p100Share_pip_disposable_perCapita,p99p100Share,1983,3.8130507,2016,6.4068,consumption,consumption,national,national
Belgium,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,3.502179,2018,4.8665944,income,income,national,national
Botswana,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,13.398808,2015,12.2913845,consumption,consumption,national,national
Brazil,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,12.476539,2018,11.6870835,income,income,national,national
Canada,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,4.11865,2018,4.807211000000001,income,income,national,national
China,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,3.9326510651296,2018,6.09788617522826,income,consumption,national,national
Colombia,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,19.363998,2018,11.015091,income,income,urban,national
Costa Rica,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,6.014497,2018,8.311192,income,income,national,national
Cote d'Ivoire,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,9.90954,2018,5.877838,consumption,consumption,national,national
Ethiopia,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,8.2311414,2015,6.444953000000001,consumption,consumption,rural,national
France,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,6.140091,2018,7.194184000000001,income,income,national,national
India,p99p100Share_pip_disposable_perCapita,p99p100Share,1977,9.12211105330786,2018,5.52573346199493,consumption,consumption,national,national
Indonesia,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,5.8701805564834,2018,6.51072446111445,consumption,consumption,national,national
Israel,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,6.378931000000001,2018,5.555833000000001,income,income,national,national
Italy,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,6.379454599999999,2018,5.136611,income,income,national,national
Luxembourg,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,3.7376385,2018,6.272008,income,income,national,national
Malaysia,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,12.124861,2018,7.283327000000001,income,income,national,national
Mexico,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,9.976977,2018,10.857752,income,income,national,national
Morocco,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,10.781743,2013,7.321857,consumption,consumption,national,national
Netherlands,p99p100Share_pip_disposable_perCapita,p99p100Share,1983,4.003317,2018,4.8738524,income,income,national,national
Nigeria,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,4.290109,2018,5.3117312,consumption,consumption,national,national
Norway,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,3.6983218,2018,4.5185450000000005,income,income,national,national
Panama,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,6.940255,2018,9.53241,income,income,national,national
Peru,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,9.055464,2018,6.898491,consumption,income,national,national
Philippines,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,8.130489,2018,8.6060055,consumption,income,national,national
Poland,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,3.0958025,2018,4.8239175,income,income,national,national
Rwanda,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,4.587529,2016,10.052619,consumption,consumption,rural,national
Spain,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,5.5087946,2018,4.804043999999999,income,income,national,national
Sri Lanka,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,5.3879436,2019,7.773151,consumption,consumption,national,national
Sweden,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,2.558324,2018,5.3680383,income,income,national,national
Switzerland,p99p100Share_pip_disposable_perCapita,p99p100Share,1982,8.128547,2018,6.2116690000000006,income,income,national,national
Taiwan,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,4.3963354,2018,5.4324906,income,income,national,national
Thailand,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,8.752504,2018,5.5940423,consumption,consumption,national,national
Tunisia,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,9.0947956,2021,7.066894,consumption,consumption,national,national
United Kingdom,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,4.121833,2018,5.2546367,income,income,national,national
United States,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,4.6085840000000005,2018,7.194883000000001,income,income,national,national
Uruguay,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,8.12069,2018,6.2104777,income,income,urban,national
Australia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,5.46999979019165,2018,9.670000076293945,,,,
Bangladesh,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1983,11.640000343322754,2016,16.150001525878906,,,,
Belgium,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,7.500000476837158,2017,8.4399995803833,,,,
Bosnia and Herzegovina,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.899999618530273,2015,9.859999656677246,,,,
Botswana,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,21.799999237060547,2015,22.739999771118164,,,,
Bulgaria,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,3.2900002002716064,2018,19.850000381469727,,,,
Canada,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.599999904632568,2018,10.529999732971191,,,,
China,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.570000171661377,2016,14.049999237060547,,,,
Cote d'Ivoire,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,21.030000686645508,2015,17.209999084472656,,,,
Croatia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,3.929999828338623,2018,9.75,,,,
Czechia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,2.569999933242798,2018,8.829999923706055,,,,
Denmark,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.660000324249268,2017,12.329999923706055,,,,
Ethiopia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,14.90000057220459,2015,13.819999694824219,,,,
Finland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.740000247955322,2017,9.880000114440918,,,,
France,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,8.319999694824219,2018,11.710000038146973,,,,
Germany,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,8.5600004196167,2017,13.00999927520752,,,,
Greece,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.980000495910645,2017,11.90999984741211,,,,
Hong Kong,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,13.330000877380371,2016,17.850000381469727,,,,
Hungary,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,2.9600000381469727,2018,10.970000267028809,,,,
Iceland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.689999580383301,2016,8.640000343322754,,,,
India,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.339999675750732,2022,22.600000381469727,,,,
Indonesia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,15.469999313354492,2017,15.530000686645508,,,,
Ireland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.210000038146973,2018,13.480000495910645,,,,
Israel,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1979,17.350000381469727,2016,16.040000915527344,,,,
Italy,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,5.579999923706055,2022,13.550000190734863,,,,
Japan,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,10.34000015258789,2018,12.860000610351562,,,,
Luxembourg,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,12.920000076293945,2017,13.460000038146973,,,,
Madagascar,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,17.239999771118164,2022,15.170000076293945,,,,
Malaysia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,20.1299991607666,2015,14.869999885559082,,,,
Malta,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.989999771118164,2017,9.770000457763672,,,,
Montenegro,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.259999752044678,2017,8.449999809265137,,,,
Morocco,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,15.520000457763672,2022,15.140000343322754,,,,
Nepal,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,9.690000534057617,2022,9.690000534057617,,,,
Netherlands,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.589999675750732,2017,8.649999618530273,,,,
New Zealand,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.190000057220459,2018,11.930000305175781,,,,
Nigeria,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,12.020000457763672,2018,11.59000015258789,,,,
North Macedonia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.930000305175781,2017,8.869999885559082,,,,
Norway,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.599999904632568,2017,10.230000495910645,,,,
Philippines,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,19.56999969482422,2018,16.619998931884766,,,,
Poland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,4.390000343322754,2018,14.589999198913574,,,,
Portugal,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.119999885559082,2017,10.90999984741211,,,,
Romania,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,5.650000095367432,2018,11.789999961853027,,,,
Russia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,3.559999942779541,2017,20.0,,,,
Rwanda,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,10.470000267028809,2016,19.889999389648438,,,,
Serbia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,9.359999656677246,2018,11.350000381469727,,,,
Singapore,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.639999389648438,2022,10.270000457763672,,,,
Slovakia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,4.239999771118164,2018,7.949999809265137,,,,
South Africa,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,10.119999885559082,2022,19.310001373291016,,,,
South Korea,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,8.130000114440918,2016,11.640000343322754,,,,
Spain,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,11.460000038146973,2017,12.40999984741211,,,,
Sri Lanka,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,14.769999504089355,2016,20.469999313354492,,,,
Sweden,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.3600006103515625,2017,9.730000495910645,,,,
Switzerland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.59000015258789,2017,10.3100004196167,,,,
Taiwan,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,9.960000038146973,2017,19.329999923706055,,,,
Thailand,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,22.989999771118164,2018,17.350000381469727,,,,
Tunisia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,18.079999923706055,2015,10.90999984741211,,,,
United Kingdom,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,6.78000020980835,2017,13.390000343322754,,,,
United States,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.420000076293945,2018,19.239999771118164,,,,
