"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1973","1973",25.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1974","1974",18.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1975","1975",18.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1976","1976",19.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1977","1977",20.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1978","1978",19.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1979","1979",14.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1980","1980",17.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1981","1981",11.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1982","1982",11.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1983","1983",14.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1984","1984",8.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1985","1985",6.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1986","1986",8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1987","1987",4.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1988","1988",5.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1989","1989",3.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1990","1990",1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1991","1991",2.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1992","1992",5.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1993","1993",1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1994","1994",1.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1995","1995",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1996","1996",4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1997","1997",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1998","1998",6.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","1999","1999",6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2000","2000",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2001","2001",3.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2002","2002",1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2003","2003",1.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2004","2004",2.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2005","2005",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2006","2006",2.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2007","2007",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2008","2008",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2009","2009",3.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2010","2010",5.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2011","2011",3.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2012","2012",1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2013","2013",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2014","2014",4.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2015","2015",5.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2016","2016",6.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2017","2017",11.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2018","2018",4.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","GRC","Greece","2019","2019",7.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1970","1970",42.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1971","1971",35.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1972","1972",43.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1973","1973",37.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1974","1974",38.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1975","1975",26.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1976","1976",20,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1977","1977",19.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1978","1978",22,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1979","1979",15.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1980","1980",20.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1981","1981",17.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1982","1982",27.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1983","1983",14.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1984","1984",15.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1985","1985",26.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1986","1986",14.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1987","1987",13.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1988","1988",16.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1989","1989",15.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1990","1990",20.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1991","1991",12.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1992","1992",9.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1993","1993",18.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1994","1994",10.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1995","1995",15.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1996","1996",11.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1997","1997",20.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1998","1998",6.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","1999","1999",4.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2000","2000",10.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2001","2001",5.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2002","2002",8.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2003","2003",7.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2004","2004",4.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2005","2005",5.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2006","2006",8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2007","2007",8.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2008","2008",17.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2009","2009",18.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2010","2010",15.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2011","2011",10.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2012","2012",10,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2013","2013",14.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2014","2014",6.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2015","2015",5.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2016","2016",11.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2017","2017",15.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2018","2018",10,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2019","2019",11.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","HUN","Hungary","2020","2020",15.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1960","1960",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1961","1961",43.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1962","1962",42.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1963","1963",20.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1964","1964",62.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1965","1965",21.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1966","1966",21.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1967","1967",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1968","1968",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1969","1969",23.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1970","1970",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1971","1971",46.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1972","1972",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1973","1973",21.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1974","1974",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1975","1975",22.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1976","1976",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1977","1977",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1978","1978",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1979","1979",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1980","1980",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1981","1981",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1982","1982",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1983","1983",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1984","1984",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1985","1985",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1986","1986",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1987","1987",23.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1988","1988",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1989","1989",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1990","1990",21,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1991","1991",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1992","1992",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1993","1993",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1994","1994",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1995","1995",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1996","1996",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1997","1997",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1998","1998",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","1999","1999",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2000","2000",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2001","2001",24.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2002","2002",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2003","2003",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2004","2004",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2005","2005",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2006","2006",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2007","2007",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2008","2008",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2009","2009",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2010","2010",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2011","2011",22.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2012","2012",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2013","2013",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2014","2014",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2015","2015",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2016","2016",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2017","2017",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2018","2018",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2019","2019",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ISL","Iceland","2020","2020",3.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1960","1960",57.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1961","1961",45.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1962","1962",43.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1963","1963",34.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1964","1964",46.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1965","1965",28.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1966","1966",28.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1967","1967",22.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1968","1968",36.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1969","1969",31.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1970","1970",31.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1971","1971",25.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1972","1972",40.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1973","1973",11.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1974","1974",21.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1975","1975",7.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1976","1976",16.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1977","1977",11.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1978","1978",17.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1979","1979",9.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1980","1980",6.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1981","1981",4.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1982","1982",5.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1983","1983",11.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1984","1984",6.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1985","1985",6.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1986","1986",4.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1987","1987",3.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1988","1988",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1989","1989",3.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1990","1990",3.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1991","1991",5.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1992","1992",3.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1993","1993",2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1994","1994",2.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1995","1995",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1996","1996",5.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1997","1997",5.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1998","1998",3.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","1999","1999",1.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2000","2000",1.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2001","2001",5.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2002","2002",8.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2003","2003",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2004","2004",1.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2005","2005",1.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2006","2006",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2007","2007",2.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2008","2008",4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2009","2009",4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2010","2010",1.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2011","2011",2.7,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2012","2012",2.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2013","2013",4.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2014","2014",1.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2015","2015",1.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2016","2016",6.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2017","2017",1.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2018","2018",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2019","2019",0,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","IRL","Ireland","2020","2020",0,"P","Provisional value"
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1970","1970",54.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1971","1971",51.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1972","1972",46.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1973","1973",42.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1974","1974",29.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1975","1975",25.4,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1976","1976",23.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1977","1977",16.9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1978","1978",17.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1979","1979",12.2,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1980","1980",12.8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1981","1981",13.1,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1982","1982",9.3,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1983","1983",9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1984","1984",9,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1985","1985",8,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1986","1986",5.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1987","1987",4.5,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1988","1988",7.6,,
"MATIMATM","Maternal mortality","TXCMMMTX","Deaths per 100 000 live births","ITA","Italy","1989","1989",4.6,,
