Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011]
Kiribati,KIR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
"Korea, Rep.",KOR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,912.0213933
"Korea, Rep.",KOR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,854.5857228
Kosovo,KSV,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Kosovo,KSV,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.3269386
Kuwait,KWT,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.180437497
Kuwait,KWT,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.171988259
Kyrgyzstan,KGZ,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,17.53791716
Kyrgyzstan,KGZ,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,17.75672654
Lao PDR,LAO,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2914.846751
Lao PDR,LAO,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,2467.752641
Latin America & Caribbean (ICP),LCB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Latin America & Caribbean (ICP),LCB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Latvia,LVA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.40318037
Latvia,LVA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.347070714
Lebanon,LBN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Lebanon,LBN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,838.9864
Lesotho,LSO,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,3.864347333
Lesotho,LSO,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.922938868
Liberia,LBR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.567729761
Liberia,LBR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.517058655
Libya,LBY,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Libya,LBY,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.6127731
Lithuania,LTU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.785856583
Lithuania,LTU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.567425429
Luxembourg,LUX,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.989305593
Luxembourg,LUX,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.906100357
"Macao SAR, China",MAC,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5.462063853
"Macao SAR, China",MAC,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,4.588545208
Madagascar,MDG,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,704.9133774
Madagascar,MDG,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,673.7297602
Malawi,MWI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,78.0170064
Malawi,MWI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,76.25917796
Malaysia,MYS,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.586086279
Malaysia,MYS,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.459271758
Maldives,MDV,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,10.67604588
Maldives,MDV,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,8.52679927
Mali,MLI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,221.8683143
Mali,MLI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,210.1933697
Malta,MLT,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.628590473
Malta,MLT,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.558238172
Marshall Islands,MHL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.08341617
Marshall Islands,MHL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Mauritania,MRT,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,112.8067117
Mauritania,MRT,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,115.8548575
Mauritius,MUS,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,18.28541998
Mauritius,MUS,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,15.94091939
Mexico,MEX,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,8.940212315
Mexico,MEX,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,7.673013104
"Micronesia, Federated States of",FSM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.998254747
"Micronesia, Federated States of",FSM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Middle East & North Africa (ICP),MEB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Middle East & North Africa (ICP),MEB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Moldova,MDA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5.45133013
Moldova,MDA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,5.534950983
Mongolia,MNG,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,590.3298942
Mongolia,MNG,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,537.126675
Montenegro,MNE,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.449341143
Montenegro,MNE,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.368862462
Montserrat,MSR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.33603589
Montserrat,MSR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.942934719
Morocco,MAR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,4.193142669
Morocco,MAR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.676904341
Mozambique,MOZ,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,15.52726507
Mozambique,MOZ,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,16.02955266
Myanmar,MMR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,275.8276459
Myanmar,MMR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,234.9739642
Namibia,NAM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5.130702228
Namibia,NAM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,4.663229195
Nauru,NRU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.208797717
Nauru,NRU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Nepal,NPL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,25.75926734
Nepal,NPL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,24.62810414
Netherlands,NLD,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.869139118
Netherlands,NLD,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.831692686
New Caledonia,NCL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,130.1390781
New Caledonia,NCL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
New Zealand,NZL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.589174732
New Zealand,NZL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.48591474
Nicaragua,NIC,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,9.160075402
Nicaragua,NIC,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,8.918628269
Niger,NER,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,228.7531554
Niger,NER,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,221.0871654
Nigeria,NGA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,79.53147412
Nigeria,NGA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,74.37773815
Niue,NIU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.730019743
Niue,NIU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
North America (ICP),NAB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
North America (ICP),NAB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
North Macedonia,MKD,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,22.93599046
North Macedonia,MKD,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,18.6798899
Northern Mariana Islands,MNP,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.046673277
Northern Mariana Islands,MNP,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Norway,NOR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,9.797198586
Norway,NOR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,8.972526022
Oman,OMN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.200033749
Oman,OMN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.191568741
Pakistan,PAK,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,25.41425204
Pakistan,PAK,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,24.34609008
Palau,PLW,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.898274223
Palau,PLW,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Palestinian Territory,PSE,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.522799764
Palestinian Territory,PSE,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,2.188869224
Panama,PAN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.553408025
Panama,PAN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.547271966
Papua New Guinea,PNG,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.137886285
Papua New Guinea,PNG,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Paraguay,PRY,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2309.429954
Paraguay,PRY,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,2227.340374
Peru,PER,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.568638991
Peru,PER,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.521229565
Philippines,PHL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,18.87329292
Philippines,PHL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,17.85372296
Poland,POL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.936325781
Poland,POL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.823435381
Portugal,PRT,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.703862901
Portugal,PRT,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.627576037
Puerto Rico,PRI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Puerto Rico,PRI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.7977296
Qatar,QAT,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.640345123
Qatar,QAT,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,2.418640733
Romania,ROU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.000515586
Romania,ROU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.614679818
Russian Federation,RUS,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,16.76912892
Russian Federation,RUS,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,17.34557175
Rwanda,RWA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,246.8343677
Rwanda,RWA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,260.7510087
Samoa,WSM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.900277793
Samoa,WSM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
San Marino,SMR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
San Marino,SMR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.7102569
São Tomé and Principe,STP,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,10194.79028
São Tomé and Principe,STP,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,8527.156752
Saudi Arabia,SAU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.785350223
Saudi Arabia,SAU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.837011393
Senegal,SEN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,246.107411
Senegal,SEN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,236.2871259
Serbia,SRB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,45.36962047
Serbia,SRB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,37.28771651
Seychelles,SYC,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,7.895128359
Seychelles,SYC,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,6.690427803
Sierra Leone,SLE,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1767.189739
Sierra Leone,SLE,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1553.1386
Singapore,SGP,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.17096953
Singapore,SGP,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.891483855
Sint Maarten,SXM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.677576125
Sint Maarten,SXM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.379053699
Slovakia,SVK,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.567074277
Slovakia,SVK,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.508461627
Slovenia,SVN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.681298956
Slovenia,SVN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.625435584
Solomon Islands,SLB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,7.131074061
Solomon Islands,SLB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Somalia,SOM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Somalia,SOM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,11427.68
South Africa,ZAF,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5.06753456
South Africa,ZAF,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,4.773938242
South Asia (ICP),SAB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
South Asia (ICP),SAB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
South Sudan,SSD,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
South Sudan,SSD,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.464513
Spain,ESP,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.776917003
Spain,ESP,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.705441124
Sri Lanka,LKA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,42.21893269
Sri Lanka,LKA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,38.65378129
St. Kitts and Nevis,KNA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.220551417
St. Kitts and Nevis,KNA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.802976143
St. Lucia,LCA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.139053839
St. Lucia,LCA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.843603457
St. Vincent and the Grenadines,VCT,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.039341614
St. Vincent and the Grenadines,VCT,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.691300829
Sub-Saharan Africa (ICP),SSB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Sub-Saharan Africa (ICP),SSB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Sudan,SDN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.485529577
Sudan,SDN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.223913766
Suriname,SUR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.884817039
Suriname,SUR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.826070121
Sweden,SWE,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,9.105001516
Sweden,SWE,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,8.819880671
Switzerland,CHE,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.613418792
Switzerland,CHE,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.441417214
Syrian Arab Republic,SYR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Syrian Arab Republic,SYR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,21.3249
"Taiwan, China",TWN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,15.99478497
"Taiwan, China",TWN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,15.11234596
Tajikistan,TJK,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.882669908
Tajikistan,TJK,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.739525548
Tanzania,TZA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,585.5203743
Tanzania,TZA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,522.4832368
Thailand,THA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,12.84437926
Thailand,THA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,12.3703845
Timor-Leste,TMP,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Timor-Leste,TMP,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.5167665
Togo,TGO,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,232.2149943
Togo,TGO,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,215.0602789
Tokelau,TKL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.218306925
Tokelau,TKL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Tonga,TON,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.638717379
Tonga,TON,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Trinidad and Tobago,TTO,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,4.619226235
Trinidad and Tobago,TTO,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.937823846
Tunisia,TUN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.696533751
