indicator_name,country,year_1993_pip,value_1993_pip,pipwelfare_1993_pip,year_2018_pip,value_2018_pip,pipwelfare_2018_pip,year_1993_wid,value_1993_wid,year_2018_wid,value_2018_wid,wid_is_extrapolated,region,population_1993,population_2018,pipreportinglevel_1993_pip,pipreportinglevel_2018_pip
headcountRatio50Median,Comoros,,,,,,,1995.0,24.0,2022.0,26.0,0.0,SS Africa,463325,776322,,
headcountRatio50Median,Costa Rica,1993.0,20.124832153320312,income,2018.0,19.29714775085449,income,1993.0,30.000001907348636,2018.0,33.0,1.0,LAC,3405376,5040738,national,national
headcountRatio50Median,Cote d'Ivoire,1992.0,15.944889068603516,consumption,2018.0,11.87974452972412,consumption,1993.0,18.0,2015.0,24.0,0.0,SS Africa,13316449,25493990,national,national
headcountRatio50Median,Croatia,1998.0,8.214442253112793,consumption,2018.0,11.482275009155272,income,1989.0,19.0,2018.0,22.0,0.0,EE & CA,4792409,4160488,national,national
headcountRatio50Median,Curacao,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,153396,184734,,
headcountRatio50Median,Cyprus,,,,,,,1990.0,20.0,2017.0,19.0,0.0,EE & CA,825993,1218834,,
headcountRatio50Median,Czechia,1993.0,2.109189510345459,income,2018.0,4.926529884338379,income,1992.0,15.000000953674316,2018.0,16.0,0.0,EE & CA,10318915,10534598,national,national
headcountRatio50Median,Denmark,1992.0,6.246353626251221,income,2018.0,6.590801239013672,income,1993.0,16.0,2017.0,18.0,0.0,W. Eur and Offshoots,5193776,5766689,national,national
headcountRatio50Median,Dominica,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,69196,70840,,
headcountRatio50Median,Dominican Republic,1992.0,18.95152282714844,income,2018.0,14.193037033081056,income,1993.0,31.0,2018.0,29.0,1.0,LAC,7576083,10765532,national,national
headcountRatio50Median,Ecuador,1994.0,21.168930053710938,income,2018.0,19.256593704223636,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,11132833,17015672,national,national
headcountRatio50Median,Egypt,1995.0,3.4394898414611816,consumption,2019.0,5.065284729003906,consumption,1993.0,16.0,2017.0,18.0,0.0,MENA,61382204,103740768,national,national
headcountRatio50Median,El Salvador,1991.0,24.236591339111328,income,2018.0,15.30186367034912,income,1993.0,35.0,2018.0,34.0,1.0,LAC,5630994,6276340,national,national
headcountRatio50Median,Estonia,1993.0,13.605913162231444,income,2018.0,9.886338233947754,income,1988.0,22.0,2018.0,19.0,0.0,EE & CA,1504446,1322146,national,national
headcountRatio50Median,Eswatini,1994.0,25.297910690307617,consumption,2016.0,19.75422096252441,consumption,1994.0,28.0,2016.0,26.0,0.0,SS Africa,953454,1160430,national,national
headcountRatio50Median,Ethiopia,1995.0,10.20883560180664,consumption,2015.0,12.365949630737305,consumption,1995.0,20.0,2015.0,20.0,0.0,SS Africa,53791672,111129440,national,national
headcountRatio50Median,Fiji,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,789209,919002,,
headcountRatio50Median,Finland,1991.0,3.971853494644165,income,2018.0,6.78688383102417,income,1993.0,13.0,2017.0,17.0,0.0,W. Eur and Offshoots,5066609,5515465,national,national
headcountRatio50Median,France,1990.0,10.99598503112793,income,2018.0,10.034907341003418,income,1993.0,22.0,2018.0,20.0,0.0,W. Eur and Offshoots,57053728,64277812,national,national
headcountRatio50Median,French Polynesia,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,223723,297615,,
headcountRatio50Median,Gambia,1998.0,19.366634368896484,consumption,2020.0,12.744741439819336,consumption,1992.0,25.0,2015.0,19.0,0.0,SS Africa,1168317,2444916,national,national
headcountRatio50Median,Georgia,1996.0,16.817665100097656,consumption,2018.0,14.609697341918944,consumption,1997.0,24.0,2018.0,20.0,0.0,EE & CA,5127512,3772323,national,national
headcountRatio50Median,Germany,1993.0,6.733357906341553,income,2018.0,10.246275901794434,income,1993.0,21.0,2017.0,20.0,0.0,W. Eur and Offshoots,80573496,82896696,national,national
headcountRatio50Median,Ghana,1991.0,13.203298568725586,consumption,2016.0,20.63926887512207,consumption,1991.0,22.0,2016.0,26.0,0.0,SS Africa,16643639,30870648,national,national
headcountRatio50Median,Gibraltar,,,,,,,1993.0,20.0,2018.0,22.0,0.0,W. Eur and Offshoots,27143,32677,,
headcountRatio50Median,Greece,1995.0,16.241979598999023,income,2018.0,13.798931121826172,income,1993.0,22.0,2017.0,21.0,0.0,W. Eur and Offshoots,10563442,10633275,national,national
headcountRatio50Median,Greenland,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,Other N. America,55729,55954,,
headcountRatio50Median,Grenada,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,102190,121853,,
headcountRatio50Median,Guatemala,1989.0,27.734004974365234,income,2014.0,19.584815979003903,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,9831871,16850176,national,national
headcountRatio50Median,Guernsey,,,,,,,1993.0,20.0,2018.0,22.0,0.0,,58317,61908,,
headcountRatio50Median,Guinea,1994.0,16.935958862304688,consumption,2018.0,9.644024848937988,consumption,1991.0,30.000001907348636,2022.0,19.0,0.0,SS Africa,7046101,12554871,national,national
headcountRatio50Median,Guinea-Bissau,1993.0,16.630836486816406,consumption,2018.0,9.083398818969728,consumption,1993.0,24.0,2022.0,20.0,0.0,SS Africa,1056767,1924954,national,national
headcountRatio50Median,Honduras,1993.0,20.926952362060547,income,2018.0,24.50059700012207,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,5496843,9792854,national,national
headcountRatio50Median,Hong Kong,,,,,,,1991.0,17.0,2016.0,22.0,0.0,East Asia,6089809,7481563,,
headcountRatio50Median,Hungary,1993.0,4.476880073547363,income,2018.0,10.9314603805542,income,1993.0,14.0,2018.0,19.0,0.0,EE & CA,10357423,9776361,national,national
headcountRatio50Median,Iceland,,,,,,,1993.0,18.0,2016.0,17.0,0.0,W. Eur and Offshoots,263942,352951,,
headcountRatio50Median,India,1993.0,5.227270126342773,consumption,2018.0,6.75021505355835,consumption,1993.0,17.0,2022.0,18.0,0.0,S & SE Asia,926351296,1369003264,national,national
headcountRatio50Median,Indonesia,1993.0,5.145744800567627,consumption,2018.0,12.357150077819824,consumption,1993.0,21.0,2017.0,21.0,0.0,S & SE Asia,191737280,267066848,national,national
headcountRatio50Median,Iran,1994.0,17.731063842773438,consumption,2018.0,12.37378978729248,consumption,1994.0,20.0,2017.0,18.0,0.0,MENA,59755432,85617560,national,national
headcountRatio50Median,Ireland,1994.0,12.464524269104004,income,2018.0,7.108510971069336,income,1993.0,19.0,2018.0,18.0,0.0,W. Eur and Offshoots,3545700,4834506,national,national
headcountRatio50Median,Isle of Man,,,,,,,1993.0,20.0,2018.0,22.0,0.0,W. Eur and Offshoots,70729,83792,,
headcountRatio50Median,Israel,1992.0,13.74968433380127,income,2018.0,20.49445152282715,income,1992.0,21.0,2016.0,24.0,0.0,MENA,5213005,8456487,national,national
headcountRatio50Median,Italy,1993.0,16.21531867980957,income,2018.0,15.232851028442385,income,1993.0,23.0,2022.0,26.0,0.0,W. Eur and Offshoots,56869456,59877432,national,national
headcountRatio50Median,Jamaica,1993.0,14.264960289001465,consumption,2018.0,12.024298667907717,consumption,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,2459064,2811842,national,national
headcountRatio50Median,Japan,,,,,,,1993.0,19.0,2018.0,18.0,0.0,East Asia,124779576,126255872,,
headcountRatio50Median,Jersey,,,,,,,1993.0,20.0,2018.0,22.0,0.0,,84016,105387,,
headcountRatio50Median,Jordan,,,,,,,1992.0,22.0,2022.0,19.0,0.0,MENA,4075763,10459864,,
headcountRatio50Median,Kazakhstan,1996.0,12.827703475952148,consumption,2018.0,3.7699687480926514,consumption,1993.0,18.0,2017.0,18.0,0.0,EE & CA,16979700,18538100,national,national
headcountRatio50Median,Kenya,1992.0,21.66094207763672,consumption,2020.0,10.338189125061035,consumption,1992.0,27.000001907348636,2015.0,22.0,0.0,SS Africa,25391832,49953300,national,national
headcountRatio50Median,Kiribati,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,79110,122276,,
headcountRatio50Median,Kyrgyzstan,1998.0,21.103199005126957,income,2018.0,3.6978044509887695,consumption,1998.0,21.0,2018.0,18.0,0.0,EE & CA,4507638,6223503,national,national
headcountRatio50Median,Laos,1992.0,6.848923683166504,consumption,2018.0,10.339693069458008,consumption,1992.0,19.0,2018.0,22.0,0.0,S & SE Asia,4685293,7105008,national,national
headcountRatio50Median,Latvia,1993.0,5.794975757598877,income,2018.0,11.86984920501709,income,1994.0,20.0,2018.0,20.0,0.0,EE & CA,2638889,1935632,national,national
headcountRatio50Median,Lesotho,1994.0,31.073266983032227,consumption,2017.0,21.037128448486328,consumption,1993.0,33.0,2017.0,27.000001907348636,0.0,SS Africa,1885486,2198030,national,national
headcountRatio50Median,Liechtenstein,,,,,,,1993.0,20.0,2018.0,22.0,0.0,W. Eur and Offshoots,30036,38205,,
headcountRatio50Median,Lithuania,1993.0,9.584152221679688,income,2018.0,13.245399475097656,income,1994.0,19.0,2017.0,20.0,0.0,EE & CA,3788532,2876128,national,national
headcountRatio50Median,Luxembourg,1993.0,5.470804691314697,income,2018.0,14.313420295715332,income,1994.0,19.0,2017.0,20.0,0.0,W. Eur and Offshoots,396705,607920,national,national
headcountRatio50Median,Madagascar,,,,,,,1997.0,23.0,2022.0,22.0,0.0,SS Africa,13020110,26846544,,
headcountRatio50Median,Malawi,1997.0,10.102392196655272,consumption,2019.0,11.358131408691406,consumption,1997.0,20.0,2016.0,20.0,0.0,SS Africa,10257232,18367886,national,national
headcountRatio50Median,Malaysia,1992.0,20.35755729675293,income,2018.0,17.02021598815918,income,1992.0,22.0,2015.0,19.0,0.0,S & SE Asia,19050074,32399270,national,national
headcountRatio50Median,Mali,1994.0,15.96393871307373,consumption,2018.0,9.036429405212402,consumption,1994.0,24.0,2022.0,20.0,0.0,SS Africa,9506515,19934304,national,national
headcountRatio50Median,Malta,,,,,,,1993.0,18.0,2017.0,19.0,0.0,W. Eur and Offshoots,375257,491590,,
headcountRatio50Median,Marshall Islands,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,48961,46012,,
headcountRatio50Median,Mauritania,1993.0,14.11850643157959,consumption,2019.0,10.576372146606444,consumption,1993.0,23.0,2022.0,21.0,0.0,SS Africa,2237070,4270717,national,national
headcountRatio50Median,Mexico,1992.0,19.27233123779297,income,2018.0,16.032737731933594,income,1993.0,32.0,2018.0,28.0,1.0,LAC,86648440,124013864,national,national
headcountRatio50Median,Micronesia (country),,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,106043,110945,,
headcountRatio50Median,Moldova,1997.0,13.245199203491213,consumption,2018.0,3.860922574996948,consumption,1993.0,24.0,2018.0,27.000001907348636,0.0,EE & CA,4493699,3141839,national,national
headcountRatio50Median,Monaco,,,,,,,1993.0,20.0,2018.0,22.0,0.0,W. Eur and Offshoots,31053,37050,,
headcountRatio50Median,Mongolia,1995.0,13.850005149841309,consumption,2018.0,9.859270095825195,consumption,1995.0,24.0,2017.0,21.0,0.0,East Asia,2270313,3163994,national,national
headcountRatio50Median,Montenegro,,,,,,,1989.0,17.0,2017.0,25.0,0.0,EE & CA,629560,631459,,
headcountRatio50Median,Montserrat,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,9571,4381,,
headcountRatio50Median,Morocco,1990.0,13.605652809143066,consumption,2013.0,11.682022094726562,consumption,1993.0,21.0,2018.0,20.0,1.0,MENA,25806782,35927516,national,national
headcountRatio50Median,Mozambique,1996.0,18.231172561645508,consumption,2019.0,17.595001220703125,consumption,1996.0,24.0,2022.0,24.0,0.0,SS Africa,14206253,29423882,national,national
headcountRatio50Median,Namibia,1993.0,28.489360809326172,income,2015.0,24.083106994628906,consumption,,,,,,SS Africa,1509848,2405682,national,national
headcountRatio50Median,Nauru,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,10249,11949,,
headcountRatio50Median,Nepal,,,,,,,1995.0,19.0,2022.0,16.0,0.0,S & SE Asia,21267356,28506718,,
headcountRatio50Median,Netherlands,1993.0,8.723788261413574,income,2018.0,8.0935697555542,income,1993.0,19.0,2017.0,19.0,0.0,W. Eur and Offshoots,15251088,17286042,national,national
headcountRatio50Median,New Caledonia,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,190793,284887,,
headcountRatio50Median,New Zealand,,,,,,,1993.0,27.000001907348633,2018.0,21.0,0.0,W. Eur and Offshoots,3573739,4838528,,
headcountRatio50Median,Nicaragua,1993.0,20.118562698364254,consumption,2014.0,18.28445816040039,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,4526690,6572234,national,national
headcountRatio50Median,Niger,1992.0,9.944536209106444,consumption,2018.0,8.118827819824219,consumption,1992.0,21.0,2022.0,19.0,0.0,SS Africa,9193081,22577060,national,national
headcountRatio50Median,Nigeria,1992.0,22.81732940673828,consumption,2018.0,13.318072319030762,consumption,1992.0,27.000001907348636,2018.0,22.0,0.0,SS Africa,102775472,198387616,national,national
headcountRatio50Median,North Macedonia,1998.0,10.864229202270508,consumption,2018.0,17.447656631469727,income,1996.0,30.000001907348636,2017.0,25.0,0.0,EE & CA,1996896,2113497,national,national
headcountRatio50Median,Norway,1991.0,4.745403289794922,income,2018.0,8.042963981628418,income,1993.0,16.0,2017.0,17.0,0.0,W. Eur and Offshoots,4312138,5312321,national,national
headcountRatio50Median,Pakistan,1990.0,9.081772804260254,consumption,2018.0,3.5513665676116943,consumption,1990.0,19.0,2018.0,17.0,0.0,S & SE Asia,125546624,219731488,national,national
headcountRatio50Median,Palau,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,16399,17887,,
headcountRatio50Median,Palestine,,,,,,,1997.0,22.0,2016.0,23.0,0.0,MENA,2410651,4805549,,
headcountRatio50Median,Panama,1991.0,28.626049041748047,income,2018.0,22.315235137939453,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,2607502,4165258,national,national
headcountRatio50Median,Papua New Guinea,,,,,,,1996.0,26.0,2022.0,26.0,0.0,S & SE Asia,4291592,9329233,,
headcountRatio50Median,Paraguay,1995.0,26.20835304260254,income,2018.0,18.29017639160156,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,4386206,6443337,national,national
headcountRatio50Median,Peru,1997.0,25.347148895263672,income,2018.0,19.28135681152344,income,1993.0,33.0,2018.0,31.0,1.0,LAC,23513888,32203946,national,national
headcountRatio50Median,Philippines,1994.0,16.035593032836914,consumption,2018.0,11.214404106140137,consumption,1994.0,23.0,2018.0,20.0,0.0,S & SE Asia,66083324,108568832,national,national
headcountRatio50Median,Poland,1992.0,8.48569393157959,income,2020.0,9.17794418334961,income,1993.0,18.0,2018.0,19.0,0.0,EE & CA,38319300,38521464,national,national
headcountRatio50Median,Portugal,,,,,,,1993.0,17.0,2017.0,19.0,0.0,W. Eur and Offshoots,9992104,10289833,,
headcountRatio50Median,Puerto Rico,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,3645019,3319269,,
headcountRatio50Median,Romania,1992.0,8.235893249511719,income,2017.0,19.221864700317383,income,1993.0,18.0,2018.0,23.0,0.0,EE & CA,22721662,19606778,national,national
headcountRatio50Median,Russia,1993.0,20.51815223693848,consumption,2018.0,10.784610748291016,consumption,1993.0,19.0,2017.0,18.0,0.0,EE & CA,148897280,145652288,national,national
headcountRatio50Median,Saint Kitts and Nevis,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,41470,47787,,
headcountRatio50Median,Saint Lucia,1995.0,19.488525390625,income,2015.0,13.881887435913086,consumption,1993.0,32.0,2018.0,29.0,0.0,LAC,148610,177894,national,national
headcountRatio50Median,Saint Vincent and the Grenadines,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,113639,105297,,
headcountRatio50Median,Samoa,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,171375,209715,,
headcountRatio50Median,San Marino,,,,,,,1993.0,20.0,2018.0,22.0,0.0,W. Eur and Offshoots,24210,34179,,
headcountRatio50Median,Senegal,1994.0,12.214590072631836,consumption,2018.0,10.509198188781738,consumption,1994.0,22.0,2022.0,21.0,0.0,SS Africa,8196551,15574910,national,national
headcountRatio50Median,Serbia,,,,,,,1989.0,20.0,2018.0,26.0,0.0,EE & CA,7957074,7433825,,
headcountRatio50Median,Sierra Leone,,,,,,,1989.0,42.0,2018.0,19.0,0.0,SS Africa,4295693,7861287,,
headcountRatio50Median,Singapore,,,,,,,1993.0,17.0,2022.0,17.0,0.0,S & SE Asia,3334134,5814543,,
headcountRatio50Median,Sint Maarten (Dutch part),,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,31846,42268,,
headcountRatio50Median,Slovakia,1992.0,2.9949281215667725,income,2018.0,9.333104133605955,income,1997.0,17.0,2018.0,18.0,0.0,EE & CA,5321863,5446746,national,national
headcountRatio50Median,Slovenia,1993.0,5.4532470703125,income,2018.0,5.302700519561768,income,1993.0,18.0,2018.0,17.0,0.0,EE & CA,1991685,2105931,national,national
headcountRatio50Median,Solomon Islands,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,354097,659259,,
headcountRatio50Median,South Africa,1993.0,25.55459213256836,consumption,2014.0,23.601490020751957,consumption,1993.0,17.0,2022.0,17.0,0.0,SS Africa,42525444,57339632,national,national
headcountRatio50Median,South Korea,,,,,,,1993.0,25.0,2016.0,19.0,0.0,East Asia,44932856,51676900,,
headcountRatio50Median,Spain,1993.0,14.240307807922363,income,2018.0,15.71409511566162,income,1993.0,15.000000953674316,2017.0,18.0,0.0,W. Eur and Offshoots,39420540,46792044,national,national
headcountRatio50Median,Sri Lanka,1995.0,6.866433620452881,consumption,2019.0,9.497572898864746,consumption,1995.0,19.0,2016.0,19.0,0.0,S & SE Asia,17825610,21580712,national,national
headcountRatio50Median,Sweden,1992.0,6.246950626373291,income,2018.0,10.766722679138184,income,1993.0,15.000000953674316,2017.0,18.0,0.0,W. Eur and Offshoots,8683403,10162300,national,national
headcountRatio50Median,Switzerland,1992.0,9.994873046875,income,2018.0,11.249615669250488,income,1993.0,16.0,2017.0,18.0,0.0,W. Eur and Offshoots,6936123,8514431,national,national
headcountRatio50Median,Syria,1996.0,8.715239524841309,consumption,2022.0,8.017578125,consumption,1996.0,20.0,2022.0,24.0,0.0,MENA,13537067,19333464,national,national
headcountRatio50Median,Taiwan,,,,,,,1993.0,30.000001907348633,2017.0,31.0,0.0,East Asia,21125720,23726186,,
headcountRatio50Median,Tanzania,1991.0,12.02358055114746,consumption,2018.0,9.904215812683104,consumption,1991.0,20.0,2017.0,20.0,0.0,SS Africa,28469018,58090444,national,national
headcountRatio50Median,Thailand,1992.0,13.716767311096191,consumption,2018.0,11.317448616027832,consumption,1993.0,26.0,2018.0,30.000001907348636,0.0,S & SE Asia,57776080,71127808,national,national
headcountRatio50Median,Tonga,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,99507,105167,,
headcountRatio50Median,Tunisia,1995.0,17.6822452545166,consumption,2021.0,10.819109916687012,consumption,1995.0,24.0,2015.0,20.0,0.0,MENA,8977175,11933040,national,national
headcountRatio50Median,Turkey,1994.0,16.77910614013672,consumption,2018.0,15.64452838897705,consumption,1993.0,18.0,2018.0,19.0,0.0,MENA,57296008,82809304,national,national
headcountRatio50Median,Turkmenistan,,,,,,,1998.0,22.0,2022.0,22.0,0.0,EE & CA,4031701,6065072,,
headcountRatio50Median,Turks and Caicos Islands,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,13726,41516,,
headcountRatio50Median,Tuvalu,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,9543,10883,,
headcountRatio50Median,Uganda,1992.0,13.870777130126951,consumption,2019.0,13.414616584777832,consumption,1996.0,21.0,2016.0,22.0,0.0,SS Africa,19462960,41515400,national,national
headcountRatio50Median,Ukraine,1993.0,7.784064769744873,consumption,2018.0,5.024774551391602,consumption,1993.0,18.0,2018.0,16.0,0.0,EE & CA,51778420,44446952,national,national
headcountRatio50Median,United Arab Emirates,,,,,,,1998.0,24.0,2018.0,32.0,0.0,MENA,2223289,9140172,,
headcountRatio50Median,United Kingdom,1993.0,13.73289680480957,income,2018.0,12.24964427947998,income,1993.0,20.0,2017.0,18.0,0.0,W. Eur and Offshoots,57647464,66432996,national,national
headcountRatio50Median,United States,1993.0,18.996639251708984,income,2018.0,18.248611450195312,income,1993.0,28.0,2018.0,28.0,0.0,W. Eur and Offshoots,258779760,332140032,national,national
headcountRatio50Median,Uruguay,1992.0,17.759422302246094,income,2018.0,16.908246994018555,income,1993.0,22.0,2018.0,21.0,1.0,LAC,3171749,3427044,urban,national
headcountRatio50Median,Uzbekistan,1998.0,21.114992141723636,consumption,2022.0,13.408809661865234,consumption,1998.0,27.000001907348636,2022.0,27.000001907348636,0.0,EE & CA,22085922,32449578,national,national
headcountRatio50Median,Vanuatu,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,S & SE Asia,162564,297307,,
headcountRatio50Median,Vietnam,1992.0,7.856873512268066,consumption,2018.0,13.966886520385742,consumption,1992.0,20.0,2018.0,22.0,0.0,S & SE Asia,71176408,94914328,national,national
headcountRatio50Median,Yemen,1998.0,12.75627326965332,consumption,2014.0,10.720406532287598,consumption,1998.0,26.0,2022.0,26.0,0.0,MENA,14988045,30790514,national,national
headcountRatio50Median,Zambia,1993.0,25.75746154785156,consumption,2015.0,24.430953979492188,consumption,1993.0,29.0,2015.0,30.000001907348636,0.0,SS Africa,8270921,17835898,national,national
headcountRatio50Median,Zimbabwe,,,,,,,1991.0,24.0,2019.0,24.0,0.0,SS Africa,10794921,15052191,,
p90p100Share,Albania,1996.0,21.21557235717773,consumption,2018.0,22.742311477661133,consumption,1996.0,32.56999969482422,2018.0,32.88999938964844,0.0,EE & CA,3300715,2877019,national,national
p90p100Share,Algeria,,,,,,,1993.0,45.18000030517578,2022.0,38.08000183105469,0.0,MENA,27354326,41927008,,
p90p100Share,Andorra,,,,,,,1993.0,31.900001525878906,2018.0,34.47999954223633,0.0,W. Eur and Offshoots,59177,75034,,
p90p100Share,Angola,,,,,,,1995.0,58.029998779296875,2018.0,58.0099983215332,0.0,SS Africa,13038277,31273538,,
p90p100Share,Anguilla,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,LAC,9144,15201,,
p90p100Share,Antigua and Barbuda,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,LAC,65849,91644,,
p90p100Share,Argentina,1993.0,33.20138931274414,income,2018.0,30.148590087890625,income,1993.0,49.57999801635742,2018.0,43.560001373291016,1.0,LAC,34027240,44413592,urban,urban
p90p100Share,Armenia,1996.0,35.22151565551758,income,2018.0,29.19937896728516,consumption,1996.0,46.77000045776367,2018.0,43.7400016784668,0.0,EE & CA,3457344,2836563,national,national
p90p100Share,Aruba,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,LAC,72374,105980,,
p90p100Share,Australia,1995.0,24.601701736450195,income,2018.0,26.61338996887207,income,1993.0,29.8799991607666,2018.0,33.7599983215332,0.0,W. Eur and Offshoots,17631514,24979228,national,national
p90p100Share,Austria,1994.0,23.99503898620605,income,2018.0,23.9172420501709,income,1993.0,34.02000045776367,2018.0,33.29999923706055,1.0,W. Eur and Offshoots,7905280,8840518,national,national
p90p100Share,Azerbaijan,,,,,,,1995.0,42.869998931884766,2022.0,42.869998931884766,0.0,EE & CA,7740112,10152524,,
p90p100Share,Bahrain,,,,,,,1995.0,54.290000915527344,2015.0,55.720001220703125,0.0,MENA,573762,1487346,,
p90p100Share,Bangladesh,1991.0,23.28786849975586,consumption,2016.0,26.835071563720703,consumption,1991.0,38.540000915527344,2016.0,42.38999938964844,0.0,S & SE Asia,113418760,163683952,national,national
p90p100Share,Barbados,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,LAC,261001,279702,,
p90p100Share,Belarus,1998.0,24.914424896240234,consumption,2018.0,21.398265838623047,consumption,1993.0,29.920000076293945,2018.0,32.93000030517578,0.0,EE & CA,10480485,9695573,national,national
p90p100Share,Belgium,1992.0,20.135671615600582,income,2018.0,22.24361801147461,income,1993.0,32.10000228881836,2017.0,31.770000457763672,0.0,W. Eur and Offshoots,10043738,11448598,national,national
p90p100Share,Bermuda,,,,,,,1993.0,37.25,2018.0,48.31999969482422,0.0,Other N. America,58763,63591,,
p90p100Share,Bolivia,1997.0,45.36248779296875,income,2018.0,30.58880043029785,income,1993.0,54.959999084472656,2018.0,53.22999954223633,1.0,LAC,7544494,11606906,national,national
p90p100Share,Bonaire Sint Eustatius and Saba,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,,12979,24995,,
p90p100Share,Bosnia and Herzegovina,,,,,,,1990.0,27.360000610351562,2015.0,34.689998626708984,0.0,EE & CA,3942985,3400132,,
p90p100Share,Botswana,1993.0,51.20005798339844,consumption,2015.0,41.47603225708008,consumption,1993.0,69.37999725341797,2015.0,59.2599983215332,0.0,SS Africa,1462267,2451411,national,national
p90p100Share,Brazil,1993.0,48.4544563293457,income,2018.0,42.47370529174805,income,1993.0,58.09999847412109,2018.0,58.04999923706055,1.0,LAC,158440864,210166592,national,national
p90p100Share,British Virgin Islands,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,LAC,16875,30359,,
p90p100Share,Bulgaria,1992.0,24.742361068725582,income,2018.0,32.619346618652344,income,1993.0,33.62999725341797,2018.0,44.94000244140625,0.0,EE & CA,8611541,7117424,national,national
p90p100Share,Burkina Faso,1994.0,39.46891403198242,consumption,2018.0,35.33893966674805,consumption,1994.0,57.95000076293945,2022.0,54.84000015258789,0.0,SS Africa,9840080,20392730,national,national
p90p100Share,Burundi,1992.0,26.58475875854492,consumption,2020.0,29.86445999145508,consumption,1992.0,42.90999984741211,2022.0,48.38999938964844,0.0,SS Africa,5555227,11493476,national,national
p90p100Share,Cameroon,1996.0,36.15324401855469,consumption,2021.0,31.14944076538086,consumption,1996.0,54.310001373291016,2022.0,52.04999923706055,0.0,SS Africa,12486776,25076752,national,national
p90p100Share,Canada,1993.0,23.566892623901367,income,2018.0,24.787044525146484,income,1993.0,32.51000213623047,2018.0,34.599998474121094,0.0,W. Eur and Offshoots,28668168,37035260,national,national
p90p100Share,Cayman Islands,,,,,,,1993.0,55.599998474121094,2018.0,49.5,0.0,LAC,30061,64904,,
p90p100Share,Central African Republic,1992.0,47.73327255249024,consumption,2021.0,33.14442443847656,consumption,1992.0,65.11000061035156,2022.0,64.91000366210938,0.0,SS Africa,3089148,5094795,national,national
p90p100Share,Chile,1992.0,45.19586563110352,income,2017.0,36.94478225708008,income,1993.0,62.4800033569336,2018.0,62.08000183105469,1.0,LAC,13998387,18701452,national,national
p90p100Share,China,1993.0,26.622989654541016,consumption,2018.0,29.43410873413086,consumption,1993.0,33.90999984741211,2016.0,41.80000305175781,0.0,East Asia,1195855616,1417069440,national,national
p90p100Share,Colombia,1992.0,40.45835876464844,income,2018.0,39.66259765625,income,1993.0,60.77999877929688,2018.0,58.71000289916992,1.0,LAC,34614732,49276968,national,national
p90p100Share,Comoros,,,,,,,1995.0,66.95999908447266,2022.0,50.26000213623047,0.0,SS Africa,463325,776322,,
p90p100Share,Costa Rica,1993.0,33.706668853759766,income,2018.0,36.35345077514648,income,1993.0,53.34000015258789,2018.0,54.25,1.0,LAC,3405376,5040738,national,national
