country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018,region,population_1980,population_2018
United States,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,33.84000015258789,2018,45.80999755859375,,,,,W. Eur and Offshoots,223140016,332140032
Australia,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,3.610855,2018,6.3564554,income,income,national,national,W. Eur and Offshoots,14706329,24979228
Bangladesh,p99p100Share_pip_disposable_perCapita,p99p100Share,1983,3.8130507,2016,6.4068,consumption,consumption,national,national,S & SE Asia,83929768,163683952
Belgium,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,3.502179,2018,4.8665944,income,income,national,national,W. Eur and Offshoots,9828989,11448598
Botswana,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,13.398808,2015,12.2913845,consumption,consumption,national,national,SS Africa,938582,2451411
Canada,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,4.11865,2018,4.807211000000001,income,income,national,national,W. Eur and Offshoots,24511512,37035260
China,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,3.9326510651296,2018,6.09788617522826,income,consumption,national,national,East Asia,982372480,1417069440
Cote d'Ivoire,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,9.90954,2018,5.877838,consumption,consumption,national,national,SS Africa,8303818,25493990
Ethiopia,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,8.2311414,2015,6.444953000000001,consumption,consumption,rural,national,SS Africa,34945472,111129440
France,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,6.140091,2018,7.194184000000001,income,income,national,national,W. Eur and Offshoots,53713836,64277812
India,p99p100Share_pip_disposable_perCapita,p99p100Share,1977,9.12211105330786,2018,5.52573346199493,consumption,consumption,national,national,S & SE Asia,696828352,1369003264
Indonesia,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,5.8701805564834,2018,6.51072446111445,consumption,consumption,national,national,S & SE Asia,148177104,267066848
Israel,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,6.378931000000001,2018,5.555833000000001,income,income,national,national,MENA,3744612,8456487
Italy,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,6.379454599999999,2018,5.136611,income,income,national,national,W. Eur and Offshoots,56329480,59877432
Luxembourg,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,3.7376385,2018,6.272008,income,income,national,national,W. Eur and Offshoots,363745,607920
Malaysia,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,12.124861,2018,7.283327000000001,income,income,national,national,S & SE Asia,13215709,32399270
Morocco,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,10.781743,2013,7.321857,consumption,consumption,national,national,MENA,19678446,35927516
Netherlands,p99p100Share_pip_disposable_perCapita,p99p100Share,1983,4.003317,2018,4.8738524,income,income,national,national,W. Eur and Offshoots,14130383,17286042
Nigeria,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,4.290109,2018,5.3117312,consumption,consumption,national,national,SS Africa,72951440,198387616
Norway,p99p100Share_pip_disposable_perCapita,p99p100Share,1979,3.6983218,2018,4.5185450000000005,income,income,national,national,W. Eur and Offshoots,4085778,5312321
Philippines,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,8.130489,2018,8.6060055,consumption,income,national,national,S & SE Asia,48419544,108568832
Poland,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,3.0958025,2018,4.8239175,income,income,national,national,EE & CA,35521432,38521464
Rwanda,p99p100Share_pip_disposable_perCapita,p99p100Share,1984,4.587529,2016,10.052619,consumption,consumption,rural,national,SS Africa,5247537,12531810
Spain,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,5.5087946,2018,4.804043999999999,income,income,national,national,W. Eur and Offshoots,37491664,46792044
Sri Lanka,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,5.3879436,2019,7.773151,consumption,consumption,national,national,S & SE Asia,14943644,21580712
Sweden,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,2.558324,2018,5.3680383,income,income,national,national,W. Eur and Offshoots,8311761,10162300
Switzerland,p99p100Share_pip_disposable_perCapita,p99p100Share,1982,8.128547,2018,6.2116690000000006,income,income,national,national,W. Eur and Offshoots,6319116,8514431
Thailand,p99p100Share_pip_disposable_perCapita,p99p100Share,1981,8.752504,2018,5.5940423,consumption,consumption,national,national,S & SE Asia,45737756,71127808
Tunisia,p99p100Share_pip_disposable_perCapita,p99p100Share,1985,9.0947956,2021,7.066894,consumption,consumption,national,national,MENA,6578159,11933040
United Kingdom,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,4.121833,2018,5.2546367,income,income,national,national,W. Eur and Offshoots,56326328,66432996
United States,p99p100Share_pip_disposable_perCapita,p99p100Share,1980,4.6085840000000005,2018,7.194883000000001,income,income,national,national,W. Eur and Offshoots,223140016,332140032
Australia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,5.46999979019165,2018,9.670000076293944,,,,,W. Eur and Offshoots,14706329,24979228
Bangladesh,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1983,11.640000343322754,2016,16.150001525878906,,,,,S & SE Asia,83929768,163683952
Belgium,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,7.500000476837158,2017,8.4399995803833,,,,,W. Eur and Offshoots,9828989,11448598
Botswana,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,21.799999237060547,2015,22.739999771118164,,,,,SS Africa,938582,2451411
Canada,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.599999904632568,2018,10.529999732971191,,,,,W. Eur and Offshoots,24511512,37035260
China,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.570000171661377,2016,14.049999237060549,,,,,East Asia,982372480,1417069440
Cote d'Ivoire,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,21.030000686645508,2015,17.209999084472656,,,,,SS Africa,8303818,25493990
Ethiopia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,14.90000057220459,2015,13.81999969482422,,,,,SS Africa,34945472,111129440
France,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,8.319999694824219,2018,11.710000038146973,,,,,W. Eur and Offshoots,53713836,64277812
India,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.339999675750732,2022,22.600000381469727,,,,,S & SE Asia,696828352,1369003264
Indonesia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,15.469999313354492,2017,15.530000686645508,,,,,S & SE Asia,148177104,267066848
Israel,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1979,17.350000381469727,2016,16.040000915527344,,,,,MENA,3744612,8456487
Italy,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,5.579999923706055,2022,13.550000190734863,,,,,W. Eur and Offshoots,56329480,59877432
Luxembourg,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,12.920000076293944,2017,13.460000038146973,,,,,W. Eur and Offshoots,363745,607920
Malaysia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,20.1299991607666,2015,14.869999885559082,,,,,S & SE Asia,13215709,32399270
Morocco,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,15.520000457763672,2022,15.140000343322754,,,,,MENA,19678446,35927516
Netherlands,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.589999675750732,2017,8.649999618530273,,,,,W. Eur and Offshoots,14130383,17286042
Nigeria,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,12.020000457763672,2018,11.59000015258789,,,,,SS Africa,72951440,198387616
Norway,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,7.599999904632568,2017,10.230000495910645,,,,,W. Eur and Offshoots,4085778,5312321
Philippines,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,19.56999969482422,2018,16.619998931884766,,,,,S & SE Asia,48419544,108568832
Poland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,4.390000343322754,2018,14.589999198913574,,,,,EE & CA,35521432,38521464
Rwanda,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1984,10.470000267028809,2016,19.88999938964844,,,,,SS Africa,5247537,12531810
Spain,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,11.460000038146973,2017,12.40999984741211,,,,,W. Eur and Offshoots,37491664,46792044
Sri Lanka,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,14.769999504089355,2016,20.46999931335449,,,,,S & SE Asia,14943644,21580712
Sweden,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,6.3600006103515625,2017,9.730000495910645,,,,,W. Eur and Offshoots,8311761,10162300
Switzerland,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.59000015258789,2017,10.3100004196167,,,,,W. Eur and Offshoots,6319116,8514431
Thailand,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,22.989999771118164,2018,17.350000381469727,,,,,S & SE Asia,45737756,71127808
Tunisia,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1985,18.07999992370605,2015,10.90999984741211,,,,,MENA,6578159,11933040
United Kingdom,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1981,6.78000020980835,2017,13.390000343322754,,,,,W. Eur and Offshoots,56326328,66432996
United States,p99p100Share_wid_pretaxNational_perAdult,p99p100Share,1980,10.420000076293944,2018,19.239999771118164,,,,,W. Eur and Offshoots,223140016,332140032
