p,q,top1_share_gpinter,country,year,reporting_level,welfare_type
0.99,87.8526424609635,0.109733683673526,Dominican Republic,2002,national,income
0.99,87.3616214273061,0.135499549270472,Dominican Republic,2003,national,income
0.99,62.4934451538474,0.129536314933951,Dominican Republic,2004,national,income
0.99,75.3040773975479,0.114456292707214,Dominican Republic,2005,national,income
0.99,85.3346203354019,0.131770968920891,Dominican Republic,2006,national,income
0.99,74.4653894796416,0.10060020891315,Dominican Republic,2007,national,income
0.99,65.3372051626867,0.101555017176213,Dominican Republic,2008,national,income
0.99,74.1706258026302,0.0993303861375677,Dominican Republic,2009,national,income
0.99,66.9467686006457,0.0793194955345596,Dominican Republic,2010,national,income
0.99,77.820549401641,0.092678232095365,Dominican Republic,2011,national,income
0.99,71.4439008515672,0.0842491798657167,Dominican Republic,2012,national,income
0.99,72.2059905826779,0.0946782825371831,Dominican Republic,2013,national,income
0.99,63.2893425826946,0.0637621458412896,Dominican Republic,2014,national,income
0.99,70.6887393244526,0.0882196094284534,Dominican Republic,2015,national,income
0.99,84.4922671764687,0.0844300933623605,Dominican Republic,2016,national,income
0.99,73.500142042205,0.0921565537766427,Dominican Republic,2017,national,income
0.99,84.8734936753456,0.113322410956803,Dominican Republic,2018,national,income
0.99,89.8705220817711,0.0911829729407619,Dominican Republic,2019,national,income
0.99,65.1225749601748,0.0710649437556449,Dominican Republic,2020,national,income
0.99,59.7533418837891,0.134302878010865,Ecuador,1994,national,income
0.99,62.4131850946731,0.191238313978613,Ecuador,1999,national,income
0.99,55.8391436377896,0.173535359318323,Ecuador,2000,national,income
0.99,69.1374038923716,0.124789291154847,Ecuador,2003,national,income
0.99,70.6081498856762,0.133442500835345,Ecuador,2004,national,income
0.99,76.2830095784946,0.113425769670551,Ecuador,2005,national,income
0.99,74.639493121675,0.132356624947097,Ecuador,2006,national,income
0.99,91.8196213430299,0.133757595645724,Ecuador,2007,national,income
0.99,72.1279086040358,0.0974395804944122,Ecuador,2008,national,income
0.99,71.3447441577054,0.0994542148757052,Ecuador,2009,national,income
0.99,79.2985100776655,0.102550478353279,Ecuador,2010,national,income
0.99,70.4171055801684,0.0779276751818199,Ecuador,2011,national,income
0.99,75.109111059736,0.084233631287963,Ecuador,2012,national,income
0.99,85.1488603459813,0.0914413858317433,Ecuador,2013,national,income
0.99,80.1002875775182,0.0840765549881208,Ecuador,2014,national,income
0.99,81.3427549471011,0.0884879495631692,Ecuador,2015,national,income
0.99,76.876961455904,0.0831785982439502,Ecuador,2016,national,income
0.99,80.0544234158964,0.0785278515552123,Ecuador,2017,national,income
0.99,79.8694152167695,0.0803984868545404,Ecuador,2018,national,income
0.99,78.8423010656477,0.0816211384337287,Ecuador,2019,national,income
0.99,75.0378051206121,0.0914701692079347,Ecuador,2020,national,income
0.99,41.1795246214119,0.0906444634061105,El Salvador,1989,national,income
0.99,50.8817249863002,0.126472693275002,El Salvador,1991,national,income
0.99,58.6966635838186,0.11486437036012,El Salvador,1995,national,income
0.99,57.5352713526449,0.117504172005761,El Salvador,1996,national,income
0.99,56.0238262341523,0.0952296696066321,El Salvador,1999,national,income
0.99,61.4294744986645,0.109635556353112,El Salvador,2000,national,income
0.99,61.7126612761462,0.0993512468994985,El Salvador,2001,national,income
0.99,60.6118967071677,0.115179976605489,El Salvador,2002,national,income
0.99,57.4282328700394,0.100384855065605,El Salvador,2003,national,income
0.99,55.1311794172471,0.0883061021120081,El Salvador,2004,national,income
0.99,62.1980095935765,0.107713387738924,El Salvador,2005,national,income
0.99,58.8640131574338,0.102319028009808,El Salvador,2006,national,income
0.99,62.0101688008975,0.107334292173812,El Salvador,2007,national,income
0.99,55.4680088910823,0.0941705427422626,El Salvador,2008,national,income
0.99,61.4624387127453,0.0996422437043294,El Salvador,2009,national,income
0.99,51.1228785692868,0.0774021012781142,El Salvador,2010,national,income
0.99,50.3244310777866,0.08462589809129,El Salvador,2011,national,income
0.99,50.3305759875606,0.0836957191368366,El Salvador,2012,national,income
0.99,54.7524303481765,0.0988553573303342,El Salvador,2013,national,income
0.99,51.6777953310501,0.0746342016349163,El Salvador,2014,national,income
0.99,52.3398313479595,0.0798750236064752,El Salvador,2015,national,income
0.99,49.4113228251031,0.0733414599987517,El Salvador,2016,national,income
0.99,48.798641299486,0.0689121043149856,El Salvador,2017,national,income
0.99,53.5211484573082,0.0681360287068125,El Salvador,2018,national,income
0.99,58.9812968372125,0.0699944527819162,El Salvador,2019,national,income
0.99,61.272293139997,0.0846904376322791,Estonia,1993,national,income
0.99,29.742754178704,0.0334346694401461,Estonia,1995,national,consumption
0.99,62.348830809345,0.0709982118252511,Estonia,1998,national,consumption
0.99,50.7136334360097,0.0593450165951665,Estonia,2000,national,consumption
0.99,49.6626957318463,0.0637245030288602,Estonia,2001,national,consumption
0.99,47.9509811830825,0.0605613784727137,Estonia,2002,national,consumption
0.99,52.7410721298209,0.0640090729482212,Estonia,2003,national,consumption
0.99,55.1459333054709,0.0672727713378879,Estonia,2004,national,consumption
0.99,73.4800356865046,0.0565750475615995,Estonia,2005,national,income
0.99,78.6783199130655,0.0641614308012753,Estonia,2006,national,income
0.99,83.8390351627819,0.0441284271565138,Estonia,2007,national,income
0.99,98.37140212557,0.0492064582266403,Estonia,2008,national,income
0.99,86.3991834886711,0.0429595090950066,Estonia,2009,national,income
0.99,81.074989638755,0.0485099595352792,Estonia,2010,national,income
0.99,84.5178979561685,0.0473764176631676,Estonia,2011,national,income
0.99,95.8213281744588,0.0526855803189896,Estonia,2012,national,income
0.99,105.707980457434,0.0472734294260214,Estonia,2013,national,income
0.99,115.056511601116,0.048954323164492,Estonia,2014,national,income
0.99,104.719830219824,0.0396574257417035,Estonia,2015,national,income
0.99,95.4719470517211,0.0321930193599085,Estonia,2016,national,income
0.99,97.159698118323,0.0311723450810626,Estonia,2017,national,income
0.99,101.906530945054,0.0304904885873408,Estonia,2018,national,income
0.99,114.72732814584,0.0340814259685555,Estonia,2019,national,income
0.99,8.81097297701245,0.23215981137636,Eswatini,1994,national,consumption
0.99,26.4544529679728,0.123849667803012,Eswatini,2000,national,consumption
0.99,24.4769904849519,0.102611193188788,Eswatini,2009,national,consumption
0.99,39.8054800981751,0.108350679862012,Eswatini,2016,national,consumption
0.99,15.1577104727831,0.164658155656335,Ethiopia,1995,national,consumption
0.99,9.49487875081505,0.0618907127346831,Ethiopia,1999,national,consumption
0.99,11.9322089081148,0.0696070307525502,Ethiopia,2004,national,consumption
0.99,13.7077180681227,0.0693792359639246,Ethiopia,2010,national,consumption
0.99,16.1654571323503,0.0662626837206959,Ethiopia,2015,national,consumption
0.99,42.3844500089323,0.0632965033202837,Fiji,2002,national,consumption
0.99,55.0426606032324,0.0974830642168619,Fiji,2008,national,consumption
0.99,46.4910278645061,0.0725037096834776,Fiji,2013,national,consumption
0.99,26.1906881613672,0.0447785570929764,Fiji,2019,national,consumption
0.99,86.2603517883702,0.0322102276349773,Finland,1987,national,income
0.99,98.8146886139067,0.0317821553759186,Finland,1991,national,income
0.99,101.716409664562,0.0391571805973392,Finland,1995,national,income
0.99,132.745591653098,0.0517592059690975,Finland,2000,national,income
0.99,133.106802439817,0.0557577466230484,Finland,2003,national,income
0.99,136.601173129637,0.0591462961516486,Finland,2004,national,income
0.99,149.379582626815,0.0535381591988378,Finland,2005,national,income
0.99,150.901446887477,0.0518810264638508,Finland,2006,national,income
0.99,159.450962329173,0.0525771791233421,Finland,2007,national,income
0.99,161.332721093173,0.0507082398164065,Finland,2008,national,income
0.99,167.087096689536,0.048125583477208,Finland,2009,national,income
0.99,162.96257746442,0.0481580126139387,Finland,2010,national,income
0.99,172.01379233872,0.0487618213690328,Finland,2011,national,income
0.99,161.317217170197,0.0449831806564783,Finland,2012,national,income
0.99,162.582238611599,0.0453730934211072,Finland,2013,national,income
0.99,158.921186891323,0.0423783538413667,Finland,2014,national,income
0.99,168.116006769934,0.043781019017894,Finland,2015,national,income
0.99,177.101243439474,0.0475761417939603,Finland,2016,national,income
0.99,184.432454094442,0.0497627249491046,Finland,2017,national,income
0.99,176.974024424443,0.0495686177956113,Finland,2018,national,income
0.99,186.671957809915,0.0516608341155442,Finland,2019,national,income
0.99,145.997966763447,0.0674679725582265,France,1978,national,income
0.99,167.578407860604,0.0915383126701451,France,1984,national,income
0.99,130.647142342802,0.0497760483349249,France,1989,national,income
0.99,163.138217072845,0.0547786716928034,France,1994,national,income
0.99,143.292975564789,0.0458851574308312,France,2000,national,income
0.99,163.777045097757,0.0542425082052026,France,2003,national,income
0.99,166.850852043264,0.0503724404219115,France,2004,national,income
0.99,158.497781902756,0.0510644375553519,France,2005,national,income
0.99,153.096504675152,0.0465272153628371,France,2006,national,income
0.99,214.517257904723,0.0604693179029942,France,2007,national,income
0.99,214.953028760021,0.0697146374836707,France,2008,national,income
0.99,197.448121491795,0.0614062500794203,France,2009,national,income
0.99,239.088485332349,0.0661446615805962,France,2011,national,income
0.99,233.308232901954,0.0649576544803358,France,2013,national,income
0.99,214.622368761226,0.0629128050220795,France,2014,national,income
0.99,224.772606309602,0.0697889821485739,France,2015,national,income
0.99,221.88515815551,0.061413619552179,France,2016,national,income
0.99,227.893094648989,0.0645436792173673,France,2017,national,income
0.99,215.062169742854,0.0729673991546702,France,2018,national,income
0.99,44.5207498813342,0.0853053560802773,Gabon,2005,national,consumption
0.99,47.7131319091471,0.0514926424280715,Gabon,2017,national,consumption
0.99,34.8486329504214,0.0581784585862561,Georgia,1996,national,consumption
0.99,25.6323310491148,0.0677982447586166,Georgia,1997,national,consumption
0.99,23.4435794325856,0.0920071611481168,Georgia,1998,national,consumption
0.99,22.0874629739319,0.0671004323278521,Georgia,1999,national,consumption
0.99,21.7229126043847,0.0707392475212945,Georgia,2000,national,consumption
0.99,20.0726717504069,0.0709578781350712,Georgia,2001,national,consumption
0.99,24.3671099143037,0.0611823048636752,Georgia,2002,national,consumption
0.99,21.6769440738947,0.0531898378706971,Georgia,2003,national,consumption
0.99,21.478614502889,0.0507410584981489,Georgia,2004,national,consumption
0.99,22.9922075476434,0.0595897758746052,Georgia,2005,national,consumption
0.99,23.8876037883234,0.0595254569240269,Georgia,2006,national,consumption
0.99,24.6519795414935,0.0677776179649751,Georgia,2007,national,consumption
0.99,26.4213899052997,0.0655946188203557,Georgia,2008,national,consumption
0.99,25.2829075154392,0.0648788850669151,Georgia,2009,national,consumption
0.99,27.0301916719402,0.065763512631335,Georgia,2010,national,consumption
0.99,27.3691024881778,0.0698647023114641,Georgia,2011,national,consumption
0.99,28.9490724726515,0.0650860587504098,Georgia,2012,national,consumption
0.99,32.202515754717,0.0671996193289398,Georgia,2013,national,consumption
0.99,30.6728242813969,0.0626053275303835,Georgia,2014,national,consumption
0.99,32.2447804644538,0.0598013857877019,Georgia,2015,national,consumption
0.99,33.3549714004162,0.0628037115077208,Georgia,2016,national,consumption
0.99,35.408802916454,0.0642189333044282,Georgia,2017,national,consumption
0.99,33.1007777147928,0.0623956061798793,Georgia,2018,national,consumption
0.99,30.9123442743129,0.0671168330550118,Georgia,2019,national,consumption
0.99,27.0573692594255,0.0545006178399531,Georgia,2020,national,consumption
0.99,155.525597640564,0.0440417700968855,Germany,1991,national,income
0.99,166.553307363179,0.0444506156458326,Germany,1992,national,income
0.99,162.720734964882,0.0417608385501767,Germany,1993,national,income
0.99,154.433302143539,0.0418279750727531,Germany,1994,national,income
0.99,162.26949997735,0.042790555673418,Germany,1995,national,income
0.99,160.909479057778,0.041158011653952,Germany,1996,national,income
0.99,148.259054947872,0.0396814643979853,Germany,1997,national,income
0.99,163.52541669245,0.0422521365699952,Germany,1998,national,income
0.99,174.307898828753,0.0432589772217,Germany,1999,national,income
0.99,171.258934895449,0.0445005815097952,Germany,2000,national,income
0.99,174.964334571237,0.0482836628602072,Germany,2001,national,income
0.99,186.564812976811,0.0470460845379511,Germany,2002,national,income
0.99,174.644208673887,0.0509789182421695,Germany,2003,national,income
0.99,187.553181275864,0.0505601108508878,Germany,2004,national,income
0.99,191.112257762669,0.0568125464221683,Germany,2005,national,income
0.99,183.537253530286,0.0541180509366866,Germany,2006,national,income
0.99,185.687771593722,0.0580556696681846,Germany,2007,national,income
0.99,185.000656184123,0.0555614015128021,Germany,2008,national,income
0.99,185.060034359265,0.0506720449992945,Germany,2009,national,income
0.99,196.943147966691,0.0482734727919048,Germany,2010,national,income
0.99,195.801222451266,0.0537194735864378,Germany,2011,national,income
0.99,192.980325725117,0.0502983069818897,Germany,2012,national,income
0.99,190.065583749173,0.0562390543920385,Germany,2013,national,income
0.99,186.51333006169,0.0502098584354565,Germany,2014,national,income
0.99,214.197074612166,0.0577640276136135,Germany,2015,national,income
0.99,199.692226366047,0.0554803600562335,Germany,2016,national,income
0.99,181.733531177824,0.0567358716286512,Germany,2017,national,income
0.99,8.47951665648382,0.0580610224322184,Ghana,1987,national,consumption
0.99,9.13172997616661,0.0632939023808042,Ghana,1988,national,consumption
0.99,8.95440237448335,0.0707730078348157,Ghana,1991,national,consumption
0.99,10.7626397015897,0.0578895440584679,Ghana,1998,national,consumption
0.99,17.3386932036167,0.0814795698244959,Ghana,2005,national,consumption
0.99,22.1910016076303,0.0705863177755652,Ghana,2012,national,consumption
0.99,24.4577963846579,0.075583274564872,Ghana,2016,national,consumption
0.99,114.870724609294,0.0581713732699136,Greece,1995,national,income
0.99,106.59164869144,0.0482490690893042,Greece,2000,national,income
0.99,124.993650189717,0.0511882920556697,Greece,2003,national,income
0.99,135.429355978934,0.0502525212128963,Greece,2004,national,income
0.99,144.562975348197,0.053350253161284,Greece,2005,national,income
0.99,154.050358437401,0.0604494323979745,Greece,2006,national,income
0.99,148.977078473453,0.0576999889093604,Greece,2007,national,income
0.99,154.621106557268,0.0602032347595699,Greece,2008,national,income
0.99,148.731260144579,0.056264141058907,Greece,2009,national,income
0.99,136.509731609305,0.0584154762045438,Greece,2010,national,income
0.99,120.636548131819,0.0625055940913176,Greece,2011,national,income
0.99,93.960539463089,0.0611560066942087,Greece,2012,national,income
0.99,95.4435889466414,0.0611199355587745,Greece,2013,national,income
0.99,84.1933912539256,0.0574951850983422,Greece,2014,national,income
0.99,91.4749723691159,0.0601366674552083,Greece,2015,national,income
0.99,88.5563186907246,0.0599924641095589,Greece,2016,national,income
0.99,87.942463819477,0.0629078257013119,Greece,2017,national,income
0.99,85.119802063647,0.0553021536886932,Greece,2018,national,income
0.99,97.6259158706329,0.0551753505324135,Greece,2019,national,income
0.99,26.4118644065145,0.191338111582259,Guatemala,1986,national,income
0.99,45.3286506245294,0.163570522479849,Guatemala,1989,national,income
0.99,57.3877747209738,0.199969390607369,Guatemala,1998,national,income
0.99,91.4644122349027,0.138137820486486,Guatemala,2000,national,income
0.99,92.1927620303184,0.145984890441315,Guatemala,2006,national,income
0.99,56.1750956750591,0.121539897022099,Guatemala,2014,national,income
0.99,4.62006033801423,0.0516541979291389,Guinea,1991,national,consumption
0.99,21.8037739431736,0.096559667944775,Guinea,1994,national,consumption
0.99,15.3806706907761,0.0956176631065044,Guinea,2002,national,consumption
0.99,13.0339420564349,0.0630615511866876,Guinea,2007,national,consumption
0.99,14.2878024897317,0.0575898466848112,Guinea,2012,national,consumption
0.99,13.8168053872569,0.040836949219657,Guinea,2018,national,consumption
0.99,19.4592420568347,0.101715175899261,Guinea-Bissau,1993,national,consumption
0.99,10.4052801586054,0.0658117227162597,Guinea-Bissau,2002,national,consumption
0.99,28.6256216572096,0.116179970947263,Guinea-Bissau,2010,national,consumption
0.99,16.6357040899084,0.0597462983907583,Guinea-Bissau,2018,national,consumption
0.99,17.1739463544543,0.235654279666357,Guyana,1992,national,income
0.99,45.9126573437133,0.0912666215296999,Guyana,1998,national,income
0.99,23.1478018238355,0.17059898512777,Haiti,2001,national,income
0.99,19.6546644517407,0.0773476403200806,Haiti,2012,national,consumption
0.99,37.5475196624981,0.200338245756054,Honduras,1989,national,income
0.99,34.8371760050365,0.16454760291665,Honduras,1990,national,income
0.99,35.9908963123021,0.117711516169965,Honduras,1991,national,income
0.99,41.4134666699645,0.118468727170245,Honduras,1992,national,income
0.99,48.0730862371995,0.140822806527809,Honduras,1993,national,income
0.99,56.0732864398406,0.141162908880042,Honduras,1994,national,income
0.99,55.695008495607,0.154848877215425,Honduras,1995,national,income
0.99,46.1029588667873,0.142315559236836,Honduras,1996,national,income
0.99,59.0415362426084,0.145658997320407,Honduras,1997,national,income
0.99,60.3264299641891,0.134377329026254,Honduras,1998,national,income
0.99,56.5526467156113,0.12249082393232,Honduras,1999,national,income
0.99,68.7123128780901,0.107205014567373,Honduras,2001,national,income
0.99,64.1472924985147,0.127285637231314,Honduras,2002,national,income
0.99,65.012114261674,0.137502704760693,Honduras,2003,national,income
0.99,64.2889170861781,0.132537450443125,Honduras,2004,national,income
0.99,72.6602751792532,0.13065631384092,Honduras,2005,national,income
0.99,75.0234657504977,0.133648556587668,Honduras,2006,national,income
0.99,77.4893206930941,0.122650515550821,Honduras,2007,national,income
0.99,75.780888192602,0.137600659594455,Honduras,2008,national,income
0.99,70.26058941034,0.103648347044085,Honduras,2009,national,income
0.99,72.1565332173675,0.110040141507679,Honduras,2010,national,income
0.99,67.7342230610089,0.102611082386965,Honduras,2011,national,income
0.99,59.0438385866322,0.105170510690011,Honduras,2012,national,income
0.99,55.8427911495336,0.0868280806279644,Honduras,2013,national,income
0.99,58.6512111754426,0.0867622461334244,Honduras,2014,national,income
0.99,54.1758113239735,0.0835042601646245,Honduras,2015,national,income
0.99,55.9645902801734,0.0786211845579356,Honduras,2016,national,income
0.99,57.9765770787926,0.0874044218903064,Honduras,2017,national,income
0.99,52.7720700272538,0.0773658326395933,Honduras,2018,national,income
0.99,53.9476932248291,0.0807143621796297,Honduras,2019,national,income
0.99,52.511007051179,0.0351046011860711,Hungary,1987,national,income
0.99,31.1092255793658,0.0388952250868309,Hungary,1989,national,income
0.99,69.1291518481052,0.0587945915885804,Hungary,1991,national,income
0.99,56.4783506141733,0.0595027905639208,Hungary,1993,national,income
0.99,67.0318836602395,0.0609632503323162,Hungary,1994,national,income
0.99,37.6354248161036,0.041029903152012,Hungary,1998,national,consumption
0.99,38.6700878454626,0.0555953159050954,Hungary,1999,national,consumption
0.99,39.2143588097415,0.0511902152457319,Hungary,2000,national,consumption
0.99,45.6453418254724,0.0417325960271079,Hungary,2001,national,consumption
0.99,46.0381746985237,0.0423956276422858,Hungary,2002,national,consumption
0.99,59.1346028830961,0.0480501690192476,Hungary,2003,national,consumption
0.99,58.7444969696883,0.0482978300992196,Hungary,2004,national,consumption
0.99,59.8676349387458,0.0435206409662015,Hungary,2005,national,consumption
0.99,57.0333281706058,0.04253808274358,Hungary,2006,national,consumption
0.99,64.7324806076315,0.0509094191304911,Hungary,2007,national,consumption
0.99,63.5070669142103,0.0434909109297794,Hungary,2008,national,income
0.99,56.1643644676282,0.0388364598251991,Hungary,2009,national,income
0.99,64.8274274601553,0.0430590092774116,Hungary,2010,national,income
0.99,65.4613303189592,0.0465129969715443,Hungary,2011,national,income
0.99,64.1055483630232,0.0499691325464319,Hungary,2012,national,income
0.99,67.7965731813176,0.0506957452578788,Hungary,2013,national,income
0.99,66.907761720529,0.0456096795335751,Hungary,2014,national,income
0.99,69.9083431799438,0.0460266837416621,Hungary,2015,national,income
0.99,72.169616278426,0.0481505535673912,Hungary,2016,national,income
0.99,81.2420975547904,0.0533049654075422,Hungary,2017,national,income
0.99,84.0704210509019,0.0546830338344559,Hungary,2018,national,income
0.99,86.9519197328812,0.0617090284853906,Hungary,2019,national,income
0.99,140.113061984289,0.0502607899067277,Iceland,2003,national,income
0.99,158.615758725449,0.0596866337591735,Iceland,2004,national,income
0.99,183.149177718419,0.063386637427524,Iceland,2005,national,income
0.99,216.013655458132,0.0652565669240364,Iceland,2006,national,income
0.99,187.417688451668,0.0524934450988693,Iceland,2009,national,income
0.99,138.381905735096,0.0471331884545727,Iceland,2010,national,income
0.99,143.066980726595,0.0435628390054833,Iceland,2011,national,income
0.99,144.243216446628,0.0445772735332489,Iceland,2012,national,income
0.99,140.891452470729,0.0414896550337455,Iceland,2013,national,income
0.99,158.685375130533,0.0615923473686825,Iceland,2014,national,income
0.99,163.489219492192,0.0501966473273554,Iceland,2015,national,income
0.99,183.348381726766,0.0510201183113588,Iceland,2016,national,income
0.99,210.179916097229,0.0526901493640781,Iceland,2017,national,income
0.99,9.48695600549127,0.0947310598801953,India,1977,national,consumption
0.99,9.85139699807788,0.0596036577662113,India,1983,national,consumption
0.99,11.3788045666187,0.06988790033791,India,1987,national,consumption
0.99,10.3553697119026,0.0647139582746361,India,1993,national,consumption
0.99,13.9641641822741,0.0777882578262036,India,2004,national,consumption
0.99,15.6593895859722,0.0868784047400963,India,2009,national,consumption
0.99,19.1762630921597,0.0846129165104999,India,2011,national,consumption
0.99,18.8982701927908,0.0690165856170399,India,2015,national,consumption
0.99,19.3694543296789,0.0703203075423842,India,2016,national,consumption
0.99,22.4202845313982,0.0732550693940723,India,2017,national,consumption
0.99,20.623500923977,0.0585954091005633,India,2018,national,consumption
0.99,25.0229606718572,0.0755004312706789,India,2019,national,consumption
0.99,7.39653504940865,0.0570211591706963,Indonesia,1984,national,consumption
0.99,7.41796479807421,0.0616131419252067,Indonesia,1987,national,consumption
0.99,9.14006048281905,0.0609915539707889,Indonesia,1990,national,consumption
0.99,9.92925400295258,0.0664420171898524,Indonesia,1993,national,consumption
0.99,12.7982343840001,0.0760922724771785,Indonesia,1996,national,consumption
0.99,7.91274488678265,0.0610851515325468,Indonesia,1998,national,consumption
0.99,10.2999848246311,0.0766157869487566,Indonesia,1999,national,consumption
0.99,10.2842473955767,0.0564866628128476,Indonesia,2000,national,consumption
0.99,11.1528614218625,0.0574552071122453,Indonesia,2001,national,consumption
0.99,16.2956254160951,0.070170738302902,Indonesia,2002,national,consumption
0.99,15.4500521168701,0.0611648598306194,Indonesia,2003,national,consumption
0.99,14.483913086358,0.0600548812269751,Indonesia,2004,national,consumption
0.99,17.5413510094389,0.0732662189127522,Indonesia,2005,national,consumption
0.99,14.9575958360397,0.0708152054157929,Indonesia,2006,national,consumption
0.99,18.6118366213435,0.0727323406601996,Indonesia,2007,national,consumption
0.99,18.5031143642808,0.0736923406915906,Indonesia,2008,national,consumption
0.99,19.1052270037129,0.0753304773552597,Indonesia,2009,national,consumption
0.99,20.9403019039944,0.0685225277928742,Indonesia,2010,national,consumption
0.99,25.8590756246801,0.0881678112541881,Indonesia,2011,national,consumption
0.99,27.8199807408743,0.087502358355549,Indonesia,2012,national,consumption
0.99,29.8801464716083,0.0840062259690198,Indonesia,2013,national,consumption
0.99,30.5811329681874,0.084837605740419,Indonesia,2014,national,consumption
0.99,34.9892933809423,0.0926257250788904,Indonesia,2015,national,consumption
0.99,33.7415742418055,0.0774819735019171,Indonesia,2016,national,consumption
0.99,32.2755882221504,0.0704787034605298,Indonesia,2017,national,consumption
0.99,33.1395609248894,0.07066832006813,Indonesia,2018,national,consumption
0.99,32.0860643897328,0.0698447607367106,Indonesia,2019,national,consumption
0.99,33.402390307826,0.0691282535342476,Indonesia,2020,national,consumption
0.99,34.6309545309226,0.0712525890820067,Indonesia,2021,national,consumption
0.99,35.7266905268655,0.0466815046852806,Iraq,2006,national,consumption
0.99,36.9616479486955,0.045189709789449,Iraq,2012,national,consumption
0.99,72.8469802742927,0.0580170618285077,Ireland,1987,national,income
0.99,111.870892089986,0.0704942049621902,Ireland,1994,national,income
0.99,113.519585746896,0.0701435113718512,Ireland,1995,national,income
0.99,116.33450464173,0.0651758254729246,Ireland,1996,national,income
0.99,145.837170750499,0.0607651174685216,Ireland,2000,national,income
0.99,149.21824718044,0.051619824502047,Ireland,2002,national,income
0.99,157.0635930416,0.0626565776609715,Ireland,2003,national,income
0.99,163.982208347432,0.0684078878022194,Ireland,2004,national,income
0.99,185.5514540408,0.0704239380044112,Ireland,2005,national,income
0.99,179.250974591816,0.0567082674449188,Ireland,2006,national,income
0.99,184.289952711513,0.0596823986907498,Ireland,2007,national,income
0.99,159.514621180062,0.0492838262902,Ireland,2008,national,income
0.99,174.079079697554,0.0584919673066595,Ireland,2009,national,income
0.99,152.742634979378,0.0490240220182252,Ireland,2010,national,income
0.99,146.071497185511,0.0519489317777816,Ireland,2011,national,income
0.99,153.329641589487,0.056553352987816,Ireland,2012,national,income
0.99,152.306329157755,0.053775085819765,Ireland,2013,national,income
0.99,143.709973491144,0.0484556709779386,Ireland,2014,national,income
0.99,156.28627343039,0.0540538600040738,Ireland,2015,national,income
0.99,170.40473446477,0.0571889086434831,Ireland,2016,national,income
0.99,169.065562844883,0.060901190991359,Ireland,2017,national,income
0.99,185.516089294692,0.05767500741549,Ireland,2018,national,income
0.99,78.2623719701969,0.0597677721739506,Israel,1979,national,income
0.99,75.3500884112319,0.0509481920457759,Israel,1986,national,income
0.99,95.6463149151272,0.0587534478478272,Israel,1992,national,income
0.99,99.3143995132258,0.0584173242099792,Israel,1997,national,income
0.99,113.725751657198,0.0647564928304948,Israel,2001,national,income
0.99,105.364649375567,0.0576428354135591,Israel,2002,national,income
0.99,110.107184574021,0.0599759751194722,Israel,2003,national,income
0.99,119.25999127683,0.0634932707820876,Israel,2004,national,income
0.99,128.653039308442,0.073641171956274,Israel,2005,national,income
0.99,124.545297536955,0.0665595490140985,Israel,2006,national,income
0.99,132.543506327531,0.0584101407929629,Israel,2007,national,income
0.99,137.481669058301,0.060535627872632,Israel,2008,national,income
0.99,130.965198215565,0.0749454869641632,Israel,2009,national,income
0.99,139.156934744651,0.0782591673342982,Israel,2010,national,income
0.99,134.695485064389,0.0638509967148135,Israel,2011,national,income
0.99,140.858325195897,0.0635107955685533,Israel,2012,national,income
0.99,144.079709821131,0.0628759853266578,Israel,2013,national,income
0.99,144.273177132279,0.0557651634624108,Israel,2014,national,income
0.99,149.735224638706,0.0590886611596532,Israel,2015,national,income
0.99,148.431271244137,0.0528385890557605,Israel,2016,national,income
0.99,149.166186219382,0.0514542014071833,Israel,2017,national,income
0.99,160.275627629716,0.0544705717698362,Israel,2018,national,income
0.99,104.935002982546,0.0515918019634077,Italy,1986,national,income
0.99,114.388940875436,0.0483531061174154,Italy,1987,national,income
0.99,137.5947098244,0.0551140232347867,Italy,1989,national,income
0.99,129.086077589654,0.0522394373195437,Italy,1991,national,income
0.99,136.268843701271,0.0561215988692056,Italy,1993,national,income
0.99,135.096334738796,0.0594471623645603,Italy,1995,national,income
0.99,152.076667848083,0.0672930095579388,Italy,1998,national,income
0.99,141.312790492696,0.0582839787167803,Italy,2000,national,income
0.99,182.200737689293,0.0608288223219615,Italy,2003,national,income
0.99,189.761421688766,0.0610268134724551,Italy,2004,national,income
0.99,175.471225288151,0.0537918636570121,Italy,2005,national,income
0.99,183.085576228497,0.0535800036313598,Italy,2006,national,income
0.99,174.021406980412,0.0520456803027687,Italy,2007,national,income
0.99,178.335815911936,0.0554209036298188,Italy,2008,national,income
0.99,176.172767447344,0.0537387436605654,Italy,2009,national,income
0.99,177.012182240988,0.0588125595332258,Italy,2010,national,income
0.99,179.27171966908,0.0572189458596214,Italy,2011,national,income
0.99,172.828939618486,0.0580605134021551,Italy,2012,national,income
0.99,170.729985153121,0.0559394971346816,Italy,2013,national,income
0.99,162.412773933135,0.0533520962326933,Italy,2014,national,income
0.99,167.569458686623,0.052180356531352,Italy,2015,national,income
0.99,172.364782284006,0.0549838151670865,Italy,2016,national,income
0.99,183.027798676013,0.0570525536268241,Italy,2017,national,income
0.99,178.414931678798,0.0530762435101185,Italy,2018,national,income
0.99,55.2474730814687,0.0939386613437495,Jamaica,1988,national,consumption
0.99,49.862282475407,0.0787010366190688,Jamaica,1990,national,consumption
0.99,28.3148713720168,0.0578577023801317,Jamaica,1993,national,consumption
