stateabb	ccode	year	milex	milper	irst	pec	tpop	upop	cinc	version
"BEL"	211	1899	2272	49	1025	19148	6745	758	.0146821	2021
"BEL"	211	1900	2387	51	655	20162	6694	766	.0139175	2021
"BEL"	211	1901	2471	48	516	18939	6800	775	.0123719	2021
"BEL"	211	1902	2523	49	769	19823	6896	784	.0134561	2021
"BEL"	211	1903	2521	46	969	21320	6985	1203	.0149553	2021
"BEL"	211	1904	2540	44	1091	21800	7075	1215	.0152964	2021
"BEL"	211	1905	2487	44	1227	21798	7161	1231	.0140298	2021
"BEL"	211	1906	2717	44	1395	24670	7239	1257	.0146971	2021
"BEL"	211	1907	2849	44	1467	25081	7318	1271	.0145635	2021
"BEL"	211	1908	2581	46	1198	22815	7386	1287	.0144344	2021
"BEL"	211	1909	2636	46	1580	24787	7452	1298	.0144833	2021
"BEL"	211	1910	2606	48	1892	26160	7424	1305	.0148462	2021
"BEL"	211	1911	2704	47	2028	26176	7490	1311	.0149668	2021
"BEL"	211	1912	3058	47	2442	27327	7571	1315	.0150256	2021
"BEL"	211	1913	3410	48	2467	27869	7639	902	.0137707	2021
"BEL"	211	1914	9847	115	1396	16700	7684	894	.0117327	2021
"BEL"	211	1915	11642	156	99	14200	7709	891	.0057098	2021
"BEL"	211	1916	19716	189	99	16900	7692	888	.0061161	2021
"BEL"	211	1917	23977	194	10	14900	7642	885	.0054986	2021
"BEL"	211	1918	28120	209	11	13900	7556	882	.005398	2021
"BEL"	211	1919	35107	212	334	18500	7577	879	.0090447	2021
"BEL"	211	1920	38050	156	1253	22376	7406	884	.0111112	2021
"BEL"	211	1921	39382	100	789	20454	7482	889	.0106286	2021
"BEL"	211	1922	39752	117	1565	22709	7540	893	.0122384	2021
"BEL"	211	1923	30321	133	2297	28991	7607	898	.0141975	2021
"BEL"	211	1924	25652	82	2875	30801	7684	904	.0151218	2021
"BEL"	211	1925	28872	82	2549	31415	7812	909	.0135945	2021
"BEL"	211	1926	17975	83	3339	31377	7875	914	.0145372	2021
"BEL"	211	1927	17767	66	3680	36596	7932	919	.0142058	2021
"BEL"	211	1928	24395	65	3905	35176	8003	924	.0139558	2021
"BEL"	211	1929	27063	67	4110	38442	8060	929	.0138329	2021
"BEL"	211	1930	39217	69	3354	37317	8092	934	.0144047	2021
"BEL"	211	1931	38851	66	3105	33599	8159	940	.0159915	2021
"BEL"	211	1932	33474	67	2790	27185	8213	945	.017586	2021
"BEL"	211	1933	47928	66	2731	29443	8248	950	.0152273	2021
"BEL"	211	1934	66961	68	2944	30477	8276	955	.0142023	2021
"BEL"	211	1935	43984	68	3023	29132	8300	961	.0117495	2021
"BEL"	211	1936	52691	67	3168	30596	8331	966	.0109372	2021
"BEL"	211	1937	55382	72	3863	36561	8361	971	.0117063	2021
"BEL"	211	1938	63225	90	2279	31565	8387	977	.0103779	2021
"BEL"	211	1939	63255	85	3104	30468	8396	948	.0096205	2021
"BEL"	211	1940	289421	82	1894	26015	8295	921	.0075867	2021
"BEL"	211	1945	561299	80	749	16234	8344	913	.0047496	2021
"BEL"	211	1946	865450	79	2297	23652	8389	901	.0098077	2021
"BEL"	211	1947	572702	75	2882	32591	8512	897	.0105055	2021
"BEL"	211	1948	440764	71	3920	34054	8557	894	.0109084	2021
"BEL"	211	1949	174317	70	3849	32976	8614	890	.0094229	2021
"BEL"	211	1950	166920	74	3777	26698	8639	886	.0082221	2021
"BEL"	211	1951	267099	77	5054	32207	8678	882	.0091781	2021
"BEL"	211	1952	395346	81	5067	32601	8730	878	.0090424	2021
"BEL"	211	1953	392921	86	4497	32263	8778	874	.0079596	2021
"BEL"	211	1954	399539	91	4973	33936	8819	870	.0085987	2021
"BEL"	211	1955	341340	94	5852	36566	8868	867	.007855	2021
"BEL"	211	1956	341573	98	6312	39285	8924	866	.0079786	2021
"BEL"	211	1957	365511	101	6233	38420	8989	866	.0077318	2021
"BEL"	211	1958	366093	106	5980	35355	9053	867	.0076895	2021
"BEL"	211	1959	374919	108	6410	35194	9104	865	.0073392	2021
"BEL"	211	1960	383680	110	7141	36221	9153	869	.0072474	2021
"BEL"	211	1961	393581	110	6960	37100	9217	874	.0070954	2021
"BEL"	211	1962	424086	110	7297	38403	9221	879	.0070632	2021
"BEL"	211	1963	446834	115	7279	44939	9290	884	.006993	2021
"BEL"	211	1964	498756	115	8796	43908	9378	889	.0070917	2021
"BEL"	211	1965	504453	115	9229	45629	9464	894	.0070624	2021
"BEL"	211	1966	530076	115	8917	45833	9528	898	.0065908	2021
"BEL"	211	1967	568072	115	9716	46565	9581	903	.0066709	2021
"BEL"	211	1968	606689	115	11573	59219	9619	926	.0071781	2021
"BEL"	211	1969	628002	115	12837	67930	9646	916	.0073097	2021
"BEL"	211	1970	701953	110	12609	70774	9656	919	.0069501	2021
"BEL"	211	1971	831880	110	12444	70495	9673	956	.0069667	2021
"BEL"	211	1972	1026536	105	14532	82342	9709	984	.0074495	2021
"BEL"	211	1973	1296483	107	15523	87067	9738	1012	.0074047	2021
"BEL"	211	1974	1482312	105	16224	80353	9768	1040	.0073481	2021
"BEL"	211	1975	1927703	103	11584	74781	9795	1068	.006466	2021
"BEL"	211	1976	2109675	103	12145	77244	9811	1096	.0064536	2021
"BEL"	211	1977	2496443	107	11256	86872	9822	1124	.0064562	2021
"BEL"	211	1978	3166709	109	12624	82971	9830	1152	.0066292	2021
"BEL"	211	1979	3631502	107	13464	85885	9837	1180	.0067073	2021
"BEL"	211	1980	3958349	108	12344	83691	9847	1239	.0064708	2021
"BEL"	211	1981	3385496	110	12299	76591	9852	1289	.0061847	2021
"BEL"	211	1982	2891634	109	10182	68635	9856	1339	.0055936	2021
"BEL"	211	1983	2676841	109	10266	60334	9856	1389	.0053167	2021
"BEL"	211	1984	2452687	107	11414	61390	9855	1439	.0053019	2021
"BEL"	211	1985	1796000	107	10781	57720	9858	1491	.0049202	2021
"BEL"	211	1986	2870000	107	9803	63659	9862	1486	.0049445	2021
"BEL"	211	1987	3510000	109	9844	66395	9870	1483	.0049726	2021
"BEL"	211	1988	2800000	110	11240	64742	9902	1480	.0049327	2021
"BEL"	211	1989	2580000	110	10956	70576	9938	1477	.0049745	2021
"BEL"	211	1990	3070000	106	11424	72588	9967	1474	.0050273	2021
"BEL"	211	1991	3250000	101	11340	77753	9979	1456	.0053852	2021
"BEL"	211	1992	3160000	79	10332	78228	10055	1460	.0051304	2021
"BEL"	211	1993	4000000	70	10176	76038	10084	1466	.0051821	2021
"BEL"	211	1994	4014000	53	11331	77623	10116	1473	.005243	2021
"BEL"	211	1995	4449000	47	11606	76458	10137	1477	.0052049	2021
"BEL"	211	1996	4333000	45	10818	85922	10159	1482	.005056	2021
"BEL"	211	1997	3769000	46	10739	86450	10188	1486	.0048076	2021
"BEL"	211	1998	3737000	43	11425	91259	10141	1491	.0050512	2021
"BEL"	211	1999	3442000	42	10931	87783	10152	1495	.0047675	2021
"BEL"	211	2000	3212000	39	11636	91653	10161	1497	.004669	2021
"BEL"	211	2001	3017000	39	10762	88026	10287	1499	.0043997	2021
"BEL"	211	2002	3155000	39	11343	89534	10339	4199	.0046888	2021
"BEL"	211	2003	3902000	41	11114	95025	10385	4224	.0045692	2021
"BEL"	211	2004	4407000	39	11698	92746	10441	4248	.0044212	2021
"BEL"	211	2005	4250000	37	10420	89075	10508	4273	.0040016	2021
"BEL"	211	2006	4294000	37	11631	88833	10588	4298	.0039701	2021
"BEL"	211	2007	5000000	40	10692	90339	10678	4323	.0037902	2021
"BEL"	211	2008	5551000	40	10673	90718	10773	4348	.003759	2021
"BEL"	211	2009	5624000	39	5635	85708	10862	4373	.0031229	2021
"BEL"	211	2010	5234000	38	7973	93182	10941	4399	.0032206	2021
"BEL"	211	2011	5546000	38	8026	83915	11007	4425	.0030799	2021
"BEL"	211	2012	5266000	34	7301	87100	11060	4451	.0029167	2021
"BEL"	211	2013	5294000	33	7093	82279	11152	4494	.0027986	2021
"BEL"	211	2014	5038000	31	7331	84614	11219	4520	.0027633	2021
"BEL"	211	2015	3980000	31	7257	85991	11288	4546	.0026894	2021
"BEL"	211	2016	3895000	31	7687	86012	11358	4573	.0027156	2021
"LUX"	212	1920	125	0	585	789	261	0	.0014826	2021
"LUX"	212	1921	142	0	754	714	261	0	.0029766	2021
"LUX"	212	1922	210	0	1394	786	261	0	.0035851	2021
"LUX"	212	1923	192	0	1201	1002	263	0	.0027373	2021
"LUX"	212	1924	117	0	1887	1066	266	0	.0042608	2021
"LUX"	212	1925	146	0	2086	1078	268	0	.0040837	2021
"LUX"	212	1926	189	0	2244	1076	270	0	.0042631	2021
"LUX"	212	1927	163	0	2471	1283	278	0	.0043054	2021
"LUX"	212	1928	193	0	2567	1261	287	0	.0041399	2021
"LUX"	212	1929	250	0	2702	1393	292	0	.0039873	2021
"LUX"	212	1930	269	0	2270	1370	297	0	.004225	2021
"LUX"	212	1931	357	0	2035	1235	300	0	.0052036	2021
"LUX"	212	1932	209	0	1956	996	301	0	.0068466	2021
"LUX"	212	1933	227	0	1845	1078	302	0	.0048368	2021
"LUX"	212	1934	326	0	1932	1120	304	0	.0042048	2021
"LUX"	212	1935	388	0	1837	1056	301	0	.003249	2021
"LUX"	212	1936	328	0	1981	1091	297	0	.0028194	2021
"LUX"	212	1937	338	0	2510	1307	299	0	.0032994	2021
"LUX"	212	1938	595	0	1437	1133	301	0	.0023471	2021
"LUX"	212	1939	975	0	1762	1081	298	0	.0023212	2021
"LUX"	212	1940	1168	-9	1042	928	296	0	.0016442	2021
"LUX"	212	1944	1412	-9	1269	384	286	0	.0018096	2021
"LUX"	212	1945	1758	-9	259	551	283	0	.0005187	2021
"LUX"	212	1946	1936	2	1295	806	286	0	.0021544	2021
"LUX"	212	1947	2117	2	1715	1107	289	0	.0023244	2021
"LUX"	212	1948	2306	3	2453	1155	292	0	.0029497	2021
"LUX"	212	1949	2548	3	2279	1123	294	0	.0027704	2021
"LUX"	212	1950	3396	3	2451	1085	296	0	.0025657	2021
"LUX"	212	1951	5267	3	3077	1314	297	0	.0029105	2021
"LUX"	212	1952	8634	3	3002	1269	299	0	.0027811	2021
"LUX"	212	1953	9677	3	2659	1239	301	0	.0022205	2021
"LUX"	212	1954	11350	3	2828	1276	303	0	.0024755	2021
"LUX"	212	1955	12280	3	3225	1311	305	0	.002149	2021
"LUX"	212	1956	7906	3	3456	1462	307	0	.0021872	2021
"LUX"	212	1957	8742	3	3493	1515	308	0	.0021452	2021
"LUX"	212	1958	8577	3	3379	1514	310	0	.0022324	2021
"LUX"	212	1959	8066	3	3663	1350	312	0	.0021104	2021
"LUX"	212	1960	5266	3	4084	1341	314	0	.0020712	2021
"LUX"	212	1961	5835	6	4113	1368	317	0	.0020903	2021
"LUX"	212	1962	7131	6	4010	1467	321	0	.0019982	2021
"LUX"	212	1963	6995	2	4032	1685	324	0	.0018628	2021
"LUX"	212	1964	9272	2	4559	1777	328	0	.001857	2021
"LUX"	212	1965	9611	2	4585	1821	332	0	.001777	2021
"LUX"	212	1966	10012	2	4390	1818	334	0	.0016264	2021
"LUX"	212	1967	8260	2	4481	1834	335	0	.0016064	2021
"LUX"	212	1968	7480	1	4834	457	336	0	.0015805	2021
"LUX"	212	1969	7820	1	5521	521	338	0	.0016542	2021
"LUX"	212	1970	8320	1	5462	602	339	0	.001572	2021
"LUX"	212	1971	9044	1	5241	772	342	0	.0015458	2021
"LUX"	212	1972	11745	1	5457	985	347	0	.0014956	2021
"LUX"	212	1973	15419	1	5294	1173	350	0	.0013248	2021
"LUX"	212	1974	18228	1	6448	1660	355	0	.0015937	2021
"LUX"	212	1975	22730	1	4625	1551	359	0	.0012564	2021
"LUX"	212	1976	25463	1	4566	1755	361	0	.0011874	2021
"LUX"	212	1977	28709	1	4329	1662	361	0	.0011332	2021
"LUX"	212	1978	36644	1	4791	1723	362	0	.0011816	2021
"LUX"	212	1979	42362	1	4954	1604	363	0	.0011729	2021
"LUX"	212	1980	52457	1	4624	1521	364	0	.0011295	2021
"LUX"	212	1981	46123	1	3790	1321	365	0	.0009421	2021
"LUX"	212	1982	41128	1	3510	1225	366	0	.0009515	2021
"LUX"	212	1983	44321	1	3294	1113	366	0	.0008703	2021
"LUX"	212	1984	39684	1	3987	1173	366	0	.000978	2021
"LUX"	212	1985	23460	1	3945	1235	367	0	.0009544	2021
"LUX"	212	1986	29140	1	3705	1223	368	0	.0009069	2021
"LUX"	212	1987	73100	1	3302	1312	371	0	.0007994	2021
"LUX"	212	1988	74220	1	3661	1359	374	0	.0008341	2021
"LUX"	212	1989	76020	1	3720	1484	378	0	.0008461	2021
"LUX"	212	1990	100230	1	3480	1531	382	0	.0007743	2021
"LUX"	212	1991	105720	1	3384	1595	387	0	.0008308	2021
"LUX"	212	1992	95930	1	3072	1675	390	0	.0007772	2021
"LUX"	212	1993	108000	1	3288	1696	398	0	.0008225	2021
"LUX"	212	1994	128000	1	3073	1799	404	0	.0007741	2021
"LUX"	212	1995	142000	1	2613	1889	410	0	.0006513	2021
"LUX"	212	1996	145000	1	2502	1991	416	0	.0006276	2021
"LUX"	212	1997	134000	1	2580	2002	417	0	.0006085	2021
"LUX"	212	1998	146000	1	2477	2002	422	0	.0006042	2021
"LUX"	212	1999	135000	1	2600	2025	426	0	.0006197	2021
"LUX"	212	2000	129000	1	2571	2104	431	0	.0005746	2021
"LUX"	212	2001	145000	1	2725	2251	442	0	.0006075	2021
"LUX"	212	2002	154000	1	2719	2710	444	0	.0005796	2021
"LUX"	212	2003	200000	1	2675	2730	447	0	.0005406	2021
"LUX"	212	2004	233000	1	2684	2971	452	0	.0005054	2021
"LUX"	212	2005	245000	1	2194	2951	458	0	.0004044	2021
"LUX"	212	2006	254000	1	2802	3123	466	0	.0004593	2021
"LUX"	212	2007	279000	1	2858	2976	476	0	.0004371	2021
"LUX"	212	2008	232000	1	2582	2880	487	0	.0003936	2021
"LUX"	212	2009	249000	1	2141	2820	498	0	.0003623	2021
"LUX"	212	2010	267000	1	2548	3123	508	0	.0003722	2021
"LUX"	212	2011	279000	1	2521	2785	516	0	.000349	2021
"LUX"	212	2012	267000	1	2208	2776	524	0	.0003065	2021
"LUX"	212	2013	249000	1	2090	2511	545	0	.0002782	2021
"LUX"	212	2014	255000	1	2193	2472	556	0	.0002857	2021
"LUX"	212	2015	215000	1	2127	2405	567	0	.0002822	2021
"LUX"	212	2016	220000	1	2175	2342	576	0	.0002864	2021
"FRN"	220	1816	10554	132	115	937	29480	858	.117286	2021
"FRN"	220	1817	8864	131	121	975	29700	870	.1144892	2021
"FRN"	220	1818	8042	138	127	1015	29880	882	.1151947	2021
"FRN"	220	1819	9747	182	133	1057	30060	894	.1244631	2021
"FRN"	220	1820	9414	208	140	1100	30250	906	.1233428	2021
"FRN"	220	1821	8429	198	160	1170	30450	919	.1204428	2021
"FRN"	220	1822	9735	243	170	1245	30700	931	.1319189	2021
"FRN"	220	1823	13569	256	190	1325	30940	944	.1463445	2021
"FRN"	220	1824	11064	239	198	1410	31190	957	.1365961	2021
"FRN"	220	1825	10609	237	199	1500	31410	970	.1353913	2021
"FRN"	220	1826	10604	237	206	1597	31600	983	.1383329	2021
"FRN"	220	1827	10014	237	216	2237	31800	996	.1347034	2021
"FRN"	220	1828	12073	247	221	2379	32000	1010	.1437191	2021
"FRN"	220	1829	11110	265	217	2248	32280	1023	.1361123	2021
"FRN"	220	1830	12618	259	266	2531	32370	1037	.1401243	2021
"FRN"	220	1831	18174	373	225	2341	32570	1052	.14995	2021
"FRN"	220	1832	15838	311	225	2554	32730	1078	.1415275	2021
"FRN"	220	1833	14117	299	236	2779	32890	1106	.1385674	2021
"FRN"	220	1834	12501	267	269	3224	33070	1134	.137249	2021
"FRN"	220	1835	11823	289	295	3282	33260	1163	.1364132	2021
"FRN"	220	1836	11198	294	308	3773	33540	1193	.1321525	2021
"FRN"	220	1837	11636	307	332	4110	33690	1223	.1373302	2021
"FRN"	220	1838	11981	304	348	4292	33790	1255	.136514	2021
"FRN"	220	1839	12691	300	350	4186	33940	1287	.1328695	2021
"FRN"	220	1840	18414	446	348	4254	34080	1320	.1503098	2021
"FRN"	220	1841	20166	483	377	4970	34230	1353	.1578778	2021
"FRN"	220	1842	20211	438	399	5211	34450	1388	.1579932	2021
"FRN"	220	1843	18192	397	423	5301	34660	1424	.1497432	2021
"FRN"	220	1844	17746	361	427	5504	34900	1460	.1435148	2021
"FRN"	220	1845	17839	357	439	6341	35160	1497	.1414417	2021
"FRN"	220	1846	19344	388	522	6640	35400	1536	.1373469	2021
"FRN"	220	1847	20679	394	592	7696	35470	1559	.1464414	2021
"FRN"	220	1848	22227	387	472	6095	35520	1583	.1356841	2021
"FRN"	220	1849	19339	465	414	6356	35550	1607	.1321712	2021
"FRN"	220	1850	16838	439	406	7191	35630	1632	.1270325	2021
"FRN"	220	1851	16588	402	446	7392	35800	1657	.1277584	2021
"FRN"	220	1852	17272	397	523	7955	35950	1752	.1276614	2021
"FRN"	220	1853	17578	424	661	9384	36070	1853	.1309712	2021
"FRN"	220	1854	30356	440	771	10830	36230	1959	.1253639	2021
"FRN"	220	1855	43844	645	849	12340	36080	2072	.1463942	2021
"FRN"	220	1856	36391	645	923	12870	36190	2192	.1404021	2021
"FRN"	220	1857	22006	528	992	13148	36300	2318	.1394619	2021
"FRN"	220	1858	19967	427	872	12941	36340	2451	.1314255	2021
"FRN"	220	1859	32307	465	864	13081	36500	2592	.1387151	2021
"FRN"	220	1860	25746	608	898	14260	36510	2742	.1220797	2021
"FRN"	220	1861	26626	528	967	15407	37390	2900	.10858	2021
"FRN"	220	1862	26762	520	1091	16258	37520	2946	.1061196	2021
"FRN"	220	1863	27082	493	1157	16505	37710	2992	.1023744	2021
"FRN"	220	1864	26345	487	1213	17490	37860	3040	.097339	2021
"FRN"	220	1865	23844	479	1204	18470	38020	3088	.1106782	2021
"FRN"	220	1866	24182	458	1260	20124	38080	2644	.1093204	2021
"FRN"	220	1867	29169	461	1229	20327	38230	3187	.1166648	2021
"FRN"	220	1868	26153	483	1235	20881	38330	3238	.1140514	2021
"FRN"	220	1869	23912	474	1381	21423	38390	3290	.1133013	2021
"FRN"	220	1870	59066	452	1178	18950	38440	3342	.1273982	2021
"FRN"	220	1871	54323	1000	860	18921	36190	3395	.1373235	2021
"FRN"	220	1872	23643	483	1218	22932	36140	3297	.1032218	2021
"FRN"	220	1873	24975	534	1382	24834	36340	3369	.1059417	2021
"FRN"	220	1874	24764	474	1416	23586	36490	3442	.1045917	2021
"FRN"	220	1875	25528	485	1448	24610	36660	3517	.1054471	2021
"FRN"	220	1876	27541	501	1435	24594	36830	3594	.1019857	2021
"FRN"	220	1877	29114	523	1507	24068	37000	3510	.1003129	2021
"FRN"	220	1878	29956	543	1521	24607	37180	3596	.1008068	2021
"FRN"	220	1879	29391	525	1400	25441	37320	3678	.1044386	2021
"FRN"	220	1880	32816	544	1725	28738	37450	3761	.1083109	2021
"FRN"	220	1881	36993	578	1886	29421	37590	3829	.1105362	2021
"FRN"	220	1882	39695	588	2039	31011	37730	3891	.1116411	2021
"FRN"	220	1883	38423	516	2069	32497	37860	3937	.110877	2021
"FRN"	220	1884	35795	526	1872	31178	38010	3981	.1045231	2021
"FRN"	220	1885	35721	519	1631	29911	38110	4018	.1010312	2021
"FRN"	220	1886	34895	536	1517	29671	38230	4046	.0990058	2021
"FRN"	220	1887	35359	519	1568	31270	38260	4111	.0963572	2021
"FRN"	220	1888	35068	569	1683	32522	38290	4256	.0934993	2021
"FRN"	220	1889	36677	589	1734	33338	38370	4328	.0955397	2021
"FRN"	220	1890	36771	596	1962	36762	38380	4489	.0953017	2021
"FRN"	220	1891	37244	605	1897	36784	38350	4575	.0964239	2021
"FRN"	220	1892	36900	606	2057	36861	38360	3829	.0938241	2021
"FRN"	220	1893	35917	610	2003	36203	38380	4660	.0946154	2021
"FRN"	220	1894	36617	590	2070	38243	38420	4704	.0931334	2021
"FRN"	220	1895	35936	586	2004	38547	38460	4748	.0885783	2021
"FRN"	220	1896	36062	613	2340	39890	38550	4793	.0904131	2021
"FRN"	220	1897	37421	623	2484	41754	38700	4899	.0869356	2021
"FRN"	220	1898	37337	654	2525	43216	38820	5008	.0821318	2021
"FRN"	220	1899	38813	654	2578	45244	38890	5119	.0817033	2021
"FRN"	220	1900	40569	621	1565	48650	38940	5233	.0747144	2021
"FRN"	220	1901	41993	603	1425	47064	38980	5350	.0730278	2021
"FRN"	220	1902	40335	610	1568	44335	39050	5373	.0717419	2021
"FRN"	220	1903	39552	614	1840	48796	39120	5398	.0728746	2021
"FRN"	220	1904	38956	596	2096	47614	39190	5422	.0702518	2021
"FRN"	220	1905	41947	626	2255	48114	39220	5446	.0623629	2021
"FRN"	220	1906	45662	635	2451	51568	39270	5471	.0694148	2021
"FRN"	220	1907	44152	619	2767	55089	39270	5531	.0703592	2021
"FRN"	220	1908	45054	619	2723	55496	39370	5592	.0722494	2021
"FRN"	220	1909	47412	641	3039	56672	39430	5654	.0700607	2021
"FRN"	220	1910	49539	652	3413	57047	39540	5716	.0704661	2021
"FRN"	220	1911	55441	638	3837	59364	39620	5780	.0713174	2021
"FRN"	220	1912	61367	642	4429	60034	39670	5843	.0721933	2021
"FRN"	220	1913	66706	632	4687	64844	39770	5908	.0680437	2021
"FRN"	220	1914	1235000	789	2802	45084	33220	5906	.0747482	2021
"FRN"	220	1915	3525000	4997	1111	39355	33380	5903	.0791562	2021
"FRN"	220	1916	4604000	5260	1784	41873	32850	5901	.0858124	2021
"FRN"	220	1917	5825000	5141	1991	46522	32500	5897	.0840341	2021
"FRN"	220	1918	7708000	5277	1800	41616	32830	5893	.0884113	2021
"FRN"	220	1919	634729	2364	1293	44334	31970	5889	.0612985	2021
"FRN"	220	1920	361910	1457	2706	58353	39000	5940	.0581747	2021
"FRN"	220	1921	318474	547	3099	52964	39240	5992	.0501187	2021
"FRN"	220	1922	476084	545	4538	62354	39420	6043	.0573338	2021
"FRN"	220	1923	418297	511	5222	70127	39880	6096	.0576591	2021
"FRN"	220	1924	261851	479	6670	78234	40310	6149	.0609819	2021
"FRN"	220	1925	324761	475	7464	77129	40610	6202	.0601707	2021
"FRN"	220	1926	281326	471	8617	80133	40870	6256	.0603111	2021
"FRN"	220	1927	452194	494	8349	85465	40940	6302	.0627019	2021
"FRN"	220	1928	381380	469	9479	85223	41050	6349	.0587918	2021
"FRN"	220	1929	377983	411	9716	94054	41230	6396	.055518	2021
"FRN"	220	1930	498642	411	9444	96188	41610	6444	.0611266	2021
"FRN"	220	1931	495306	441	7816	88825	41860	6492	.0647201	2021
"FRN"	220	1932	543528	422	5638	78905	41860	6471	.0689378	2021
"FRN"	220	1933	524231	449	6577	81751	41890	6451	.0638299	2021
"FRN"	220	1934	707568	458	6155	80930	41950	6431	.0575316	2021
"FRN"	220	1935	867102	548	6255	78039	41940	6411	.0518318	2021
"FRN"	220	1936	995347	588	6686	80015	41910	6391	.0530614	2021
"FRN"	220	1937	890526	613	6406	87915	41930	6370	.0475344	2021
"FRN"	220	1938	919284	581	6137	82599	41960	6351	.0455686	2021
"FRN"	220	1939	1023651	581	7950	79602	41900	6397	.0395961	2021
"FRN"	220	1940	5707762	5000	4413	56951	41000	6422	.0758349	2021
"FRN"	220	1941	605022	373	4310	48138	8000	2381	.0157879	2021
"FRN"	220	1942	742009	-9	4488	49025	8000	2381	.0155561	2021
"FRN"	220	1944	1214083	579	3092	32470	38900	6517	.0182324	2021
"FRN"	220	1945	1230509	578	1661	45663	39700	6551	.0179454	2021
"FRN"	220	1946	1257334	578	4408	70062	40280	6593	.0313083	2021
"FRN"	220	1947	1844090	580	5733	76580	40640	6666	.0349788	2021
"FRN"	220	1948	910344	577	7236	80735	41044	6740	.0325886	2021
"FRN"	220	1949	1246614	588	9152	92822	41400	6816	.0354923	2021
"FRN"	220	1950	1489278	595	8652	81344	41736	6892	.0332216	2021
"FRN"	220	1951	2199999	620	9835	93400	42056	6969	.0329915	2021
"FRN"	220	1952	3018000	655	10867	95592	42360	7046	.033362	2021
"FRN"	220	1953	3490000	699	9997	92209	42652	7125	.0317597	2021
"FRN"	220	1954	3428000	745	10627	95660	43057	7234	.0329684	2021
"FRN"	220	1955	2948000	802	12592	98982	43428	7343	.0306306	2021
"FRN"	220	1956	3653000	856	13398	110168	43843	7485	.0325624	2021
"FRN"	220	1957	3692000	913	14096	109639	44311	7629	.0327303	2021
"FRN"	220	1958	3620000	961	14616	111257	44789	7775	.0337533	2021
"FRN"	220	1959	3646000	992	15219	110341	45240	7925	.0325902	2021
"FRN"	220	1960	3897000	1025	17281	114638	45684	8078	.0328493	2021
"FRN"	220	1961	4128544	720	17570	123162	46163	8233	.0303877	2021
"FRN"	220	1962	4517387	705	17240	129914	46998	8392	.0294007	2021
"FRN"	220	1963	4670207	735	17556	142992	47816	8532	.0292256	2021
"FRN"	220	1964	4964419	690	19780	151682	48310	8674	.0288329	2021
"FRN"	220	1965	5167691	585	19604	159093	48758	8820	.0277353	2021
"FRN"	220	1966	5446060	580	19585	163383	49164	8967	.0262937	2021
"FRN"	220	1967	5881679	595	19655	175535	49548	9117	.0260741	2021
"FRN"	220	1968	5896937	570	20410	195043	49914	9271	.0249547	2021
"FRN"	220	1969	5761015	570	22511	213215	50315	9424	.0246465	2021
"FRN"	220	1970	5933017	570	23773	234993	50768	9582	.0243953	2021
"FRN"	220	1971	6296947	565	22859	243171	51249	9604	.0241505	2021
"FRN"	220	1972	7531669	560	24054	256787	51703	9625	.0242787	2021
"FRN"	220	1973	9493489	581	25264	282083	52131	9647	.0247987	2021
"FRN"	220	1974	9954053	585	27023	272560	52492	9656	.0242571	2021
"FRN"	220	1975	13034714	585	21530	242028	52699	9665	.0234706	2021
"FRN"	220	1976	13369110	585	23221	275021	52909	9795	.0237206	2021
"FRN"	220	1977	15015875	584	22094	271366	53145	9901	.0233325	2021
"FRN"	220	1978	18874092	581	22841	278029	53376	10008	.0237038	2021
"FRN"	220	1979	22667529	578	23360	303050	53606	10116	.024211	2021
"FRN"	220	1980	26424988	575	23176	275971	53880	10225	.0240401	2021
"FRN"	220	1981	23867415	575	21258	243619	54182	10330	.0219461	2021
"FRN"	220	1982	22523616	578	18402	224776	54480	8889	.0202293	2021
"FRN"	220	1983	21654890	578	17582	215199	54728	9004	.0192259	2021
"FRN"	220	1984	20212036	571	19000	216305	55026	9121	.0185533	2021
"FRN"	220	1985	16716000	563	19008	217039	55284	9239	.0177723	2021
"FRN"	220	1986	24230000	558	17865	211758	55547	9359	.018497	2021
"FRN"	220	1987	29580000	559	17693	204693	55824	9480	.0187438	2021
"FRN"	220	1988	30700000	558	19122	209260	56118	9603	.0187147	2021
"FRN"	220	1989	28580000	558	16800	224036	56423	9728	.0191178	2021
"FRN"	220	1990	34790000	554	19020	233006	56735	9854	.0201684	2021
"FRN"	220	1991	37340000	554	18432	249514	57055	9920	.0215599	2021
"FRN"	220	1992	34870000	542	18024	242844	57374	9986	.0216531	2021
"FRN"	220	1993	37200000	506	17112	244070	57654	10053	.0219896	2021
"FRN"	220	1994	45184000	506	18031	238462	57900	10121	.022904	2021
"FRN"	220	1995	47768000	504	18100	248002	58139	10176	.0231312	2021
"FRN"	220	1996	47401000	501	17633	265646	58375	10232	.0228933	2021
"FRN"	220	1997	41523000	475	19767	263610	58607	10289	.0219764	2021
"FRN"	220	1998	40834000	449	20126	276185	58683	10345	.0220809	2021
"FRN"	220	1999	37811000	421	20200	263140	58886	10402	.0208818	2021
"FRN"	220	2000	34053000	294	20954	270485	59080	10589	.0188328	2021
"FRN"	220	2001	32909000	274	19343	272458	59454	10780	.0180217	2021
"FRN"	220	2002	36492000	260	20258	264684	60048	21473	.0194718	2021
"FRN"	220	2003	46232000	259	19758	277580	60528	21604	.019778	2021
