stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version
BEL,211,1887,1939,45,756,13918,5975,649,.01812526,2021
BEL,211,1888,1980,48,827,14735,6030,661,.018092647,2021
BEL,211,1889,1996,48,832,15108,6094,673,.017756298,2021
BEL,211,1890,2023,45,788,16273,6069,684,.016938718,2021
BEL,211,1891,2025,49,684,15423,6136,697,.016191492,2021
BEL,211,1892,2049,51,753,15402,6195,704,.016509118,2021
BEL,211,1893,2034,47,745,14702,6262,711,.016379425,2021
BEL,211,1894,2043,47,819,16215,6342,719,.01691708,2021
BEL,211,1895,2074,47,829,16404,6411,727,.015960833,2021
BEL,211,1896,2069,48,959,17282,6496,734,.016506953,2021
BEL,211,1897,2102,49,1035,17815,6587,742,.016193476,2021
BEL,211,1898,2259,47,980,18362,6670,750,.015125887,2021
BEL,211,1899,2272,49,1025,19148,6745,758,.014682084,2021
BEL,211,1900,2387,51,655,20162,6694,766,.013917479,2021
BEL,211,1901,2471,48,516,18939,6800,775,.0123719,2021
BEL,211,1902,2523,49,769,19823,6896,784,.013456127,2021
BEL,211,1903,2521,46,969,21320,6985,1203,.014955273,2021
BEL,211,1904,2540,44,1091,21800,7075,1215,.01529636,2021
BEL,211,1905,2487,44,1227,21798,7161,1231,.014029781,2021
BEL,211,1906,2717,44,1395,24670,7239,1257,.014697101,2021
BEL,211,1907,2849,44,1467,25081,7318,1271,.014563496,2021
BEL,211,1908,2581,46,1198,22815,7386,1287,.014434446,2021
BEL,211,1909,2636,46,1580,24787,7452,1298,.014483277,2021
BEL,211,1910,2606,48,1892,26160,7424,1305,.01484623,2021
BEL,211,1911,2704,47,2028,26176,7490,1311,.01496683,2021
BEL,211,1912,3058,47,2442,27327,7571,1315,.015025571,2021
BEL,211,1913,3410,48,2467,27869,7639,902,.013770692,2021
BEL,211,1914,9847,115,1396,16700,7684,894,.011732684,2021
BEL,211,1915,11642,156,99,14200,7709,891,.0057097608,2021
BEL,211,1916,19716,189,99,16900,7692,888,.0061160969,2021
BEL,211,1917,23977,194,10,14900,7642,885,.0054986272,2021
BEL,211,1918,28120,209,11,13900,7556,882,.0053980025,2021
BEL,211,1919,35107,212,334,18500,7577,879,.0090446584,2021
BEL,211,1920,38050,156,1253,22376,7406,884,.011111208,2021
BEL,211,1921,39382,100,789,20454,7482,889,.010628625,2021
BEL,211,1922,39752,117,1565,22709,7540,893,.012238408,2021
BEL,211,1923,30321,133,2297,28991,7607,898,.014197453,2021
BEL,211,1924,25652,82,2875,30801,7684,904,.015121828,2021
BEL,211,1925,28872,82,2549,31415,7812,909,.013594486,2021
BEL,211,1926,17975,83,3339,31377,7875,914,.014537212,2021
BEL,211,1927,17767,66,3680,36596,7932,919,.014205825,2021
BEL,211,1928,24395,65,3905,35176,8003,924,.013955797,2021
BEL,211,1929,27063,67,4110,38442,8060,929,.013832906,2021
BEL,211,1930,39217,69,3354,37317,8092,934,.014404684,2021
BEL,211,1931,38851,66,3105,33599,8159,940,.015991524,2021
BEL,211,1932,33474,67,2790,27185,8213,945,.017586006,2021
BEL,211,1933,47928,66,2731,29443,8248,950,.015227281,2021
BEL,211,1934,66961,68,2944,30477,8276,955,.014202328,2021
BEL,211,1935,43984,68,3023,29132,8300,961,.011749508,2021
BEL,211,1936,52691,67,3168,30596,8331,966,.010937243,2021
BEL,211,1937,55382,72,3863,36561,8361,971,.01170631,2021
BEL,211,1938,63225,90,2279,31565,8387,977,.010377872,2021
BEL,211,1939,63255,85,3104,30468,8396,948,.0096204747,2021
BEL,211,1940,289421,82,1894,26015,8295,921,.0075866552,2021
BEL,211,1945,561299,80,749,16234,8344,913,.0047495971,2021
BEL,211,1946,865450,79,2297,23652,8389,901,.0098076724,2021
BEL,211,1947,572702,75,2882,32591,8512,897,.010505538,2021
BEL,211,1948,440764,71,3920,34054,8557,894,.010908438,2021
BEL,211,1949,174317,70,3849,32976,8614,890,.0094229029,2021
BEL,211,1950,166920,74,3777,26698,8639,886,.0082221264,2021
BEL,211,1951,267099,77,5054,32207,8678,882,.0091781151,2021
BEL,211,1952,395346,81,5067,32601,8730,878,.0090423869,2021
BEL,211,1953,392921,86,4497,32263,8778,874,.0079596164,2021
BEL,211,1954,399539,91,4973,33936,8819,870,.0085987197,2021
BEL,211,1955,341340,94,5852,36566,8868,867,.0078549981,2021
BEL,211,1956,341573,98,6312,39285,8924,866,.0079785567,2021
BEL,211,1957,365511,101,6233,38420,8989,866,.0077318265,2021
BEL,211,1958,366093,106,5980,35355,9053,867,.0076894751,2021
BEL,211,1959,374919,108,6410,35194,9104,865,.0073392033,2021
BEL,211,1960,383680,110,7141,36221,9153,869,.0072474219,2021
BEL,211,1961,393581,110,6960,37100,9217,874,.0070954426,2021
BEL,211,1962,424086,110,7297,38403,9221,879,.0070632081,2021
BEL,211,1963,446834,115,7279,44939,9290,884,.0069929701,2021
BEL,211,1964,498756,115,8796,43908,9378,889,.0070917113,2021
BEL,211,1965,504453,115,9229,45629,9464,894,.0070623723,2021
BEL,211,1966,530076,115,8917,45833,9528,898,.0065907603,2021
BEL,211,1967,568072,115,9716,46565,9581,903,.0066708759,2021
BEL,211,1968,606689,115,11573,59219,9619,926,.0071780523,2021
BEL,211,1969,628002,115,12837,67930,9646,916,.0073097316,2021
BEL,211,1970,701953,110,12609,70774,9656,919,.0069500702,2021
BEL,211,1971,831880,110,12444,70495,9673,956,.0069667348,2021
BEL,211,1972,1026536,105,14532,82342,9709,984,.0074494984,2021
BEL,211,1973,1296483,107,15523,87067,9738,1012,.0074047302,2021
BEL,211,1974,1482312,105,16224,80353,9768,1040,.0073481337,2021
BEL,211,1975,1927703,103,11584,74781,9795,1068,.0064660171,2021
BEL,211,1976,2109675,103,12145,77244,9811,1096,.0064535905,2021
BEL,211,1977,2496443,107,11256,86872,9822,1124,.0064561763,2021
BEL,211,1978,3166709,109,12624,82971,9830,1152,.0066291532,2021
BEL,211,1979,3631502,107,13464,85885,9837,1180,.0067072543,2021
BEL,211,1980,3958349,108,12344,83691,9847,1239,.0064708064,2021
BEL,211,1981,3385496,110,12299,76591,9852,1289,.006184726,2021
BEL,211,1982,2891634,109,10182,68635,9856,1339,.0055935602,2021
BEL,211,1983,2676841,109,10266,60334,9856,1389,.0053167455,2021
BEL,211,1984,2452687,107,11414,61390,9855,1439,.0053018997,2021
BEL,211,1985,1796000,107,10781,57720,9858,1491,.0049201944,2021
BEL,211,1986,2870000,107,9803,63659,9862,1486,.0049444917,2021
BEL,211,1987,3510000,109,9844,66395,9870,1483,.0049726078,2021
BEL,211,1988,2800000,110,11240,64742,9902,1480,.0049326532,2021
BEL,211,1989,2580000,110,10956,70576,9938,1477,.0049744528,2021
BEL,211,1990,3070000,106,11424,72588,9967,1474,.0050272807,2021
BEL,211,1991,3250000,101,11340,77753,9979,1456,.0053852382,2021
BEL,211,1992,3160000,79,10332,78228,10055,1460,.0051304102,2021
BEL,211,1993,4000000,70,10176,76038,10084,1466,.0051820599,2021
BEL,211,1994,4014000,53,11331,77623,10116,1473,.0052430299,2021
BEL,211,1995,4449000,47,11606,76458,10137,1477,.0052048573,2021
BEL,211,1996,4333000,45,10818,85922,10159,1482,.0050560217,2021
BEL,211,1997,3769000,46,10739,86450,10188,1486,.004807611,2021
BEL,211,1998,3737000,43,11425,91259,10141,1491,.0050511733,2021
BEL,211,1999,3442000,42,10931,87783,10152,1495,.0047675273,2021
BEL,211,2000,3212000,39,11636,91653,10161,1497,.0046689678,2021
BEL,211,2001,3017000,39,10762,88026,10287,1499,.0043996875,2021
BEL,211,2002,3155000,39,11343,89534,10339,4199,.0046887752,2021
BEL,211,2003,3902000,41,11114,95025,10385,4224,.0045691719,2021
BEL,211,2004,4407000,39,11698,92746,10441,4248,.0044212313,2021
BEL,211,2005,4250000,37,10420,89075,10508,4273,.0040015681,2021
BEL,211,2006,4294000,37,11631,88833,10588,4298,.0039700507,2021
BEL,211,2007,5000000,40,10692,90339,10678,4323,.0037901984,2021
BEL,211,2008,5551000,40,10673,90718,10773,4348,.0037590053,2021
BEL,211,2009,5624000,39,5635,85708,10862,4373,.0031228545,2021
BEL,211,2010,5234000,38,7973,93182,10941,4399,.0032206057,2021
BEL,211,2011,5546000,38,8026,83915,11007,4425,.0030799452,2021
BEL,211,2012,5266000,34,7301,87100,11060,4451,.002916707,2021
BEL,211,2013,5294000,33,7093,82279,11152,4494,.0027985566,2021
BEL,211,2014,5038000,31,7331,84614,11219,4520,.002763293,2021
BEL,211,2015,3980000,31,7257,85991,11288,4546,.0026894291,2021
BEL,211,2016,3895000,31,7687,86012,11358,4573,.0027156102,2021
LUX,212,1920,125,0,585,789,261,0,.001482636,2021
LUX,212,1921,142,0,754,714,261,0,.0029765507,2021
LUX,212,1922,210,0,1394,786,261,0,.0035850857,2021
LUX,212,1923,192,0,1201,1002,263,0,.0027373028,2021
LUX,212,1924,117,0,1887,1066,266,0,.0042608213,2021
LUX,212,1925,146,0,2086,1078,268,0,.0040836888,2021
LUX,212,1926,189,0,2244,1076,270,0,.0042631179,2021
LUX,212,1927,163,0,2471,1283,278,0,.004305426,2021
LUX,212,1928,193,0,2567,1261,287,0,.0041399123,2021
LUX,212,1929,250,0,2702,1393,292,0,.0039873123,2021
LUX,212,1930,269,0,2270,1370,297,0,.0042249984,2021
LUX,212,1931,357,0,2035,1235,300,0,.0052035684,2021
LUX,212,1932,209,0,1956,996,301,0,.006846637,2021
LUX,212,1933,227,0,1845,1078,302,0,.0048368378,2021
LUX,212,1934,326,0,1932,1120,304,0,.0042047915,2021
LUX,212,1935,388,0,1837,1056,301,0,.0032489672,2021
LUX,212,1936,328,0,1981,1091,297,0,.002819394,2021
LUX,212,1937,338,0,2510,1307,299,0,.003299403,2021
LUX,212,1938,595,0,1437,1133,301,0,.0023470982,2021
LUX,212,1939,975,0,1762,1081,298,0,.0023211932,2021
LUX,212,1940,1168,-9,1042,928,296,0,.0016441891,2021
LUX,212,1944,1412,-9,1269,384,286,0,.0018095744,2021
LUX,212,1945,1758,-9,259,551,283,0,.00051868451,2021
LUX,212,1946,1936,2,1295,806,286,0,.0021543968,2021
LUX,212,1947,2117,2,1715,1107,289,0,.0023244165,2021
LUX,212,1948,2306,3,2453,1155,292,0,.002949687,2021
LUX,212,1949,2548,3,2279,1123,294,0,.0027704274,2021
LUX,212,1950,3396,3,2451,1085,296,0,.0025657355,2021
LUX,212,1951,5267,3,3077,1314,297,0,.002910492,2021
LUX,212,1952,8634,3,3002,1269,299,0,.0027810968,2021
LUX,212,1953,9677,3,2659,1239,301,0,.002220456,2021
LUX,212,1954,11350,3,2828,1276,303,0,.0024754875,2021
LUX,212,1955,12280,3,3225,1311,305,0,.00214897,2021
LUX,212,1956,7906,3,3456,1462,307,0,.0021872243,2021
LUX,212,1957,8742,3,3493,1515,308,0,.0021452445,2021
LUX,212,1958,8577,3,3379,1514,310,0,.0022324354,2021
LUX,212,1959,8066,3,3663,1350,312,0,.0021104207,2021
LUX,212,1960,5266,3,4084,1341,314,0,.0020712044,2021
LUX,212,1961,5835,6,4113,1368,317,0,.0020903233,2021
LUX,212,1962,7131,6,4010,1467,321,0,.0019982085,2021
LUX,212,1963,6995,2,4032,1685,324,0,.0018628458,2021
LUX,212,1964,9272,2,4559,1777,328,0,.0018569583,2021
LUX,212,1965,9611,2,4585,1821,332,0,.0017770249,2021
LUX,212,1966,10012,2,4390,1818,334,0,.0016264047,2021
LUX,212,1967,8260,2,4481,1834,335,0,.0016063947,2021
LUX,212,1968,7480,1,4834,457,336,0,.0015804595,2021
LUX,212,1969,7820,1,5521,521,338,0,.0016541563,2021
LUX,212,1970,8320,1,5462,602,339,0,.0015719866,2021
LUX,212,1971,9044,1,5241,772,342,0,.001545759,2021
LUX,212,1972,11745,1,5457,985,347,0,.0014956077,2021
LUX,212,1973,15419,1,5294,1173,350,0,.001324754,2021
LUX,212,1974,18228,1,6448,1660,355,0,.0015937478,2021
LUX,212,1975,22730,1,4625,1551,359,0,.001256442,2021
LUX,212,1976,25463,1,4566,1755,361,0,.0011873936,2021
LUX,212,1977,28709,1,4329,1662,361,0,.0011331767,2021
LUX,212,1978,36644,1,4791,1723,362,0,.0011815553,2021
LUX,212,1979,42362,1,4954,1604,363,0,.0011729256,2021
LUX,212,1980,52457,1,4624,1521,364,0,.0011295021,2021
LUX,212,1981,46123,1,3790,1321,365,0,.00094213738,2021
LUX,212,1982,41128,1,3510,1225,366,0,.00095150433,2021
LUX,212,1983,44321,1,3294,1113,366,0,.00087034627,2021
LUX,212,1984,39684,1,3987,1173,366,0,.00097798801,2021
LUX,212,1985,23460,1,3945,1235,367,0,.00095440529,2021
LUX,212,1986,29140,1,3705,1223,368,0,.00090689043,2021
LUX,212,1987,73100,1,3302,1312,371,0,.00079937698,2021
LUX,212,1988,74220,1,3661,1359,374,0,.00083412527,2021
LUX,212,1989,76020,1,3720,1484,378,0,.00084612158,2021
LUX,212,1990,100230,1,3480,1531,382,0,.00077428133,2021
LUX,212,1991,105720,1,3384,1595,387,0,.00083079358,2021
LUX,212,1992,95930,1,3072,1675,390,0,.00077722187,2021
LUX,212,1993,108000,1,3288,1696,398,0,.00082247087,2021
LUX,212,1994,128000,1,3073,1799,404,0,.00077407353,2021
LUX,212,1995,142000,1,2613,1889,410,0,.00065128924,2021
LUX,212,1996,145000,1,2502,1991,416,0,.00062755815,2021
LUX,212,1997,134000,1,2580,2002,417,0,.00060847745,2021
LUX,212,1998,146000,1,2477,2002,422,0,.00060424587,2021
LUX,212,1999,135000,1,2600,2025,426,0,.00061970216,2021
LUX,212,2000,129000,1,2571,2104,431,0,.00057456375,2021
LUX,212,2001,145000,1,2725,2251,442,0,.00060748099,2021
LUX,212,2002,154000,1,2719,2710,444,0,.00057964021,2021
LUX,212,2003,200000,1,2675,2730,447,0,.00054055842,2021
LUX,212,2004,233000,1,2684,2971,452,0,.00050539535,2021
LUX,212,2005,245000,1,2194,2951,458,0,.00040441347,2021
LUX,212,2006,254000,1,2802,3123,466,0,.00045926034,2021
LUX,212,2007,279000,1,2858,2976,476,0,.00043706954,2021
LUX,212,2008,232000,1,2582,2880,487,0,.00039358242,2021
LUX,212,2009,249000,1,2141,2820,498,0,.00036230244,2021
LUX,212,2010,267000,1,2548,3123,508,0,.00037219754,2021
LUX,212,2011,279000,1,2521,2785,516,0,.00034896453,2021
LUX,212,2012,267000,1,2208,2776,524,0,.00030645565,2021
LUX,212,2013,249000,1,2090,2511,545,0,.00027819443,2021
LUX,212,2014,255000,1,2193,2472,556,0,.0002857022,2021
LUX,212,2015,215000,1,2127,2405,567,0,.00028218733,2021
LUX,212,2016,220000,1,2175,2342,576,0,.00028637529,2021
FRN,220,1816,10554,132,115,937,29480,858,.11728597,2021
FRN,220,1817,8864,131,121,975,29700,870,.11448922,2021
FRN,220,1818,8042,138,127,1015,29880,882,.11519466,2021
FRN,220,1819,9747,182,133,1057,30060,894,.12446312,2021
FRN,220,1820,9414,208,140,1100,30250,906,.12334281,2021
FRN,220,1821,8429,198,160,1170,30450,919,.12044277,2021
FRN,220,1822,9735,243,170,1245,30700,931,.13191886,2021
FRN,220,1823,13569,256,190,1325,30940,944,.14634448,2021
FRN,220,1824,11064,239,198,1410,31190,957,.13659611,2021
FRN,220,1825,10609,237,199,1500,31410,970,.13539125,2021
FRN,220,1826,10604,237,206,1597,31600,983,.13833293,2021
FRN,220,1827,10014,237,216,2237,31800,996,.13470338,2021
FRN,220,1828,12073,247,221,2379,32000,1010,.14371914,2021
FRN,220,1829,11110,265,217,2248,32280,1023,.13611235,2021
FRN,220,1830,12618,259,266,2531,32370,1037,.14012429,2021
FRN,220,1831,18174,373,225,2341,32570,1052,.14994995,2021
FRN,220,1832,15838,311,225,2554,32730,1078,.14152753,2021
FRN,220,1833,14117,299,236,2779,32890,1106,.13856739,2021
FRN,220,1834,12501,267,269,3224,33070,1134,.13724898,2021
FRN,220,1835,11823,289,295,3282,33260,1163,.13641316,2021
FRN,220,1836,11198,294,308,3773,33540,1193,.13215245,2021
FRN,220,1837,11636,307,332,4110,33690,1223,.13733016,2021
FRN,220,1838,11981,304,348,4292,33790,1255,.13651399,2021
FRN,220,1839,12691,300,350,4186,33940,1287,.13286948,2021
FRN,220,1840,18414,446,348,4254,34080,1320,.15030976,2021
FRN,220,1841,20166,483,377,4970,34230,1353,.15787783,2021
FRN,220,1842,20211,438,399,5211,34450,1388,.15799318,2021
FRN,220,1843,18192,397,423,5301,34660,1424,.14974315,2021
FRN,220,1844,17746,361,427,5504,34900,1460,.14351484,2021
FRN,220,1845,17839,357,439,6341,35160,1497,.14144173,2021
FRN,220,1846,19344,388,522,6640,35400,1536,.13734689,2021
FRN,220,1847,20679,394,592,7696,35470,1559,.14644141,2021
FRN,220,1848,22227,387,472,6095,35520,1583,.1356841,2021
FRN,220,1849,19339,465,414,6356,35550,1607,.13217121,2021
FRN,220,1850,16838,439,406,7191,35630,1632,.12703255,2021
FRN,220,1851,16588,402,446,7392,35800,1657,.12775838,2021
FRN,220,1852,17272,397,523,7955,35950,1752,.12766138,2021
FRN,220,1853,17578,424,661,9384,36070,1853,.13097121,2021
FRN,220,1854,30356,440,771,10830,36230,1959,.1253639,2021
FRN,220,1855,43844,645,849,12340,36080,2072,.14639424,2021
FRN,220,1856,36391,645,923,12870,36190,2192,.14040212,2021
FRN,220,1857,22006,528,992,13148,36300,2318,.13946189,2021
FRN,220,1858,19967,427,872,12941,36340,2451,.13142549,2021
FRN,220,1859,32307,465,864,13081,36500,2592,.13871507,2021
FRN,220,1860,25746,608,898,14260,36510,2742,.12207968,2021
FRN,220,1861,26626,528,967,15407,37390,2900,.10858,2021
FRN,220,1862,26762,520,1091,16258,37520,2946,.10611962,2021
FRN,220,1863,27082,493,1157,16505,37710,2992,.10237439,2021
FRN,220,1864,26345,487,1213,17490,37860,3040,.097338997,2021
FRN,220,1865,23844,479,1204,18470,38020,3088,.11067817,2021
FRN,220,1866,24182,458,1260,20124,38080,2644,.10932036,2021
FRN,220,1867,29169,461,1229,20327,38230,3187,.1166648,2021
FRN,220,1868,26153,483,1235,20881,38330,3238,.11405138,2021
FRN,220,1869,23912,474,1381,21423,38390,3290,.11330133,2021
FRN,220,1870,59066,452,1178,18950,38440,3342,.12739821,2021
FRN,220,1871,54323,1000,860,18921,36190,3395,.13732347,2021
FRN,220,1872,23643,483,1218,22932,36140,3297,.10322177,2021
FRN,220,1873,24975,534,1382,24834,36340,3369,.1059417,2021
FRN,220,1874,24764,474,1416,23586,36490,3442,.10459169,2021
FRN,220,1875,25528,485,1448,24610,36660,3517,.10544706,2021
FRN,220,1876,27541,501,1435,24594,36830,3594,.10198574,2021
FRN,220,1877,29114,523,1507,24068,37000,3510,.10031287,2021
FRN,220,1878,29956,543,1521,24607,37180,3596,.10080682,2021
FRN,220,1879,29391,525,1400,25441,37320,3678,.10443855,2021
FRN,220,1880,32816,544,1725,28738,37450,3761,.10831094,2021
FRN,220,1881,36993,578,1886,29421,37590,3829,.11053617,2021
FRN,220,1882,39695,588,2039,31011,37730,3891,.11164106,2021
FRN,220,1883,38423,516,2069,32497,37860,3937,.11087704,2021
FRN,220,1884,35795,526,1872,31178,38010,3981,.10452312,2021
FRN,220,1885,35721,519,1631,29911,38110,4018,.10103118,2021
FRN,220,1886,34895,536,1517,29671,38230,4046,.099005818,2021
FRN,220,1887,35359,519,1568,31270,38260,4111,.096357249,2021
FRN,220,1888,35068,569,1683,32522,38290,4256,.093499266,2021
FRN,220,1889,36677,589,1734,33338,38370,4328,.095539734,2021
FRN,220,1890,36771,596,1962,36762,38380,4489,.095301703,2021
FRN,220,1891,37244,605,1897,36784,38350,4575,.096423917,2021
FRN,220,1892,36900,606,2057,36861,38360,3829,.093824074,2021
FRN,220,1893,35917,610,2003,36203,38380,4660,.094615422,2021
FRN,220,1894,36617,590,2070,38243,38420,4704,.093133435,2021
FRN,220,1895,35936,586,2004,38547,38460,4748,.088578321,2021
FRN,220,1896,36062,613,2340,39890,38550,4793,.090413094,2021
FRN,220,1897,37421,623,2484,41754,38700,4899,.08693561,2021
FRN,220,1898,37337,654,2525,43216,38820,5008,.082131833,2021
FRN,220,1899,38813,654,2578,45244,38890,5119,.081703275,2021
FRN,220,1900,40569,621,1565,48650,38940,5233,.074714355,2021
FRN,220,1901,41993,603,1425,47064,38980,5350,.073027797,2021
FRN,220,1902,40335,610,1568,44335,39050,5373,.071741864,2021
FRN,220,1903,39552,614,1840,48796,39120,5398,.072874635,2021
FRN,220,1904,38956,596,2096,47614,39190,5422,.0702518,2021
FRN,220,1905,41947,626,2255,48114,39220,5446,.062362906,2021
FRN,220,1906,45662,635,2451,51568,39270,5471,.069414817,2021
FRN,220,1907,44152,619,2767,55089,39270,5531,.070359178,2021
FRN,220,1908,45054,619,2723,55496,39370,5592,.072249435,2021
FRN,220,1909,47412,641,3039,56672,39430,5654,.070060745,2021
FRN,220,1910,49539,652,3413,57047,39540,5716,.070466116,2021
FRN,220,1911,55441,638,3837,59364,39620,5780,.071317449,2021
FRN,220,1912,61367,642,4429,60034,39670,5843,.072193287,2021
FRN,220,1913,66706,632,4687,64844,39770,5908,.068043686,2021
FRN,220,1914,1235000,789,2802,45084,33220,5906,.074748203,2021
FRN,220,1915,3525000,4997,1111,39355,33380,5903,.079156175,2021
FRN,220,1916,4604000,5260,1784,41873,32850,5901,.085812397,2021
FRN,220,1917,5825000,5141,1991,46522,32500,5897,.08403413,2021
FRN,220,1918,7708000,5277,1800,41616,32830,5893,.088411272,2021
FRN,220,1919,634729,2364,1293,44334,31970,5889,.061298519,2021
FRN,220,1920,361910,1457,2706,58353,39000,5940,.058174662,2021
FRN,220,1921,318474,547,3099,52964,39240,5992,.050118662,2021
FRN,220,1922,476084,545,4538,62354,39420,6043,.057333771,2021
FRN,220,1923,418297,511,5222,70127,39880,6096,.057659145,2021
FRN,220,1924,261851,479,6670,78234,40310,6149,.060981933,2021
FRN,220,1925,324761,475,7464,77129,40610,6202,.06017074,2021
FRN,220,1926,281326,471,8617,80133,40870,6256,.060311053,2021
FRN,220,1927,452194,494,8349,85465,40940,6302,.062701881,2021
FRN,220,1928,381380,469,9479,85223,41050,6349,.058791768,2021
FRN,220,1929,377983,411,9716,94054,41230,6396,.055517986,2021
FRN,220,1930,498642,411,9444,96188,41610,6444,.061126642,2021
FRN,220,1931,495306,441,7816,88825,41860,6492,.064720146,2021
FRN,220,1932,543528,422,5638,78905,41860,6471,.068937846,2021
FRN,220,1933,524231,449,6577,81751,41890,6451,.063829891,2021
FRN,220,1934,707568,458,6155,80930,41950,6431,.057531592,2021
FRN,220,1935,867102,548,6255,78039,41940,6411,.051831778,2021
FRN,220,1936,995347,588,6686,80015,41910,6391,.053061351,2021
FRN,220,1937,890526,613,6406,87915,41930,6370,.047534354,2021
FRN,220,1938,919284,581,6137,82599,41960,6351,.045568597,2021
FRN,220,1939,1023651,581,7950,79602,41900,6397,.039596099,2021
FRN,220,1940,5707762,5000,4413,56951,41000,6422,.07583493,2021
FRN,220,1941,605022,373,4310,48138,8000,2381,.01578795,2021
FRN,220,1942,742009,-9,4488,49025,8000,2381,.015556114,2021
FRN,220,1944,1214083,579,3092,32470,38900,6517,.018232403,2021
FRN,220,1945,1230509,578,1661,45663,39700,6551,.017945377,2021
FRN,220,1946,1257334,578,4408,70062,40280,6593,.031308327,2021
FRN,220,1947,1844090,580,5733,76580,40640,6666,.034978829,2021
FRN,220,1948,910344,577,7236,80735,41044,6740,.032588579,2021
FRN,220,1949,1246614,588,9152,92822,41400,6816,.035492346,2021
FRN,220,1950,1489278,595,8652,81344,41736,6892,.033221595,2021
FRN,220,1951,2199999,620,9835,93400,42056,6969,.032991547,2021
FRN,220,1952,3018000,655,10867,95592,42360,7046,.033362042,2021
FRN,220,1953,3490000,699,9997,92209,42652,7125,.031759739,2021
FRN,220,1954,3428000,745,10627,95660,43057,7234,.032968372,2021
FRN,220,1955,2948000,802,12592,98982,43428,7343,.030630589,2021
FRN,220,1956,3653000,856,13398,110168,43843,7485,.032562353,2021
FRN,220,1957,3692000,913,14096,109639,44311,7629,.032730341,2021
FRN,220,1958,3620000,961,14616,111257,44789,7775,.033753257,2021
FRN,220,1959,3646000,992,15219,110341,45240,7925,.032590225,2021
FRN,220,1960,3897000,1025,17281,114638,45684,8078,.032849308,2021
FRN,220,1961,4128544,720,17570,123162,46163,8233,.030387744,2021
FRN,220,1962,4517387,705,17240,129914,46998,8392,.029400688,2021
FRN,220,1963,4670207,735,17556,142992,47816,8532,.029225565,2021
FRN,220,1964,4964419,690,19780,151682,48310,8674,.028832881,2021
FRN,220,1965,5167691,585,19604,159093,48758,8820,.027735332,2021
FRN,220,1966,5446060,580,19585,163383,49164,8967,.026293693,2021
FRN,220,1967,5881679,595,19655,175535,49548,9117,.026074069,2021
FRN,220,1968,5896937,570,20410,195043,49914,9271,.02495471,2021
FRN,220,1969,5761015,570,22511,213215,50315,9424,.024646496,2021
FRN,220,1970,5933017,570,23773,234993,50768,9582,.024395268,2021
FRN,220,1971,6296947,565,22859,243171,51249,9604,.024150513,2021
FRN,220,1972,7531669,560,24054,256787,51703,9625,.024278672,2021
FRN,220,1973,9493489,581,25264,282083,52131,9647,.024798686,2021
FRN,220,1974,9954053,585,27023,272560,52492,9656,.024257071,2021
FRN,220,1975,13034714,585,21530,242028,52699,9665,.023470555,2021
FRN,220,1976,13369110,585,23221,275021,52909,9795,.02372063,2021
FRN,220,1977,15015875,584,22094,271366,53145,9901,.023332542,2021
FRN,220,1978,18874092,581,22841,278029,53376,10008,.023703795,2021
FRN,220,1979,22667529,578,23360,303050,53606,10116,.02421101,2021
FRN,220,1980,26424988,575,23176,275971,53880,10225,.024040133,2021
FRN,220,1981,23867415,575,21258,243619,54182,10330,.021946136,2021
FRN,220,1982,22523616,578,18402,224776,54480,8889,.020229265,2021
FRN,220,1983,21654890,578,17582,215199,54728,9004,.019225948,2021
FRN,220,1984,20212036,571,19000,216305,55026,9121,.018553305,2021
FRN,220,1985,16716000,563,19008,217039,55284,9239,.017772263,2021
FRN,220,1986,24230000,558,17865,211758,55547,9359,.018496968,2021
FRN,220,1987,29580000,559,17693,204693,55824,9480,.018743785,2021
FRN,220,1988,30700000,558,19122,209260,56118,9603,.018714683,2021
FRN,220,1989,28580000,558,16800,224036,56423,9728,.019117823,2021
FRN,220,1990,34790000,554,19020,233006,56735,9854,.020168373,2021
FRN,220,1991,37340000,554,18432,249514,57055,9920,.021559888,2021
FRN,220,1992,34870000,542,18024,242844,57374,9986,.021653056,2021
FRN,220,1993,37200000,506,17112,244070,57654,10053,.021989603,2021
FRN,220,1994,45184000,506,18031,238462,57900,10121,.022904044,2021
FRN,220,1995,47768000,504,18100,248002,58139,10176,.023131192,2021
FRN,220,1996,47401000,501,17633,265646,58375,10232,.022893263,2021
FRN,220,1997,41523000,475,19767,263610,58607,10289,.021976389,2021
FRN,220,1998,40834000,449,20126,276185,58683,10345,.022080885,2021
FRN,220,1999,37811000,421,20200,263140,58886,10402,.020881752,2021
FRN,220,2000,34053000,294,20954,270485,59080,10589,.01883278,2021
FRN,220,2001,32909000,274,19343,272458,59454,10780,.018021695,2021
FRN,220,2002,36492000,260,20258,264684,60048,21473,.019471815,2021
FRN,220,2003,46232000,259,19758,277580,60528,21604,.019778015,2021
FRN,220,2004,52704000,257,20770,280827,61003,21737,.019740557,2021
FRN,220,2005,53181000,255,19481,282284,61445,21871,.019447366,2021
FRN,220,2006,54321000,255,19852,272875,61845,22006,.018735487,2021
FRN,220,2007,60662000,255,19250,271958,62211,22143,.018468909,2021
FRN,220,2008,67185000,255,17879,276836,62553,22585,.018204316,2021
FRN,220,2009,54446000,353,12840,254749,62888,22728,.016560782,2021
