"slug","table","extroplateCheckbox","surveyTypeRadio","metricDropdown","povlineDropdown","name","title","subtitle","notes","sourceName","unit","shortUnit"
"headcount_1_90","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$1.90 a day","$1.90 a day - total number of people below poverty line","Poverty: Number of people living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_3_20","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$3.20 a day","$3.20 a day - total number of people below poverty line","Poverty: Number of people living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_5_50","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$5.50 a day","$5.50 a day - total number of people below poverty line","Poverty: Number of people living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_10_00","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$10 a day","$10 a day - total number of people below poverty line","Poverty: Number of people living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_15_00","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$15 a day","$15 a day - total number of people below poverty line","Poverty: Number of people living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_20_00","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$20 a day","$20 a day - total number of people below poverty line","Poverty: Number of people living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_30_00","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$30 a day","$30 a day - total number of people below poverty line","Poverty: Number of people living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_40_00","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$40 a day","$40 a day - total number of people below poverty line","Poverty: Number of people living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_00","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$1 a day","$1 a day - total number of people below poverty line","Poverty: Number of people living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_90","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$1.90 a day","$1.90 a day - total number of people below poverty line","Poverty: Number of people living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_3_20","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$3.20 a day","$3.20 a day - total number of people below poverty line","Poverty: Number of people living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_5_50","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$5.50 a day","$5.50 a day - total number of people below poverty line","Poverty: Number of people living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_10_00","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$10 a day","$10 a day - total number of people below poverty line","Poverty: Number of people living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_15_00","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$15 a day","$15 a day - total number of people below poverty line","Poverty: Number of people living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_20_00","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$20 a day","$20 a day - total number of people below poverty line","Poverty: Number of people living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_30_00","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$30 a day","$30 a day - total number of people below poverty line","Poverty: Number of people living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_40_00","cons_no_extrap","FALSE","Consumption only","Number of people in poverty","$40 a day","$40 a day - total number of people below poverty line","Poverty: Number of people living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"avg_shortfall_1_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$1 a day","$1 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $1 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_90","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$1.90 a day","$1.90 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $1.90 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_3_20","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$3.20 a day","$3.20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $3.20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_5_50","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$5.50 a day","$5.50 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $5.50 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_10_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$10 a day","$10 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $10 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_15_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$15 a day","$15 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $15 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_20_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$20 a day","$20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_30_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$30 a day","$30 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $30 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_40_00","inc_or_cons_extrap","TRUE","Either income or consumption","Average shortfall below poverty line ($ per day)","$40 a day","$40 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $40 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$1 a day","$1 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $1 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_90","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$1.90 a day","$1.90 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $1.90 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_3_20","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$3.20 a day","$3.20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $3.20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_5_50","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$5.50 a day","$5.50 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $5.50 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_10_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$10 a day","$10 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $10 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_15_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$15 a day","$15 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $15 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_20_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$20 a day","$20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_30_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$30 a day","$30 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $30 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_40_00","inc_extrap","TRUE","Incomes only","Average shortfall below poverty line ($ per day)","$40 a day","$40 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $40 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$1 a day","$1 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $1 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_90","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$1.90 a day","$1.90 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $1.90 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_3_20","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$3.20 a day","$3.20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $3.20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_5_50","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$5.50 a day","$5.50 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $5.50 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_10_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$10 a day","$10 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $10 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_15_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$15 a day","$15 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $15 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_20_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$20 a day","$20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_30_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$30 a day","$30 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $30 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_40_00","cons_extrap","TRUE","Consumption only","Average shortfall below poverty line ($ per day)","$40 a day","$40 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $40 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$1 a day","$1 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $1 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_90","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$1.90 a day","$1.90 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $1.90 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_3_20","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$3.20 a day","$3.20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $3.20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_5_50","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$5.50 a day","$5.50 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $5.50 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_10_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$10 a day","$10 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $10 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_15_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$15 a day","$15 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $15 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_20_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$20 a day","$20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_30_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$30 a day","$30 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $30 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_40_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Average shortfall below poverty line ($ per day)","$40 a day","$40 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes or consumption below $40 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$1 a day","$1 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $1 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_90","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$1.90 a day","$1.90 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $1.90 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_3_20","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$3.20 a day","$3.20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $3.20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_5_50","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$5.50 a day","$5.50 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $5.50 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_10_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$10 a day","$10 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $10 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_15_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$15 a day","$15 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $15 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_20_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$20 a day","$20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_30_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$30 a day","$30 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $30 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_40_00","inc_no_extrap","FALSE","Incomes only","Average shortfall below poverty line ($ per day)","$40 a day","$40 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of incomes below $40 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$1 a day","$1 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $1 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_1_90","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$1.90 a day","$1.90 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $1.90 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_3_20","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$3.20 a day","$3.20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $3.20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_5_50","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$5.50 a day","$5.50 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $5.50 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_10_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$10 a day","$10 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $10 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_15_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$15 a day","$15 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $15 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_20_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$20 a day","$20 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $20 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_30_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$30 a day","$30 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $30 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
"avg_shortfall_40_00","cons_no_extrap","FALSE","Consumption only","Average shortfall below poverty line ($ per day)","$40 a day","$40 a day - shortfall per person in poverty ($ per day)","Depth of poverty: Average daily shortfall of consumption below $40 a day","The average shortfall from the poverty line per day (averaged across the population in poverty).","This data is adjusted for differences in the cost of living between countries and for inflation. It is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","int.-$","$"
