Entity,Year,reporting_level,welfare_type,median_40,median_50,median_60,headcount_40_median,headcount_50_median,headcount_60_median,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_severity_40_median,poverty_severity_50_median,poverty_severity_60_median,watts_40_median,watts_50_median,watts_60_median,headcount_stacked_below_40_median,headcount_stacked_below_50_median,headcount_stacked_below_60_median,headcount_stacked_above_60_median,headcount_ratio_stacked_below_40_median,headcount_ratio_stacked_below_50_median,headcount_ratio_stacked_below_60_median,headcount_ratio_stacked_above_60_median
Bhutan,2007,national,consumption,2.203281215556446,2.7541015194455576,3.304921823334669,43744.0,90889.0,141949.0,6.579314837223969,13.67006141785759,21.3497402161732,1.2480817546513199,3.01815107231187,5.43126799884996,18283.176977229592,55266.2015062761,119344.14592273171,0.4179585080749267,0.6080625984032842,0.8407536926835111,18.969821243148477,22.078438071727163,25.43944267447724,0.003785766319684,0.0099615962360163,0.0198030605267318,0.0151238643352004,0.0373501561395912,0.0690362401889589,43744.0,47145.0,51060.0,522924.0,6.579301610984353,7.090827872390667,7.679662130963356,78.65020838566163
Bhutan,2012,national,consumption,2.95224659963406,3.6903082495425745,4.42836989945109,41456.0,86497.0,141436.0,5.9089322941243,12.32887836815678,20.159537174066,1.1430067898254,2.69168173686734,4.947691323451759,23674.448968059136,69689.08943167432,153718.07077978132,0.5710741260145488,0.8056821558166679,1.0868383634985528,19.343713566655822,21.83238096482956,24.542628284806785,0.0035187759728539,0.0090343505895761,0.0178800739782226,0.013904895371936,0.0334672226606833,0.0628276934530128,41456.0,45041.0,54939.0,560146.0,5.908931529030107,6.419919553238253,7.830731119099407,79.84041779863223
Bhutan,2017,national,consumption,3.3022365802347,4.1277957252933755,4.953354870352051,49984.0,102876.0,163159.0,6.7042144177708405,13.79844261433465,21.883962023536423,1.2908315852302499,3.0586139691763803,5.53567054901821,31780.601647643634,94129.81644984889,204434.42341809426,0.6358154939109242,0.9149832463339252,1.2529766878817243,19.25408669132164,22.16638872721577,25.295516284959234,0.0038755630423932,0.0101813998047403,0.0201605584387711,0.0156470221822656,0.0379521415660707,0.0703960318311169,49984.0,52892.0,60283.0,582404.0,6.704195353041929,7.094236167835582,8.085567550964841,78.11600092815765
Botswana,1985,national,consumption,1.0502802567099423,1.312850320887428,1.5754203850649136,174890.0,249602.0,317991.0,16.35119786447795,23.33637798603464,29.73027235943002,4.3347954686904,7.44660620099394,10.63578579842147,48695.53213185614,104565.61738405704,179217.8845006871,0.27843520002204897,0.4189294051492257,0.5635942039261712,26.51056213265036,31.90991375666102,35.77421044370636,0.0151207855023836,0.0310405251621999,0.0493287448646401,0.0574425594550366,0.1030831189155792,0.1527761715480934,174890.0,74712.0,68389.0,751594.0,16.351201634278713,6.985139096004525,6.393975233384911,70.26968403633185
Botswana,1993,national,consumption,1.2768847553227873,1.5961059441534844,1.9153271329841812,229635.0,327308.0,416442.0,16.41296875,23.393994140625,29.7647900390625,4.53220063102786,7.613857619380229,10.781718773914779,80967.86534227805,170027.1702009375,288923.4694956547,0.35259374808839267,0.5194714770214522,0.6937904185832714,27.613592113037598,32.546177709836215,36.22307681206965,0.0167840886512915,0.0327563224979123,0.0509959997134936,0.0573781898959369,0.1015802205607873,0.1499349882532746,229635.0,97673.0,89134.0,982668.0,16.412933936573964,6.981080829956186,6.370764271572643,70.2352209618972
Botswana,2002,national,consumption,1.4714958566625915,1.8393698208282396,2.2072437849938877,287549.0,407012.0,511763.0,16.86861585641647,23.876775986186193,30.021821994709303,5.38382249876073,8.41809623688399,11.543967734405081,135045.98827468723,263945.85955496866,434347.49148844124,0.4696451327415057,0.6484965051521052,0.8487278124609268,31.916170923286096,35.25645021511212,38.45192897273361,0.0256629519031272,0.0414296924059947,0.0594477251393128,0.0778967592249425,0.1234873586886958,0.172877667327565,287549.0,119463.0,104751.0,1192874.0,16.868635375156117,7.0081196172557565,6.145061969205174,69.97818303838295
Botswana,2009,national,consumption,2.0631141175973102,2.578892646996638,3.0946711763959653,324834.0,443880.0,587315.0,16.62836404930114,22.72235198914128,30.064809031790453,5.05823129874731,8.01602411816332,11.004157113531,203861.04185777198,403835.5829760363,665248.028837652,0.6275852954363521,0.9097854892674513,1.1326937483933697,30.419320486606626,35.278145072342646,36.60142496019553,0.02314969465303,0.0385284110587703,0.0558954652335331,0.0717199594237424,0.1157503135375482,0.162854435997938,324834.0,119046.0,143435.0,1366180.0,16.62835072523861,6.094000752497447,7.342481040391709,69.93516748187223
Botswana,2015,national,consumption,1.9371819948420563,2.4214774935525702,2.905772992263084,254251.0,417085.0,586786.0,11.988915072054281,19.667180565759722,27.669232633270457,3.09141876942754,5.62261791867553,8.67503662289067,127002.06317539368,288736.38989831926,534583.4541044238,0.4995145080074166,0.6922722943724163,0.9110364836659767,25.785626200193096,28.588838682815,31.352637872666033,0.0120039187498306,0.0233485686183135,0.0381040737729307,0.0403542368322255,0.0751667701356265,0.1185828329319528,254251.0,162834.0,169701.0,1533930.0,11.98892260915653,7.678255834350285,8.002061567885562,72.33075998860762
Central African Republic,1992,national,consumption,0.2760192213834695,0.3450240267293369,0.4140288320752043,689517.0,860342.0,1012339.0,23.30051775530864,29.07310802223727,34.20948010171589,9.63658885890486,12.95809940232478,16.080120639948458,78712.23759549737,132303.1694456057,197015.08929785196,0.11415561559105485,0.15377974043532186,0.1946137502337181,41.357850014532175,44.570733781377605,47.00487868399668,0.0514402380937695,0.0738717776377049,0.0958596821353753,0.1504607053850198,0.2105926413526876,0.2698355358682536,689517.0,170825.0,151997.0,1946897.0,23.300507293098622,5.772604820974062,5.136359519822008,65.7905283661053
Central African Republic,2008,national,consumption,0.6700140059479864,0.8375175074349829,1.0050210089219795,682070.0,948842.0,1199927.0,15.96094095281772,22.20359971969512,28.079178990264968,5.17969664236945,7.99320930566272,10.85293319237581,148305.92438565596,286078.6009135028,466114.4466140315,0.21743504975391964,0.30150288553152454,0.3884523363621549,32.45231410443071,35.999591991207474,38.65116578794929,0.0239918016710574,0.0392173424992897,0.0561637404841699,0.0731038037207924,0.1157962138845968,0.1614972940877961,682070.0,266772.0,251085.0,3073441.0,15.960946962676745,6.242663866065361,5.87557636037898,71.92081281087891
Canada,1971,national,income,10.468041367830942,13.085051709788678,15.702062051746413,2360908.0,3566991.0,4886306.0,10.74995073143049,16.24162731117078,22.24887869484591,4.75056104370801,6.47632128232621,8.59799260870243,10921514.162589539,18611284.529247172,29650107.802579198,4.625980412023484,5.2176426935888465,6.0680006128513435,44.19146093785472,39.8748343476979,38.64460981528505,0.031959457575804,0.0406503534765118,0.0512881030929125,0.0832868375113083,0.1112485270187662,0.1447404904473816,2360908.0,1206083.0,1319315.0,17075726.0,10.749952463415042,5.491673083802081,6.007253791452449,77.75112066133043
Canada,1975,national,income,13.580946178641446,16.976182723301807,20.371419267962168,1908760.0,3066272.0,4454205.0,8.24757933163294,13.24908507641654,19.24621865250532,3.11888297882443,4.62060796936555,6.5395027527171,9802885.369644355,18153650.91015228,30831228.501328196,5.135734911484081,5.920430708740868,6.921825219388913,37.81573716536022,34.87492332781256,33.97811968003018,0.0191862227625558,0.0261572982814496,0.035206776546512,0.0436282595806739,0.0660276859667877,0.0943840665654763,1908760.0,1157512.0,1387933.0,18689070.0,8.247579480432222,5.001504756781397,5.997133076455255,80.75378268633112
Canada,1981,national,income,15.433189603933817,19.291487004917272,23.14978440590073,1859665.0,3039660.0,4529002.0,7.49263232744312,12.246857891961021,18.24745017026948,2.43761021042799,3.91750898592892,5.7843090695265404,9337276.981415134,18757544.95238731,33235233.240263253,5.020945697969868,6.170935220513909,7.33831277625032,32.53342845402523,31.987867078058724,31.69927048815121,0.0132051004720174,0.0198655857698206,0.0285937066728545,0.0345827577601242,0.0558400620401052,0.082830948236323,1859665.0,1179995.0,1489342.0,20290913.0,7.492632428434988,4.754226595860622,6.000592669233558,81.75254830647083
Canada,1987,national,income,15.988330952493746,19.985413690617182,23.982496428740617,1779240.0,3040915.0,4687410.0,6.72766978348206,11.49831927978466,17.72405478773444,1.99384678246317,3.43773584357674,5.2503454433959105,8430722.106119107,18170024.28819765,33300605.4806149,4.738383863963888,5.9751832222201715,7.104265571096811,29.63651351753404,29.897720981504726,29.622710847495675,0.0095012344593159,0.0158228825689602,0.0242330109613655,0.0298096924215765,0.0501671413054187,0.0760965675818194,1779240.0,1261675.0,1646495.0,21759191.0,6.727669843092501,4.770650867383677,6.225733885424445,82.27594540409939
Canada,1991,national,income,16.128714487416115,20.16089310927014,24.193071731124167,1886349.0,3153783.0,4905877.0,6.72796852146972,11.24847834412231,17.49760564479629,1.8362043539383501,3.26891088630758,5.08010014139506,8303454.57768151,18477826.967302054,34458893.9817672,4.40186549661887,5.858940506465427,7.024002840219435,27.292103782066928,29.060917463876834,29.0331170769982,0.0084332394210743,0.0145570099964966,0.0228262413437665,0.0279004146661384,0.0477863610226549,0.073386696384736,1886349.0,1267434.0,1752094.0,23131543.0,6.7279692639337005,4.520508663065289,6.249127059479796,82.50239501352121
Canada,1994,national,income,16.541685007881526,20.677106259851907,24.812527511822292,1956573.0,3406271.0,5219597.0,6.74664846136574,11.74549209011123,17.99819812572955,1.91987884078248,3.37497197112611,5.297113223904,9210039.556626728,20238012.352845453,38116954.01690234,4.707230221732963,5.941398189646524,7.302662258580948,28.456775833236662,28.73418608474606,29.431351784301246,0.0090168767839845,0.0152691763609307,0.0238320392025894,0.0299551209211686,0.0502731765377423,0.0772815464658049,1956573.0,1449698.0,1813326.0,23781066.0,6.74664920591643,4.99884433676568,6.252705326081682,82.0018011312362
Canada,1997,national,income,16.7249568004797,20.906196000599625,25.08743520071955,2242639.0,3887741.0,5754528.0,7.49897383852355,12.99989107107887,19.24208572961289,2.26975915792833,3.8272836634610203,5.8563124332506895,11352783.492676927,23928928.012339544,43937776.539813675,5.062242961384746,6.154969688654554,7.635339777617499,30.26759962237722,29.4408877084957,30.434915791625063,0.0116348981157186,0.018371033405306,0.0275386494074985,0.0395776336880019,0.061795847832399,0.0907935736423062,2242639.0,1645102.0,1866787.0,24151420.0,7.498973113977193,5.500919081381403,6.242193024611693,80.75791478002972
Canada,1998,national,income,16.801948143403955,21.002435179254938,25.202922215105932,2336526.0,3995368.0,5879310.0,7.74834126266486,13.249361520280258,19.496852526590793,2.2514925488914197,3.88297134822784,5.95695491664843,11407539.425118016,24592102.671693597,45272766.79115143,4.882265134271143,6.155153335485892,7.700353747489319,29.05773242841369,29.306855528665633,30.553416313263632,0.0115711476106735,0.0184086887964849,0.0278045903750582,0.0380523196516773,0.0610527376041466,0.0906406001632467,2336526.0,1658842.0,1883942.0,24275863.0,7.748342216441603,5.501019675794929,6.247491931152243,80.50314617661122
Canada,2000,national,income,17.060507582002572,21.325634477503215,25.590761373003858,2454535.0,4141176.0,5979268.0,7.99894767118019,13.49544583191171,19.485499700072758,2.246794082473,3.9232991519490596,6.01110264664109,11762284.478568055,25673781.745141413,47203457.52502812,4.792062235237246,6.199635500916023,7.894521122824419,28.08862639170523,29.07128276748871,30.849106080729932,0.0107503381850401,0.0179471375594062,0.0276484203929718,0.0352825102531864,0.0587683141574637,0.0885915780734604,2454535.0,1686641.0,1838092.0,24706462.0,7.9989460899251865,5.496499512965799,5.990054660586533,80.51449973652248
Canada,2004,national,income,18.23960219177781,22.79950273972226,27.359403287666716,2633903.0,4391820.0,6386833.0,8.246239048188631,13.74993653660522,19.99593723089076,2.32671823753542,4.03586618994203,6.17105102657858,13555107.743379818,29390430.77927437,53927411.71172465,5.146395954361196,6.692084552480377,8.44352932223602,28.215505471282317,29.351888191934748,30.861525865376827,0.0110388936991796,0.0184933744447991,0.0284367013345478,0.035937602084119,0.059971183760138,0.090509615603616,2633903.0,1757917.0,1995013.0,25553822.0,8.246239784375117,5.503697403825939,6.245999025380037,80.00406378641891
Canada,2007,national,income,19.757287389230463,24.696609236538073,29.635931083845694,2382118.0,4108223.0,6248200.0,7.242895210764811,12.49116726514724,18.997826538418742,1.9738861739003501,3.5375118632426803,5.57862940130908,12826271.278997133,28733348.084204067,54374726.62731558,5.384397951317749,6.994106231381322,8.702462569590535,27.252718681678644,28.320107284338047,29.364566090296307,0.0092965928034629,0.015822534660133,0.0248922627891009,0.0299907806243583,0.0516177752171437,0.0802125227087024,2382118.0,1726105.0,2139977.0,26640825.0,7.2428963765268195,5.248270509691303,6.506659896424415,81.00217321735747
Canada,2010,national,income,20.38519519909396,25.481493998867453,30.577792798640942,2452608.0,4505227.0,6715025.0,7.21251595479204,13.248761413089511,19.74723520956204,2.04841712526572,3.68735889886129,5.792821174825749,14199551.720673239,31950794.31775501,60233433.07326569,5.7895724553916645,7.091938834104255,8.969949192038106,28.400868369653814,27.831723031700818,29.334848499715072,0.0096749551906717,0.0164245990707591,0.0258813312447603,0.031674979485799,0.0542709086037361,0.0838465960173255,2452608.0,2052619.0,2209798.0,27289864.0,7.212515823827567,6.03624672911004,6.498471440386116,80.25276600667628
Canada,2012,national,income,21.028695635968738,26.28586954496092,31.543043453953103,3120144.0,4946070.0,7286602.0,8.98808469752973,14.24796493695496,20.99024923814124,2.66025345274635,4.40310871304924,6.57416236664607,19419712.102710973,40178081.2821049,71986565.98581433,6.223979438997358,8.123233452438987,9.87930533132101,29.59755348948744,30.903422991370032,31.320076471831047,0.0130083596952673,0.0210507258981562,0.0313824211940511,0.0408904103631885,0.0660628469755654,0.0976563744735132,3120144.0,1825926.0,2340532.0,27427620.0,8.988085632453465,5.25987878973638,6.742285625758802,79.00974995205135
Canada,2013,national,income,21.411973126355925,26.764966407944907,32.11795968953389,3332721.0,5174107.0,7277202.0,9.49954469525065,14.74820920853526,20.74284330442509,2.94844329796893,4.7844867273852,6.923371915516451,22148566.54111683,44926047.382181205,78012063.34814762,6.645790794103926,8.682860130681721,10.720062923654945,31.037731809609102,32.44113965375388,33.37716040271461,0.0148646062640311,0.0234588459554864,0.0341989867125563,0.0474582113860182,0.0743104812357601,0.1062666640847174,3332721.0,1841386.0,2103095.0,27805752.0,9.499544992705005,5.248662926160665,5.994634887358687,79.25715719377564
Canada,2014,national,income,21.52180986778847,26.90226233473559,32.2827148016827,2834802.0,4870134.0,6998694.0,7.99945636200279,13.74290858653203,19.74943749444019,2.38633196001154,4.05119942996237,6.11122957156459,18200022.620280586,38621995.231662154,69913481.21553798,6.4202094609361025,7.930376295942197,9.98950392966716,29.831178234434557,29.478473584367197,30.943816190906187,0.0119792616664782,0.0191917652535338,0.0288615009043137,0.0380250014346402,0.0616794784408645,0.0914349987745973,2834802.0,2035332.0,2128560.0,28438741.0,7.999455942564691,5.743451804567684,6.006529535786098,80.25056271708154
Canada,2015,national,income,21.471315973734136,26.839144967167666,32.2069739606012,2942987.0,4905223.0,7229066.0,8.24299044285423,13.73900253439336,20.24783569281148,2.57196550823794,4.26934770163749,6.409238782604749,19716389.722946994,40910406.30144475,73698723.36575538,6.69944845931939,8.340172567372523,10.194778048195351,31.201853056025193,31.074658218713967,31.653945697185414,0.0131464400507768,0.0206964815519921,0.0306794970934091,0.0417557595379439,0.0662019382614757,0.0972125666391191,2942987.0,1962236.0,2323843.0,28473842.0,8.242989618660754,5.496011697422518,6.508833958287095,79.75216472562964
Canada,2016,national,income,21.538424999593634,26.923031249492045,32.30763749939045,2527225.0,4603671.0,7131301.0,6.99878429788455,12.74920214105654,19.74910698881323,2.09419353693501,3.61810872466852,5.71867130357828,16287411.75635583,35174415.31704553,66714718.036726125,6.44478103704887,7.640514562627419,9.355195922416698,29.922248433534314,28.379102233414272,28.956607930843603,0.0109948139704186,0.0172322115855352,0.02620821509258,0.0348264072689534,0.0562598080678966,0.0856469965953246,2527225.0,2076446.0,2527630.0,28978186.0,6.998784003771641,5.75041678105258,6.999905592677071,80.25089362249871
Canada,2017,national,income,22.168895418996062,27.711119273745076,33.253343128494095,2643539.0,4839337.0,7396148.0,7.233597120571621,13.24202470398782,20.2383047200668,2.20065766731516,3.7904462871405897,5.93345484332716,17829042.319595817,38386267.584517814,72106501.89324108,6.744384069838129,7.932133592787156,9.749196729600472,30.42273393585053,28.624371013055622,29.317944640719716,0.0112976895018552,0.017935693258394,0.0272879403195961,0.0359167317964264,0.0583183050825996,0.0884801442373909,2643539.0,2195798.0,2556811.0,29149147.0,7.233596007365654,6.008428718389057,6.996279548434348,79.76169572581094
Switzerland,1982,national,income,22.929964047815616,28.662455059769524,34.394946071723425,271410.0,590201.0,1133162.0,4.24655055401546,9.2344300654848,17.7297382683146,1.48930401801524,2.5159895899531,4.28043694669043,2182612.0563704437,4609056.601529605,9409630.109133724,8.0417525381174,7.809299885174042,8.303870151958611,35.070933915762,27.24574663576232,24.1427043805873,0.0100660545799207,0.0135196462587442,0.0196137876020476,0.0321112951282272,0.046124092504125,0.06931839722991,271410.0,318791.0,542961.0,5258147.0,4.24654792938348,4.9878827639220695,8.495301979610122,82.27026732708433
Switzerland,1992,national,income,22.867834259630698,28.584792824538376,34.301751389446046,392261.0,687184.0,1202812.0,5.70531116552684,9.994872647326849,17.49451680807341,2.1998706247893502,3.28876461577741,4.97238428234252,3458739.6476192237,6463437.235863443,11726723.244588682,8.817444629007788,9.405686447681324,9.74942322207351,38.55828465826123,32.904511519170754,28.42252312828904,0.0138886703755208,0.0186981941454598,0.0254847887456389,0.0394240221858383,0.055781055539733,0.0795567117771552,392261.0,294923.0,515628.0,5672552.0,5.705312475092228,4.28956197810036,7.4996465641673655,82.50547898264004
Switzerland,2000,national,income,22.22333527933297,27.779169099166214,33.33500291899946,322129.0,664193.0,1163992.0,4.48382803027695,9.24512003124321,16.20200138961831,1.38617346838989,2.44695963281362,4.15257107920451,2213136.787376219,4883458.405547496,9944867.681232879,6.870343208392349,7.352468944339215,8.543759477069326,30.91499598074084,26.46756250373197,25.629994687055408,0.0069655979341403,0.0112705721039408,0.0178089164296116,0.0212630162973638,0.0360060008115045,0.0589239539469188,322129.0,342064.0,499799.0,6020258.0,4.483822250060896,4.761304241918085,6.956870932943591,83.79800257507742
Switzerland,2002,national,income,23.826774605918285,29.783468257397857,35.740161908877425,288521.0,688623.0,1292694.0,3.9606145081018096,9.45292971497977,17.745201100882902,0.96287440031159,2.08694811360012,4.01135755990865,1671281.9697233674,4527951.351805831,10443900.411859594,5.7925834505057425,6.57537048835986,8.079174508321067,24.311236188329637,22.077249135438134,22.605310319856994,0.0042675114486421,0.0080551413975852,0.0147929528773737,0.0134474066397414,0.0278944744596083,0.0525209782779311,288521.0,400102.0,604071.0,5992059.0,3.9606147250291124,5.492320741691585,8.292264679392698,82.25479985388661
Switzerland,2006,national,income,23.785953701873222,29.73244212734153,35.67893055280983,439387.0,839279.0,1468506.0,5.87107209133746,11.21440405630757,19.62210784587976,1.6956914526278601,3.03712869983353,5.05915521129545,3018542.8765222193,6758086.198226281,13508893.58492356,6.869895733196975,8.05225222867042,9.199072788891268,28.88215380935492,27.082377539602387,25.782927476694816,0.0080956756449321,0.0136165557850239,0.0217117116240143,0.0254052237070047,0.0439371671196302,0.071358984610357,439387.0,399892.0,629227.0,6015428.0,5.871069947971215,5.343339478942492,8.407703755805436,80.37788681728085
Switzerland,2007,national,income,24.092902692902413,30.116128366128013,36.13935403935361,396419.0,855606.0,1403611.0,5.2498077252547,11.330851116444721,18.58812986142639,1.62992213835044,2.93760240416089,4.93853066154008,2965290.0793941556,6680413.638560751,13476879.3240663,7.480191613908908,7.807815324531094,9.601577163520592,31.047282717463993,25.92569413176178,26.568203607250545,0.0080433669319867,0.0132169683611112,0.0211641771974502,0.0243174682628805,0.0422870489427871,0.0693373080960019,396419.0,459187.0,548005.0,6147506.0,5.249806088291308,6.0810473470348825,7.257270679291554,81.41187588538226
Switzerland,2008,national,income,24.414535215125003,30.51816901890625,36.621802822687506,421651.0,867092.0,1424382.0,5.51345764433677,11.33798456562775,18.62503497228996,1.44149780485248,2.75175996893306,4.78180074116187,2691484.4184609954,6422416.196885911,13392468.039525924,6.383204162828964,7.40684517546686,9.402300815038329,26.14509801880036,24.270280339814164,25.674052314031705,0.0068371828392587,0.0118073510050611,0.0196438652486507,0.0218047338819118,0.0394066821190562,0.0664236409655182,421651.0,445441.0,557290.0,6223293.0,5.513453435194356,5.824528369733285,7.287051293366938,81.37496690170542
Switzerland,2009,national,income,24.434038587102677,30.542548233878346,36.651057880654015,384744.0,776763.0,1372860.0,4.96839146863073,10.03073363430153,17.72843371439717,1.31791666598584,2.47948561088084,4.3530388002469795,2493670.523999137,5864388.415170076,12354777.232307674,6.481375990266611,7.549778265919047,8.999298713858423,26.526011928653322,24.71888792024464,24.553994439021732,0.0060843801340676,0.0106264591238418,0.0177242676338876,0.0192467216649891,0.0349403135131678,0.0597449025544254,384744.0,392019.0,596097.0,6370971.0,4.96839355094397,5.062339299501758,7.697701563993325,82.27156558556095
Switzerland,2010,national,income,24.87267160083897,31.090839501048716,37.30900740125846,397270.0,859791.0,1386663.0,5.07698773003621,10.987875220780099,17.72113431235066,1.44418024973092,2.69526174872469,4.62291581687246,2810755.9120558407,6557113.3660232145,13496121.37989536,7.0751778690961835,7.626403819094658,9.73280557705467,28.445588727418947,24.529423912266548,26.087012909183894,0.006943034598407,0.0117525034133883,0.0192937544342591,0.0218082237737922,0.0387467798000544,0.0645591898220443,397270.0,462521.0,526872.0,6438246.0,5.076991949682737,5.910880241546579,6.733266802208179,82.27886100656251
Switzerland,2011,national,income,25.457345004558128,31.82168125569766,38.18601750683719,419416.0,823937.0,1431427.0,5.30074091446249,10.41323837892295,18.09093383681516,1.25446485352731,2.5345337108218,4.44970914286987,2526851.565234718,6381596.160628105,13444483.296066117,6.024690439169507,7.745247707807884,9.392363911024535,23.665823903045617,24.339530163639928,24.59634317546426,0.0048621100610584,0.009825157661385,0.0174025513999988,0.016617397297087,0.0334737754852205,0.0588327063316889,419416.0,404521.0,607490.0,6480971.0,5.300744477211587,5.112495604998636,7.677697709341719,81.90906220844806
Switzerland,2012,national,income,25.756326900084506,32.19540862510563,38.634490350126754,325271.0,759568.0,1357400.0,4.06747768810326,9.49832339170888,16.97415583014429,0.89526565953601,2.00386094225826,3.8393195558106497,1843976.5848352204,5159184.619436203,11861756.26285714,5.669046994153246,6.792261679581292,8.738585724810033,22.01030844244583,21.096988575833013,22.61861265831701,0.0033882237369186,0.0072666548675575,0.0138842432453565,0.011675481066496,0.0258308830385402,0.0493577552748995,325271.0,434297.0,597832.0,6639461.0,4.067483478830006,5.4308434271897434,7.475833330102899,83.02583976387736
Switzerland,2013,national,income,25.48183578188338,31.852294727354224,38.22275367282507,355233.0,809399.0,1487132.0,4.39136436191015,10.00574210233957,18.3838327869047,0.90305138845732,2.0987443026898402,4.08328983951518,1861472.3465236619,5407713.408972108,12625412.932618149,5.240144768429909,6.6811466396327495,8.489772886749897,20.564235690410708,20.975401291559354,22.211306279552023,0.0034357477672529,0.0074530617981883,0.014516487190988,0.0123356806359678,0.0274512106101739,0.0527602696193276,355233.0,454166.0,677733.0,6602214.0,4.391368597659192,5.614372286708963,8.37809385332263,81.61616526230921
Switzerland,2014,national,income,25.703732608033025,32.12966576004128,38.55559891204953,386503.0,848985.0,1433924.0,4.71998639032044,10.36783086708833,17.511124111080452,1.0376323318805498,2.3635708352745097,4.26543001913665,2183996.5404021037,6218520.723375409,13466741.714146188,5.650658702266486,7.324653231064635,9.39153101150841,21.983805964821315,22.797165976665998,24.358410390490228,0.0037567178349776,0.0083967992998805,0.0158878143118986,0.0137813689659877,0.0306448083681614,0.0555592314588907,386503.0,462482.0,584939.0,6754725.0,4.719984945013518,5.6478425195658035,7.143290669804017,82.48888186561666
Switzerland,2015,national,income,25.904747039522206,32.38093379940276,38.85712055928331,400096.0,903240.0,1484972.0,4.830681329716549,10.90553445632027,17.92925970828713,1.17989413722259,2.4737590958007103,4.45832720630599,2531502.6723216157,6634416.9829937015,14348237.118223675,6.327238143649564,7.345131950526661,9.66229472220599,24.42501420298086,22.683508746317056,24.866213922013277,0.0043965960603599,0.0092155183343004,0.0169343243266988,0.0155752179013492,0.0323752432280683,0.0583971956967886,400096.0,503144.0,581732.0,6797424.0,4.8306794314109105,6.074860463083389,7.023716325565693,82.07074377994
Switzerland,2016,national,income,26.129474909999306,32.66184363749913,39.194212364998954,471450.0,926324.0,1501775.0,5.63037158258978,11.06277791542065,17.93519986794369,1.3865540109955399,2.72998661069556,4.67739795010361,3033654.3488322236,7466203.703673256,15350583.374349762,6.434731888497664,8.060034829793091,10.221626658021183,24.62633447729637,24.677219446790037,26.07942867388568,0.0054110954176089,0.0107861130301422,0.0187610115611895,0.0191462275158212,0.0370091263650144,0.0631002584953546,471450.0,454874.0,575451.0,6871563.0,5.630371065875998,5.432409392765466,6.872420532886646,82.0647990084719
Switzerland,2017,national,income,26.16776460663757,32.70970575829696,39.25164690995635,438262.0,923061.0,1510524.0,5.18540821464601,10.921415077806069,17.87213378589069,1.3934023974398702,2.68892730100629,4.63609009238974,3081728.996763136,7433733.113388655,15380165.803762674,7.031704771947227,8.05334979312164,10.182006908703652,26.87162957038984,24.62067330299623,25.94033043265999,0.0055742535362315,0.0108055011387974,0.0186351278402011,0.0184942483368636,0.0358286198348313,0.0618344125503939,438262.0,484799.0,587463.0,6941316.0,5.185403415114342,5.736017245948811,6.950711324398001,82.12786801453885
Switzerland,2018,national,income,25.738249875816454,32.17281234477057,38.60737481372468,488983.0,957829.0,1624931.0,5.74306172677293,11.24961592291902,19.08466241857031,1.59078148742979,2.9567299347734,4.9464105774376,3486101.0267430837,8099367.624391033,16259637.601665698,7.129288802970827,8.455964085855651,10.006355717052415,27.6991980316015,26.282949700634735,25.918249467444284,0.007022475245895,0.0126112163476175,0.020755348364268,0.0224157460142889,0.0409934856746678,0.0679393425522014,488983.0,468846.0,667102.0,6889398.0,5.743059729075538,5.506552542190935,7.835050771470072,80.91533695726345
Chile,1987,national,income,2.047305595342534,2.5591319941781676,3.070958393013801,1748254.0,2635856.0,3480659.0,13.827935722656001,20.84847639985307,27.53050208584675,4.72630843061265,7.24205061888971,10.07637224526923,1223353.6433736868,2343157.7573130797,3912239.3975804457,0.6997573827222399,0.8889551467580473,1.1239938751772138,34.17942999394595,34.73658837372802,36.60075231674305,0.0254917914133406,0.0379085124152664,0.0528663097335866,0.0710200417194111,0.1087652244044435,0.1523071197874885,1748254.0,887602.0,844803.0,9162258.0,13.827932272275456,7.0205475524358825,6.682025991311974,72.46949418397669
Chile,1990,national,income,2.3806075597694036,2.975759449711754,3.5709113396541055,1742625.0,2688654.0,3610211.0,13.1274948300665,20.254100128035372,27.196350842405447,4.3792024073687,6.843236494061331,9.66629585437921,1383900.374485714,2703219.863419194,4582063.99534851,0.7941469762488854,1.0054175298938404,1.269195621903681,33.35900421679792,33.78692219195439,35.5426248702837,0.0231663408678987,0.035036045082321,0.0496135115660948,0.063602346801571,0.0999451336305722,0.1425984952638896,1742625.0,946029.0,921557.0,9664406.0,13.127497388436895,7.126601091391187,6.942249256607553,72.80365226356437
