Entity,Year,palm_production,palm_kernel_production,palm_area,sunflower_production,sunflower_area,rapeseed_production,rapeseed_area,soybean_production,soybean_area,olive_production,olive_area,coconut_production,coconut_area,groundnut_production,groundnut_area,cottonseed_production,cottonseed_area,sesame_production,sesame_area
European Union (27),2016,0,0,,,4122433,,5958298,,829166,1993098,4868023,426,1075,76297,2240,46181,311680,,799
European Union (27),2017,0,0,,,4295971,,6180549,,960640,2116938,4895839,416,1075,74813,2235,42255,327969,,883
European Union (27),2018,0,0,,,4025650,,6317610,,955400,2526902,5093580,,,5400,,49000,348808,,
European Union (27),1961,,187000,,,820862,,515248,,14260,1097641,1293920,387732,,267928,16630,49312,619014,,25807
European Union (27),1962,,178000,,,851085,,603037,,16433,742369,1310987,371824,,277647,16916,51063,702310,,21146
European Union (27),1963,,180000,,,885930,,516488,,12942,1495827,1286678,358205,,350634,13612,51590,565198,,34324
European Union (27),1964,,188000,,,850084,,666606,,7553,590213,1291267,341106,,296827,12444,43478,399194,,26342
European Union (27),1965,,175000,,,852904,,762278,,7809,1016184,1298030,399795,,315686,11559,45432,394084,,14273
European Union (27),1966,,161000,,,873747,,714865,,18387,988447,1318227,446990,,355514,11359,48026,427790,,22606
European Union (27),1967,,102000,,,876143,,843601,,49688,1083467,1316661,447510,,351568,10746,41818,340776,,24624
European Union (27),1968,,130000,,,934957,,951923,,49387,1130807,1321792,312393,,391355,10798,44140,327859,,19844
European Union (27),1969,,143000,,,996520,,772907,,54333,1072189,1324714,302781,,325406,8986,45299,359041,,15332
European Union (27),1970,,157000,,,1177711,,989812,,90688,1115281,1358323,237792,,232966,9172,51736,280758,,22464
European Union (27),1971,,176000,,,1293192,,1109122,,166154,1208171,1405436,334143,,180087,10148,49188,263792,,19565
European Union (27),1972,,148000,,,1342031,,1076874,,124823,1080910,1396710,446701,,140618,9793,72856,337709,,16391
European Union (27),1973,,101000,,,1343444,,1177103,,220000,1220454,1398796,350056,,184988,9451,54523,288635,,13697
European Union (27),1974,,125000,,,1391033,,1107904,,311982,1061476,1429522,186018,,169407,9007,52512,301909,,9494
European Union (27),1975,,84000,,,1799930,,1150795,,190454,1384697,1427247,457016,,168547,9304,54022,236203,,9952
European Union (27),1976,,105000,,,1510499,,1198422,,256018,952665,1426387,565125,,209856,9610,47896,239219,,9524
European Union (27),1977,,92000,,,1523300,,1178941,,274145,1308321,1426865,391537,,141084,10020,43305,284416,,6878
European Union (27),1978,,46000,,,1556104,,1181878,,332580,1205704,1420316,308149,,136665,12943,37946,226135,,4596
European Union (27),1979,,29000,,,1743884,,978315,,441508,1219878,1279707,167109,,115732,11481,33829,201953,,4847
European Union (27),1980,,33000,,,1859773,,1411934,,493626,1504178,2434167,147879,,78588,11765,39523,221317,,5134
European Union (27),1981,,27000,,,2030536,,1469661,,441249,1183562,3319397,105671,,64391,10582,45928,219363,,3081
European Union (27),1982,,16000,,,2264565,,1525094,,376770,1522880,3314632,154852,,79164,10321,37666,202453,,2329
European Union (27),1983,,15000,,,2502931,,1581031,,406047,1369145,3316625,69088,,62619,10749,35045,231812,,2024
European Union (27),1984,,24000,,,2728310,,1775986,,455135,1348884,3306422,75526,,62111,10106,39437,283921,,1346
European Union (27),1985,,13000,,,2898156,,1944204,,537521,1398506,4326580,66287,,61171,11184,46124,320209,,1163
European Union (27),1986,,16000,,,3226505,,1962287,,665070,1144186,4298302,85689,,53360,11294,50946,327603,,1082
European Union (27),1987,,16000,,,3489661,,2452772,,994994,1723232,4296198,72145,,56719,12930,68763,320231,,1041
European Union (27),1988,,13000,,,3271110,,2390694,,1042905,1153933,4216633,59815,,55403,12670,71896,415268,,855
European Union (27),1989,,11000,,,3174706,,2473723,,1224142,1482019,4238097,54077,,34573,11915,82448,361121,,600
European Union (27),1990,,8000,,,3719897,,2574683,,923599,1027145,4248043,71769,,45025,15193,83452,352442,,403
European Union (27),1991,,6000,,,3561033,,2790489,,614802,1839359,4249603,46649,299,44136,17531,86991,328933,,470
European Union (27),1992,,2000,,,4304403,,2622213,,695663,1417329,4264563,44649,302,42238,15083,86324,397541,,417
European Union (27),1993,,1000,,,4831900,,2626759,,432599,1481584,4304984,50695,306,30663,12604,88848,385257,,362
European Union (27),1994,,1000,,,4559205,,2948809,,464561,1351160,4315004,54059,309,46965,12195,72513,420039,,303
European Union (27),1995,,1000,,,4393639,,3391126,,428045,1380393,4324843,65261,313,54086,13381,85530,462612,,240
European Union (27),1996,,1000,,,4432246,,2900081,,454588,1759998,4344202,64040,316,62166,10896,118115,507198,,189
European Union (27),1997,,0,,,4007832,,3080412,,515327,2230678,4455047,77578,320,59431,11370,109180,532290,,189
European Union (27),1998,,0,,,4255398,,3483288,,702385,1757479,4450914,80992,324,75265,11707,122407,523923,,171
European Union (27),1999,,0,,,4339639,,4410585,,555127,1819066,4506834,55996,328,42014,12128,125808,548986,,171
European Union (27),2000,,0,,,3665390,,3741172,,520792,1913058,4644052,53491,331,54285,10942,130636,512916,,136
European Union (27),2001,,0,,,3500469,,3731941,,491099,2332377,4749352,45262,335,82793,11000,126990,509677,,143
European Union (27),2002,,1000,,,3501700,,3829545,,400023,1837905,4786333,27060,339,71368,10877,115025,474845,,301
European Union (27),2003,,2000,,,4275423,,3637630,,470736,2468272,4785222,15604,343,62815,1844,111476,472299,,269
European Union (27),2004,,2000,,,3744839,,4018232,,421882,2181829,4816133,45349,347,69741,1736,83600,465534,,300
European Union (27),2005,,3000,,,3649690,,4297130,,465798,1921309,4824825,52806,351,70168,1882,89240,451691,,254
European Union (27),2006,,3000,,,3957842,,4841039,,548307,2144506,4844253,18467,354,57144,1802,71938,437413,,270
European Union (27),2007,,0,,,3298956,,5866575,,389028,2130386,4820247,7679,358,54800,957,57114,429067,,284
European Union (27),2008,,0,,,3784804,,5550727,,269429,2051404,4821157,146,362,90922,794,45923,303345,,242
European Union (27),2009,,0,,,3912343,,5939609,,346027,2285121,4832687,192,366,83436,1230,55237,289144,,246
European Union (27),2019,,0,,,4337860,,5118730,,907900,1919653,5070490,,,6100,,56100,361318,,
European Union (27),2020,,,,,4448690,,5324290,,947680,,5105130,,,,,,,,
European Union (27) (FAO),2010,0,0,,2494670,3768287,8149636,6444788,2269852,429119,2295493,4862458,174,369,72127,1187,53985,313775,31225,299
European Union (27) (FAO),2011,0,0,,2746804,4336438,7575233,6047575,2170600,448626,2548509,4847170,123,319,62474,1185,47509,367533,31320,312
European Union (27) (FAO),2012,0,1000,,2747556,4286360,8283149,5449438,2234238,432073,1555570,4831175,303,306,67532,1874,61883,361504,31393,287
European Union (27) (FAO),2013,0,1000,,2792486,4578369,8333511,5995057,2352636,468464,2619911,4849693,582,311,84386,1993,58894,336095,36634,270
European Union (27) (FAO),2014,0,0,,3268056,4251637,9304104,6039101,2318819,575639,1452413,4891461,598,286,88955,1510,64604,354902,33883,328
European Union (27) (FAO),2015,0,0,,3131262,4181971,9761336,5825799,2563979,884688,2327791,4719400,371,266,78482,1656,50380,334821,37553,860
European Union (27) (FAO),2016,0,1000,,3180688,4122433,8655213,5958298,2697939,829166,1993098,4868023,426,1075,76297,2240,46181,311680,34966,799
European Union (27) (FAO),2017,0,0,,3479778,4295971,8965245,6180549,2594716,960640,2116938,4895839,416,1075,74813,2235,42255,327969,35673,883
European Union (27) (FAO),2018,0,0,,3764186,4025650,8628643,6317610,2819107,955400,2531038,5093580,465,,84775,,49100,348808,37213,
European Union (27) (FAO),1961,,197000,,,820862,,515329,,14260,1097641,1293920,411277,,295483,16630,49311,619014,,25807
European Union (27) (FAO),1962,,193000,,,851085,,603155,,16433,742369,1310987,387504,,309872,16916,51063,702310,,21146
European Union (27) (FAO),1963,,190000,,,885930,,516549,,12942,1495827,1286678,374915,,379902,13612,51590,565198,,34324
European Union (27) (FAO),1964,,200000,,,850084,,666672,,7553,590213,1291267,363391,,328674,12444,43478,399194,,26342
European Union (27) (FAO),1965,,188000,,,852904,,762330,,7809,1016184,1298030,421581,,342299,11559,45433,394084,,14273
European Union (27) (FAO),1966,,173000,,,873747,,714909,,18387,988447,1318227,474406,,380017,11359,48025,427790,,22606
European Union (27) (FAO),1967,,103000,,,876143,,844055,,49688,1083467,1316661,472531,,371679,10746,41818,340776,,24624
European Union (27) (FAO),1968,,140000,,,934957,,952570,,49387,1130807,1321792,330597,,421679,10798,44140,327859,,19844
European Union (27) (FAO),1969,,150000,,,996520,,773438,,54333,1072189,1324714,324271,,337138,8986,45299,359041,,15332
European Union (27) (FAO),1970,,156000,,,1177711,,990304,,90688,1115281,1358323,241939,,239588,9172,51737,280758,,22464
European Union (27) (FAO),1971,,176000,,,1293192,,1109724,,166154,1208171,1405436,343675,,183998,10148,49188,263792,,19565
European Union (27) (FAO),1972,,149000,,,1342031,,1077883,,124823,1080910,1396710,460539,,141145,9793,72856,337709,,16391
European Union (27) (FAO),1973,,101000,,,1343444,,1178001,,220000,1220454,1398796,358257,,186397,9451,54523,288635,,13697
European Union (27) (FAO),1974,,124000,,,1391033,,1108362,,311982,1061476,1429522,189002,,171867,9007,52512,301909,,9494
European Union (27) (FAO),1975,,84000,,,1799930,,1151126,,190454,1384697,1427247,469943,,169090,9304,54023,236203,,9952
European Union (27) (FAO),1976,,106000,,,1510499,,1198704,,256018,952665,1426387,576860,,210547,9610,47896,239219,,9524
European Union (27) (FAO),1977,,93000,,,1523300,,1179183,,274145,1308321,1426865,401092,,141833,10020,43305,284416,,6878
European Union (27) (FAO),1978,,46000,,,1556104,,1182148,,332580,1205704,1420316,317029,,137574,12943,37946,226135,,4596
European Union (27) (FAO),1979,,29000,,,1743884,,978581,,441508,1219878,1279707,169815,,116428,11481,33829,201953,,4847
European Union (27) (FAO),1980,,33000,,,1859773,,1412260,,493626,1504178,2434167,147879,,79233,11765,39523,221317,,5134
European Union (27) (FAO),1981,,27000,,,2030536,,1470148,,441249,1183562,3319397,105672,,65001,10582,45928,219363,,3081
European Union (27) (FAO),1982,,15000,,,2264565,,1526540,,376770,1522880,3314632,154852,,88908,10321,37666,202453,,2329
European Union (27) (FAO),1983,,15000,,,2502931,,1584945,,406047,1369145,3316625,69382,,65205,10749,35045,231812,,2024
European Union (27) (FAO),1984,,23000,,,2728310,,1781020,,455135,1348884,3306422,75535,,63473,10106,39437,283921,,1346
European Union (27) (FAO),1985,,13000,,,2898156,,1946610,,537521,1398506,4326580,66287,,62077,11184,46125,320209,,1163
European Union (27) (FAO),1986,,15000,,,3226505,,1965450,,665070,1144186,4298302,85688,,54303,11294,50946,327603,,1082
European Union (27) (FAO),1987,,15000,,,3489661,,2456686,,994994,1723232,4296198,72145,,57393,12930,68763,320231,,1041
European Union (27) (FAO),1988,,13000,,,3271110,,2394152,,1042905,1153933,4216633,59830,,55978,12670,71896,415268,,855
European Union (27) (FAO),1989,,11000,,,3174706,,2478643,,1224142,1482019,4238097,54082,,35240,11915,82449,361121,,600
European Union (27) (FAO),1990,,8000,,,3719897,,2581904,,923599,1027145,4248043,71773,,46224,15193,83452,352442,,403
European Union (27) (FAO),1991,,6000,,,3561033,,2800489,,614802,1839359,4249603,46656,299,45284,17531,86991,328933,,470
European Union (27) (FAO),1992,,2000,,,4304403,,2630213,,695663,1417329,4264563,44679,302,43889,15083,86324,397541,,417
European Union (27) (FAO),1993,,2000,,,4831900,,2632794,,432599,1481584,4304984,51665,306,32447,12604,88848,385257,,362
European Union (27) (FAO),1994,,2000,,,4559205,,2956648,,464561,1351160,4315004,56895,309,48191,12195,72513,420039,,303
European Union (27) (FAO),1995,,1000,,,4393639,,3400126,,428045,1380393,4324843,67762,313,68085,13381,85530,462612,,240
European Union (27) (FAO),1996,,2000,,,4432246,,2907381,,454588,1759998,4344202,71275,316,63766,10896,118114,507198,,189
European Union (27) (FAO),1997,,1000,,,4007832,,3087412,,515327,2230678,4455047,87731,320,61128,11370,109179,532290,,189
European Union (27) (FAO),1998,,0,,,4255398,,3492288,,702385,1757479,4450914,98700,324,77565,11707,122407,523923,,171
European Union (27) (FAO),1999,,0,,,4339639,,4421585,,555127,1819066,4506834,96962,328,43815,12128,125808,548986,,171
European Union (27) (FAO),2000,,0,,,3665390,,3741172,,520792,1913058,4644052,53490,331,54285,10942,130636,512916,,136
European Union (27) (FAO),2001,,0,,,3500469,,3731941,,491099,2332377,4749352,45263,335,82793,11000,126989,509677,,143
European Union (27) (FAO),2002,,1000,,,3501700,,3829545,,400023,1837905,4786333,27061,339,71369,10877,115024,474845,,301
European Union (27) (FAO),2003,,1000,,,4275423,,3637630,,470736,2468272,4785222,15604,343,62815,1844,111476,472299,,269
European Union (27) (FAO),2004,,2000,,,3744839,,4018232,,421882,2181829,4816133,45349,347,69741,1736,83599,465534,,300
European Union (27) (FAO),2005,,3000,,,3649690,,4297130,,465798,1921309,4824825,52807,351,70167,1882,89240,451691,,254
European Union (27) (FAO),2006,,4000,,,3957842,,4841039,,548307,2144506,4844253,18467,354,57143,1802,71937,437413,,270
European Union (27) (FAO),2007,,0,,,3298956,,5866575,,389028,2130386,4820247,7680,358,54800,957,57113,429067,,284
European Union (27) (FAO),2008,,0,,,3784804,,5550727,,269429,2051404,4821157,146,362,90922,794,45923,303345,,242
European Union (27) (FAO),2009,,0,,,3912343,,5939609,,346027,2285121,4832687,192,366,83436,1230,55238,289144,,246
European Union (27) (FAO),2019,,0,,3643060,4337860,8657946,5118730,2834136,907900,1924024,5070490,423,,81631,,56204,361318,36369,
European Union (27) (FAO),2020,,,,,4448690,,5324290,,947680,,5105130,,,,,,361460,,
Fiji,1961,,,,,,,,,,,,22353,,,60,,,,
Fiji,1962,,,,,,,,,,,,20321,,,30,,,,
Fiji,1963,,,,,,,,,,,,22353,,,32,,,,
Fiji,1964,,,,,,,,,,,,22353,,,50,,,,
Fiji,1965,,,,,,,,,,,,15241,,,50,,,,
Fiji,1966,,,,,,,,,,,,15241,,,50,,,,
Fiji,1967,,,,,,,,,,,,14225,,,280,,,,
Fiji,1968,,,,,,,,,,,,17273,,,789,,,,
Fiji,1969,,,,,,,,,,,,20321,,,789,,,,
Fiji,1970,,,,,,,,,,,,17213,,,600,,,,
Fiji,1971,,,,,,,,,,,,17818,,,500,,,,
Fiji,1972,,,,,,,,,,,,18236,,,308,,,,
Fiji,1973,,,,,,,,,,,,17626,,,348,,,,
Fiji,1974,,,,,,,,,,,,18000,,,350,,,,
Fiji,1975,,,,,,,,,,,,14943,,,350,,,,
Fiji,1976,,,,,,,,,,,,17126,,,340,,,,
Fiji,1977,,,,,,,,,,,,18502,,,300,,,,
Fiji,1978,,,,,,,,,,,,16519,,,300,,,,
Fiji,1979,,,,,,,,,,,,14947,,,250,,,,
Fiji,1980,,,,,,,,,,,,14630,,,200,,,,
Fiji,1981,,,,,,,,,,,,13936,,,200,,,,
Fiji,1982,,,,,,,,,,,,15203,,,146,,,,
Fiji,1983,,,,,,,,,,,,16026,,,170,,,,
Fiji,1984,,,,,,,,,,,,16289,,,222,,,,
Fiji,1985,,,,,,,,,,,,12951,60000,,300,,,,
Fiji,1986,,,,,,,,,,,,14122,60000,,322,,,,
Fiji,1987,,,,,,,,,,,,8417,50000,,169,,,,
Fiji,1988,,,,,,,,,,,,6516,47000,,339,,,,
Fiji,1989,,,,,,,,,,,,7619,52000,,339,,,,
Fiji,1990,,,,,,,,,,,,11615,66000,,271,,,,
Fiji,1991,,,,,,,,,,,,8775,56000,,240,,,,
Fiji,1992,,,,,,,,,,,,9234,64953,,219,,,,
Fiji,1993,,,,,,,,,,,,6231,64953,,112,,,,
Fiji,1994,,,,,,,,,,,,4697,64450,,288,,,,
Fiji,1995,,,,,,,,,,,,5530,64953,,300,,,,
Fiji,1996,,,,,,,,,,,,6154,64953,,290,,,,
Fiji,1997,,,,,,,,,,,,6664,64953,,280,,,,
Fiji,1998,,,,,,,,,,,,9371,64953,,270,,,,
Fiji,1999,,,,,,,,,,,,10354,53720,,273,,,,
Fiji,2000,,,,,,,,,,,,7646,53720,,282,,,,
Fiji,2001,,,,,,,,,,,,9955,65114,,289,,,,
Fiji,2002,,,,,,,,,,,,8753,65114,,295,,,,
Fiji,2003,,,,,,,,,,,,5648,60000,,300,,,,
Fiji,2004,,,,,,,,,,,,8242,61200,,306,,,,
Fiji,2005,,,,,,,,,,,,9533,60000,,312,,,,
Fiji,2006,,,,,,,,,,,,8349,60689,,300,,,,
Fiji,2007,,,,,,,,,,,,9657,60000,,326,,,,
Fiji,2008,,,,,,,,,,,,9069,60000,,334,,,,
Fiji,2009,,,,,,,,,,,,4977,60000,,342,,,,
Fiji,2010,,,,,,,,,,,,4816,1754,,351,,,,
Fiji,2011,,,,,,,,,,,,4765,2824,,400,,,,
Fiji,2012,,,,,,,,,,,,4977,2301,,425,,,,
Fiji,2013,,,,,,,,,,,,5225,4043,,430,,,,
Fiji,2014,,,,,,,,,,,,3990,3018,,412,,,,
Fiji,2015,,,,,,,,,,,,2988,3320,,410,,,,
Fiji,2016,,,,,,,,,,,,3578,3976,,413,,,,
Fiji,2017,,,,,,,,,,,,3683,3777,,424,,,,
Fiji,2018,,,,,,,,,,,,3405,3783,,425,,,,
Fiji,2019,,,,,,,,,,,,3573,3970,,433,,,,
Fiji,2020,,,,,,,,,,,,,5420,,427,,,,
Finland,1961,,0,,,,,6311,,,,,6798,,,,,,,
Finland,1962,,0,,,,,6400,,,,,4303,,,,,,,
Finland,1963,,0,,,,,6600,,,,,5991,,,,,,,
Finland,1964,,0,,,,,8800,,,,,5235,,,,,,,
Finland,1965,,0,,,,,5300,,,,,5235,,,,,,,
Finland,1966,,0,,,,,3000,,,,,7998,,,,,,,
Finland,1967,,0,,,,,4900,,,,,9018,,,,,,,
Finland,1968,,0,,,,,4500,,,,,5581,,,,,,,
Finland,1969,,0,,,,,5500,,,,,5058,,,,,,,
Finland,1970,,0,,,,,6600,,,,,5160,,,,,,,
Finland,1971,,0,,,,,6400,,,,,4796,,,,,,,
Finland,1972,,0,,,,,5700,,,,,5447,,,,,,,
Finland,1973,,0,,,,,10300,,,,,3980,,,,,,,
Finland,1974,,0,,,,,12800,,,,,2208,,,,,,,
Finland,1975,,0,,,,,16900,,,,,4708,,,,,,,
Finland,1976,,0,,,,,13800,,,,,5043,,,,,,,
Finland,1977,,0,,,,,22900,,,,,1682,,,,,,,
Finland,1978,,0,,,,,31700,,,,,1542,,,,,,,
Finland,1979,,0,,,,,32500,,,,,929,,,,,,,
Finland,1980,,0,,,,,55300,,,,,954,,,,,,,
Finland,1981,,0,,,,,55500,,,,,,,,,,,,
Finland,1982,,0,,,,,63700,,,,,,,,,,,,
Finland,1983,,0,,,,,60900,,,,,,,,,,,,
Finland,1984,,0,,,,,62000,,,,,,,,,,,,
Finland,1985,,0,,,,,57700,,,,,,,,,,,,
Finland,1986,,0,,,,,74800,,,,,,,,,,,,
Finland,1987,,0,,,,,81000,,,,,,,,,,,,
Finland,1988,,0,,,,,86100,,,,,,,,,,,,
Finland,1989,,0,,,,,73800,,,,,,,,,,,,
Finland,1990,,0,,,,,65300,,,,,0,,,,,,,
Finland,1991,,0,,,,,61000,,,,,0,,,,,,,
Finland,1992,,0,,,,,72500,,,,,0,,,,,,,
Finland,1993,,0,,,,,69400,,,,,0,,,,,,,
Finland,1994,,0,,,,,67100,,,,,0,,,,,,,
Finland,1995,,0,,,,,85300,,,,,0,,,,,,,
Finland,1996,,0,,,,,61700,,,,,0,,,,,,,
Finland,1997,,0,,,,,60600,,,,,0,,,,,,,
Finland,1998,,0,,,,,64800,,,,,0,,,,,,,
Finland,1999,,0,,,,,62500,,,,,0,,,,,,,
Finland,2000,,0,,,,,52500,,,,,0,,,,,,,
Finland,2001,,0,,,,,73100,,,,,0,,,,,,,
Finland,2002,,0,,,,,67500,,,,,0,,,,,,,
Finland,2003,,0,,,,,74600,,,,,0,,,,,,,
Finland,2004,,0,,,,,67800,,,,,0,,,,,,,
Finland,2005,,0,,,,,76500,,,,,0,,,,,,,
Finland,2006,,0,,,,,107900,,,,,0,,,,,,,
Finland,2007,,0,,,,,89500,,,,,0,,,,,,,
Finland,2008,,0,,,,,63800,,,,,0,,,,,,,
Finland,2009,,0,,,,,80900,,,,,0,,,,,,,
Finland,2010,,0,,3500,,119300,157700,1600,,,,,,,,,,0,
Finland,2011,,0,,5100,,110600,91000,1200,,,,,,,,,,0,
Finland,2012,,0,,4600,,101600,57400,1200,,,,,,,,,,0,
Finland,2013,,0,,5300,,82800,52700,7100,,,,,,,,,,0,
Finland,2014,,0,,5800,,67000,43000,6900,,,,,,,,,,0,
Finland,2015,,,,4300,,57900,55300,200,,,,,,,,,,,
Finland,2016,,,,3700,,60100,60400,11800,,,,,,,,,,,
Finland,2017,,,,4400,,58400,55200,2800,,,,,,,,,,,
Finland,2018,,,,4300,,56200,53300,8100,,,0,,,,,,,,
Finland,2019,,,,5000,,50100,31500,4900,,,0,,,,,,,,
Finland,2020,,,,,600,,24500,,,,0,,,,,,,,
France,1961,,39000,,,7144,,70176,,,148,44756,55000,,199000,,,,,
France,1962,,38000,,,15922,,89407,,,1604,42191,57400,,201800,,,,,
France,1963,,36000,,,32960,,79901,,,1407,40753,58100,,221800,,,,,
France,1964,,38000,,,15500,,124292,,,533,36348,61300,,199600,,20,,,
France,1965,,33000,,,11783,,173220,,,1123,34482,61200,,216100,,,,,
France,1966,,24000,,,12020,,178822,,,970,34400,60500,,227100,,,,,
France,1967,,22000,,,12181,,213119,,,1257,29405,57200,,218300,,,,,
France,1968,,18000,,,14663,,252639,,,1631,30855,48600,,238000,,,,,
France,1969,,17000,,,17022,,290700,,,3796,31139,42400,,207800,,,,,
France,1970,,28000,,,32000,,350400,,,497,31000,31800,,145900,,72,,,
France,1971,,18000,,,44200,,337700,,,3186,31317,37000,,101000,,96,,,
France,1972,,13000,,,46600,,322100,,,1136,29890,35600,,48800,,,,,
France,1973,,7000,,,41300,,327800,,352,1895,29315,31000,,107000,,,,,
France,1974,,8000,,,42100,,339800,,4300,1700,29590,29700,,101800,,,,,
France,1975,,7000,,,75800,,281700,,1495,2110,29715,38000,,90000,,,,,
France,1976,,4000,,,59600,,297100,,1900,3177,29890,49000,,114000,,1,,,
France,1977,,5000,,,45300,,283000,,1500,1791,29710,38000,,61400,,,,,
France,1978,,5000,,,39000,,269500,,3200,1895,29843,38000,,76018,,,,,
France,1979,,4000,,,80623,,245359,,14314,2000,26000,34600,,47900,,0,,,
France,1980,,3000,,,102900,,390300,,8500,2000,25000,36400,,38500,,,,,
France,1981,,1000,,,168000,,461100,,8800,1500,23565,11500,,23200,,4,,,
France,1982,,1000,,,290000,,473000,,9800,1500,20000,2900,,24100,,,,,
France,1983,,0,,,431000,,470000,,13000,1500,19000,,,10000,,,,,
France,1984,,0,,,504000,,433100,,22100,2000,18318,55,,23500,,2,,,
France,1985,,0,,,638500,,473700,,27500,1000,17813,,,19500,,7,,,
France,1986,,0,,,896800,,392400,,47000,1000,17542,,,9200,,3,,,
France,1987,,0,,,1047600,,738000,,81000,1500,17388,,,2000,,1,,,
France,1988,,0,,,955000,,830000,,94000,1200,15915,,,17700,,9,,,
France,1989,,0,,,912000,,657000,,134000,1900,15600,,,100,,14,,,
France,1990,,0,,,1145000,,679600,,117000,1700,15412,9,,40,,30,,,
France,1991,,0,,,1069745,,718476,,66306,1900,15216,0,299,30,,70,,,
France,1992,,0,,,991754,,685935,,42740,2900,14977,16,302,30,,47,,,
France,1993,,0,,,827781,,558843,,56677,1600,13514,620,306,20,,10,,,
France,1994,,0,,,1024392,,692631,,99244,1970,14911,86,309,5800,,2,,,
France,1995,,0,,,978278,,836297,,100874,2300,15090,0,313,7417,,8,,,
France,1996,,0,,,914104,,866588,,84773,2400,14992,0,316,8700,,3,,,
France,1997,,0,,,895707,,971677,,96398,2600,14020,0,320,2900,,32,,,
France,1998,,0,,,802582,,1130473,,109085,2900,14263,90,324,14800,,48,,,
France,1999,,0,,,826544,,1342699,,98225,2700,15313,13,328,0,,91,,,
France,2000,,0,,,728555,,1186255,,77695,2800,15558,200,331,0,,100,,,
France,2001,,0,,,708109,,1082166,,120893,3200,15889,4,335,0,,172,,,
France,2002,,0,,,615732,,1035756,,74747,3600,17037,0,339,0,,223,,,
France,2003,,0,,,695405,,1082578,,80747,4200,17353,0,343,0,,263,,,
France,2004,,0,,,616169,,1126820,,58594,3400,17813,17,347,0,,270,,,
France,2005,,0,,,646167,,1231505,,57385,4900,18339,115,351,0,,403,,,
France,2006,,0,,,644828,,1405603,,45263,4100,18805,0,354,0,,655,,,
France,2007,,0,,,519501,,1618461,,32551,3700,18853,0,358,0,,182,,,
France,2008,,0,,,629739,,1421189,,21771,5500,18851,0,362,0,,311,,,
France,2009,,0,,,724843,,1480812,,43746,6600,18961,0,366,0,,116,,,
France,2010,,0,,568100,694916,1897800,1465195,91300,50939,5600,16875,0,369,0,,0,,4593,
France,2011,,0,,644600,740722,1788800,1556026,117200,41571,3200,16945,0,319,0,,0,,4700,
France,2012,,0,,590800,679974,1987700,1607186,116600,37367,4800,17055,0,306,0,,0,,4736,
France,2013,,0,,578800,770852,1912900,1436596,98000,42999,4800,17174,0,311,0,,0,,4945,
France,2014,,0,,568000,657288,2044000,1503012,105000,75789,2000,17214,89,286,0,,0,,4604,
France,2015,,0,,566300,618777,2054900,1505826,128300,122529,2100,17326,74,266,0,,0,,4891,
France,2016,,0,,496700,536962,1916400,1550459,145100,136518,4500,17379,105,1075,0,,0,,4788,
France,2017,,0,,529800,586225,1861000,1401443,152600,141829,3400,17379,79,1075,0,,0,,5441,
France,2018,,0,,615000,552070,1782700,1616590,149600,153850,5900,17400,,,,,,,5726,
France,2019,,0,,532800,603920,1665000,1107040,144400,163800,5700,17720,,,,,,,5662,
France,2020,,,,,778400,,1113940,,186720,,17620,,,,,,,,
French Guiana,1986,,,,,,,,,20,,,,,,,,,,
French Guiana,1990,,,,,,,,,0,,,,,,,,,,
French Guiana,1991,,,,,,,,,0,,,,,,,,,,
French Guiana,1992,,,,,,,,,0,,,,,,,,,,
French Guiana,1994,,,,,,,,,,,,,33,,,,,,
French Guiana,1995,,,,,,,,,,,,,63,,,,,,
French Guiana,1996,,,,,,,,,,,,,63,,,,,,
French Guiana,1997,,,,,,,,,,,,,63,,,,,,
French Guiana,1998,,,,,,,,,,,,,63,,,,,,
French Guiana,1999,,,,,,,,,,,,,63,,,,,,
French Guiana,2000,,,,,,,,,,,,,65,,,,,,
French Guiana,2001,,,,,,,,,,,,,68,,,,,,
French Guiana,2002,,,,,,,,,,,,,67,,,,,,
French Guiana,2003,,,,,,,,,,,,,69,,,,,,
French Guiana,2004,,,,,,,,,,,,,70,,,,,,
French Guiana,2005,,,,,,,,,,,,,71,,,,,,
French Guiana,2006,,,,,,,,,,,,,72,,,,,,
French Polynesia,1961,,,,,,,,,,,,520,32000,,,,,,
French Polynesia,1962,,,,,,,,,,,,480,37000,,,,,,
French Polynesia,1963,,,,,,,,,,,,500,35000,,,,,,
French Polynesia,1964,,,,,,,,,,,,580,34000,,,,,,
French Polynesia,1965,,,,,,,,,,,,520,30000,,,,,,
French Polynesia,1966,,,,,,,,,,,,700,30000,,,,,,
French Polynesia,1967,,,,,,,,,,,,1800,27000,,,,,,
French Polynesia,1968,,,,,,,,,,,,7200,26000,,,,,,
French Polynesia,1969,,,,,,,,,,,,11700,36000,,,,,,
French Polynesia,1970,,,,,,,,,,,,10000,33000,,,,,,
French Polynesia,1971,,,,,,,,,,,,9700,30000,,,,,,
French Polynesia,1972,,,,,,,,,,,,12000,28000,,,,,,
French Polynesia,1973,,,,,,,,,,,,10089,22000,,,,,,
French Polynesia,1974,,,,,,,,,,,,8062,20000,,,,,,
French Polynesia,1975,,,,,,,,,,,,12288,35000,,,,,,
French Polynesia,1976,,,,,,,,,,,,13050,30000,,,,,,
