country_name,year,regime_fh,polrights_fh,civlibs_fh,electdem_fh,electprocess_fh,polrights_score_fh,civlibs_score_fh,country_fh
Eastern Donbas,2009,,,,,,,,0
Eastern Donbas,2010,,,,,,,,0
Eastern Donbas,2011,,,,,,,,0
Eastern Donbas,2012,,,,,,,,0
Eastern Donbas,2013,,,,,,,,0
Eastern Donbas,2014,,,,,,,,0
Eastern Donbas,2015,,,,,,,,0
Eastern Donbas,2016,,,,,,,,0
Eastern Donbas,2017,,,,,,,,0
Eastern Donbas,2018,,,,,,,,0
Eastern Donbas,2019,0,7,7,0,0,-1,6,0
Eastern Donbas,2020,0,7,7,0,0,-1,5,0
Eastern Donbas,2021,0,7,7,0,0,-1,5,0
Eastern Donbas,2022,0,7,7,0,0,-1,4,0
Ecuador,1972,1,7,3,,,,,1
Ecuador,1973,1,7,4,,,,,1
Ecuador,1974,1,7,4,,,,,1
Ecuador,1975,1,7,4,,,,,1
Ecuador,1976,1,6,4,,,,,1
Ecuador,1977,1,6,4,,,,,1
Ecuador,1978,1,5,4,,,,,1
Ecuador,1979,2,2,2,,,,,1
Ecuador,1980,2,2,2,,,,,1
Ecuador,1982,2,2,2,,,,,1
Ecuador,1983,2,2,2,,,,,1
Ecuador,1984,2,2,2,,,,,1
Ecuador,1985,2,2,3,,,,,1
Ecuador,1986,2,2,3,,,,,1
Ecuador,1987,2,2,3,,,,,1
Ecuador,1988,2,2,2,,,,,1
Ecuador,1989,2,2,2,,,,,1
Ecuador,1990,2,2,2,,,,,1
Ecuador,1991,2,2,3,,,,,1
Ecuador,1992,2,2,3,,,,,1
Ecuador,1993,2,2,3,,,,,1
Ecuador,1994,2,2,3,,,,,1
Ecuador,1995,2,2,3,,,,,1
Ecuador,1996,1,2,4,,,,,1
Ecuador,1997,1,3,3,,,,,1
Ecuador,1998,2,2,3,,,,,1
Ecuador,1999,2,2,3,,,,,1
Ecuador,2000,1,3,3,,,,,1
Ecuador,2001,1,3,3,,,,,1
Ecuador,2002,1,3,3,,,,,1
Ecuador,2003,1,3,3,,,,,1
Ecuador,2004,1,3,3,,,,,1
Ecuador,2005,1,3,3,1,8,27,41,1
Ecuador,2006,1,3,3,1,9,28,41,1
Ecuador,2007,1,3,3,1,9,27,42,1
Ecuador,2008,1,3,3,1,9,29,40,1
Ecuador,2009,1,3,3,1,9,29,39,1
Ecuador,2010,1,3,3,1,9,28,39,1
Ecuador,2011,1,3,3,1,8,27,36,1
Ecuador,2012,1,3,3,1,7,24,36,1
Ecuador,2013,1,3,3,1,7,24,36,1
Ecuador,2014,1,3,3,1,7,24,35,1
Ecuador,2015,1,3,3,1,7,24,35,1
Ecuador,2016,1,3,4,1,7,24,33,1
Ecuador,2017,1,3,3,1,7,25,35,1
Ecuador,2018,1,3,3,1,7,25,38,1
Ecuador,2019,1,3,3,1,8,27,38,1
Ecuador,2020,1,3,3,1,8,27,40,1
Ecuador,2021,2,2,3,1,11,31,40,1
Ecuador,2022,2,2,3,1,11,30,40,1
Egypt,1972,0,6,6,,,,,1
Egypt,1973,0,6,6,,,,,1
Egypt,1974,1,6,4,,,,,1
Egypt,1975,1,6,4,,,,,1
Egypt,1976,1,5,4,,,,,1
Egypt,1977,1,5,4,,,,,1
Egypt,1978,1,5,5,,,,,1
Egypt,1979,1,5,5,,,,,1
Egypt,1980,1,5,5,,,,,1
Egypt,1982,1,5,5,,,,,1
Egypt,1983,1,5,5,,,,,1
Egypt,1984,1,4,4,,,,,1
Egypt,1985,1,4,4,,,,,1
Egypt,1986,1,5,4,,,,,1
Egypt,1987,1,5,4,,,,,1
Egypt,1988,1,5,4,,,,,1
Egypt,1989,1,5,4,,,,,1
Egypt,1990,1,5,4,,,,,1
Egypt,1991,1,5,5,,,,,1
Egypt,1992,1,5,6,,,,,1
Egypt,1993,0,6,6,,,,,1
Egypt,1994,0,6,6,,,,,1
Egypt,1995,0,6,6,,,,,1
Egypt,1996,0,6,6,,,,,1
Egypt,1997,0,6,6,,,,,1
Egypt,1998,0,6,6,,,,,1
Egypt,1999,0,6,5,,,,,1
Egypt,2000,0,6,5,,,,,1
Egypt,2001,0,6,6,,,,,1
Egypt,2002,0,6,6,,,,,1
Egypt,2003,0,6,6,,,,,1
Egypt,2004,0,6,5,,,,,1
Egypt,2005,0,6,5,0,2,8,22,1
Egypt,2006,0,6,5,0,1,7,20,1
Egypt,2007,0,6,5,0,1,7,18,1
Egypt,2008,0,6,5,0,1,7,18,1
Egypt,2009,0,6,5,0,1,7,20,1
Egypt,2010,0,6,5,0,1,6,19,1
Egypt,2011,0,6,5,0,2,11,24,1
Egypt,2012,1,5,5,0,3,16,25,1
Egypt,2013,0,6,5,0,1,9,22,1
Egypt,2014,0,6,5,0,2,8,18,1
Egypt,2015,0,6,5,0,3,9,18,1
Egypt,2016,0,6,5,0,3,9,17,1
Egypt,2017,0,6,6,0,3,10,16,1
Egypt,2018,0,6,6,0,2,8,14,1
Egypt,2019,0,6,6,0,2,7,14,1
Egypt,2020,0,6,6,0,2,6,12,1
Egypt,2021,0,6,6,0,2,6,12,1
Egypt,2022,0,6,6,0,2,6,12,1
El Salvador,1972,2,2,3,,,,,1
El Salvador,1973,2,2,3,,,,,1
El Salvador,1974,2,2,3,,,,,1
El Salvador,1975,2,2,3,,,,,1
El Salvador,1976,1,3,3,,,,,1
El Salvador,1977,1,4,4,,,,,1
El Salvador,1978,1,5,5,,,,,1
El Salvador,1979,1,5,4,,,,,1
El Salvador,1980,1,5,5,,,,,1
El Salvador,1982,1,4,5,,,,,1
El Salvador,1983,1,4,5,,,,,1
El Salvador,1984,1,3,5,,,,,1
El Salvador,1985,1,2,4,,,,,1
El Salvador,1986,1,3,4,,,,,1
El Salvador,1987,1,3,4,,,,,1
El Salvador,1988,1,3,3,,,,,1
El Salvador,1989,1,3,4,,,,,1
El Salvador,1990,1,3,4,,,,,1
El Salvador,1991,1,3,4,,,,,1
El Salvador,1992,1,3,3,,,,,1
El Salvador,1993,1,3,3,,,,,1
El Salvador,1994,1,3,3,,,,,1
El Salvador,1995,1,3,3,,,,,1
El Salvador,1996,1,3,3,,,,,1
El Salvador,1997,2,2,3,,,,,1
El Salvador,1998,2,2,3,,,,,1
El Salvador,1999,2,2,3,,,,,1
El Salvador,2000,2,2,3,,,,,1
El Salvador,2001,2,2,3,,,,,1
El Salvador,2002,2,2,3,,,,,1
El Salvador,2003,2,2,3,,,,,1
El Salvador,2004,2,2,3,,,,,1
El Salvador,2005,2,2,3,1,12,32,43,1
El Salvador,2006,2,2,3,1,12,33,41,1
El Salvador,2007,2,2,3,1,12,33,40,1
El Salvador,2008,2,2,3,1,12,33,40,1
El Salvador,2009,2,2,3,1,12,34,40,1
El Salvador,2010,2,2,3,1,12,34,41,1
El Salvador,2011,2,2,3,1,12,35,41,1
El Salvador,2012,2,2,3,1,12,35,42,1
El Salvador,2013,2,2,3,1,12,35,42,1
El Salvador,2014,2,2,3,1,12,35,40,1
El Salvador,2015,2,2,3,1,10,33,36,1
El Salvador,2016,2,2,3,1,11,34,36,1
El Salvador,2017,2,2,3,1,11,34,36,1
El Salvador,2018,2,2,3,1,11,32,35,1
El Salvador,2019,1,2,4,1,11,32,34,1
El Salvador,2020,1,2,4,1,11,30,33,1
El Salvador,2021,1,3,4,1,10,26,33,1
El Salvador,2022,1,3,4,1,10,25,31,1
Equatorial Guinea,1972,0,6,6,,,,,1
Equatorial Guinea,1973,0,6,6,,,,,1
Equatorial Guinea,1974,0,6,6,,,,,1
Equatorial Guinea,1975,0,6,7,,,,,1
Equatorial Guinea,1976,0,6,7,,,,,1
Equatorial Guinea,1977,0,7,7,,,,,1
Equatorial Guinea,1978,0,7,7,,,,,1
Equatorial Guinea,1979,0,7,6,,,,,1
Equatorial Guinea,1980,0,7,6,,,,,1
Equatorial Guinea,1982,0,7,6,,,,,1
Equatorial Guinea,1983,0,7,6,,,,,1
Equatorial Guinea,1984,0,7,6,,,,,1
Equatorial Guinea,1985,0,7,7,,,,,1
Equatorial Guinea,1986,0,7,7,,,,,1
Equatorial Guinea,1987,0,7,7,,,,,1
Equatorial Guinea,1988,0,7,7,,,,,1
Equatorial Guinea,1989,0,7,7,,,,,1
Equatorial Guinea,1990,0,7,7,,,,,1
Equatorial Guinea,1991,0,7,7,,,,,1
Equatorial Guinea,1992,0,7,6,,,,,1
Equatorial Guinea,1993,0,7,7,,,,,1
Equatorial Guinea,1994,0,7,7,,,,,1
Equatorial Guinea,1995,0,7,7,,,,,1
Equatorial Guinea,1996,0,7,7,,,,,1
Equatorial Guinea,1997,0,7,7,,,,,1
Equatorial Guinea,1998,0,7,7,,,,,1
Equatorial Guinea,1999,0,7,7,,,,,1
Equatorial Guinea,2000,0,7,7,,,,,1
Equatorial Guinea,2001,0,6,6,,,,,1
Equatorial Guinea,2002,0,7,6,,,,,1
Equatorial Guinea,2003,0,7,6,,,,,1
Equatorial Guinea,2004,0,7,6,,,,,1
Equatorial Guinea,2005,0,7,6,0,0,1,9,1
Equatorial Guinea,2006,0,7,6,0,0,1,9,1
Equatorial Guinea,2007,0,7,6,0,0,1,9,1
Equatorial Guinea,2008,0,7,7,0,0,1,7,1
Equatorial Guinea,2009,0,7,7,0,0,1,7,1
Equatorial Guinea,2010,0,7,7,0,0,1,7,1
Equatorial Guinea,2011,0,7,7,0,0,1,7,1
Equatorial Guinea,2012,0,7,7,0,0,1,7,1
Equatorial Guinea,2013,0,7,7,0,0,1,7,1
Equatorial Guinea,2014,0,7,7,0,0,1,7,1
Equatorial Guinea,2015,0,7,7,0,0,1,7,1
Equatorial Guinea,2016,0,7,7,0,0,1,7,1
Equatorial Guinea,2017,0,7,7,0,0,1,6,1
Equatorial Guinea,2018,0,7,7,0,0,0,6,1
Equatorial Guinea,2019,0,7,7,0,0,0,6,1
Equatorial Guinea,2020,0,7,7,0,0,0,5,1
Equatorial Guinea,2021,0,7,7,0,0,0,5,1
Equatorial Guinea,2022,0,7,7,0,0,0,5,1
Eritrea,1972,,,,,,,,1
Eritrea,1973,,,,,,,,1
Eritrea,1974,,,,,,,,1
Eritrea,1975,,,,,,,,1
Eritrea,1976,,,,,,,,1
Eritrea,1977,,,,,,,,1
Eritrea,1978,,,,,,,,1
Eritrea,1979,,,,,,,,1
Eritrea,1980,,,,,,,,1
Eritrea,1982,,,,,,,,1
Eritrea,1983,,,,,,,,1
Eritrea,1984,,,,,,,,1
Eritrea,1985,,,,,,,,1
Eritrea,1986,,,,,,,,1
Eritrea,1987,,,,,,,,1
Eritrea,1988,,,,,,,,1
Eritrea,1989,,,,,,,,1
Eritrea,1990,,,,,,,,1
Eritrea,1991,,,,,,,,1
Eritrea,1992,,,,,,,,1
Eritrea,1993,0,6,5,,,,,1
Eritrea,1994,0,6,5,,,,,1
Eritrea,1995,1,6,4,,,,,1
Eritrea,1996,1,6,4,,,,,1
Eritrea,1997,1,6,4,,,,,1
Eritrea,1998,1,6,4,,,,,1
Eritrea,1999,0,7,5,,,,,1
Eritrea,2000,0,7,5,,,,,1
Eritrea,2001,0,7,6,,,,,1
Eritrea,2002,0,7,6,,,,,1
Eritrea,2003,0,7,6,,,,,1
Eritrea,2004,0,7,6,,,,,1
Eritrea,2005,0,7,6,0,0,3,11,1
Eritrea,2006,0,7,6,0,0,3,10,1
Eritrea,2007,0,7,6,0,0,3,10,1
Eritrea,2008,0,7,6,0,0,3,10,1
Eritrea,2009,0,7,7,0,0,3,5,1
Eritrea,2010,0,7,7,0,0,2,5,1
Eritrea,2011,0,7,7,0,0,2,4,1
Eritrea,2012,0,7,7,0,0,1,2,1
Eritrea,2013,0,7,7,0,0,1,2,1
Eritrea,2014,0,7,7,0,0,1,2,1
Eritrea,2015,0,7,7,0,0,1,2,1
Eritrea,2016,0,7,7,0,0,1,2,1
Eritrea,2017,0,7,7,0,0,1,2,1
Eritrea,2018,0,7,7,0,0,1,1,1
Eritrea,2019,0,7,7,0,0,1,1,1
Eritrea,2020,0,7,7,0,0,1,1,1
Eritrea,2021,0,7,7,0,0,1,2,1
Eritrea,2022,0,7,7,0,0,1,2,1
Estonia,1972,,,,,,,,1
Estonia,1973,,,,,,,,1
Estonia,1974,,,,,,,,1
Estonia,1975,,,,,,,,1
Estonia,1976,,,,,,,,1
Estonia,1977,,,,,,,,1
Estonia,1978,,,,,,,,1
Estonia,1979,,,,,,,,1
Estonia,1980,,,,,,,,1
Estonia,1982,,,,,,,,1
Estonia,1983,,,,,,,,1
Estonia,1984,,,,,,,,1
Estonia,1985,,,,,,,,1
Estonia,1986,,,,,,,,1
Estonia,1987,,,,,,,,1
Estonia,1988,,,,,,,,1
Estonia,1989,,,,,,,,1
Estonia,1990,,,,,,,,1
Estonia,1991,2,2,3,,,,,1
Estonia,1992,1,3,3,,,,,1
Estonia,1993,2,3,2,,,,,1
Estonia,1994,2,3,2,,,,,1
Estonia,1995,2,2,2,,,,,1
Estonia,1996,2,1,2,,,,,1
Estonia,1997,2,1,2,,,,,1
Estonia,1998,2,1,2,,,,,1
Estonia,1999,2,1,2,,,,,1
Estonia,2000,2,1,2,,,,,1
Estonia,2001,2,1,2,,,,,1
Estonia,2002,2,1,2,,,,,1
Estonia,2003,2,1,2,,,,,1
Estonia,2004,2,1,1,,,,,1
Estonia,2005,2,1,1,1,12,39,56,1
Estonia,2006,2,1,1,1,12,39,56,1
Estonia,2007,2,1,1,1,12,38,56,1
Estonia,2008,2,1,1,1,12,39,56,1
Estonia,2009,2,1,1,1,12,39,56,1
Estonia,2010,2,1,1,1,12,39,56,1
Estonia,2011,2,1,1,1,12,39,56,1
Estonia,2012,2,1,1,1,12,39,56,1
Estonia,2013,2,1,1,1,12,39,56,1
Estonia,2014,2,1,1,1,12,39,56,1
Estonia,2015,2,1,1,1,12,38,56,1
Estonia,2016,2,1,1,1,12,38,56,1
Estonia,2017,2,1,1,1,12,38,56,1
Estonia,2018,2,1,1,1,12,38,56,1
Estonia,2019,2,1,1,1,12,38,56,1
Estonia,2020,2,1,1,1,12,38,56,1
Estonia,2021,2,1,1,1,12,38,56,1
Estonia,2022,2,1,1,1,12,38,56,1
Eswatini,1972,1,4,2,,,,,1
Eswatini,1973,1,6,4,,,,,1
Eswatini,1974,1,6,4,,,,,1
Eswatini,1975,1,6,4,,,,,1
Eswatini,1976,1,6,4,,,,,1
Eswatini,1977,1,6,4,,,,,1
Eswatini,1978,1,5,5,,,,,1
Eswatini,1979,1,5,5,,,,,1
Eswatini,1980,1,5,5,,,,,1
Eswatini,1982,1,5,5,,,,,1
Eswatini,1983,1,5,5,,,,,1
Eswatini,1984,1,5,6,,,,,1
Eswatini,1985,1,5,6,,,,,1
Eswatini,1986,1,5,6,,,,,1
Eswatini,1987,1,5,6,,,,,1
Eswatini,1988,1,5,6,,,,,1
Eswatini,1989,1,6,5,,,,,1
Eswatini,1990,1,6,5,,,,,1
Eswatini,1991,1,6,5,,,,,1
Eswatini,1992,1,6,5,,,,,1
Eswatini,1993,0,6,5,,,,,1
Eswatini,1994,0,6,5,,,,,1
Eswatini,1995,0,6,5,,,,,1
Eswatini,1996,0,6,5,,,,,1
Eswatini,1997,0,6,5,,,,,1
Eswatini,1998,0,6,4,,,,,1
Eswatini,1999,0,6,5,,,,,1
Eswatini,2000,0,6,5,,,,,1
Eswatini,2001,0,6,5,,,,,1
Eswatini,2002,0,6,5,,,,,1
Eswatini,2003,0,7,5,,,,,1
Eswatini,2004,0,7,5,,,,,1
Eswatini,2005,0,7,5,0,0,1,20,1
Eswatini,2006,0,7,5,0,0,3,20,1
Eswatini,2007,0,7,5,0,0,3,20,1
Eswatini,2008,0,7,5,0,0,3,20,1
Eswatini,2009,0,7,5,0,0,3,21,1
Eswatini,2010,0,7,5,0,0,3,20,1
Eswatini,2011,0,7,5,0,0,1,20,1
Eswatini,2012,0,7,5,0,0,1,20,1
Eswatini,2013,0,7,5,0,0,1,19,1
Eswatini,2014,0,7,5,0,0,1,17,1
Eswatini,2015,0,7,5,0,0,1,17,1
Eswatini,2016,0,7,5,0,0,1,17,1
Eswatini,2017,0,7,6,0,0,1,15,1
Eswatini,2018,0,7,6,0,0,1,15,1
Eswatini,2019,0,7,5,0,0,1,18,1
Eswatini,2020,0,7,5,0,0,1,18,1
Eswatini,2021,0,7,6,0,0,1,16,1
Eswatini,2022,0,7,6,0,0,1,16,1
Ethiopia,1972,0,5,6,,,,,1
Ethiopia,1973,1,5,6,,,,,1
Ethiopia,1974,0,6,5,,,,,1
Ethiopia,1975,0,7,6,,,,,1
Ethiopia,1976,0,7,6,,,,,1
Ethiopia,1977,0,7,7,,,,,1
Ethiopia,1978,0,7,7,,,,,1
Ethiopia,1979,0,7,7,,,,,1
Ethiopia,1980,0,7,7,,,,,1
Ethiopia,1982,0,7,7,,,,,1
Ethiopia,1983,0,7,7,,,,,1
Ethiopia,1984,0,7,7,,,,,1
Ethiopia,1985,0,7,7,,,,,1
Ethiopia,1986,0,7,7,,,,,1
Ethiopia,1987,0,6,7,,,,,1
Ethiopia,1988,0,6,7,,,,,1
Ethiopia,1989,0,7,7,,,,,1
Ethiopia,1990,0,7,7,,,,,1
Ethiopia,1991,1,6,5,,,,,1
Ethiopia,1992,1,6,4,,,,,1
Ethiopia,1993,0,6,5,,,,,1
Ethiopia,1994,0,6,5,,,,,1
Ethiopia,1995,1,4,5,,,,,1
Ethiopia,1996,1,4,5,,,,,1
Ethiopia,1997,1,4,5,,,,,1
Ethiopia,1998,1,4,4,,,,,1
Ethiopia,1999,1,5,5,,,,,1
Ethiopia,2000,1,5,5,,,,,1
Ethiopia,2001,1,5,5,,,,,1
Ethiopia,2002,1,5,5,,,,,1
Ethiopia,2003,1,5,5,,,,,1
Ethiopia,2004,1,5,5,,,,,1
Ethiopia,2005,1,5,5,0,5,15,21,1
Ethiopia,2006,1,5,5,0,5,14,20,1
Ethiopia,2007,1,5,5,0,5,13,20,1
Ethiopia,2008,1,5,5,0,5,13,20,1
Ethiopia,2009,1,5,5,0,5,13,18,1
Ethiopia,2010,0,6,6,0,1,8,13,1
Ethiopia,2011,0,6,6,0,1,7,12,1
Ethiopia,2012,0,6,6,0,1,7,11,1
Ethiopia,2013,0,6,6,0,1,7,11,1
Ethiopia,2014,0,6,6,0,1,7,11,1
Ethiopia,2015,0,7,6,0,1,4,11,1
Ethiopia,2016,0,7,6,0,1,4,8,1
Ethiopia,2017,0,7,6,0,1,4,8,1
Ethiopia,2018,0,6,6,0,1,7,12,1
Ethiopia,2019,0,6,6,0,2,10,14,1
Ethiopia,2020,0,6,6,0,2,9,13,1
Ethiopia,2021,0,5,6,0,4,12,11,1
Ethiopia,2022,0,6,6,0,4,10,11,1
Fiji,1972,2,2,2,,,,,1
Fiji,1973,2,2,2,,,,,1
Fiji,1974,2,2,2,,,,,1
Fiji,1975,2,2,2,,,,,1
Fiji,1976,2,2,2,,,,,1
Fiji,1977,2,2,2,,,,,1
Fiji,1978,2,2,2,,,,,1
Fiji,1979,2,2,2,,,,,1
Fiji,1980,2,2,2,,,,,1
Fiji,1982,2,2,2,,,,,1
Fiji,1983,2,2,2,,,,,1
Fiji,1984,2,2,2,,,,,1
Fiji,1985,2,2,2,,,,,1
Fiji,1986,2,2,2,,,,,1
Fiji,1987,1,6,5,,,,,1
Fiji,1988,1,5,4,,,,,1
Fiji,1989,1,6,4,,,,,1
Fiji,1990,1,6,4,,,,,1
Fiji,1991,1,6,4,,,,,1
Fiji,1992,1,4,3,,,,,1
Fiji,1993,1,4,3,,,,,1
Fiji,1994,1,4,3,,,,,1
Fiji,1995,1,4,3,,,,,1
Fiji,1996,1,4,3,,,,,1
Fiji,1997,1,4,3,,,,,1
Fiji,1998,1,4,3,,,,,1
Fiji,1999,2,2,3,,,,,1
Fiji,2000,1,6,3,,,,,1
Fiji,2001,1,4,3,,,,,1
Fiji,2002,1,4,3,,,,,1
Fiji,2003,1,4,3,,,,,1
Fiji,2004,1,4,3,,,,,1
Fiji,2005,1,4,3,0,6,20,42,1
Fiji,2006,1,6,4,0,0,7,31,1
Fiji,2007,1,6,4,0,0,7,32,1
Fiji,2008,1,6,4,0,0,7,31,1
Fiji,2009,1,6,4,0,0,7,31,1
Fiji,2010,1,6,4,0,0,7,30,1
Fiji,2011,1,6,4,0,0,7,28,1
Fiji,2012,1,6,4,0,0,7,30,1
Fiji,2013,1,6,4,0,0,7,30,1
Fiji,2014,1,3,4,1,9,26,34,1
Fiji,2015,1,3,3,1,9,27,35,1
Fiji,2016,1,3,4,1,8,25,34,1
Fiji,2017,1,3,3,1,8,24,35,1
Fiji,2018,1,3,3,1,8,24,37,1
Fiji,2019,1,3,3,1,8,24,36,1
Fiji,2020,1,3,3,1,8,24,36,1
Fiji,2021,1,4,3,1,7,23,35,1
Fiji,2022,1,3,3,1,7,24,35,1
Finland,1972,2,2,2,,,,,1
Finland,1973,2,2,2,,,,,1
Finland,1974,2,2,2,,,,,1
Finland,1975,2,2,2,,,,,1
Finland,1976,2,2,2,,,,,1
Finland,1977,2,2,2,,,,,1
Finland,1978,2,2,2,,,,,1
Finland,1979,2,2,2,,,,,1
Finland,1980,2,2,2,,,,,1
Finland,1982,2,2,2,,,,,1
Finland,1983,2,2,2,,,,,1
Finland,1984,2,2,2,,,,,1
Finland,1985,2,2,2,,,,,1
Finland,1986,2,2,2,,,,,1
Finland,1987,2,1,2,,,,,1
Finland,1988,2,1,2,,,,,1
Finland,1989,2,1,1,,,,,1
Finland,1990,2,1,1,,,,,1
Finland,1991,2,1,1,,,,,1
Finland,1992,2,1,1,,,,,1
Finland,1993,2,1,1,,,,,1
Finland,1994,2,1,1,,,,,1
Finland,1995,2,1,1,,,,,1
Finland,1996,2,1,1,,,,,1
Finland,1997,2,1,1,,,,,1
Finland,1998,2,1,1,,,,,1
Finland,1999,2,1,1,,,,,1
Finland,2000,2,1,1,,,,,1
Finland,2001,2,1,1,,,,,1
Finland,2002,2,1,1,,,,,1
Finland,2003,2,1,1,,,,,1
Finland,2004,2,1,1,,,,,1
Finland,2005,2,1,1,1,12,40,60,1
Finland,2006,2,1,1,1,12,40,60,1
Finland,2007,2,1,1,1,12,40,60,1
Finland,2008,2,1,1,1,12,40,60,1
Finland,2009,2,1,1,1,12,40,60,1
Finland,2010,2,1,1,1,12,40,60,1
Finland,2011,2,1,1,1,12,40,60,1
Finland,2012,2,1,1,1,12,40,60,1
Finland,2013,2,1,1,1,12,40,60,1
Finland,2014,2,1,1,1,12,40,60,1
Finland,2015,2,1,1,1,12,40,60,1
Finland,2016,2,1,1,1,12,40,60,1
Finland,2017,2,1,1,1,12,40,60,1
Finland,2018,2,1,1,1,12,40,60,1
Finland,2019,2,1,1,1,12,40,60,1
Finland,2020,2,1,1,1,12,40,60,1
Finland,2021,2,1,1,1,12,40,60,1
Finland,2022,2,1,1,1,12,40,60,1
France,1972,2,1,2,,,,,1
France,1973,2,1,2,,,,,1
France,1974,2,1,2,,,,,1
France,1975,2,1,2,,,,,1
France,1976,2,1,1,,,,,1
France,1977,2,1,2,,,,,1
France,1978,2,1,2,,,,,1
France,1979,2,1,2,,,,,1
France,1980,2,1,2,,,,,1
France,1982,2,1,2,,,,,1
France,1983,2,1,2,,,,,1
France,1984,2,1,2,,,,,1
France,1985,2,1,2,,,,,1
France,1986,2,1,2,,,,,1
France,1987,2,1,2,,,,,1
France,1988,2,1,2,,,,,1
France,1989,2,1,2,,,,,1
France,1990,2,1,2,,,,,1
France,1991,2,1,2,,,,,1
France,1992,2,1,2,,,,,1
France,1993,2,1,2,,,,,1
France,1994,2,1,2,,,,,1
France,1995,2,1,2,,,,,1
France,1996,2,1,2,,,,,1
France,1997,2,1,2,,,,,1
France,1998,2,1,2,,,,,1
France,1999,2,1,2,,,,,1
France,2000,2,1,2,,,,,1
France,2001,2,1,2,,,,,1
France,2002,2,1,1,,,,,1
France,2003,2,1,1,,,,,1
France,2004,2,1,1,,,,,1
France,2005,2,1,1,1,12,38,55,1
France,2006,2,1,1,1,12,38,56,1
France,2007,2,1,1,1,12,38,55,1
France,2008,2,1,1,1,12,38,58,1
France,2009,2,1,1,1,12,38,58,1
France,2010,2,1,1,1,12,38,57,1
France,2011,2,1,1,1,12,38,57,1
France,2012,2,1,1,1,12,38,57,1
France,2013,2,1,1,1,12,38,57,1
France,2014,2,1,1,1,12,38,57,1
France,2015,2,1,1,1,12,38,53,1
France,2016,2,1,2,1,12,38,52,1
France,2017,2,1,2,1,12,38,52,1
France,2018,2,1,2,1,12,38,52,1
France,2019,2,1,2,1,12,38,52,1
France,2020,2,1,2,1,12,38,52,1
France,2021,2,1,2,1,12,38,51,1
France,2022,2,1,2,1,12,38,51,1
Gabon,1972,0,6,6,,,,,1
Gabon,1973,0,6,6,,,,,1
Gabon,1974,0,6,6,,,,,1
Gabon,1975,0,6,6,,,,,1
Gabon,1976,0,6,6,,,,,1
Gabon,1977,0,6,6,,,,,1
Gabon,1978,0,6,6,,,,,1
Gabon,1979,0,6,6,,,,,1
Gabon,1980,0,6,6,,,,,1
Gabon,1982,0,6,6,,,,,1
Gabon,1983,0,6,6,,,,,1
Gabon,1984,0,6,6,,,,,1
Gabon,1985,0,6,6,,,,,1
Gabon,1986,0,6,6,,,,,1
Gabon,1987,0,6,6,,,,,1
Gabon,1988,0,6,6,,,,,1
Gabon,1989,0,6,5,,,,,1
Gabon,1990,1,4,4,,,,,1
Gabon,1991,1,4,3,,,,,1
Gabon,1992,1,4,4,,,,,1
Gabon,1993,1,5,4,,,,,1
Gabon,1994,1,5,4,,,,,1
Gabon,1995,1,5,4,,,,,1
Gabon,1996,1,5,4,,,,,1
Gabon,1997,1,5,4,,,,,1
Gabon,1998,1,5,4,,,,,1
Gabon,1999,1,5,4,,,,,1
Gabon,2000,1,5,4,,,,,1
Gabon,2001,1,5,4,,,,,1
Gabon,2002,1,5,4,,,,,1
Gabon,2003,1,5,4,,,,,1
Gabon,2004,1,5,4,,,,,1
Gabon,2005,1,6,4,0,2,10,30,1
Gabon,2006,1,6,4,0,2,10,27,1
Gabon,2007,1,6,4,0,2,10,27,1
Gabon,2008,1,6,4,0,2,10,26,1
Gabon,2009,0,6,5,0,2,9,25,1
Gabon,2010,0,6,5,0,2,9,25,1
Gabon,2011,0,6,5,0,2,9,25,1
Gabon,2012,0,6,5,0,2,9,25,1
Gabon,2013,0,6,5,0,2,9,25,1
Gabon,2014,0,6,5,0,2,9,25,1
Gabon,2015,0,6,5,0,2,9,25,1
Gabon,2016,0,6,5,0,2,8,24,1
Gabon,2017,0,7,5,0,0,4,19,1
Gabon,2018,0,7,5,0,0,4,19,1
Gabon,2019,0,7,5,0,0,3,19,1
Gabon,2020,0,7,5,0,0,3,19,1
Gabon,2021,0,7,5,0,0,3,18,1
Gabon,2022,0,7,5,0,0,2,18,1
Gambia,1972,2,2,2,,,,,1
Gambia,1973,2,2,2,,,,,1
Gambia,1974,2,2,2,,,,,1
Gambia,1975,2,2,2,,,,,1
Gambia,1976,2,2,2,,,,,1
Gambia,1977,2,2,2,,,,,1
Gambia,1978,2,2,2,,,,,1
Gambia,1979,2,2,2,,,,,1
Gambia,1980,2,2,3,,,,,1
Gambia,1982,1,3,4,,,,,1
Gambia,1983,1,3,4,,,,,1
Gambia,1984,1,3,4,,,,,1
Gambia,1985,1,3,4,,,,,1
Gambia,1986,1,3,4,,,,,1
Gambia,1987,1,3,3,,,,,1
Gambia,1988,1,3,3,,,,,1
Gambia,1989,2,2,2,,,,,1
Gambia,1990,2,2,2,,,,,1
Gambia,1991,2,2,2,,,,,1
Gambia,1992,2,1,2,,,,,1
Gambia,1993,2,2,2,,,,,1
Gambia,1994,0,7,6,,,,,1
Gambia,1995,0,7,6,,,,,1
Gambia,1996,0,7,6,,,,,1
Gambia,1997,0,7,6,,,,,1
