country_name,year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti
Cuba,2019,1,8.5,1,1,2,3,2,4,3.533333333333334,9,1.75,3.25,1,2.666666666666667
Cuba,2021,1,8.5,1,1,2,3,2,4,3.533333333333334,9,1.75,3.25,1,2.666666666666667
Czechia,2005,5,10,10,10,10,10,10,9,9.449999809265137,10,10,9,9.5,8.75
Czechia,2007,5,10,10,10,10,10,10,10,9.550000190734863,10,10,9.25,9.5,9
Czechia,2009,5,10,10,10,10,10,10,10,9.800000190734863,10,10,9.5,10,9.5
Czechia,2011,5,10,10,10,10,10,10,10,9.649999618530273,10,10,9.25,10,9
Czechia,2013,5,10,10,10,10,10,10,10,9.600000381469727,10,10,9.25,10,8.75
Czechia,2015,5,10,10,10,10,9,10,10,9.449999809265137,10,9.75,9.25,9.5,8.75
Czechia,2017,5,10,10,10,10,10,10,10,9.399999618530273,10,10,9.25,9,8.75
Czechia,2019,5,10,10,10,10,10,10,10,9.35,10,10,9,9,8.75
Czechia,2021,5,10,10,10,10,9,10,9,9.300000000000001,10,9.75,9,9,8.75
Democratic Republic of Congo,2005,1,1.5,1,1,4,3,2,2,2.599999904632568,4.25,2.25,2,1.5,3
Democratic Republic of Congo,2007,1,2.5,6,3,6,5,3,2,3.716666698455811,5,5,2.25,3,3.3333333
Democratic Republic of Congo,2009,1,2.5,6,3,4,4,3,3,3.549999952316284,4.75,4.25,2.75,2,4
Democratic Republic of Congo,2011,1,2.5,6,3,4,4,3,3,3.599999904632568,5,4.25,2.75,2,4
Democratic Republic of Congo,2013,1,2,3,2,3,3,3,3,3.25,4.75,2.75,2.75,2,4
Democratic Republic of Congo,2015,1,2.5,3,2,3,3,3,3,3.400000095367432,5.5,2.75,2.75,2,4
Democratic Republic of Congo,2017,1,2.5,2,2,3,4,3,3,3.466666698455811,5.5,2.75,2.75,2,4.3333333
Democratic Republic of Congo,2019,1,2.5,4,2,3,3,3,3,3.516666666666667,5.5,3,2.75,2,4.333333333333333
Democratic Republic of Congo,2021,1,2.5,4,2,4,4,3,3,3.666666666666667,5.5,3.5,3,2,4.333333333333333
Djibouti,2019,1,7,4,3,3,2,3,3,3.783333333333334,6.75,3,3,2.5,3.666666666666667
Djibouti,2021,1,7,4,3,3,1,3,3,3.666666666666667,6.75,2.75,3,2.5,3.333333333333333
Dominican Republic,2005,4,7.5,9,9,9,7,8,6,7.300000190734863,8.25,8.5,6.25,7,6.5
Dominican Republic,2007,4,7.5,9,9,9,8,8,7,7.599999904632568,8.25,8.75,6.5,7.5,7
Dominican Republic,2009,4,8,8,9,9,8,7,7,7.550000190734863,8.5,8.5,6.25,7.5,7
Dominican Republic,2011,4,8,8,9,9,8,7,7,7.400000095367432,8,8.5,6.25,7.5,6.75
Dominican Republic,2013,4,8,7,9,9,8,6,7,7.199999809265137,8,8.25,5.75,7,7
Dominican Republic,2015,4,8,7,8,9,8,6,6,7.099999904632568,8,8,5.75,7,6.75
Dominican Republic,2017,4,8,7,8,9,8,6,6,6.949999809265137,8,8,5.25,7,6.5
Dominican Republic,2019,4,7.5,7,8,9,7,6,6,6.8,7.5,7.75,5.25,7,6.5
Dominican Republic,2021,4,7.5,7,8,9,8,6,6,6.85,7.75,8,5.25,7,6.25
Ecuador,2005,4,7,9,6,8,7,5,6,6.199999809265137,8,7.5,4.75,5.5,5.25
Ecuador,2007,4,7,8,7,9,8,5,7,6.150000095367432,8,8,4.75,5,5
Ecuador,2009,3,7,7,9,9,6,4,7,5.900000095367432,8,7.75,4.75,4.5,4.5
Ecuador,2011,3,7,7,7,8,6,5,7,5.699999809265137,7.5,7,5,4.5,4.5
Ecuador,2013,3,7.5,6,8,8,5,4,7,5.699999809265137,8,6.75,4.75,4.5,4.5
Ecuador,2015,3,7.5,6,9,6,4,4,6,5.449999809265137,7.75,6.25,4.5,4.5,4.25
Ecuador,2017,3,8,6,9,6,5,4,6,5.900000095367432,8.25,6.5,4.75,5.5,4.5
Ecuador,2019,4,8,8,9,9,8,7,7,7.2,8.5,8.5,6.5,7,5.5
Ecuador,2021,4,7.5,8,9,9,7,7,7,7,8,8.25,6.5,7,5.25
Egypt,2005,2,7.5,3,2,4,4,3,4,4.116666793823242,7.25,3.25,3.75,2,4.3333333
Egypt,2007,2,7.5,4,2,5,5,4,4,4.400000095367432,7.75,4,4.25,2,4
Egypt,2009,2,7,3,2,5,4,4,4,4.216666698455811,7,3.5,4.25,2,4.3333333
Egypt,2011,2,7,3,2,4,4,3,3,4.083333492279053,7,3.25,3.5,2,4.6666667
Egypt,2013,2,6.5,7,3,6,6,6,3,4.916666507720947,6,5.5,4.75,3,5.3333333
Egypt,2015,1,6,4,2,3,4,3,3,3.933333396911621,6.25,3.25,3.5,2,4.6666667
Egypt,2017,1,6,3,2,3,3,3,3,3.700000047683716,6.25,2.75,3.5,2,4
Egypt,2019,1,6,2,2,3,2,3,2,3.5,6.25,2.25,3,2,4
Egypt,2021,1,6.5,2,2,3,2,2,2,3.366666666666666,6.75,2.25,2.5,2,3.333333333333333
El Salvador,2005,4,6.5,8,9,7,7,7,5,7.349999904632568,8,7.75,6,8.5,6.5
El Salvador,2007,4,6.5,7,9,7,8,6,6,7.199999809265137,8,7.75,6,8,6.25
El Salvador,2009,4,7,8,9,6,7,7,6,7.349999904632568,8.25,7.5,6.25,8,6.75
El Salvador,2011,4,6,8,9,8,8,7,6,7.449999809265137,7.75,8.25,6.25,8,7
El Salvador,2013,4,6.5,8,9,8,8,7,6,7.5,8,8.25,6.25,8,7
El Salvador,2015,4,6,9,9,8,8,7,5,7.300000190734863,7.75,8.5,6,7.5,6.75
El Salvador,2017,4,6,9,9,8,8,7,5,7.300000190734863,7.75,8.5,6,8,6.25
El Salvador,2019,4,6,9,9,8,8,7,5,7.2,7.5,8.5,6,8,6
El Salvador,2021,4,6.5,9,9,8,7,6,5,6.7,7.75,8.25,5.75,6,5.75
Equatorial Guinea,2019,1,6.5,2,2,2,2,2,2,2.816666666666667,7,2,1.75,1,2.333333333333333
Equatorial Guinea,2021,1,6,2,2,2,2,2,2,2.766666666666667,6.75,2,1.75,1,2.333333333333333
Eritrea,2005,1,9,1,3,3,1,2,1,3.316666603088379,8.75,2,2.5,1,2.3333333
Eritrea,2007,1,6.5,1,2,1,1,1,1,2.599999904632568,6.75,1.25,2,1,2
Eritrea,2009,1,5.5,1,1,1,1,1,1,2.683333396911621,6.75,1,2,1,2.6666667
Eritrea,2011,1,4.5,1,1,1,1,1,1,2.133333444595337,5.75,1,1.25,1,1.6666667
Eritrea,2013,1,4.5,1,1,1,1,1,1,2.083333253860474,5.5,1,1.25,1,1.6666667
Eritrea,2015,1,4.5,1,1,1,1,1,1,2.066666603088379,5.75,1,1.25,1,1.3333333
Eritrea,2017,1,5,1,1,1,1,1,1,2.116666555404663,6,1,1.25,1,1.3333333
Eritrea,2019,1,5,1,1,1,1,1,1,2.116666666666667,6,1,1.25,1,1.333333333333333
Eritrea,2021,1,5,1,1,1,1,1,1,2.116666666666667,6,1,1.25,1,1.333333333333333
Estonia,2005,5,10,9,10,10,10,10,9,9.399999618530273,9.25,9.75,9.5,10,8.5
Estonia,2007,5,10,9,10,10,10,10,10,9.550000190734863,9.5,9.75,9.75,10,8.75
Estonia,2009,5,10,9,10,10,10,10,10,9.600000381469727,9.5,9.75,9.75,10,9
Estonia,2011,5,10,9,10,10,10,10,10,9.550000190734863,9.5,9.75,9.75,10,8.75
Estonia,2013,5,10,10,10,10,10,10,10,9.699999809265137,9.5,10,9.75,10,9.25
Estonia,2015,5,10,10,10,10,10,10,10,9.699999809265137,9.5,10,9.75,10,9.25
Estonia,2017,5,10,10,10,10,10,10,10,9.75,9.5,10,10,10,9.25
Estonia,2019,5,10,10,10,10,10,10,10,9.800000000000001,9.75,10,10,10,9.25
Estonia,2021,5,10,10,10,10,9,10,10,9.65,9.5,9.75,10,10,9
Eswatini,2019,1,8,1,1,3,2,2,3,3.583333333333333,7.5,1.75,2.5,2.5,3.666666666666667
Eswatini,2021,1,8,1,1,3,2,2,4,3.483333333333333,7.5,1.75,2.5,2,3.666666666666667
Ethiopia,2005,2,6.5,3,3,5,4,3,3,4.166666507720947,7.5,3.75,3.25,2,4.3333333
Ethiopia,2007,2,7,4,2,4,2,4,3,4.133333206176758,7.5,3,3.5,2,4.6666667
Ethiopia,2009,1,5,3,2,3,4,3,3,3.533333301544189,5.75,3,3.25,2,3.6666667
Ethiopia,2011,1,7,3,2,3,3,3,2,3.683333396911621,7.25,2.75,2.75,2,3.6666667
Ethiopia,2013,1,6.5,2,2,2,2,3,2,3.366666555404663,6.5,2,3,2,3.3333333
Ethiopia,2015,1,6.5,2,2,3,2,3,2,3.233333349227905,6.25,2.25,3,2,2.6666667
Ethiopia,2017,1,6.5,2,2,2,2,2,2,3.016666650772095,6,2,2.75,2,2.3333333
Ethiopia,2019,2,7,4,3,5,3,3,2,4,7,3.75,3.25,3,3
Ethiopia,2021,1,5,3,3,5,3,3,2,3.783333333333334,5.5,3.5,3.25,3,3.666666666666667
Gabon,2019,2,7.5,4,3,4,4,3,5,4.7,8.5,3.75,3.75,2.5,5
Gabon,2021,2,7.5,4,3,4,4,3,4,4.65,8.5,3.75,3.5,2.5,5
Gambia,2019,4,7.5,7,7,7,7,6,6,6.9,8.25,7,5.5,7.5,6.25
Gambia,2021,4,7.5,7,7,6,7,6,6,6.95,8,6.75,5.75,7.5,6.75
Georgia,2005,4,4,9,7,8,6,5,7,6.099999904632568,5.25,7.5,6.5,7,4.25
Georgia,2007,4,6,9,9,9,7,5,7,6.849999904632568,6.75,8.5,6,8,5
Georgia,2009,4,5,7,9,7,6,5,6,6.050000190734863,6.25,7.25,5.5,6.5,4.75
Georgia,2011,4,5.5,8,9,7,6,6,6,6.150000095367432,6.25,7.5,6,6.5,4.5
Georgia,2013,4,5.5,8,9,8,7,6,6,6.5,6.5,8,6,7,5
Georgia,2015,4,5.5,9,8,9,8,6,7,6.699999809265137,6.25,8.5,6.5,7,5.25
Georgia,2017,4,6,9,8,9,8,6,7,6.800000190734863,6.5,8.5,6.5,7.5,5
Georgia,2019,4,6,8,8,9,8,6,7,6.6,6.5,8.25,6.25,7,5
Georgia,2021,4,6,7,7,8,8,5,7,6.1,6.5,7.5,5.75,6,4.75
Ghana,2005,4,7,9,8,9,8,8,8,7.900000095367432,8,8.5,7.5,8,7.5
Ghana,2007,5,7,9,9,9,9,8,8,8.100000381469727,7.75,9,7.5,8.5,7.75
Ghana,2009,5,7.5,8,9,9,8,8,8,8.149999618530273,8,8.5,7.5,9,7.75
Ghana,2011,5,7.5,8,9,9,9,8,8,8.25,8,8.75,7.5,9,8
Ghana,2013,5,7.5,8,9,10,9,8,8,8.300000190734863,8,9,7.5,9,8
Ghana,2015,4,7.5,8,9,9,8,8,6,7.900000095367432,7.75,8.5,6.75,8.5,8
Ghana,2017,4,7.5,8,9,9,8,8,7,7.900000095367432,7.75,8.5,7,8.5,7.75
Ghana,2019,4,7,8,9,9,8,8,7,7.85,7.5,8.5,7,8.5,7.75
Ghana,2021,5,7.5,8,9,9,9,8,7,8,7.75,8.75,7,8.5,8
Guatemala,2005,3,6,7,7,6,5,6,5,5.650000095367432,7,6.25,5.25,5.5,4.25
Guatemala,2007,3,6,7,6,6,6,6,5,5.900000095367432,7,6.25,5.5,6,4.75
Guatemala,2009,3,5.5,8,6,6,6,6,5,5.849999904632568,6.75,6.5,5.25,6,4.75
Guatemala,2011,3,4.5,7,5,6,6,6,5,5.550000190734863,6.25,6,5.25,5.5,4.75
Guatemala,2013,3,4.5,6,5,5,5,6,5,5.199999809265137,6.25,5.25,5.25,5,4.25
Guatemala,2015,3,4.5,6,4,5,6,5,4,5.150000095367432,6.25,5.25,4.5,5.5,4.25
Guatemala,2017,3,4,6,4,5,6,5,4,5.050000190734863,6,5.25,4.75,5,4.25
Guatemala,2019,2,3.5,6,3,5,5,3,4,4.05,5.25,4.75,3.25,3,4
Guatemala,2021,2,4,6,4,4,5,3,4,4.1,5.5,4.75,3.25,3,4
Guinea,2005,2,6.5,3,2,5,4,3,4,4.283333301544189,7.75,3.5,3.5,2,4.6666667
Guinea,2007,1,5.5,3,2,6,4,3,3,3.983333349227905,7,3.75,2.5,2,4.6666667
Guinea,2009,1,5.5,1,1,5,5,2,3,3.549999952316284,7,3,2.75,1,4
Guinea,2011,3,6,6,6,7,6,4,4,5.633333206176758,7.25,6.25,4,5,5.6666667
Guinea,2013,2,6.5,5,3,6,7,4,5,5.099999904632568,7.5,5.25,4.75,3,5
Guinea,2015,3,6,6,6,6,6,5,5,5.800000190734863,7.25,6,4.75,5,6
Guinea,2017,4,6.5,6,7,6,6,5,5,6.050000190734863,7.75,6.25,5,5,6.25
Guinea,2019,3,6.5,6,7,6,5,5,5,5.95,7.75,6,4.75,5,6.25
Guinea,2021,2,6,5,3,4,4,4,4,4.85,7.5,4,3.75,3,6
Guinea-Bissau,2019,4,5,7,7,7,6,6,5,6.25,7,6.75,5,5.5,7
Guinea-Bissau,2021,3,5,7,7,6,5,4,4,5.85,7,6.25,4,5,7
Haiti,2005,1,2,3,2,6,4,3,3,3.349999904632568,5,3.75,3,2,3
Haiti,2007,3,3,6,5,7,4,4,5,4.400000095367432,5.25,5.5,3.75,4.5,3
Haiti,2009,3,3.5,6,6,7,5,4,6,5.050000190734863,5.75,6,4.25,5.5,3.75
Haiti,2011,1,1.5,4,2,7,5,4,5,3.666666746139526,4.75,4.5,3.75,2,3.3333333
Haiti,2013,1,2,5,2,7,6,4,5,3.916666746139526,5,5,3.75,2.5,3.3333333
Haiti,2015,1,2.5,5,2,7,6,3,4,3.75,5.25,5,3,2.5,3
Haiti,2017,2,3,6,4,7,7,3,4,4.099999904632568,5.5,6,3,3,3
Haiti,2019,2,3.5,6,4,7,7,4,3,4.216666666666667,5.75,6,3,3,3.333333333333333
Haiti,2021,1,2.5,4,3,7,6,3,3,3.866666666666666,5.25,5,2.75,3,3.333333333333333
Honduras,2005,4,6,9,8,8,6,8,6,6.800000190734863,7.5,7.75,6,7.5,5.25
Honduras,2007,4,6,9,7,8,6,8,6,6.650000095367432,7.5,7.5,6,7,5.25
Honduras,2009,4,6,8,7,8,7,6,6,6.550000190734863,7.5,7.5,5.25,7,5.5
Honduras,2011,4,6,7,6,7,7,6,6,6.400000095367432,7.5,6.75,5.75,6,6
Honduras,2013,4,6,7,7,8,6,6,6,6.650000095367432,7.5,7,5.75,7,6
Honduras,2015,4,6,8,7,8,6,7,5,6.550000190734863,7.5,7.25,5.75,6.5,5.75
Honduras,2017,3,6,6,6,6,5,5,4,5.800000190734863,7.5,5.75,4.75,5.5,5.5
Honduras,2019,2,6,5,3,5,5,3,4,4.666666666666666,7.25,4.5,3.25,3,5.333333333333333
Honduras,2021,2,5,5,3,4,4,3,4,4.416666666666666,6.5,4,3.25,3,5.333333333333333
Hungary,2005,5,10,10,10,10,10,10,9,9.399999618530273,10,10,9,9.5,8.5
Hungary,2007,5,10,10,10,10,10,10,10,9.350000381469727,10,10,9.25,9,8.5
Hungary,2009,5,10,10,10,10,10,10,9,9.25,10,10,9,8.5,8.75
Hungary,2011,5,10,9,10,9,8,7,8,8.350000381469727,9.75,9,7.75,7.5,7.75
Hungary,2013,4,10,9,10,9,7,6,8,7.949999809265137,9.5,8.75,7.25,7.5,6.75
Hungary,2015,4,10,7,10,7,6,5,8,7.599999904632568,9.5,7.5,6.5,7.5,7
Hungary,2017,4,10,7,10,7,6,5,7,7.150000095367432,9.25,7.5,6,6.5,6.5
Hungary,2019,4,9.5,6,10,7,5,5,7,6.8,9.25,7,5.75,5.5,6.5
Hungary,2021,4,9,6,9,6,4,4,6,6.35,8.75,6.25,5.25,5,6.5
India,2005,4,7.5,7,9,10,9,9,7,7.949999809265137,8.25,8.75,7.5,8.5,6.75
India,2007,5,8,9,9,10,9,9,7,8.100000381469727,8.25,9.25,7.5,8.5,7
India,2009,5,7.5,8,10,10,9,9,7,8.199999809265137,8,9.25,7.5,9,7.25
India,2011,5,8,9,10,10,9,9,7,8.199999809265137,8.25,9.5,7.5,8.5,7.25
India,2013,5,7,9,10,10,8,9,7,8.100000381469727,7.75,9.25,7.5,8.5,7.5
India,2015,4,7,9,8,9,7,9,7,7.75,7.5,8.25,7.25,8.5,7.25
India,2017,4,7.5,9,9,7,7,9,6,7.599999904632568,7.25,8,7,8.5,7.25
India,2019,4,7.5,9,8,6,6,9,6,7.25,7.25,7.25,7,8,6.75
India,2021,4,7.5,8,7,5,5,6,5,6.3,6.75,6.25,5.75,6.5,6.25
Indonesia,2005,4,6,9,6,8,7,6,7,6.300000190734863,6.5,7.5,5.5,6.5,5.5
Indonesia,2007,4,7,9,6,8,6,7,7,6.449999809265137,6.75,7.25,5.5,7,5.75
Indonesia,2009,4,7,9,7,8,7,9,7,7,6.75,7.75,6.75,7,6.75
Indonesia,2011,4,7,9,7,7,7,9,7,6.849999904632568,6.75,7.5,6.25,7,6.75
Indonesia,2013,4,7.5,9,7,7,6,9,6,7.050000190734863,7.25,7.25,6.25,7.5,7
Indonesia,2015,4,7.5,8,7,7,6,9,6,6.900000095367432,7.25,7,6.25,7,7
Indonesia,2017,4,7,8,7,7,6,9,6,6.5,6.5,7,6.25,6,6.75
Indonesia,2019,4,7,8,6,6,6,8,6,6.45,6.5,6.5,6,6.5,6.75
Indonesia,2021,4,7,8,6,5,5,8,6,6.35,6.5,6,6,6.5,6.75
Iran,2005,1,7,4,2,5,4,4,4,3.75,5.5,3.75,3.5,2,4
Iran,2007,1,7,5,2,4,4,4,4,3.733333349227905,5.75,3.75,3.5,2,3.6666667
Iran,2009,1,7.5,4,2,4,3,4,3,3.450000047683716,5.75,3.25,3.25,2,3
Iran,2011,1,7.5,3,2,3,2,4,2,3.25,6,2.5,2.75,2,3
Iran,2013,1,7.5,3,2,3,1,4,2,3.133333444595337,6,2.25,2.75,2,2.6666667
Iran,2015,1,6.5,4,2,3,1,3,2,2.966666698455811,5.5,2.5,2.5,2,2.3333333
Iran,2017,1,6.5,4,2,3,2,3,2,2.916666746139526,5.25,2.75,2.25,2,2.3333333
Iran,2019,1,6.5,3,2,2,2,3,2,2.883333333333333,5.25,2.25,2.25,2,2.666666666666667
Iran,2021,1,6.5,3,2,2,2,3,2,2.883333333333333,5.25,2.25,2.25,2,2.666666666666667
Iraq,2005,1,1,5,2,6,5,2,4,2.683333396911621,2.5,4.5,2.25,1.5,2.6666667
Iraq,2007,1,2,6,3,6,5,5,3,3.200000047683716,3,5,3,3,2
Iraq,2009,3,3,7,4,7,5,6,4,4.216666698455811,4,5.75,4,5,2.3333333
Iraq,2011,3,4,7,4,7,5,6,4,4.400000095367432,4.5,5.75,4.25,4.5,3
Iraq,2013,3,4,7,4,6,4,5,4,4.099999904632568,4.25,5.25,3.5,4,3.5
Iraq,2015,1,3,7,3,5,3,5,3,3.450000047683716,3.25,4.5,3.5,3,3
Iraq,2017,1,3.5,6,4,6,3,5,3,3.599999904632568,3.5,4.75,3.75,3,3
Iraq,2019,1,4.5,6,5,7,3,5,3,3.966666666666666,4.5,5.25,3.75,3,3.333333333333333
Iraq,2021,2,4,6,5,6,3,5,3,4.133333333333334,4.5,5,4.5,3,3.666666666666667
Jamaica,2005,5,8.5,10,10,10,10,9,8,8.699999809265137,9.25,10,7.75,9.5,7
Jamaica,2007,5,8,10,9,10,10,9,8,8.550000190734863,9,9.75,7.5,9.5,7
Jamaica,2009,5,7.5,10,9,10,10,9,7,8.25,8.5,9.75,7.25,8.5,7.25
Jamaica,2011,5,8,9,9,10,10,8,7,8.25,9,9.5,7.25,8.5,7
Jamaica,2013,5,8,9,9,10,10,8,7,8.300000190734863,8.75,9.5,7.25,8.5,7.5
Jamaica,2015,5,8,9,9,10,10,8,7,8.300000190734863,8.75,9.5,7.25,8.5,7.5
Jamaica,2017,5,8,9,9,10,10,8,7,8.300000190734863,8.75,9.5,7.25,8.5,7.5
Jamaica,2019,5,8,9,9,10,10,8,7,8.25,8.75,9.5,7.25,8.5,7.25
Jamaica,2021,5,8,9,9,10,10,8,7,8.199999999999999,8.75,9.5,7.25,8.5,7
Jordan,2005,2,7.5,4,2,4,5,4,5,4.099999904632568,6.5,3.75,4.25,2,4
Jordan,2007,1,7,4,2,4,5,4,5,3.983333349227905,6.25,3.75,4.25,2,3.6666667
Jordan,2009,2,7.5,4,2,5,4,3,5,4.016666889190674,7,3.75,4,2,3.3333333
Jordan,2011,1,7,4,2,5,4,3,5,3.916666746139526,6.5,3.75,4,2,3.3333333
Jordan,2013,2,6.5,5,2,5,4,3,5,4.099999904632568,6.25,4,4.25,2,4
Jordan,2015,2,6.5,4,2,5,4,3,5,4.033333301544189,6.25,3.75,4.5,2,3.6666667
Jordan,2017,2,7,5,2,5,4,3,5,4.366666793823242,6.5,4,4.5,2.5,4.3333333
Jordan,2019,2,7,5,2,5,4,3,5,4.316666666666666,6.5,4,4.25,2.5,4.333333333333333
Jordan,2021,2,7,4,2,4,4,3,5,4.2,6.75,3.5,4.25,2.5,4
Kazakhstan,2005,2,8,3,1,4,3,3,5,4.183333396911621,8.5,2.75,4,2,3.6666667
Kazakhstan,2007,2,8.5,3,2,4,4,3,4,4.233333110809326,8.5,3.25,3.75,2,3.6666667
Kazakhstan,2009,2,8.5,3,2,4,4,3,4,4.166666507720947,8.5,3.25,3.75,2,3.3333333
Kazakhstan,2011,2,8.5,3,2,4,4,2,4,4,8.5,3.25,3.25,2,3
Kazakhstan,2013,1,8.5,3,2,3,3,2,3,3.849999904632568,8.5,2.75,3,2,3
Kazakhstan,2015,1,9,2,2,3,3,2,3,3.733333349227905,8.75,2.5,2.75,2,2.6666667
Kazakhstan,2017,1,8.5,2,2,3,3,2,3,3.799999952316284,8.5,2.5,3,2,3
Kazakhstan,2019,1,8.5,2,2,3,2,2,4,3.783333333333334,8.5,2.25,3.5,2,2.666666666666667
Kazakhstan,2021,1,8,2,2,4,2,2,4,3.783333333333334,8.25,2.5,3.5,2,2.666666666666667
Kenya,2005,4,5.5,9,7,6,6,6,6,6.449999809265137,7.5,7,5.5,5.5,6.75
Kenya,2007,4,5.5,9,7,8,8,7,8,7,7.5,8,6,7,6.5
Kenya,2009,3,5.5,6,6,5,6,5,7,5.849999904632568,7,5.75,4.75,6,5.75
Kenya,2011,4,6,6,6,7,8,6,7,6.349999904632568,7,6.75,5.5,6.5,6
Kenya,2013,4,5.5,7,7,7,8,7,6,6.550000190734863,7,7.25,5.75,6.5,6.25
Kenya,2015,4,5.5,8,6,5,7,6,6,6.25,6.75,6.5,5.5,6.5,6
Kenya,2017,4,5.5,8,6,5,7,6,6,6.25,6.75,6.5,5.5,6.5,6
Kenya,2019,2,5.5,5,3,5,5,6,5,4.85,6.25,4.5,5.5,3,5
Kenya,2021,2,5,5,3,5,5,6,6,4.916666666666666,6,4.5,5.75,3,5.333333333333333
Kosovo,2009,4,8,9,8,9,7,6,6,6.949999809265137,7.75,8.25,5.5,7,6.25
Kosovo,2011,4,7.5,7,8,9,6,6,6,6.699999809265137,7.75,7.5,5.5,6.5,6.25
Kosovo,2013,4,7,7,7,9,6,6,6,6.599999904632568,7.5,7.25,5.5,6.5,6.25
Kosovo,2015,4,7.5,7,7,9,6,6,6,6.650000095367432,7.75,7.25,5.5,6.5,6.25
Kosovo,2017,4,7.5,7,7,9,6,6,6,6.449999809265137,7.5,7.25,5.75,6,5.75
Kosovo,2019,4,8,8,7,9,6,5,7,6.55,7.75,7.5,5.5,6.5,5.5
Kosovo,2021,4,8,9,8,9,6,5,7,6.7,7.75,8,5.5,6.5,5.75
Kuwait,2007,2,9,4,2,5,6,3,7,4.083333492279053,7,4.25,4.5,2,2.6666667
Kuwait,2009,2,8.5,4,2,6,7,4,7,4.683333396911621,8,4.75,5,2,3.6666667
Kuwait,2011,2,9,4,2,6,6,5,7,4.949999809265137,8,4.5,5.25,3,4
Kuwait,2013,2,9,4,2,6,6,5,7,4.699999809265137,7.75,4.5,5.25,2,4
Kuwait,2015,2,9,3,2,4,5,4,6,4.383333206176758,7.5,3.5,4.75,2.5,3.6666667
Kuwait,2017,2,9,4,3,4,4,4,5,4.5,7.25,3.75,4.5,3,4
Kuwait,2019,2,9,4,3,4,4,4,6,4.7,7.75,3.75,5,3,4
Kuwait,2021,2,9,4,3,4,4,4,5,4.65,7.75,3.75,4.75,3,4
Kyrgyzstan,2005,2,5.5,4,1,6,4,4,5,4.083333492279053,7.25,3.75,3.75,2,3.6666667
Kyrgyzstan,2007,3,6.5,7,5,8,7,6,7,5.949999809265137,8,6.75,5.25,5,4.75
Kyrgyzstan,2009,2,7,4,2,4,4,3,6,4.349999904632568,8.25,3.5,4,2,4
Kyrgyzstan,2011,3,5.5,6,4,7,7,5,6,5.433333396911621,7.25,6,4.25,5,4.6666667
Kyrgyzstan,2013,3,6,6,5,7,7,6,6,5.800000190734863,7.5,6.25,4.5,5.5,5.25
Kyrgyzstan,2015,3,6.5,6,5,7,7,6,6,5.949999809265137,7.5,6.25,5,6,5
Kyrgyzstan,2017,4,7.5,7,6,7,6,6,6,6.150000095367432,8,6.5,5.25,6,5
Kyrgyzstan,2019,4,8,6,6,7,6,5,6,6.1,8.25,6.25,5,6,5
Kyrgyzstan,2021,3,7,6,6,6,5,5,5,5.55,7.75,5.75,4.25,5,5
Laos,2005,1,7.5,1,1,1,1,1,3,2.833333253860474,8.25,1,2.25,1,1.6666667
Laos,2007,1,7.5,2,2,1,1,1,2,2.783333301544189,8.25,1.5,1.5,1,1.6666667
Laos,2009,1,8.5,1,2,1,1,1,3,2.883333444595337,8.75,1.25,1.75,1,1.6666667
Laos,2011,1,8,1,1,1,1,1,3,2.833333253860474,8.5,1,2,1,1.6666667
Laos,2013,1,8,1,1,1,1,1,3,2.950000047683716,8.5,1,2.25,1,2
Laos,2015,1,8,1,1,1,1,1,3,2.900000095367432,8.5,1,2,1,2
Laos,2017,1,7.5,1,1,1,1,1,3,2.916666746139526,8.25,1,2,1,2.3333333
Laos,2019,1,7.5,1,1,1,1,1,3,2.966666666666667,8.25,1,2.25,1,2.333333333333333
Laos,2021,1,7.5,1,1,1,2,2,3,3.183333333333333,8.5,1.25,2.5,1,2.666666666666667
Latvia,2005,5,9.5,8,10,10,10,10,9,8.300000190734863,8.75,9.5,8.5,8.5,6.25
Latvia,2007,5,10,9,10,10,10,10,9,8.699999809265137,9.5,9.75,8.5,9,6.75
Latvia,2009,5,10,9,10,10,10,10,9,8.850000381469727,9.5,9.75,8.5,9.5,7
Latvia,2011,5,10,9,10,10,9,10,9,8.800000190734863,9.5,9.5,8.5,9.5,7
Latvia,2013,5,10,9,10,10,9,9,9,8.75,9.5,9.5,8.25,9.5,7
Latvia,2015,5,10,9,9,10,8,9,9,8.75,9.5,9,8.25,10,7
Latvia,2017,5,10,9,9,10,8,9,9,8.75,9.5,9,8.25,10,7
Latvia,2019,5,10,9,10,10,8,9,9,8.9,9.5,9.25,8.25,10,7.5
Latvia,2021,5,10,9,10,10,9,9,9,9,9.5,9.5,8.5,10,7.5
Lebanon,2005,3,4.5,7,4,7,6,6,6,5.599999904632568,5.5,6,5,5.5,6
Lebanon,2007,4,5.5,7,5,9,8,6,7,6.25,6.25,7.25,5.5,6,6.25
Lebanon,2009,4,5.5,7,4,7,7,7,7,6.25,6.5,6.25,6.25,6,6.25
Lebanon,2011,4,5,7,4,8,7,6,7,6.150000095367432,6.25,6.5,5.75,6,6.25
Lebanon,2013,4,4,7,4,8,6,6,7,6,5.75,6.25,5.75,6,6.25
