"","tableSlug","name","slug","sourceName","sourceLink","dataPublishedBy","unit","shortUnit","tolerance","description"
"73","inc_or_cons","$3.20 a day - income gap ratio","income_gap_ratio_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $3.20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"74","inc_or_cons","$5.50 a day - income gap ratio","income_gap_ratio_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $5.50 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"75","inc_or_cons","$10 a day - income gap ratio","income_gap_ratio_1000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $10 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"76","inc_or_cons","$20 a day - income gap ratio","income_gap_ratio_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"77","inc_or_cons","$30 a day - income gap ratio","income_gap_ratio_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $30 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"78","inc_or_cons","$40 a day - income gap ratio","income_gap_ratio_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $40 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"79","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"80","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1.90 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"81","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $3.20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"82","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $5.50 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"83","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $10 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"84","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"85","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $30 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"86","inc_or_cons","40% of median - income gap ratio","income_gap_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $40 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"87","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"88","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1.90 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"89","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $3.20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"90","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $5.50 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"91","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $10 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"92","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"93","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $30 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"94","inc_or_cons","50% of median - income gap ratio","income_gap_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $40 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"95","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"96","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1.90 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"97","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $3.20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"98","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $5.50 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"99","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $10 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"100","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"101","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $30 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"102","inc_or_cons","60% of median - income gap ratio","income_gap_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $40 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"103","inc_or_cons","$1 a day - poverty gap index","poverty_gap_index_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $1 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"104","inc_or_cons","$1.90 a day - poverty gap index","poverty_gap_index_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $1.90 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"105","inc_or_cons","$3.20 a day - poverty gap index","poverty_gap_index_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $3.20 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"106","inc_or_cons","$5.50 a day - poverty gap index","poverty_gap_index_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $5.50 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"107","inc_or_cons","$10 a day - poverty gap index","poverty_gap_index_1000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $10 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"108","inc_or_cons","$20 a day - poverty gap index","poverty_gap_index_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $20 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"109","inc_or_cons","$30 a day - poverty gap index","poverty_gap_index_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $30 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"110","inc_or_cons","$40 a day - poverty gap index","poverty_gap_index_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $40 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"111","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $1 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"112","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $1.90 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"113","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $3.20 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"114","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $5.50 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"115","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_1000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $10 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"116","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $20 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"117","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $30 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"118","inc_or_cons","40% of median  - poverty gap index","poverty_gap_index_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $40 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"119","inc_or_cons","50% of median  - poverty gap index","poverty_gap_index_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $1 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"120","inc_or_cons","50% of median  - poverty gap index","poverty_gap_index_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $1.90 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"121","inc_or_cons","50% of median  - poverty gap index","poverty_gap_index_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $3.20 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
"122","inc_or_cons","50% of median  - poverty gap index","poverty_gap_index_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","The poverty gap index calculated at a poverty line of $5.50 a day.

The poverty gap index is a measure that reflects both the depth and prevalence of poverty. It is defined as the mean shortfall of the total population from the poverty line counting the non-poor as having zero shortfall and expressed as a percentage of the poverty line. 

It is worth unpacking that definition a little. For those below the poverty line, the shortfall corresponds to the amount of money required in order to reach the poverty line. For those at or above the poverty line, the shortfall is counted as zero. The average shortfall is then calculated across the total population – both poor and non-poor – and then expressed as a share of the poverty line.

Unlike the more commonly-used metric of the headcount ratio, the poverty gap index is thus sensitive not only to whether a person’s income falls below the poverty line or not, but also by how much – i.e. to the depth of poverty they experience."
