entity,year,cVDPV1,cVDPV2,cVDPV3,total_cVDPV,wild_polio_cases,non_polio_afp_rate,percent_adequate_stool_collection,total_polio,correction_factor,estimated_polio_cases,wild_polio_cases_per_million,cVDPV1_per_million,cVDPV2_per_million,cVDPV3_per_million,total_cVDPV_per_million,total_polio_per_million,estimated_polio_cases_per_million,polio_status,polio_surveillance_status,last_polio_case
Estonia,1996,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Estonia,1997,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Estonia,1998,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Estonia,1999,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Estonia,2000,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Estonia,2001,,,,0.0,0.0,1.15,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening,
Estonia,2002,,,,0.0,0.0,0.77,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening,
Estonia,2003,,,,0.0,0.0,,,0.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2004,,,,0.0,0.0,0.5,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2005,,,,0.0,0.0,,,0.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2006,,,,0.0,0.0,0.51,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2007,,,,0.0,0.0,,,0.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2008,,,,0.0,0.0,,,0.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2009,,,,0.0,0.0,0.51,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2010,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2011,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2012,,,,0.0,0.0,0.49,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2013,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2014,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2015,,,,0.0,0.0,0.47,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2016,,,,0.0,0.0,0.48,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2017,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2018,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2019,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2020,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Estonia,2021,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,Certified polio free,1961.0
Eswatini,1910,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1911,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1912,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1913,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1914,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1915,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1916,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1917,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1918,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1919,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1920,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1921,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1922,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1923,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1924,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1925,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1926,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1927,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1928,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1929,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1930,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1931,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1932,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1933,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1934,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1935,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1936,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1937,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1938,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1939,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1940,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1941,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1942,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1943,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1944,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1945,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1946,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1947,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1948,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1949,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1950,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1951,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1952,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1953,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1954,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1955,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1956,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1957,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1958,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1959,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1960,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1961,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1962,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1963,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1964,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1965,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1966,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1967,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1968,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1969,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1970,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1971,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1972,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1973,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1974,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1975,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1976,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1977,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1978,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1979,,,,,,,,,,,,,,,,,,endemic,,
Eswatini,1980,,,,,,,,192.0,7.0,1344.0,,,,,,326.613,2286.29,endemic,,
Eswatini,1981,,,,,,,,,7.0,,,,,,,,,endemic,,
Eswatini,1982,,,,,,,,17.0,7.0,119.0,,,,,,26.992,188.945,endemic,,
Eswatini,1983,,,,,,,,29.0,7.0,203.0,,,,,,44.471,311.296,endemic,,
Eswatini,1984,,,,,,,,26.0,7.0,182.0,,,,,,38.505,269.534,endemic,,
Eswatini,1985,,,,,,,,13.0,7.0,91.0,,,,,,18.596,130.172,endemic,,
Eswatini,1986,,,,,,,,10.0,7.0,70.0,,,,,,13.82,96.739,endemic,,
Eswatini,1987,,,,,,,,3.0,7.0,21.0,,,,,,4.007,28.051,endemic,,
Eswatini,1988,,,,,,,,2.0,7.0,14.0,,,,,,2.585,18.093,endemic,,
Eswatini,1989,,,,,,,,1.0,7.0,7.0,,,,,,1.252,8.766,endemic,,
Eswatini,1990,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1991,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1992,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1993,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1994,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1995,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1996,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1997,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1998,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,1999,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,2000,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Eswatini,2001,,,,0.0,0.0,2.0,80.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2002,,,,0.0,0.0,1.4,71.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening and testing,
Eswatini,2003,,,,0.0,0.0,2.6,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2004,,,,0.0,0.0,2.4,92.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2005,,,,0.0,0.0,1.6,88.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening,
Eswatini,2006,,,,0.0,0.0,2.8,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2007,,,,0.0,0.0,2.4,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2008,,,,0.0,0.0,4.4,91.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2009,,,,0.0,0.0,2.2,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2010,,,,0.0,0.0,3.9,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2011,,,,0.0,0.0,3.91,94.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2012,,,,0.0,0.0,4.15,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2013,,,,0.0,0.0,6.23,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2014,,,,0.0,0.0,3.46,87.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2015,,,,0.0,0.0,2.71,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2016,,,,0.0,0.0,3.23,86.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2017,,,,0.0,0.0,3.46,93.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2018,,,,0.0,0.0,3.46,73.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate testing,
Eswatini,2019,,,,0.0,0.0,3.92,100.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Eswatini,2020,,,,0.0,0.0,2.71,83.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Adequate screening and testing,
Eswatini,2021,,,,0.0,0.0,2.07,44.0,0.0,,,0.0,,,,0.0,0.0,,,Inadequate testing,1989.0
Ethiopia,1910,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1911,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1912,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1913,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1914,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1915,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1916,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1917,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1918,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1919,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1920,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1921,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1922,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1923,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1924,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1925,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1926,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1927,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1928,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1929,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1930,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1931,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1932,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1933,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1934,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1935,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1936,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1937,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1938,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1939,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1940,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1941,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1942,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1943,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1944,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1945,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1946,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1947,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1948,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1949,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1950,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1951,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1952,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1953,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1954,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1955,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1956,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1957,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1958,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1959,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1960,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1961,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1962,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1963,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1964,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1965,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1966,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1967,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1968,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1969,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1970,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1971,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1972,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1973,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1974,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1975,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1976,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1977,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1978,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1979,,,,,,,,,,,,,,,,,,endemic,,
Ethiopia,1980,,,,,,,,234.0,7.0,1638.0,,,,,,6.659,46.611,endemic,,
Ethiopia,1981,,,,,,,,67.0,7.0,469.0,,,,,,1.862,13.033,endemic,,
Ethiopia,1982,,,,,,,,153.0,7.0,1071.0,,,,,,4.136,28.95,endemic,,
Ethiopia,1983,,,,,,,,127.0,7.0,889.0,,,,,,3.33,23.307,endemic,,
Ethiopia,1984,,,,,,,,131.0,7.0,917.0,,,,,,3.327,23.289,endemic,,
Ethiopia,1985,,,,,,,,92.0,7.0,644.0,,,,,,2.263,15.842,endemic,,
Ethiopia,1986,,,,,,,,283.0,7.0,1981.0,,,,,,6.744,47.205,endemic,,
Ethiopia,1987,,,,,,,,385.0,7.0,2695.0,,,,,,8.885,62.198,endemic,,
Ethiopia,1988,,,,,,,,132.0,7.0,924.0,,,,,,2.949,20.645,endemic,,
Ethiopia,1989,,,,,,,,102.0,7.0,714.0,,,,,,2.204,15.43,endemic,,
Ethiopia,1990,,,,,,,,81.0,7.0,567.0,,,,,,1.691,11.84,endemic,,
Ethiopia,1991,,,,,,,,117.0,7.0,819.0,,,,,,2.358,16.509,endemic,,
Ethiopia,1992,,,,,,,,126.0,7.0,882.0,,,,,,2.45,17.152,endemic,,
Ethiopia,1993,,,,,,,,104.0,7.0,728.0,,,,,,1.951,13.66,endemic,,
Ethiopia,1994,,,,,,,,56.0,7.0,392.0,,,,,,1.015,7.104,endemic,,
Ethiopia,1995,,,,,,,,199.0,7.0,1393.0,,,,,,3.488,24.418,endemic,,
Ethiopia,1996,,,,,,,,264.0,7.0,1848.0,,,,,,4.483,31.384,endemic,,
Ethiopia,1997,,,,,,,,19.0,7.0,133.0,,,,,,0.313,2.191,endemic,,
Ethiopia,1998,,,,,,,,55.0,7.0,385.0,,,,,,0.88,6.159,endemic,,
Ethiopia,1999,,,,,,,,131.0,7.0,917.0,,,,,,2.036,14.252,endemic,,
Ethiopia,2000,,,,,,,,152.0,7.0,1064.0,,,,,,2.295,16.066,endemic,,
Ethiopia,2001,,,,0.0,1.0,1.9,65.0,1.0,2.0,2.0,0.015,,,,0.0,0.015,0.029,endemic,Inadequate screening and testing,
Ethiopia,2002,,,,0.0,0.0,1.9,69.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening and testing,
Ethiopia,2003,,,,0.0,0.0,1.3,79.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening and testing,
Ethiopia,2004,,,,0.0,1.0,1.6,84.0,1.0,2.0,2.0,0.013,,,,0.0,0.013,0.027,polio-free (not certified),Inadequate screening,
Ethiopia,2005,,,,0.0,22.0,2.7,79.0,22.0,2.0,44.0,0.288,,,,0.0,0.288,0.576,polio-free (not certified),Inadequate testing,
Ethiopia,2006,,,,0.0,17.0,2.1,89.0,17.0,1.11,19.0,0.217,,,,0.0,0.217,0.24,polio-free (not certified),Adequate screening and testing,
Ethiopia,2007,,,,0.0,0.0,2.48,87.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Ethiopia,2008,,,,3.0,3.0,3.0,87.0,6.0,1.11,7.0,0.036,,,,0.036,0.072,0.08,polio-free (not certified),Adequate screening and testing,
Ethiopia,2009,,,,2.0,0.0,2.69,86.0,2.0,1.11,2.0,0.0,,,,0.023,0.023,0.026,polio-free (not certified),Adequate screening and testing,
Ethiopia,2010,,,,5.0,0.0,2.76,86.0,5.0,1.11,6.0,0.0,,,,0.057,0.057,0.063,polio-free (not certified),Adequate screening and testing,
Ethiopia,2011,,,,0.0,0.0,2.58,89.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Ethiopia,2012,,,,0.0,0.0,2.88,91.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Ethiopia,2013,,,,0.0,9.0,2.78,90.0,9.0,1.11,10.0,0.094,,,,0.0,0.094,0.105,polio-free (not certified),Adequate screening and testing,
Ethiopia,2014,,,,0.0,1.0,2.9,87.0,1.0,1.11,1.0,0.01,,,,0.0,0.01,0.011,polio-free (not certified),Adequate screening and testing,
Ethiopia,2015,,,,0.0,0.0,2.79,92.0,0.0,1.11,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Ethiopia,2016,0.0,0.0,0.0,0.0,0.0,2.51,91.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Ethiopia,2017,0.0,0.0,0.0,0.0,0.0,2.63,92.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,polio-free (not certified),Adequate screening and testing,
Ethiopia,2018,0.0,0.0,0.0,0.0,0.0,2.59,77.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,polio-free (not certified),Inadequate testing,
Ethiopia,2019,0.0,14.0,0.0,14.0,0.0,2.89,91.0,14.0,1.11,16.0,0.0,0.0,0.125,0.0,0.125,0.125,0.139,polio-free (not certified),Adequate screening and testing,
Ethiopia,2020,0.0,36.0,0.0,36.0,0.0,3.06,58.0,36.0,2.0,72.0,0.0,0.0,0.313,0.0,0.313,0.313,0.626,WHO Region certified polio-free,Inadequate testing,
Ethiopia,2021,0.0,10.0,0.0,10.0,0.0,4.04,46.0,10.0,,,0.0,0.0,0.085,0.0,0.085,0.085,,,Inadequate testing,2001.0
Europe,1980,,,,,,,,384.0,,2688.0,,,,,,0.553,3.872,,,
Europe,1981,,,,,,,,336.0,,2352.0,,,,,,0.482,3.373,,,
Europe,1982,,,,,,,,332.0,,2324.0,,,,,,0.474,3.32,,,
Europe,1983,,,,,,,,251.0,,1757.0,,,,,,0.357,2.5,,,
Europe,1984,,,,,,,,132.0,,924.0,,,,,,0.187,1.31,,,
Europe,1985,,,,,,,,102.0,,714.0,,,,,,0.144,1.008,,,
Europe,1986,,,,,,,,39.0,,273.0,,,,,,0.055,0.384,,,
Europe,1987,,,,,,,,22.0,,154.0,,,,,,0.031,0.216,,,
Europe,1988,,,,,,,,41.0,,287.0,,,,,,0.057,0.4,,,
Europe,1989,,,,,,,,28.0,,196.0,,,,,,0.039,0.272,,,
Europe,1990,,,,,,,,33.0,,231.0,,,,,,0.046,0.32,,,
Europe,1991,,,,,,,,305.0,,2135.0,,,,,,0.422,2.951,,,
Europe,1992,,,,,,,,176.0,,1232.0,,,,,,0.243,1.699,,,
Europe,1993,,,,,,,,213.0,,1491.0,,,,,,0.293,2.052,,,
Europe,1994,,,,,,,,239.0,,1673.0,,,,,,0.329,2.3,,,
Europe,1995,,,,,,,,216.0,,1512.0,,,,,,0.297,2.077,,,
Europe,1996,,,,,,,,193.0,,1351.0,,,,,,0.265,1.856,,,
Europe,1997,,,,,,,,7.0,,49.0,,,,,,0.01,0.067,,,
Europe,1998,,,,,,,,26.0,,182.0,,,,,,0.036,0.25,,,
Europe,1999,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,
Europe,2000,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,
Europe,2001,,,,0.0,3.0,,,3.0,,4.0,0.004,,,,0.0,0.004,0.006,,,
Europe,2002,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2003,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2004,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2005,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2006,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2007,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2008,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2009,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2010,,,,0.0,478.0,,,478.0,,543.0,0.648,,,,0.0,0.648,0.736,,,
Europe,2011,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2012,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2013,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2014,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,
Europe,2015,,,,2.0,0.0,,,2.0,,2.0,0.0,,,,0.003,0.003,0.003,,,
Europe,2016,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Europe,2017,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Europe,2018,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Europe,2019,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Europe,2020,0.0,1.0,0.0,1.0,0.0,,,1.0,,1.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,,,
