entity,year,cVDPV1,cVDPV2,cVDPV3,total_cVDPV,wild_polio_cases,non_polio_afp_rate,percent_adequate_stool_collection,total_polio,wild_polio_cases_per_million,cVDPV1_per_million,cVDPV2_per_million,cVDPV3_per_million,total_cVDPV_per_million,total_polio_per_million
Fiji,1984,,,,,,,,0.0,,,,,,0.0
Fiji,1985,,,,,,,,0.0,,,,,,0.0
Fiji,1986,,,,,,,,0.0,,,,,,0.0
Fiji,1987,,,,,,,,0.0,,,,,,0.0
Fiji,1988,,,,,,,,0.0,,,,,,0.0
Fiji,1989,,,,,,,,0.0,,,,,,0.0
Fiji,1990,,,,,,,,0.0,,,,,,0.0
Fiji,1991,,,,,,,,0.0,,,,,,0.0
Fiji,1992,,,,,,,,0.0,,,,,,0.0
Fiji,1993,,,,,,,,0.0,,,,,,0.0
Fiji,1994,,,,,,,,0.0,,,,,,0.0
Fiji,1995,,,,,,,,0.0,,,,,,0.0
Fiji,1996,,,,,,,,0.0,,,,,,0.0
Fiji,1997,,,,,,,,0.0,,,,,,0.0
Fiji,1998,,,,,,,,,,,,,,
Fiji,1999,,,,,,,,0.0,,,,,,0.0
Fiji,2000,,,,,,,,0.0,,,,,,0.0
Fiji,2001,,,,,,,,0.0,,,,,,0.0
Fiji,2002,,,,,,,,0.0,,,,,,0.0
Fiji,2003,,,,,,,,0.0,,,,,,0.0
Fiji,2004,,,,,,,,0.0,,,,,,0.0
Fiji,2005,,,,,,,,0.0,,,,,,0.0
Fiji,2006,,,,,,,,0.0,,,,,,0.0
Fiji,2007,,,,,,,,0.0,,,,,,0.0
Fiji,2008,,,,,,,,0.0,,,,,,0.0
Fiji,2009,,,,,,,,,,,,,,
Fiji,2010,,,,,,,,0.0,,,,,,0.0
Fiji,2011,,,,,,,,,,,,,,
Fiji,2012,,,,,,,,0.0,,,,,,0.0
Fiji,2013,,,,,,,,,,,,,,
Fiji,2014,,,,,,,,,,,,,,
Fiji,2015,,,,,,,,,,,,,,
Fiji,2016,,,,0.0,,,,,,,,,0.0,
Fiji,2017,,,,0.0,,,,,,,,,0.0,
Fiji,2018,,,,0.0,,,,,,,,,0.0,
Fiji,2019,,,,0.0,,,,,,,,,0.0,
Fiji,2020,,,,0.0,,,,,,,,,0.0,
Fiji,2021,,,,0.0,,,,,,,,,0.0,
Finland,1980,,,,,,,,0.0,,,,,,0.0
Finland,1981,,,,,,,,0.0,,,,,,0.0
Finland,1982,,,,,,,,0.0,,,,,,0.0
Finland,1983,,,,,,,,0.0,,,,,,0.0
Finland,1984,,,,,,,,7.0,,,,,,1.432
Finland,1985,,,,,,,,1.0,,,,,,0.204
Finland,1986,,,,,,,,0.0,,,,,,0.0
Finland,1987,,,,,,,,0.0,,,,,,0.0
Finland,1988,,,,,,,,0.0,,,,,,0.0
Finland,1989,,,,,,,,0.0,,,,,,0.0
Finland,1990,,,,,,,,0.0,,,,,,0.0
Finland,1991,,,,,,,,0.0,,,,,,0.0
Finland,1992,,,,,,,,0.0,,,,,,0.0
Finland,1993,,,,,,,,0.0,,,,,,0.0
Finland,1994,,,,,,,,0.0,,,,,,0.0
Finland,1995,,,,,,,,0.0,,,,,,0.0
Finland,1996,,,,,,,,0.0,,,,,,0.0
Finland,1997,,,,,,,,0.0,,,,,,0.0
Finland,1998,,,,,,,,0.0,,,,,,0.0
Finland,1999,,,,,,,,0.0,,,,,,0.0
Finland,2000,,,,,,,,0.0,,,,,,0.0
Finland,2001,,,,,,,,0.0,,,,,,0.0
Finland,2002,,,,,,,,0.0,,,,,,0.0
Finland,2003,,,,,,,,0.0,,,,,,0.0
Finland,2004,,,,,,,,0.0,,,,,,0.0
Finland,2005,,,,,,,,0.0,,,,,,0.0
Finland,2006,,,,,,,,0.0,,,,,,0.0
Finland,2007,,,,,,,,0.0,,,,,,0.0
Finland,2008,,,,,,,,0.0,,,,,,0.0
Finland,2009,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Finland,2010,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Finland,2011,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Finland,2012,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Finland,2013,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2014,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2015,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2016,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2017,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2018,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2019,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Finland,2021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,1980,,,,,,,,10.0,,,,,,0.186
France,1981,,,,,,,,9.0,,,,,,0.166
France,1982,,,,,,,,14.0,,,,,,0.257
France,1983,,,,,,,,3.0,,,,,,0.055
France,1984,,,,,,,,5.0,,,,,,0.091
France,1985,,,,,,,,1.0,,,,,,0.018
France,1986,,,,,,,,2.0,,,,,,0.036
France,1987,,,,,,,,1.0,,,,,,0.018
France,1988,,,,,,,,1.0,,,,,,0.018
France,1989,,,,,,,,2.0,,,,,,0.035
France,1990,,,,,,,,0.0,,,,,,0.0
France,1991,,,,,,,,0.0,,,,,,0.0
France,1992,,,,,,,,0.0,,,,,,0.0
France,1993,,,,,,,,0.0,,,,,,0.0
France,1994,,,,,,,,0.0,,,,,,0.0
France,1995,,,,,,,,1.0,,,,,,0.017
France,1996,,,,,,,,0.0,,,,,,0.0
France,1997,,,,,,,,0.0,,,,,,0.0
France,1998,,,,,,,,0.0,,,,,,0.0
France,1999,,,,,,,,0.0,,,,,,0.0
France,2000,,,,,,,,0.0,,,,,,0.0
France,2001,,,,,,,,0.0,,,,,,0.0
France,2002,,,,,,,,0.0,,,,,,0.0
France,2003,,,,,,,,0.0,,,,,,0.0
France,2004,,,,,,,,0.0,,,,,,0.0
France,2005,,,,,,,,,,,,,,
France,2006,,,,,,,,0.0,,,,,,0.0
France,2007,,,,,,,,0.0,,,,,,0.0
France,2008,,,,,,,,0.0,,,,,,0.0
France,2009,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
France,2010,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
France,2011,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
France,2012,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
France,2013,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2014,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2015,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2016,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2017,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2018,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2019,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
France,2021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Gabon,1980,,,,,,,,70.0,,,,,,96.374
Gabon,1981,,,,,,,,9.0,,,,,,12.085
Gabon,1982,,,,,,,,36.0,,,,,,47.125
Gabon,1983,,,,,,,,7.0,,,,,,8.928
Gabon,1984,,,,,,,,27.0,,,,,,33.535
Gabon,1985,,,,,,,,42.0,,,,,,50.779
Gabon,1986,,,,,,,,10.0,,,,,,11.764
Gabon,1987,,,,,,,,16.0,,,,,,18.309
Gabon,1988,,,,,,,,3.0,,,,,,3.339
Gabon,1989,,,,,,,,13.0,,,,,,14.074
Gabon,1990,,,,,,,,2.0,,,,,,2.106
Gabon,1991,,,,,,,,,,,,,,
Gabon,1992,,,,,,,,,,,,,,
Gabon,1993,,,,,,,,,,,,,,
Gabon,1994,,,,,,,,,,,,,,
Gabon,1995,,,,,,,,9.0,,,,,,8.295
Gabon,1996,,,,,,,,28.0,,,,,,25.158
Gabon,1997,,,,,,,,,,,,,,
Gabon,1998,,,,,,,,,,,,,,
Gabon,1999,,,,,,,,0.0,,,,,,0.0
Gabon,2000,,,,,,,,0.0,,,,,,0.0
Gabon,2001,,,,0.0,0.0,2.2,73.0,0.0,0.0,,,,0.0,0.0
Gabon,2002,,,,0.0,0.0,1.6,88.0,0.0,0.0,,,,0.0,0.0
Gabon,2003,,,,0.0,0.0,1.8,100.0,0.0,0.0,,,,0.0,0.0
Gabon,2004,,,,0.0,0.0,1.0,100.0,0.0,0.0,,,,0.0,0.0
Gabon,2005,,,,0.0,0.0,1.1,75.0,0.0,0.0,,,,0.0,0.0
Gabon,2006,,,,0.0,0.0,2.3,69.0,0.0,0.0,,,,0.0,0.0
Gabon,2007,,,,0.0,0.0,3.0,100.0,0.0,0.0,,,,0.0,0.0
Gabon,2008,,,,0.0,0.0,4.71,91.0,0.0,0.0,,,,0.0,0.0
Gabon,2009,,,,0.0,0.0,4.57,84.0,0.0,0.0,,,,0.0,0.0
Gabon,2010,,,,0.0,0.0,5.16,79.0,0.0,0.0,,,,0.0,0.0
Gabon,2011,,,,0.0,1.0,6.22,83.0,1.0,0.594,,,,0.0,0.594
Gabon,2012,,,,0.0,0.0,5.34,80.0,0.0,0.0,,,,0.0,0.0
Gabon,2013,,,,0.0,0.0,1.28,50.0,0.0,0.0,,,,0.0,0.0
Gabon,2014,,,,0.0,0.0,8.88,67.0,0.0,0.0,,,,0.0,0.0
Gabon,2015,,,,0.0,0.0,11.98,87.0,0.0,0.0,,,,0.0,0.0
Gabon,2016,,,,0.0,0.0,8.84,95.0,0.0,0.0,,,,0.0,0.0
Gabon,2017,,,,0.0,0.0,10.1,94.0,0.0,0.0,,,,0.0,0.0
Gabon,2018,,,,0.0,0.0,11.58,91.0,0.0,0.0,,,,0.0,0.0
Gabon,2019,,,,0.0,0.0,13.68,92.0,0.0,0.0,,,,0.0,0.0
Gabon,2020,,,,0.0,0.0,9.09,61.0,0.0,0.0,,,,0.0,0.0
Gabon,2021,,,,0.0,0.0,9.68,72.0,0.0,0.0,,,,0.0,0.0
Gambia,1980,,,,,,,,1.0,,,,,,1.569
Gambia,1981,,,,,,,,0.0,,,,,,0.0
Gambia,1982,,,,,,,,,,,,,,
Gambia,1983,,,,,,,,0.0,,,,,,0.0
Gambia,1984,,,,,,,,0.0,,,,,,0.0
Gambia,1985,,,,,,,,2.0,,,,,,2.646
Gambia,1986,,,,,,,,341.0,,,,,,431.023
Gambia,1987,,,,,,,,27.0,,,,,,32.491
Gambia,1988,,,,,,,,5.0,,,,,,5.724
Gambia,1989,,,,,,,,6.0,,,,,,6.553
Gambia,1990,,,,,,,,1.0,,,,,,1.046
Gambia,1991,,,,,,,,1.0,,,,,,1.007
Gambia,1992,,,,,,,,4.0,,,,,,3.893
Gambia,1993,,,,,,,,0.0,,,,,,0.0
Gambia,1994,,,,,,,,0.0,,,,,,0.0
Gambia,1995,,,,,,,,0.0,,,,,,0.0
Gambia,1996,,,,,,,,0.0,,,,,,0.0
Gambia,1997,,,,,,,,1.0,,,,,,0.833
Gambia,1998,,,,,,,,0.0,,,,,,0.0
Gambia,1999,,,,,,,,0.0,,,,,,0.0
Gambia,2000,,,,,,,,6.0,,,,,,4.553
Gambia,2001,,,,0.0,0.0,2.6,85.0,0.0,0.0,,,,0.0,0.0
Gambia,2002,,,,0.0,0.0,3.0,60.0,0.0,0.0,,,,0.0,0.0
Gambia,2003,,,,0.0,0.0,1.5,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2004,,,,0.0,0.0,2.0,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2005,,,,0.0,0.0,2.6,72.0,0.0,0.0,,,,0.0,0.0
Gambia,2006,,,,0.0,0.0,2.4,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2007,,,,0.0,0.0,1.71,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2008,,,,0.0,0.0,2.75,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2009,,,,0.0,0.0,2.88,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2010,,,,0.0,0.0,5.55,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2011,,,,0.0,0.0,3.6,89.0,0.0,0.0,,,,0.0,0.0
Gambia,2012,,,,0.0,0.0,5.11,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2013,,,,0.0,0.0,4.65,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2014,,,,0.0,0.0,3.44,96.0,0.0,0.0,,,,0.0,0.0
Gambia,2015,,,,0.0,0.0,5.56,100.0,0.0,0.0,,,,0.0,0.0
Gambia,2016,0.0,0.0,0.0,0.0,0.0,4.03,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,2017,0.0,0.0,0.0,0.0,0.0,3.78,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,2018,0.0,0.0,0.0,0.0,0.0,5.04,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,2019,0.0,0.0,0.0,0.0,0.0,4.66,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,2020,0.0,0.0,0.0,0.0,0.0,2.84,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,2021,0.0,0.0,0.0,0.0,0.0,4.03,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,1980,,,,,,,,,,,,,,
Georgia,1981,,,,,,,,,,,,,,
Georgia,1982,,,,,,,,,,,,,,
Georgia,1983,,,,,,,,,,,,,,
Georgia,1984,,,,,,,,,,,,,,
Georgia,1985,,,,,,,,,,,,,,
Georgia,1986,,,,,,,,,,,,,,
Georgia,1987,,,,,,,,,,,,,,
Georgia,1988,,,,,,,,,,,,,,
Georgia,1989,,,,,,,,,,,,,,
Georgia,1990,,,,,,,,,,,,,,
Georgia,1991,,,,,,,,6.0,,,,,,1.117
Georgia,1992,,,,,,,,0.0,,,,,,0.0
Georgia,1993,,,,,,,,0.0,,,,,,0.0
Georgia,1994,,,,,,,,0.0,,,,,,0.0
Georgia,1995,,,,,,,,0.0,,,,,,0.0
Georgia,1996,,,,,,,,0.0,,,,,,0.0
Georgia,1997,,,,,,,,0.0,,,,,,0.0
Georgia,1998,,,,,,,,0.0,,,,,,0.0
Georgia,1999,,,,,,,,0.0,,,,,,0.0
Georgia,2000,,,,,,,,0.0,,,,,,0.0
Georgia,2001,,,,0.0,1.0,1.32,81.0,1.0,0.233,,,,0.0,0.233
Georgia,2002,,,,0.0,0.0,1.57,95.0,0.0,0.0,,,,0.0,0.0
Georgia,2003,,,,0.0,0.0,1.14,82.0,0.0,0.0,,,,0.0,0.0
Georgia,2004,,,,0.0,0.0,0.86,88.0,0.0,0.0,,,,0.0,0.0
Georgia,2005,,,,0.0,0.0,0.86,88.0,0.0,0.0,,,,0.0,0.0
Georgia,2006,,,,0.0,0.0,1.11,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2007,,,,0.0,0.0,1.6,85.0,0.0,0.0,,,,0.0,0.0
Georgia,2008,,,,0.0,0.0,0.74,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2009,,,,0.0,0.0,1.47,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2010,,,,0.0,0.0,0.98,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2011,,,,0.0,0.0,1.43,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2012,,,,0.0,0.0,2.04,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2013,,,,0.0,0.0,1.47,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2014,,,,0.0,0.0,1.93,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2015,,,,0.0,0.0,1.62,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2016,,,,0.0,0.0,2.4,94.0,0.0,0.0,,,,0.0,0.0
Georgia,2017,,,,0.0,0.0,1.8,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2018,,,,0.0,0.0,1.05,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2019,,,,0.0,0.0,0.75,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2020,,,,0.0,0.0,0.74,100.0,0.0,0.0,,,,0.0,0.0
Georgia,2021,,,,0.0,0.0,1.05,100.0,0.0,0.0,,,,0.0,0.0
Germany,1980,,,,,,,,7.0,,,,,,0.089
Germany,1981,,,,,,,,19.0,,,,,,0.243
Germany,1982,,,,,,,,7.0,,,,,,0.09
Germany,1983,,,,,,,,9.0,,,,,,0.116
Germany,1984,,,,,,,,2.0,,,,,,0.026
Germany,1985,,,,,,,,0.0,,,,,,0.0
Germany,1986,,,,,,,,2.0,,,,,,0.026
Germany,1987,,,,,,,,0.0,,,,,,0.0
Germany,1988,,,,,,,,0.0,,,,,,0.0
Germany,1989,,,,,,,,1.0,,,,,,0.013
Germany,1990,,,,,,,,3.0,,,,,,0.038
Germany,1991,,,,,,,,3.0,,,,,,0.038
Germany,1992,,,,,,,,2.0,,,,,,0.025
Germany,1993,,,,,,,,0.0,,,,,,0.0
Germany,1994,,,,,,,,0.0,,,,,,0.0
Germany,1995,,,,,,,,0.0,,,,,,0.0
Germany,1996,,,,,,,,0.0,,,,,,0.0
Germany,1997,,,,,,,,0.0,,,,,,0.0
Germany,1998,,,,,,,,0.0,,,,,,0.0
Germany,1999,,,,,,,,0.0,,,,,,0.0
Germany,2000,,,,,,,,0.0,,,,,,0.0
Germany,2001,,,,0.0,0.0,0.42,36.0,0.0,0.0,,,,0.0,0.0
Germany,2002,,,,0.0,0.0,0.51,42.0,0.0,0.0,,,,0.0,0.0
Germany,2003,,,,0.0,0.0,0.42,35.0,0.0,0.0,,,,0.0,0.0
Germany,2004,,,,0.0,0.0,0.57,45.0,0.0,0.0,,,,0.0,0.0
Germany,2005,,,,0.0,0.0,0.59,42.0,0.0,0.0,,,,0.0,0.0
Germany,2006,,,,0.0,0.0,0.55,44.0,0.0,0.0,,,,0.0,0.0
Germany,2007,,,,0.0,0.0,0.55,30.0,0.0,0.0,,,,0.0,0.0
Germany,2008,,,,0.0,0.0,0.62,39.0,0.0,0.0,,,,0.0,0.0
Germany,2009,,,,0.0,0.0,0.47,35.0,0.0,0.0,,,,0.0,0.0
Germany,2010,,,,0.0,0.0,0.09,10.0,0.0,0.0,,,,0.0,0.0
Germany,2011,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Germany,2012,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
Germany,2013,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2014,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2015,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2016,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2017,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2018,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2019,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2020,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Germany,2021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
Ghana,1980,,,,,,,,145.0,,,,,,13.115
Ghana,1981,,,,,,,,98.0,,,,,,8.636
Ghana,1982,,,,,,,,132.0,,,,,,11.304
Ghana,1983,,,,,,,,157.0,,,,,,13.047
Ghana,1984,,,,,,,,155.0,,,,,,12.494
Ghana,1985,,,,,,,,185.0,,,,,,14.472
Ghana,1986,,,,,,,,63.0,,,,,,4.785
Ghana,1987,,,,,,,,84.0,,,,,,6.198
Ghana,1988,,,,,,,,60.0,,,,,,4.302
Ghana,1989,,,,,,,,113.0,,,,,,7.873
Ghana,1990,,,,,,,,60.0,,,,,,4.061
Ghana,1991,,,,,,,,31.0,,,,,,2.038
Ghana,1992,,,,,,,,47.0,,,,,,3.003
Ghana,1993,,,,,,,,19.0,,,,,,1.18
Ghana,1994,,,,,,,,37.0,,,,,,2.234
Ghana,1995,,,,,,,,34.0,,,,,,1.998
Ghana,1996,,,,,,,,8.0,,,,,,0.458
Ghana,1997,,,,,,,,17.0,,,,,,0.949
Ghana,1998,,,,,,,,112.0,,,,,,6.101
Ghana,1999,,,,,,,,3.0,,,,,,0.159
Ghana,2000,,,,,,,,104.0,,,,,,5.395
Ghana,2001,,,,0.0,0.0,2.8,66.0,0.0,0.0,,,,0.0,0.0
Ghana,2002,,,,0.0,0.0,2.7,85.0,0.0,0.0,,,,0.0,0.0
Ghana,2003,,,,0.0,8.0,2.0,75.0,8.0,0.386,,,,0.0,0.386
Ghana,2004,,,,0.0,0.0,1.7,82.0,0.0,0.0,,,,0.0,0.0
Ghana,2005,,,,0.0,0.0,1.6,88.0,0.0,0.0,,,,0.0,0.0
Ghana,2006,,,,0.0,0.0,1.6,87.0,0.0,0.0,,,,0.0,0.0
Ghana,2007,,,,0.0,0.0,1.68,91.0,0.0,0.0,,,,0.0,0.0
Ghana,2008,,,,0.0,8.0,2.27,87.0,8.0,0.34,,,,0.0,0.34
Ghana,2009,,,,0.0,0.0,2.7,81.0,0.0,0.0,,,,0.0,0.0
Ghana,2010,,,,0.0,0.0,2.08,87.0,0.0,0.0,,,,0.0,0.0
Ghana,2011,,,,0.0,0.0,2.88,85.0,0.0,0.0,,,,0.0,0.0
Ghana,2012,,,,0.0,0.0,1.95,86.0,0.0,0.0,,,,0.0,0.0
Ghana,2013,,,,0.0,0.0,3.35,90.0,0.0,0.0,,,,0.0,0.0
Ghana,2014,,,,0.0,0.0,3.65,87.0,0.0,0.0,,,,0.0,0.0
Ghana,2015,,,,0.0,0.0,3.14,87.0,0.0,0.0,,,,0.0,0.0
Ghana,2016,0.0,0.0,0.0,0.0,0.0,4.44,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,2017,0.0,0.0,0.0,0.0,0.0,5.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,2018,0.0,0.0,0.0,0.0,0.0,5.14,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,2019,0.0,18.0,0.0,18.0,0.0,6.39,90.0,18.0,0.0,0.0,0.592,0.0,0.592,0.592
Ghana,2020,0.0,12.0,0.0,12.0,0.0,7.04,80.0,12.0,0.0,0.0,0.386,0.0,0.386,0.386
Ghana,2021,0.0,0.0,0.0,0.0,0.0,8.66,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1980,,,,,,,,0.0,,,,,,0.0
Greece,1981,,,,,,,,2.0,,,,,,0.206
Greece,1982,,,,,,,,4.0,,,,,,0.408
Greece,1983,,,,,,,,0.0,,,,,,0.0
Greece,1984,,,,,,,,0.0,,,,,,0.0
Greece,1985,,,,,,,,0.0,,,,,,0.0
Greece,1986,,,,,,,,0.0,,,,,,0.0
Greece,1987,,,,,,,,0.0,,,,,,0.0
Greece,1988,,,,,,,,0.0,,,,,,0.0
Greece,1989,,,,,,,,0.0,,,,,,0.0
Greece,1990,,,,,,,,1.0,,,,,,0.098
Greece,1991,,,,,,,,0.0,,,,,,0.0
Greece,1992,,,,,,,,0.0,,,,,,0.0
Greece,1993,,,,,,,,0.0,,,,,,0.0
Greece,1994,,,,,,,,1.0,,,,,,0.094
Greece,1995,,,,,,,,0.0,,,,,,0.0
Greece,1996,,,,,,,,5.0,,,,,,0.462
Greece,1997,,,,,,,,0.0,,,,,,0.0
Greece,1998,,,,,,,,0.0,,,,,,0.0
Greece,1999,,,,,,,,0.0,,,,,,0.0
Greece,2000,,,,,,,,0.0,,,,,,0.0
Greece,2001,,,,0.0,0.0,0.69,50.0,0.0,0.0,,,,0.0,0.0
Greece,2002,,,,0.0,0.0,0.73,40.0,0.0,0.0,,,,0.0,0.0
Greece,2003,,,,0.0,0.0,0.91,29.0,0.0,0.0,,,,0.0,0.0
Greece,2004,,,,0.0,0.0,0.66,40.0,0.0,0.0,,,,0.0,0.0
Greece,2005,,,,0.0,0.0,1.25,37.0,0.0,0.0,,,,0.0,0.0
Greece,2006,,,,0.0,0.0,1.2,74.0,0.0,0.0,,,,0.0,0.0
Greece,2007,,,,0.0,0.0,0.95,67.0,0.0,0.0,,,,0.0,0.0
Greece,2008,,,,0.0,0.0,1.01,88.0,0.0,0.0,,,,0.0,0.0
Greece,2009,,,,0.0,0.0,1.01,63.0,0.0,0.0,,,,0.0,0.0
Greece,2010,,,,0.0,0.0,1.22,42.0,0.0,0.0,,,,0.0,0.0
Greece,2011,,,,0.0,0.0,1.47,78.0,0.0,0.0,,,,0.0,0.0
Greece,2012,,,,0.0,0.0,1.09,88.0,0.0,0.0,,,,0.0,0.0
Greece,2013,,,,0.0,0.0,1.48,90.0,0.0,0.0,,,,0.0,0.0
Greece,2014,,,,0.0,0.0,0.97,100.0,0.0,0.0,,,,0.0,0.0
Greece,2015,,,,0.0,0.0,1.14,89.0,0.0,0.0,,,,0.0,0.0
Greece,2016,,,,0.0,0.0,1.16,94.0,0.0,0.0,,,,0.0,0.0
Greece,2017,,,,0.0,0.0,0.65,90.0,0.0,0.0,,,,0.0,0.0
Greece,2018,,,,0.0,0.0,1.16,83.0,0.0,0.0,,,,0.0,0.0
Greece,2019,,,,0.0,0.0,0.71,91.0,0.0,0.0,,,,0.0,0.0
Greece,2020,,,,0.0,0.0,0.63,50.0,0.0,0.0,,,,0.0,0.0
Greece,2021,,,,0.0,0.0,0.26,75.0,0.0,0.0,,,,0.0,0.0
Grenada,1980,,,,,,,,0.0,,,,,,0.0
Grenada,1981,,,,,,,,0.0,,,,,,0.0
Grenada,1982,,,,,,,,0.0,,,,,,0.0
Grenada,1983,,,,,,,,0.0,,,,,,0.0
Grenada,1984,,,,,,,,0.0,,,,,,0.0
Grenada,1985,,,,,,,,0.0,,,,,,0.0
Grenada,1986,,,,,,,,0.0,,,,,,0.0
Grenada,1987,,,,,,,,0.0,,,,,,0.0
Grenada,1988,,,,,,,,0.0,,,,,,0.0
Grenada,1989,,,,,,,,0.0,,,,,,0.0
Grenada,1990,,,,,,,,0.0,,,,,,0.0
Grenada,1991,,,,,,,,0.0,,,,,,0.0
Grenada,1992,,,,,,,,0.0,,,,,,0.0
Grenada,1993,,,,,,,,0.0,,,,,,0.0
Grenada,1994,,,,,,,,0.0,,,,,,0.0
Grenada,1995,,,,,,,,0.0,,,,,,0.0
Grenada,1996,,,,,,,,0.0,,,,,,0.0
Grenada,1997,,,,,,,,0.0,,,,,,0.0
Grenada,1998,,,,,,,,0.0,,,,,,0.0
Grenada,1999,,,,,,,,0.0,,,,,,0.0
Grenada,2000,,,,,,,,0.0,,,,,,0.0
Grenada,2001,,,,,,,,0.0,,,,,,0.0
Grenada,2002,,,,,,,,0.0,,,,,,0.0
Grenada,2003,,,,,,,,0.0,,,,,,0.0
Grenada,2004,,,,,,,,0.0,,,,,,0.0
Grenada,2005,,,,,,,,0.0,,,,,,0.0
Grenada,2006,,,,,,,,0.0,,,,,,0.0
Grenada,2007,,,,,,,,0.0,,,,,,0.0
Grenada,2008,,,,,,,,0.0,,,,,,0.0
Grenada,2009,,,,,,,,,,,,,,
Grenada,2010,,,,,,,,0.0,,,,,,0.0
Grenada,2011,,,,,,,,,,,,,,
