country,variable,percentile,year,value_lcu,age,pop
BJ,anninc999i,p0p100,1996,473108.2,999,i
BJ,anninc999i,p0p100,1997,485922.8,999,i
BJ,anninc999i,p0p100,1998,491647.6,999,i
BJ,anninc999i,p0p100,1999,503499.9,999,i
BJ,anninc999i,p0p100,2000,517201.7,999,i
BJ,anninc999i,p0p100,2001,528883.6,999,i
BJ,anninc999i,p0p100,2002,534541.3,999,i
BJ,anninc999i,p0p100,2003,535160.9,999,i
BJ,anninc999i,p0p100,2004,543576.9,999,i
BJ,anninc999i,p0p100,2005,538833.6,999,i
BJ,anninc999i,p0p100,2006,542918.1,999,i
BJ,anninc999i,p0p100,2007,558615.9,999,i
BJ,anninc999i,p0p100,2008,574123.2,999,i
BJ,anninc999i,p0p100,2009,568415.5,999,i
BJ,anninc999i,p0p100,2010,561910.9,999,i
BJ,anninc999i,p0p100,2011,565689.9,999,i
BJ,anninc999i,p0p100,2012,572618.6,999,i
BJ,anninc999i,p0p100,2013,598431.5,999,i
BJ,anninc999i,p0p100,2014,620314.5,999,i
BJ,anninc999i,p0p100,2015,611275.6,999,i
BJ,anninc999i,p0p100,2016,616185.6,999,i
BJ,anninc999i,p0p100,2017,633828.3,999,i
BJ,anninc999i,p0p100,2018,657779.7,999,i
BJ,anninc999i,p0p100,2019,683927.6,999,i
BJ,anninc999i,p0p100,2020,677454.2,999,i
BJ,anninc999i,p0p100,2021,692380.7,999,i
BM,anninc999i,p0p100,1960,41192.5,999,i
BM,anninc999i,p0p100,1961,42242.2,999,i
BM,anninc999i,p0p100,1962,43234.5,999,i
BM,anninc999i,p0p100,1963,42729,999,i
BM,anninc999i,p0p100,1964,46713.3,999,i
BM,anninc999i,p0p100,1965,48035.3,999,i
BM,anninc999i,p0p100,1966,54273.7,999,i
BM,anninc999i,p0p100,1967,60809.2,999,i
BM,anninc999i,p0p100,1968,61177.6,999,i
BM,anninc999i,p0p100,1969,62471.3,999,i
BM,anninc999i,p0p100,1970,65727.8,999,i
BM,anninc999i,p0p100,1971,67211.3,999,i
BM,anninc999i,p0p100,1972,67627.5,999,i
BM,anninc999i,p0p100,1973,67841.4,999,i
BM,anninc999i,p0p100,1974,67639.4,999,i
BM,anninc999i,p0p100,1975,69509.1,999,i
BM,anninc999i,p0p100,1976,75235.5,999,i
BM,anninc999i,p0p100,1977,79076.6,999,i
BM,anninc999i,p0p100,1978,79464.9,999,i
BM,anninc999i,p0p100,1979,80483.4,999,i
BM,anninc999i,p0p100,1980,86517.8,999,i
BM,anninc999i,p0p100,1981,87958.4,999,i
BM,anninc999i,p0p100,1982,82392.7,999,i
BM,anninc999i,p0p100,1983,83523.9,999,i
BM,anninc999i,p0p100,1984,83309.9,999,i
BM,anninc999i,p0p100,1985,80853.4,999,i
BM,anninc999i,p0p100,1986,85857.8,999,i
BM,anninc999i,p0p100,1987,88498.5,999,i
BM,anninc999i,p0p100,1988,91516,999,i
BM,anninc999i,p0p100,1989,91216.8,999,i
BM,anninc999i,p0p100,1990,90576,999,i
BM,anninc999i,p0p100,1991,86557,999,i
BM,anninc999i,p0p100,1992,85903.1,999,i
BM,anninc999i,p0p100,1993,88020.5,999,i
BM,anninc999i,p0p100,1994,87886.1,999,i
BM,anninc999i,p0p100,1995,91257.9,999,i
BM,anninc999i,p0p100,1996,197134.7,999,i
BM,anninc999i,p0p100,1997,211924.9,999,i
BM,anninc999i,p0p100,1998,202265.9,999,i
BM,anninc999i,p0p100,1999,207307,999,i
BM,anninc999i,p0p100,2000,213506.5,999,i
BM,anninc999i,p0p100,2001,218588.3,999,i
BM,anninc999i,p0p100,2002,213685.2,999,i
BM,anninc999i,p0p100,2003,240785.8,999,i
BM,anninc999i,p0p100,2004,230780.8,999,i
BM,anninc999i,p0p100,2005,246418.2,999,i
BM,anninc999i,p0p100,2006,258514.5,999,i
BM,anninc999i,p0p100,2007,275846,999,i
BM,anninc999i,p0p100,2008,242228.5,999,i
BM,anninc999i,p0p100,2009,229308.8,999,i
BM,anninc999i,p0p100,2010,222118.1,999,i
BM,anninc999i,p0p100,2011,169678.5,999,i
BM,anninc999i,p0p100,2012,180753.2,999,i
BM,anninc999i,p0p100,2013,187720.1,999,i
BM,anninc999i,p0p100,2014,195673.8,999,i
BM,anninc999i,p0p100,2015,197380.6,999,i
BM,anninc999i,p0p100,2016,187844.3,999,i
BM,anninc999i,p0p100,2017,189305,999,i
BM,anninc999i,p0p100,2018,197929,999,i
BM,anninc999i,p0p100,2019,154034.3,999,i
BM,anninc999i,p0p100,2020,155173.5,999,i
BN,anninc999i,p0p100,1970,44515.2,999,i
BN,anninc999i,p0p100,1971,46726,999,i
BN,anninc999i,p0p100,1972,49153.4,999,i
BN,anninc999i,p0p100,1973,51445.1,999,i
BN,anninc999i,p0p100,1974,55041,999,i
BN,anninc999i,p0p100,1975,52102.7,999,i
BN,anninc999i,p0p100,1976,61000.1,999,i
BN,anninc999i,p0p100,1977,65201.1,999,i
BN,anninc999i,p0p100,1978,67002.1,999,i
BN,anninc999i,p0p100,1979,81284.8,999,i
BN,anninc999i,p0p100,1980,72369.4,999,i
BN,anninc999i,p0p100,1981,54425.2,999,i
BN,anninc999i,p0p100,1982,55641.7,999,i
BN,anninc999i,p0p100,1983,54634.9,999,i
BN,anninc999i,p0p100,1984,53658,999,i
BN,anninc999i,p0p100,1985,51375.7,999,i
BN,anninc999i,p0p100,1986,48429.7,999,i
BN,anninc999i,p0p100,1987,48194.2,999,i
BN,anninc999i,p0p100,1988,47415.8,999,i
BN,anninc999i,p0p100,1989,45445.2,999,i
BN,anninc999i,p0p100,1990,44618.3,999,i
BN,anninc999i,p0p100,1991,44796.6,999,i
BN,anninc999i,p0p100,1992,45767.6,999,i
BN,anninc999i,p0p100,1993,44469.1,999,i
BN,anninc999i,p0p100,1994,44672.9,999,i
BN,anninc999i,p0p100,1995,45619.8,999,i
BN,anninc999i,p0p100,1996,45847.3,999,i
BN,anninc999i,p0p100,1997,43906,999,i
BN,anninc999i,p0p100,1998,42539.5,999,i
BN,anninc999i,p0p100,1999,42974,999,i
BN,anninc999i,p0p100,2000,43314.6,999,i
BN,anninc999i,p0p100,2001,44072.5,999,i
BN,anninc999i,p0p100,2002,44935.9,999,i
BN,anninc999i,p0p100,2003,45042.1,999,i
BN,anninc999i,p0p100,2004,44541.4,999,i
BN,anninc999i,p0p100,2005,44080.9,999,i
BN,anninc999i,p0p100,2006,45527.3,999,i
BN,anninc999i,p0p100,2007,44961.2,999,i
BN,anninc999i,p0p100,2008,43352.1,999,i
BN,anninc999i,p0p100,2009,41987.6,999,i
BN,anninc999i,p0p100,2010,42116.5,999,i
BN,anninc999i,p0p100,2011,42358.8,999,i
BN,anninc999i,p0p100,2012,42402.9,999,i
BN,anninc999i,p0p100,2013,41450.2,999,i
BN,anninc999i,p0p100,2014,40258.4,999,i
BN,anninc999i,p0p100,2015,42020.5,999,i
BN,anninc999i,p0p100,2016,41408.8,999,i
BN,anninc999i,p0p100,2017,40967.4,999,i
BN,anninc999i,p0p100,2018,38173.1,999,i
BN,anninc999i,p0p100,2019,39407.7,999,i
BN,anninc999i,p0p100,2020,39471.4,999,i
BN,anninc999i,p0p100,2021,39744.8,999,i
BO,anninc999i,p0p100,1950,10859.9,999,i
BO,anninc999i,p0p100,1951,11510.3,999,i
BO,anninc999i,p0p100,1952,11699.3,999,i
BO,anninc999i,p0p100,1953,10339.9,999,i
BO,anninc999i,p0p100,1954,10396.6,999,i
BO,anninc999i,p0p100,1955,10798.8,999,i
BO,anninc999i,p0p100,1956,9924.7,999,i
BO,anninc999i,p0p100,1957,9386.1,999,i
BO,anninc999i,p0p100,1958,9430.1,999,i
BO,anninc999i,p0p100,1959,9186.5,999,i
BO,anninc999i,p0p100,1960,9312.9,999,i
BO,anninc999i,p0p100,1961,9375.8,999,i
BO,anninc999i,p0p100,1962,9907.1,999,i
BO,anninc999i,p0p100,1963,10397.9,999,i
BO,anninc999i,p0p100,1964,10630.7,999,i
BO,anninc999i,p0p100,1965,10876.4,999,i
BO,anninc999i,p0p100,1966,11501.8,999,i
BO,anninc999i,p0p100,1967,11724,999,i
BO,anninc999i,p0p100,1968,12444.7,999,i
BO,anninc999i,p0p100,1969,12776,999,i
BO,anninc999i,p0p100,1970,12994.2,999,i
BO,anninc999i,p0p100,1971,13448.7,999,i
BO,anninc999i,p0p100,1972,14138.7,999,i
BO,anninc999i,p0p100,1973,14695.3,999,i
BO,anninc999i,p0p100,1974,14932.5,999,i
BO,anninc999i,p0p100,1975,15611.3,999,i
BO,anninc999i,p0p100,1976,16120.4,999,i
BO,anninc999i,p0p100,1977,16231.2,999,i
BO,anninc999i,p0p100,1978,15957,999,i
BO,anninc999i,p0p100,1979,15313.2,999,i
BO,anninc999i,p0p100,1980,14456.8,999,i
BO,anninc999i,p0p100,1981,13937,999,i
BO,anninc999i,p0p100,1982,12935.4,999,i
BO,anninc999i,p0p100,1983,12311.4,999,i
BO,anninc999i,p0p100,1984,11904.7,999,i
BO,anninc999i,p0p100,1985,11646.8,999,i
BO,anninc999i,p0p100,1986,11323.1,999,i
BO,anninc999i,p0p100,1987,11541.3,999,i
BO,anninc999i,p0p100,1988,11727.8,999,i
BO,anninc999i,p0p100,1989,11990.5,999,i
BO,anninc999i,p0p100,1990,12351.3,999,i
BO,anninc999i,p0p100,1991,12814,999,i
BO,anninc999i,p0p100,1992,12882.2,999,i
BO,anninc999i,p0p100,1993,13153.8,999,i
BO,anninc999i,p0p100,1994,13604.1,999,i
BO,anninc999i,p0p100,1995,13931.9,999,i
BO,anninc999i,p0p100,1996,14228,999,i
BO,anninc999i,p0p100,1997,14747.4,999,i
BO,anninc999i,p0p100,1998,15282.3,999,i
BO,anninc999i,p0p100,1999,14965.3,999,i
BO,anninc999i,p0p100,2000,14963.4,999,i
BO,anninc999i,p0p100,2001,14964.5,999,i
BO,anninc999i,p0p100,2002,15050.4,999,i
BO,anninc999i,p0p100,2003,14975.1,999,i
BO,anninc999i,p0p100,2004,15232.3,999,i
BO,anninc999i,p0p100,2005,15729.6,999,i
BO,anninc999i,p0p100,2006,16256,999,i
BO,anninc999i,p0p100,2007,16626.9,999,i
BO,anninc999i,p0p100,2008,17445,999,i
BO,anninc999i,p0p100,2009,17535.2,999,i
BO,anninc999i,p0p100,2010,17798.3,999,i
BO,anninc999i,p0p100,2011,18479.4,999,i
BO,anninc999i,p0p100,2012,18672.5,999,i
BO,anninc999i,p0p100,2013,19603.6,999,i
BO,anninc999i,p0p100,2014,20605.2,999,i
BO,anninc999i,p0p100,2015,21679.4,999,i
BO,anninc999i,p0p100,2016,22627.2,999,i
BO,anninc999i,p0p100,2017,22946.7,999,i
BO,anninc999i,p0p100,2018,23739.1,999,i
BO,anninc999i,p0p100,2019,23864.6,999,i
BO,anninc999i,p0p100,2020,21579.7,999,i
BO,anninc999i,p0p100,2021,22570.7,999,i
BR,anninc999i,p0p100,1950,7497.5,999,i
BR,anninc999i,p0p100,1951,7617,999,i
BR,anninc999i,p0p100,1952,7834.1,999,i
BR,anninc999i,p0p100,1953,7962.7,999,i
BR,anninc999i,p0p100,1954,8247.1,999,i
BR,anninc999i,p0p100,1955,8604.5,999,i
BR,anninc999i,p0p100,1956,8434,999,i
BR,anninc999i,p0p100,1957,8881.5,999,i
BR,anninc999i,p0p100,1958,9417.3,999,i
BR,anninc999i,p0p100,1959,9912.5,999,i
BR,anninc999i,p0p100,1960,10428.2,999,i
BR,anninc999i,p0p100,1961,11199.1,999,i
BR,anninc999i,p0p100,1962,11435.6,999,i
BR,anninc999i,p0p100,1963,11162.3,999,i
BR,anninc999i,p0p100,1964,11219.3,999,i
BR,anninc999i,p0p100,1965,11227.6,999,i
BR,anninc999i,p0p100,1966,11362.2,999,i
BR,anninc999i,p0p100,1967,11577.2,999,i
BR,anninc999i,p0p100,1968,12595.3,999,i
BR,anninc999i,p0p100,1969,13457.1,999,i
BR,anninc999i,p0p100,1970,14227,999,i
BR,anninc999i,p0p100,1971,15426.2,999,i
BR,anninc999i,p0p100,1972,16858.3,999,i
BR,anninc999i,p0p100,1973,18795,999,i
BR,anninc999i,p0p100,1974,19971.6,999,i
BR,anninc999i,p0p100,1975,20027,999,i
BR,anninc999i,p0p100,1976,21473.4,999,i
BR,anninc999i,p0p100,1977,21810.7,999,i
BR,anninc999i,p0p100,1978,21876.1,999,i
BR,anninc999i,p0p100,1979,22765.4,999,i
BR,anninc999i,p0p100,1980,24227.6,999,i
BR,anninc999i,p0p100,1981,22228.4,999,i
BR,anninc999i,p0p100,1982,21535.2,999,i
BR,anninc999i,p0p100,1983,19977.9,999,i
BR,anninc999i,p0p100,1984,20592.3,999,i
BR,anninc999i,p0p100,1985,22018.4,999,i
BR,anninc999i,p0p100,1986,23701.3,999,i
BR,anninc999i,p0p100,1987,24302.2,999,i
BR,anninc999i,p0p100,1988,23674.7,999,i
BR,anninc999i,p0p100,1989,24356.3,999,i
BR,anninc999i,p0p100,1990,23194.7,999,i
BR,anninc999i,p0p100,1991,23243.3,999,i
BR,anninc999i,p0p100,1992,22767.1,999,i
BR,anninc999i,p0p100,1993,23371.9,999,i
BR,anninc999i,p0p100,1994,24512.8,999,i
BR,anninc999i,p0p100,1995,25254,999,i
BR,anninc999i,p0p100,1996,25334.3,999,i
BR,anninc999i,p0p100,1997,25672.6,999,i
BR,anninc999i,p0p100,1998,25226.5,999,i
BR,anninc999i,p0p100,1999,24660.8,999,i
BR,anninc999i,p0p100,2000,25535.7,999,i
BR,anninc999i,p0p100,2001,25441.5,999,i
BR,anninc999i,p0p100,2002,25820.3,999,i
BR,anninc999i,p0p100,2003,25664.6,999,i
BR,anninc999i,p0p100,2004,26946.3,999,i
BR,anninc999i,p0p100,2005,27433.4,999,i
BR,anninc999i,p0p100,2006,28191,999,i
BR,anninc999i,p0p100,2007,29681.2,999,i
BR,anninc999i,p0p100,2008,30938,999,i
BR,anninc999i,p0p100,2009,30463,999,i
BR,anninc999i,p0p100,2010,32320.7,999,i
BR,anninc999i,p0p100,2011,33442.3,999,i
BR,anninc999i,p0p100,2012,33953.9,999,i
BR,anninc999i,p0p100,2013,35100,999,i
BR,anninc999i,p0p100,2014,34712.1,999,i
BR,anninc999i,p0p100,2015,33052,999,i
BR,anninc999i,p0p100,2016,31621.2,999,i
BR,anninc999i,p0p100,2017,31939.2,999,i
BR,anninc999i,p0p100,2018,31884.3,999,i
BR,anninc999i,p0p100,2019,31981.3,999,i
BR,anninc999i,p0p100,2020,30299.7,999,i
BR,anninc999i,p0p100,2021,31491.1,999,i
BS,anninc999i,p0p100,1960,20295.9,999,i
BS,anninc999i,p0p100,1961,21361.3,999,i
BS,anninc999i,p0p100,1962,22418.4,999,i
BS,anninc999i,p0p100,1963,23550.5,999,i
BS,anninc999i,p0p100,1964,24773.5,999,i
BS,anninc999i,p0p100,1965,26109.6,999,i
BS,anninc999i,p0p100,1966,27231.6,999,i
BS,anninc999i,p0p100,1967,28639.5,999,i
BS,anninc999i,p0p100,1968,29901.5,999,i
BS,anninc999i,p0p100,1969,31564.9,999,i
BS,anninc999i,p0p100,1970,28758,999,i
BS,anninc999i,p0p100,1971,28526.7,999,i
BS,anninc999i,p0p100,1972,26916.3,999,i
BS,anninc999i,p0p100,1973,28587.7,999,i
BS,anninc999i,p0p100,1974,23166.4,999,i
BS,anninc999i,p0p100,1975,19189.4,999,i
BS,anninc999i,p0p100,1976,18496.5,999,i
BS,anninc999i,p0p100,1977,19750.2,999,i
BS,anninc999i,p0p100,1978,21614.5,999,i
BS,anninc999i,p0p100,1979,27263.1,999,i
BS,anninc999i,p0p100,1980,28736.2,999,i
BS,anninc999i,p0p100,1981,25097.2,999,i
BS,anninc999i,p0p100,1982,26672.5,999,i
BS,anninc999i,p0p100,1983,27113.7,999,i
BS,anninc999i,p0p100,1984,30286.7,999,i
BS,anninc999i,p0p100,1985,31133.4,999,i
BS,anninc999i,p0p100,1986,31163.5,999,i
BS,anninc999i,p0p100,1987,31724.5,999,i
BS,anninc999i,p0p100,1988,32165.3,999,i
BS,anninc999i,p0p100,1989,34328.8,999,i
BS,anninc999i,p0p100,1990,32734.2,999,i
BS,anninc999i,p0p100,1991,30923.8,999,i
BS,anninc999i,p0p100,1992,29777.3,999,i
BS,anninc999i,p0p100,1993,28994.4,999,i
BS,anninc999i,p0p100,1994,29319.8,999,i
BS,anninc999i,p0p100,1995,30345.9,999,i
BS,anninc999i,p0p100,1996,31593.1,999,i
BS,anninc999i,p0p100,1997,31770.6,999,i
BS,anninc999i,p0p100,1998,32249.2,999,i
BS,anninc999i,p0p100,1999,34316.6,999,i
BS,anninc999i,p0p100,2000,34807.7,999,i
BS,anninc999i,p0p100,2001,34844.5,999,i
BS,anninc999i,p0p100,2002,34565.7,999,i
BS,anninc999i,p0p100,2003,33441.8,999,i
BS,anninc999i,p0p100,2004,33159.2,999,i
BS,anninc999i,p0p100,2005,33686.3,999,i
BS,anninc999i,p0p100,2006,33548.1,999,i
BS,anninc999i,p0p100,2007,33445.7,999,i
BS,anninc999i,p0p100,2008,32453,999,i
BS,anninc999i,p0p100,2009,30129.9,999,i
BS,anninc999i,p0p100,2010,29896.8,999,i
BS,anninc999i,p0p100,2011,29812.1,999,i
BS,anninc999i,p0p100,2012,30520.6,999,i
BS,anninc999i,p0p100,2013,29060.9,999,i
BS,anninc999i,p0p100,2014,28456.3,999,i
BS,anninc999i,p0p100,2015,28333.4,999,i
BS,anninc999i,p0p100,2016,28389.2,999,i
BS,anninc999i,p0p100,2017,29376,999,i
BS,anninc999i,p0p100,2018,29192.4,999,i
BS,anninc999i,p0p100,2019,29093.8,999,i
BS,anninc999i,p0p100,2020,23862.2,999,i
BS,anninc999i,p0p100,2021,25864.5,999,i
BT,anninc999i,p0p100,1970,26637.7,999,i
BT,anninc999i,p0p100,1971,26520,999,i
BT,anninc999i,p0p100,1972,25999.3,999,i
BT,anninc999i,p0p100,1973,25569.5,999,i
BT,anninc999i,p0p100,1974,26100.8,999,i
BT,anninc999i,p0p100,1975,24375.8,999,i
BT,anninc999i,p0p100,1976,25790.2,999,i
BT,anninc999i,p0p100,1977,26991.8,999,i
BT,anninc999i,p0p100,1978,28042.1,999,i
BT,anninc999i,p0p100,1979,28493.8,999,i
BT,anninc999i,p0p100,1980,28345.5,999,i
BT,anninc999i,p0p100,1981,30790.1,999,i
BT,anninc999i,p0p100,1982,30758.7,999,i
BT,anninc999i,p0p100,1983,31864.7,999,i
BT,anninc999i,p0p100,1984,34728.1,999,i
BT,anninc999i,p0p100,1985,34864.7,999,i
BT,anninc999i,p0p100,1986,38534.4,999,i
BT,anninc999i,p0p100,1987,50467.9,999,i
BT,anninc999i,p0p100,1988,52230,999,i
BT,anninc999i,p0p100,1989,57635.4,999,i
BT,anninc999i,p0p100,1990,62683.8,999,i
BT,anninc999i,p0p100,1991,60096.1,999,i
BT,anninc999i,p0p100,1992,61016.4,999,i
BT,anninc999i,p0p100,1993,63121.5,999,i
BT,anninc999i,p0p100,1994,68532.6,999,i
BT,anninc999i,p0p100,1995,69281.8,999,i
BT,anninc999i,p0p100,1996,73088.3,999,i
BT,anninc999i,p0p100,1997,77576.9,999,i
BT,anninc999i,p0p100,1998,74390.3,999,i
BT,anninc999i,p0p100,1999,79103.5,999,i
BT,anninc999i,p0p100,2000,81611.9,999,i
BT,anninc999i,p0p100,2001,86638.2,999,i
BT,anninc999i,p0p100,2002,92874.5,999,i
BT,anninc999i,p0p100,2003,97413.8,999,i
BT,anninc999i,p0p100,2004,101355.4,999,i
BT,anninc999i,p0p100,2005,107781.1,999,i
BT,anninc999i,p0p100,2006,113627.9,999,i
BT,anninc999i,p0p100,2007,133492.4,999,i
BT,anninc999i,p0p100,2008,134208.3,999,i
BT,anninc999i,p0p100,2009,142363.6,999,i
BT,anninc999i,p0p100,2010,154094.8,999,i
BT,anninc999i,p0p100,2011,162678,999,i
BT,anninc999i,p0p100,2012,168272.5,999,i
BT,anninc999i,p0p100,2013,163671.3,999,i
BT,anninc999i,p0p100,2014,176327.8,999,i
BT,anninc999i,p0p100,2015,185194.3,999,i
BT,anninc999i,p0p100,2016,195642.4,999,i
BT,anninc999i,p0p100,2017,201885.8,999,i
BT,anninc999i,p0p100,2018,205060.4,999,i
BT,anninc999i,p0p100,2019,213894.1,999,i
BT,anninc999i,p0p100,2020,209007.7,999,i
BT,anninc999i,p0p100,2021,202224.8,999,i
BW,anninc999i,p0p100,1950,3908.8,999,i
BW,anninc999i,p0p100,1951,3933.3,999,i
BW,anninc999i,p0p100,1952,3936.5,999,i
BW,anninc999i,p0p100,1953,3969.9,999,i
BW,anninc999i,p0p100,1954,4013.5,999,i
BW,anninc999i,p0p100,1955,4059.5,999,i
BW,anninc999i,p0p100,1956,4110.6,999,i
BW,anninc999i,p0p100,1957,4167.7,999,i
BW,anninc999i,p0p100,1958,4219.5,999,i
BW,anninc999i,p0p100,1959,4289.9,999,i
BW,anninc999i,p0p100,1960,4324.5,999,i
BW,anninc999i,p0p100,1961,4522.7,999,i
BW,anninc999i,p0p100,1962,4735.3,999,i
BW,anninc999i,p0p100,1963,4915.1,999,i
BW,anninc999i,p0p100,1964,5148.2,999,i
BW,anninc999i,p0p100,1965,5340.2,999,i
BW,anninc999i,p0p100,1966,5570.3,999,i
BW,anninc999i,p0p100,1967,5781.7,999,i
BW,anninc999i,p0p100,1968,6266.2,999,i
BW,anninc999i,p0p100,1969,7062.1,999,i
BW,anninc999i,p0p100,1970,8072.4,999,i
BW,anninc999i,p0p100,1971,9914.7,999,i
BW,anninc999i,p0p100,1972,11794.4,999,i
BW,anninc999i,p0p100,1973,12655.9,999,i
BW,anninc999i,p0p100,1974,12184.1,999,i
BW,anninc999i,p0p100,1975,17764.8,999,i
BW,anninc999i,p0p100,1976,15267.9,999,i
BW,anninc999i,p0p100,1977,16551.5,999,i
BW,anninc999i,p0p100,1978,17133,999,i
BW,anninc999i,p0p100,1979,19357.3,999,i
BW,anninc999i,p0p100,1980,20008.9,999,i
BW,anninc999i,p0p100,1981,23037.8,999,i
BW,anninc999i,p0p100,1982,23927.6,999,i
BW,anninc999i,p0p100,1983,23095,999,i
BW,anninc999i,p0p100,1984,22957.9,999,i
BW,anninc999i,p0p100,1985,22663.9,999,i
BW,anninc999i,p0p100,1986,25300.3,999,i
BW,anninc999i,p0p100,1987,25349.7,999,i
BW,anninc999i,p0p100,1988,28195.4,999,i
BW,anninc999i,p0p100,1989,37882.4,999,i
BW,anninc999i,p0p100,1990,40963.6,999,i
BW,anninc999i,p0p100,1991,44342.2,999,i
BW,anninc999i,p0p100,1992,43989.7,999,i
BW,anninc999i,p0p100,1993,45637.5,999,i
BW,anninc999i,p0p100,1994,40128,999,i
BW,anninc999i,p0p100,1995,43935.5,999,i
BW,anninc999i,p0p100,1996,43349.3,999,i
BW,anninc999i,p0p100,1997,47822.2,999,i
BW,anninc999i,p0p100,1998,50223.2,999,i
BW,anninc999i,p0p100,1999,50074.4,999,i
BW,anninc999i,p0p100,2000,49474.4,999,i
BW,anninc999i,p0p100,2001,50161.1,999,i
BW,anninc999i,p0p100,2002,46144,999,i
BW,anninc999i,p0p100,2003,45774.3,999,i
BW,anninc999i,p0p100,2004,45205.9,999,i
BW,anninc999i,p0p100,2005,48630.6,999,i
BW,anninc999i,p0p100,2006,52150.1,999,i
BW,anninc999i,p0p100,2007,55326.9,999,i
BW,anninc999i,p0p100,2008,56063.4,999,i
BW,anninc999i,p0p100,2009,52035.9,999,i
BW,anninc999i,p0p100,2010,54721.3,999,i
BW,anninc999i,p0p100,2011,60593.6,999,i
BW,anninc999i,p0p100,2012,61778.6,999,i
BW,anninc999i,p0p100,2013,65548.9,999,i
BW,anninc999i,p0p100,2014,68741.4,999,i
BW,anninc999i,p0p100,2015,66465.9,999,i
BW,anninc999i,p0p100,2016,63761.6,999,i
BW,anninc999i,p0p100,2017,64856.4,999,i
BW,anninc999i,p0p100,2018,65763.5,999,i
BW,anninc999i,p0p100,2019,66721.7,999,i
BW,anninc999i,p0p100,2020,58680.5,999,i
BW,anninc999i,p0p100,2021,63297.4,999,i
BY,anninc999i,p0p100,1973,4680.1,999,i
BY,anninc999i,p0p100,1974,4788.4,999,i
BY,anninc999i,p0p100,1975,4895.2,999,i
BY,anninc999i,p0p100,1976,5001,999,i
BY,anninc999i,p0p100,1977,5106.1,999,i
BY,anninc999i,p0p100,1978,5210.6,999,i
BY,anninc999i,p0p100,1979,5313.8,999,i
BY,anninc999i,p0p100,1980,5415.6,999,i
BY,anninc999i,p0p100,1981,5515.9,999,i
BY,anninc999i,p0p100,1982,5615,999,i
BY,anninc999i,p0p100,1983,5713,999,i
BY,anninc999i,p0p100,1984,5810,999,i
BY,anninc999i,p0p100,1985,5907.1,999,i
BY,anninc999i,p0p100,1986,6005.3,999,i
BY,anninc999i,p0p100,1987,6108.5,999,i
BY,anninc999i,p0p100,1988,6224.8,999,i
BY,anninc999i,p0p100,1989,6365.5,999,i
BY,anninc999i,p0p100,1990,6481.2,999,i
BY,anninc999i,p0p100,1991,6459.6,999,i
BY,anninc999i,p0p100,1992,5696.4,999,i
BY,anninc999i,p0p100,1993,5028.8,999,i
BY,anninc999i,p0p100,1994,4503,999,i
BY,anninc999i,p0p100,1995,4188.1,999,i
BY,anninc999i,p0p100,1996,4343.6,999,i
BY,anninc999i,p0p100,1997,4890.1,999,i
BY,anninc999i,p0p100,1998,5332.8,999,i
BY,anninc999i,p0p100,1999,5511.2,999,i
BY,anninc999i,p0p100,2000,5827.7,999,i
BY,anninc999i,p0p100,2001,6099.6,999,i
BY,anninc999i,p0p100,2002,6401.7,999,i
BY,anninc999i,p0p100,2003,6891.6,999,i
BY,anninc999i,p0p100,2004,7728.5,999,i
BY,anninc999i,p0p100,2005,8454.1,999,i
BY,anninc999i,p0p100,2006,9309.5,999,i
BY,anninc999i,p0p100,2007,10045.2,999,i
BY,anninc999i,p0p100,2008,11134.4,999,i
BY,anninc999i,p0p100,2009,10883,999,i
BY,anninc999i,p0p100,2010,11743.1,999,i
BY,anninc999i,p0p100,2011,12356.5,999,i
BY,anninc999i,p0p100,2012,12516.8,999,i
BY,anninc999i,p0p100,2013,12405.2,999,i
BY,anninc999i,p0p100,2014,12729.2,999,i
BY,anninc999i,p0p100,2015,11911.8,999,i
BY,anninc999i,p0p100,2016,11495.6,999,i
BY,anninc999i,p0p100,2017,11981.2,999,i
BY,anninc999i,p0p100,2018,12464.2,999,i
BY,anninc999i,p0p100,2019,12682.7,999,i
BY,anninc999i,p0p100,2020,12522.1,999,i
BY,anninc999i,p0p100,2021,12453.4,999,i
BZ,anninc999i,p0p100,1960,2155.8,999,i
BZ,anninc999i,p0p100,1961,2191.7,999,i
BZ,anninc999i,p0p100,1962,2228.3,999,i
BZ,anninc999i,p0p100,1963,2265.8,999,i
BZ,anninc999i,p0p100,1964,2303.1,999,i
BZ,anninc999i,p0p100,1965,2336.5,999,i
BZ,anninc999i,p0p100,1966,2362.5,999,i
BZ,anninc999i,p0p100,1967,2389.7,999,i
BZ,anninc999i,p0p100,1968,2484.7,999,i
BZ,anninc999i,p0p100,1969,2520.3,999,i
BZ,anninc999i,p0p100,1970,2550.5,999,i
BZ,anninc999i,p0p100,1971,2555.6,999,i
BZ,anninc999i,p0p100,1972,2754,999,i
BZ,anninc999i,p0p100,1973,2680.6,999,i
BZ,anninc999i,p0p100,1974,2812,999,i
BZ,anninc999i,p0p100,1975,2889.3,999,i
BZ,anninc999i,p0p100,1976,3055,999,i
BZ,anninc999i,p0p100,1977,3100.3,999,i
BZ,anninc999i,p0p100,1978,3410.6,999,i
BZ,anninc999i,p0p100,1979,3650,999,i
BZ,anninc999i,p0p100,1980,4476.3,999,i
