"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00"
"Chad",2003,"N","consumption",TRUE,"TCD:2003:N:c","TCD2003",NA,24.13872,6.750978,2262743,27.9455323991684,59.98948,24.51713,5623363,40.9000609534929,83.7261,44.49956,7848414,53.1396771907915,95.20492,63.9721,8924429,67.1714879665374,99.02027,79.14787,9282077,79.9175299535753,99.758,85.91539,9351231,86.1449413346648,99.89042,89.39342,9363644,89.540330160682,99.96895,92.9085,9371005,92.9604675072423,99.98168,94.67531,9372199,94.7203506304317,6.886798,1.86532,645563,27.1559106052528,13.03926,3.415515,1222289,26.1548867648155,21.43217,5.763189,2009034,26.8552289358921,0.06750978,0.46582547,1.42398592,3.5184655,7.914787,12.8873085,17.878684,27.87255,37.870124,0.0117142096,0.02681179275,0.05428924038,0.279455323991684,0.777101158116365,1.70046967010533,3.69443183815956,7.99175299535753,12.9217412001997,17.9080660321364,27.8881402521727,37.8881402521727,2262743,3360620,2225051,1076015,357648,69154,12413,7361,1717,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad",2011,"N","consumption",TRUE,"TCD:2011:N:c","TCD2011",NA,15.32379,4.718706,1894172,30.7083575966037,38.0776,15.1902,4706768,39.7974686167153,66.30161,30.65251,8195535,46.1878708171805,86.20584,50.4766,10655894,58.5178403647682,96.63585,69.56815,11945147,71.978664467319,98.9493,79.0699,12231112,79.8304313425397,99.62934,84.14153,12315172,84.4421989848343,99.89295,89.36454,12347757,89.4998082480639,99.92375,92.00183,12351564,92.0553692667697,14.19054,4.353244,1754091,30.5171125014948,20.30262,6.94141,2509605,34.0796847044745,26.74566,9.744999,3306028,36.4047168685004,0.04718706,0.2886138,0.98088032,2.776213,6.956815,11.860485,16.828306,26.809362,36.800732,0.0420088046,0.0837134046,0.14101013553,0.307083575966037,0.756151903717591,1.47801186614978,3.21848122006225,7.1978664467319,11.974564701381,16.8884397969669,26.8499424744192,36.8221477067079,1894172,2812596,3488767,2460359,1289253,285965,84060,32585,9425,3807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo",2006,"N","consumption",TRUE,"TGO:2006:N:c","TGO2006",NA,20.29669,5.108659,1169674,25.128607213591,56.54927,21.69972,3258867,38.3425004601703,78.34968,40.97695,4515198,52.2859278423737,91.83958,59.98065,5292605,65.2964626192669,98.29098,76.17678,5664391,77.5323980288617,99.41389,83.77076,5729103,84.236663511721,99.8178,87.74665,5752380,87.8846091400987,99.98954,91.80786,5762277,91.8570045690614,100,93.85377,5762880,93.8927534267961,6.593416,1.325801,379971,19.9720220878664,13.33611,3.015184,768544,22.4419192801862,21.40783,5.401718,1233708,25.0877307549681,0.05108659,0.41229468,1.3112624,3.29893575,7.617678,12.565614,17.54933,27.542358,37.541508,0.00900218879,0.02559891216,0.05504350642,0.25128607213591,0.728507508743236,1.67314969095596,3.59130544405968,7.75323980288617,12.6354995267582,17.5769218280197,27.5571013707184,37.5571013707184,1169674,2089193,1256331,777407,371786,64712,23277,9897,0,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo",2011,"N","consumption",TRUE,"TGO:2011:N:c","TGO2011",NA,25.67766,7.961178,1693684,30.8726926298661,55.0192,23.78792,3629035,43.196095147858,75.92202,41.29569,5007773,54.3673024729221,90.61887,59.32971,5977169,65.4511524635069,97.82582,75.4194,6452535,77.0843955991337,99.30413,83.16553,6550044,83.7203727521579,99.65895,87.24037,6573448,87.5570300914304,99.91096,91.43996,6590070,91.5007204633318,99.97943,93.56625,6594586,93.6255403474989,12.35241,2.952406,814758,23.6266884651379,19.76169,5.563986,1303470,28.1147418381422,26.90465,8.546953,1774615,31.6729540226029,0.07961178,0.45197048,1.32146208,3.26313405,7.54194,12.4748295,17.448074,27.431988,37.4265,0.02034207734,0.04790591946,0.08829002449,0.308726926298661,0.820725807809302,1.73975367913351,3.59981338549288,7.70843955991337,12.5580559128237,17.5114060182861,27.4502161389995,37.4502161389996,1693684,1935351,1378738,969396,475366,97509,23404,16622,1357,4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo",2015,"N","consumption",TRUE,"TGO:2015:N:c","TGO2015",NA,20.12166,6.690307,1473541,33.358559490116,51.14404,20.69335,3745359,40.5030531988799,74.20715,38.09417,5434307,51.3354256948752,90.77201,57.14167,6647378,62.9225265191077,98.09423,74.47026,7183595,75.897397249251,99.36105,82.60084,7276367,83.1641733507937,99.73851,86.857,7304009,87.0971830334591,99.93601,91.19594,7318472,91.2582072206444,100,93.39532,7323158,93.4436554154833,12.59591,3.482192,922418,27.9664006634934,18.22095,5.863375,1334349,32.1120945199883,24.62495,8.443829,1803324,34.0965231398432,0.06690307,0.39317365,1.21901344,3.14279185,7.447026,12.390126,17.3714,27.358782,37.358128,0.02608161808,0.05493982375,0.09490863796,0.33358559490116,0.769558010778718,1.64273362223601,3.46073895855092,7.5897397249251,12.4746260026191,17.4194366066918,27.3774621661933,37.3774621661933,1473541,2271818,1688948,1213071,536217,92772,27642,14463,0,4686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1981,"N","consumption",TRUE,"THA:1981:N:c","THA1981",NA,1.534955,0.1087433,741787,6.72378053760507,19.32483,4.919244,9338970,25.3935364045587,42.80536,15.32727,20686236,36.5718852568196,69.29727,32.99626,33488789,47.8691162441045,88.55996,54.60356,42797729,61.7939505755051,94.76653,67.14534,45797133,70.8770139206881,97.09277,74.38157,46921318,76.6310346544777,98.78828,82.2906,47740695,83.2984607872707,99.38369,86.50011,48028434,87.1081929724658,10.72669,1.988756,5183810,18.4470206481517,18.20017,4.491078,8795464,24.5778050281142,25.17247,6.833428,12164917,29.1545254988585,0.001087433,0.093465636,0.49047264,1.8147943,5.460356,10.071801,14.876314,24.68718,34.600044,0.02931426344,0.08277056754,0.15108709308,0.0672378053760507,0.482477191686615,1.17030032821823,2.63280139342575,6.17939505755051,10.6315520881032,15.3262069308955,24.9895382361812,34.8432771889863,741787,8597183,11347266,12802553,9308940,2999404,1124185,819377,297840,287739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1988,"N","consumption",TRUE,"THA:1988:N:c","THA1988",NA,0,0,0,NA,14.0479,2.474136,7711106,17.5823160389937,39.61088,12.21277,21743014,31.5865210411581,68.16844,30.35467,37418693,44.8095142169665,88.33273,52.91324,48487178,60.010895391213,94.66811,65.9707,51964765,69.7070209469426,97.01572,73.47936,53253403,75.7774830638513,98.71542,81.66457,54186395,82.747904585579,99.30955,86.01222,54512522,86.6173046688878,6.392664,0.6949336,3509030,10.8824357789898,14.71122,2.665267,8075212,18.043802735064,22.59323,4.90109,12401767,23.5376506587658,0,0.047008584,0.39080864,1.66950685,5.291324,9.895605,14.695872,24.499371,34.404888,0.01073672412,0.05146630577,0.1135582553,NA,0.33406400474088,1.01076867331706,2.46452328193316,6.0010895391213,10.4560531420414,15.1554966127703,24.8243713756737,34.6469218675551,0,7711106,14031908,15675679,11068485,3477587,1288638,932992,378998,326127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1990,"N","consumption",TRUE,"THA:1990:N:c","THA1990",NA,0.5710715,0.09198528,322988,16.4802126524912,9.165596,1.734806,5183895,18.8369072166361,35.91811,10.02284,20314631,27.9253811889695,64.56535,27.63028,36516991,42.828556188228,84.91702,49.73856,48027526,58.5594792085859,92.82052,63.00688,52497602,67.8643112822249,95.83491,70.87043,54202487,73.944018513769,98.26442,79.7012,55576573,81.0461604405909,99.13764,84.47459,56070451,85.2085218980901,5.174469,0.8932376,2926586,17.4998393243146,11.4171,2.351469,6457305,20.4312143216359,20.11946,4.553687,11379202,22.6561252413962,0.0009198528,0.032961314,0.32073088,1.5196654,4.973856,9.451032,14.174086,23.91036,33.789836,0.014640164264,0.04815808512,0.11192962646,0.164802126524912,0.357901237116086,0.893612198047024,2.35557059035254,5.85594792085859,10.1796466923337,14.7888037027538,24.3138481321773,34.083408759236,322988,4860907,15130736,16202360,11510535,4470076,1704885,1374086,487735,493878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1992,"N","consumption",TRUE,"THA:1992:N:c","THA1992",NA,0.2756917,0.04118023,159380,36.985346150367,6.555705,1.098198,3789920,17.3810281510281,28.76423,7.715819,16628895,27.0377398740461,57.73186,23.30403,33375378,40.4494896365417,80.21584,44.73445,46373596,55.8016639989732,89.46011,58.37987,51717803,65.3148808566008,93.51818,66.68722,54063815,71.3304247410396,97.03351,76.32322,56096063,78.686699630255,98.44668,81.6903,56913031,83.0180949036748,6.465135,1.06097,3737561,17.3482821595021,13.71677,2.80488,7929805,20.8161364453924,22.77051,5.35854,13163864,23.704860019496,0.0004118023,0.020865762,0.246906208,1.28172165,4.473445,8.7569805,13.337444,22.896966,32.67612,0.0200205039,0.0661671192,0.151646682,0.36985346150367,0.330239534869534,0.865207675969475,2.22472193000979,5.58016639989732,9.79723212849012,14.2660849482079,23.6060098890765,33.2072379614699,159380,3630540,12838975,16746483,12998218,5344207,2346012,2032248,897990,816968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1994,"N","consumption",TRUE,"THA:1994:N:c","THA1994",NA,0.0661594,0.009468067,38952,66.7116262982798,3.131199,0.5074296,1843502,16.9711875527674,19.16149,4.422071,11281379,23.3114310711744,50.53421,17.68235,29752152,35.0625255753597,78.25424,39.69032,46072394,50.7690289798033,89.62337,54.71101,52766000,61.0666616425366,94.10384,64.07297,55403889,68.0924127206324,97.43335,74.7434,57364147,76.737542238202,98.65912,80.58556,58085822,81.6432106583346,5.432248,0.9698688,3198251,18.2389003014795,11.98888,2.474714,7058485,20.884127382164,20.23765,4.721495,11914971,23.4070836621711,9.468067e-05,0.0096411624,0.141506272,0.97252925,3.969032,8.2066515,12.814594,22.42302,32.234224,0.021104345088,0.0673122208,0.1541095968,0.667116262982798,0.322452563502581,0.745965794277581,1.92843890664478,5.07690289798033,9.15999924638049,13.6184825441265,23.0212626714606,32.6572842633338,38952,1804550,9437877,18470773,16320242,6693606,2637889,1960258,789447,721675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1996,"N","consumption",TRUE,"THA:1996:N:c","THA1996",NA,0.04051686,0.004356609,24363,66.1820627041234,2.183694,0.3261339,1313059,16.2491800155553,14.98803,3.209367,9012330,21.5347143520463,44.97151,14.58586,27041453,32.4429536466841,74.91018,36.16807,45043631,48.2902354537618,87.45765,51.47717,52588448,58.8270665791345,93.12341,61.24884,55995280,65.7818802474005,97.03838,72.65256,58349358,74.890857771206,98.33684,78.92755,59130125,80.2835168488555,5.326632,0.9848773,3202914,19.0455590904969,12.08086,2.483603,7264244,20.704764573296,20.39903,4.765866,12265975,23.4592085730029,4.356609e-05,0.0061965441,0.102699744,0.8022223,3.616807,7.7215755,12.249768,21.795768,31.57102,0.023558265016,0.0742597297,0.17099927208,0.661820627041234,0.308734420295551,0.689110859265482,1.78436245056763,4.82902354537618,8.82405998687018,13.1563760494801,22.4672573313618,32.1134067395422,24363,1288696,7699271,18029123,18002178,7544817,3406832,2354078,1000061,780767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1998,"N","consumption",TRUE,"THA:1998:N:c","THA1998",NA,0.01919552,0.001932495,11822,50.475001084183,1.454577,0.2199022,895803,16.8623083270464,14.32713,2.798172,8823378,19.5130470913285,43.89831,14.09569,27034819,32.128885900266,73.41449,35.13928,45212389,47.8270439397174,86.61898,50.41194,53344388,58.1688082543573,92.75833,60.32072,57125313,65.029230093572,97.18979,72.02462,59854432,74.1336135405626,98.60535,78.51732,60726206,79.589800803085,5.036572,0.8263281,3101778,16.9506197615988,12.13714,2.318274,7474670,19.1119797413969,20.88372,4.683868,12861260,22.4596305334056,1.932495e-05,0.0041781418,0.089541504,0.77526295,3.513928,7.561791,12.064144,21.607386,31.406928,0.020211985326,0.07089281892,0.1718979556,0.50475001084183,0.320383858213882,0.624417506922512,1.76708872451463,4.78270439397174,8.72532123815359,13.0058460187144,22.2400840621688,31.835920321234,11822,883981,7927575,18211441,18177570,8131999,3780925,2729119,858897,871774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",1999,"N","consumption",TRUE,"THA:1999:N:c","THA1999",NA,0.04839513,0.0001069315,30149,62.2369315894909,2.537322,0.3452975,1580715,14.9659955427997,18.0616,4.044329,11252119,22.4091630107033,47.81409,16.47602,29787495,34.4674550338455,76.25975,38.09704,47508734,49.9773464212332,87.83635,53.02763,54720791,60.3720896859063,92.75662,62.44462,57786049,67.2631380288921,97.0625,73.45387,60468550,75.698548063105,98.84264,79.61714,61577552,80.6393727922385,5.67276,0.9576047,3534048,17.1980440056322,13.38646,2.623674,8339573,19.6927846936023,21.27675,5.057793,13255111,23.7932581941588,1.069315e-06,0.0065606525,0.129418528,0.9061811,3.809704,7.9541445,12.488924,22.036161,31.846856,0.021842963207,0.07480094574,0.17302709853,0.622369315894909,0.284353915313194,0.717093216342506,1.8957100268615,4.99773464212332,9.05581345288595,13.4526276057784,22.7095644189315,32.2557491168954,30149,1550566,9671404,18535376,17721239,7212057,3065258,2682501,721019,1109002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2000,"N","consumption",TRUE,"THA:2000:N:c","THA2000",NA,0.05480248,0.006244959,34500,63.7664909410156,2.401711,0.3934352,1511941,17.9130259899382,18.28368,4.027494,11510060,22.0931746577486,48.58218,16.75706,30583766,34.5029430618069,76.09364,38.3998,47902957,50.4821721581162,88.29802,53.28317,55585936,60.3680558628858,93.30932,62.76138,58740682,67.2254306919659,97.55996,73.77867,61416572,75.6283229696867,98.79311,79.90193,62192873,80.91066119018,5.676751,0.9502945,3573665,17.1286670263203,12.28408,2.523072,7733153,20.6705969850648,21.03356,4.877106,13241182,23.2933740214926,6.244959e-05,0.0074752688,0.128879808,0.9216383,3.83998,7.9924755,12.552276,22.133601,31.960772,0.02143864392,0.0711506304,0.16504126704,0.637664909410156,0.340347493808826,0.706981589047955,1.89766186839938,5.04821721581162,9.05520837943287,13.4450861383932,22.688496890906,32.364264476072,34500,1477441,9998119,19073706,17319191,7682979,3154746,2675890,759769,776301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2002,"N","consumption",TRUE,"THA:2002:N:c","THA2002",NA,0.1009019,0.02181936,64647,63.0849730981617,1.110569,0.2152623,711531,19.7116165361505,11.80482,2.32876,7563240,19.6126237547531,39.74639,12.38043,25465149,31.126943427015,71.46384,32.86751,45786230,45.9926932609176,85.75253,48.46141,54940863,56.5098559678837,92.08341,58.69229,58997000,63.6904525168287,96.72855,70.77384,61973099,73.1531039669583,98.33251,77.49169,63000741,78.7958371147998,5.682877,0.9757167,3640967,16.9447945838579,12.91655,2.576876,8275516,19.8597886988799,21.42933,5.021472,13729576,23.3792303501386,0.0002181936,0.0040899837,0.07452032,0.68092365,3.286751,7.2692115,11.738458,21.232152,30.996676,0.025612563375,0.08454730156,0.19769535264,0.630849730981617,0.37452071418686,0.627603960152099,1.71198188848583,4.59926932609176,8.47647839518256,12.7380905033657,21.9459311900875,31.5183348459199,64647,646884,6851709,17901909,20321081,9154633,4056137,2976099,1068346,1027642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2004,"N","consumption",TRUE,"THA:2004:N:c","THA2004",NA,0.03241263,0.00328759,21067,71.5411863866239,0.7245485,0.1205,470922,21.3476742953451,8.732122,1.63074,5675469,18.7438023228588,33.4102,9.779088,21715059,29.3173463209949,65.5887,28.60958,42629572,43.6368604540231,82.48016,44.17393,53608227,53.5059865190773,90.06489,54.84984,58537945,60.9064610152415,95.62609,67.71658,62152463,70.7950971175575,97.51968,74.96052,63383208,76.843368655003,6.432211,1.143345,4180635,17.9194664404239,13.75701,2.912042,8941410,21.2209679734819,22.30354,5.450715,14496253,24.3935508992554,3.28759e-05,0.0022895,0.05218368,0.53784984,2.860958,6.6260895,10.969968,20.314974,29.984208,0.03383157855,0.10771643358,0.24195723885,0.715411863866239,0.405605811611557,0.599801674331482,1.61245404765472,4.36368604540231,8.02589797786159,12.1812922030483,21.2385291352672,30.7373474620012,21067,449855,5204547,16039590,20914513,10978655,4929718,3614518,1612091,1230745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2006,"N","consumption",TRUE,"THA:2006:N:c","THA2006",NA,0.00364102,0.001418264,2396,87.4243354994121,0.6778131,0.1061529,446086,23.3694951551433,6.06385,1.153658,3990773,19.4262711108066,26.76823,7.410054,17616851,27.711194644611,58.95087,24.08042,38797063,40.8243510027623,77.48316,39.19042,50993633,50.5707256192485,86.76573,50.05335,57102727,57.6641892976637,94.31828,63.77441,62073252,67.6262901690409,97.15183,71.80829,63938083,73.9482078657198,7.371188,1.455765,4851166,20.3475645993376,15.00594,3.374052,9875790,22.64371820383,22.87326,5.965764,15053472,26.1308633298809,1.418264e-05,0.0020169051,0.036917056,0.40755297,2.408042,5.878563,10.01067,19.132323,28.723316,0.0492630876,0.1427223996,0.3030608112,0.874243354994121,0.444020407947723,0.621640675545811,1.5241157054536,4.08243510027623,7.58560884288728,11.5328378595327,20.2878870507123,29.5792831462879,2396,443690,3544687,13626078,21180212,12196570,6109094,4970525,1874453,1864831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2007,"N","consumption",TRUE,"THA:2007:N:c","THA2007",NA,0.005799224,0.0005649954,3838,78.5657734731957,0.3357008,0.04688114,222174,34.4882809211127,4.28108,0.7228495,2833307,17.7171344264227,24.46654,6.167347,16192462,25.167219505926,57.8911,22.62123,38313527,39.1097404026966,77.12466,37.98121,51042694,49.2350532283713,87.07702,49.17327,57629372,56.4922596620124,94.72868,63.33083,62693398,66.8465835917308,97.41124,71.57032,64468772,73.4518024826038,6.164296,1.066086,4079659,17.7535120059806,13.08208,2.771048,8657991,21.3715975741095,21.60302,5.195606,14297325,24.0564100264125,5.649954e-06,0.00089074166,0.023131184,0.339204085,2.262123,5.6971815,9.834654,18.999249,28.628128,0.03697186248,0.12009722032,0.270171512,0.785657734731957,0.655277337501141,0.566948301645526,1.38419707282593,3.91097404026966,7.38525798425569,11.2984519324025,20.0539750775192,29.3807209930415,3838,218336,2611133,13359155,22121065,12729167,6586678,5064026,1713295,1775374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2008,"N","consumption",TRUE,"THA:2008:N:c","THA2008",NA,0.001465227,0.0001327249,975,74.0826706508215,0.1382841,0.02026637,92002,86.3593003425376,3.358654,0.5230496,2234546,16.5457096796799,22.52196,5.434295,14984082,24.1332215657428,55.30884,21.1797,36797515,38.2593663507694,74.92402,36.18718,49847688,48.2738795298531,85.10721,47.31616,56622664,55.5606901584969,94.05217,61.68095,62573834,65.5785092466257,97.14924,70.22422,64634345,72.2808285153837,6.035132,1.003982,4015233,16.9838479590578,13.62639,2.759673,9065771,20.3164321202782,22.10796,5.279529,14708643,23.9796320638876,1.327249e-06,0.00038506103,0.0167375872,0.298886225,2.11797,5.428077,9.463232,18.504285,28.089688,0.03648470588,0.12537194439,0.2877343305,0.740826706508215,1.64082670650821,0.529462709749757,1.32732718611585,3.82593663507694,7.24108192947796,11.1121380316994,19.6735527739877,28.9123314061535,975,91027,2142544,12749536,21813433,13050173,6774976,5951170,1896639,2060511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2009,"N","consumption",TRUE,"THA:2009:N:c","THA2009",NA,0.0003979302,3.970482e-05,266,74.8340662530017,0.1679897,0.02427893,112329,86.7547717121062,2.920728,0.4566892,1952998,16.4142464433692,19.99063,4.622713,13367102,23.1917635120139,52.55397,19.47787,35141179,37.051689198239,73.40236,34.3462,49081838,46.8110808922829,84.3985,45.60121,56434609,54.0487313138064,93.78852,60.38977,62713419,64.3372158749055,97.07358,69.22114,64910034,71.3183062324878,6.25121,1.10384,4179987,17.9566419899083,13.36736,2.806303,8938331,20.932309751354,22.20116,5.31024,14845214,23.9879335705396,3.970482e-07,0.00046129967,0.0146140544,0.254249215,1.947787,5.15193,9.120242,18.116931,27.688456,0.0422108416,0.1341412834,0.304807776,0.748340662530017,1.64834066253002,0.525255886187814,1.27554699316076,3.7051689198239,7.02166213384243,10.8097462627613,19.3011647624717,28.5273224929951,266,112063,1840669,11414104,21774077,13940659,7352771,6278810,1956805,2196615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2010,"N","consumption",TRUE,"THA:2010:N:c","THA2010",NA,0.001398444,5.378991e-06,940,77.7716401428555,0.1328688,0.01284957,89281,45.5043602476026,2.382542,0.3815451,1600950,17.3138907594844,17.49276,3.984129,11754265,22.7773297875399,51.12897,18.17411,34356126,35.5286625020999,72.24832,33.00347,48547279,45.672218950988,83.61911,44.41287,56187884,53.0853428564361,93.12161,59.36416,62573092,63.7215307433429,96.57857,68.31196,64895997,70.7463660132181,5.946191,1.045087,3995545,18.0792866918934,12.35077,2.633289,8299103,21.4720019199459,20.79495,4.940491,13973172,23.8645908403425,5.378991e-08,0.00024414183,0.0122094432,0.219127095,1.817411,4.9505205,8.882574,17.809248,27.324784,0.04092560692,0.12889949655,0.2900068217,0.777716401428555,0.864582844704449,0.554044504303501,1.25275313831469,3.55286625020999,6.8508328426482,10.6170685712872,19.1164592230029,28.2985464052872,940,88341,1511669,10153315,22601861,14191153,7640605,6385208,2299031,2322905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2011,"N","consumption",TRUE,"THA:2011:N:c","THA2011",NA,0,0,0,75.2913531303058,0.04406722,0.006525152,29753,86.9954490159504,1.314589,0.1896855,887589,19.7487702807135,13.37154,2.667481,9028247,20.1251745668439,48.63483,15.74818,32837450,32.3706013446128,72.29135,31.05297,48809950,42.9723605317993,84.40809,43.00881,56990977,50.9212193063557,93.76112,58.63893,63305991,62.5440573649965,96.83447,67.84879,65381067,70.0524711221356,4.102066,0.6906375,2769649,17.9543640194013,10.40533,1.967442,7025510,19.0481457510172,18.57569,4.050151,12542005,21.9108185958078,0,0.000123977888,0.006069936,0.146711455,1.574818,4.6579455,8.601762,17.591679,27.139516,0.028253980125,0.1005362862,0.2486792714,0.752913531303058,1.65291353130306,0.631960648982832,1.10688460117641,3.23706013446128,6.44585407976989,10.1842438612711,18.763217209499,28.0209884488542,0,29753,857836,8140658,23809203,15972500,8181027,6315014,2137315,2075076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2012,"N","consumption",TRUE,"THA:2012:N:c","THA2012",NA,0,0,0,80.7208419952247,0.05606,0.01141309,38029,51.7817514126572,1.411016,0.2219599,957176,19.7412221205705,13.45098,2.810536,9124601,21.0592742490598,45.55041,15.25762,30899557,33.4288664934614,67.78705,29.42188,45983994,43.3565194247956,80.14206,40.72176,54365133,50.7990658256496,91.82548,56.13767,62290693,61.1121470074907,95.94854,65.66353,65087610,68.428525816493,5.784612,1.02613,3924047,18.5127942433088,12.79482,2.638553,8679489,20.8759829479952,21.23867,5.024343,14407455,23.7135786580185,0,0.00021684871,0.0071027168,0.15457948,1.525762,4.413282,8.144352,16.841301,26.265412,0.0443801225,0.1427457173,0.3260798607,0.807208419952247,0.983853276840487,0.631719107858256,1.15826008369829,3.34288664934614,6.50347791371934,10.1598131651299,18.3336441022472,27.3714103265972,0,38029,919147,8167425,21774956,15084437,8381139,7925560,2748347,2796917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2013,"N","consumption",TRUE,"THA:2013:N:c","THA2013",NA,0,0,0,82.9328271913829,0.03922005,0.003551811,26726,53.8867476012396,1.081142,0.1388165,736739,21.0977974779622,11.32504,2.23082,7717392,19.9527698215847,43.35175,13.74953,29541834,31.7403148567088,66.17247,27.84841,45092899,42.1046117302401,79.34858,39.20703,54071694,49.4110083155404,91.70363,54.99523,62490981,59.9402231869359,96.11126,64.80055,65494539,67.3978565170538,5.042574,0.8588218,3436237,17.9582890280452,11.81631,2.348098,8052165,20.265839017544,19.66898,4.577334,13403328,23.4198115688193,0,6.7484409e-05,0.004442128,0.1226951,1.374953,4.1772615,7.841406,16.498569,25.92022,0.038251922972,0.1307890586,0.3057659112,0.829328271913829,1.02384820442355,0.67512951929479,1.09740234018716,3.17403148567088,6.31569175953601,9.88220166310808,17.9820669560808,26.9591426068215,0,26726,710013,6980653,21824442,15551065,8978795,8419287,2649962,3003558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2014,"N","consumption",TRUE,"THA:2014:N:c","THA2014",NA,0,0,0,80.5013359284178,0.03222966,0.004742138,22058,50.2930442083654,0.8643842,0.1352036,591574,24.6941567081906,10.35633,1.986895,7087741,19.4674986417698,42.50218,13.1325,29087952,30.9478067203391,66.13033,27.25698,45258758,41.2016339878408,79.44722,38.79575,54372668,48.8248038676039,91.90895,54.79732,62901318,59.5877967507027,96.30648,64.7115,65910932,67.2257142742879,4.824401,0.809959,3301759,17.4773886525656,11.2627,2.206324,7708049,19.8497078889129,19.5332,4.408808,13368274,22.6432958195976,0,9.0100622e-05,0.0043265152,0.109279225,1.31325,4.088547,7.75915,16.439196,25.8846,0.03656964885,0.1244366736,0.2984763016,0.805013359284178,0.955567839958943,0.790213014662099,1.07071242529734,3.09478067203391,6.18024509817612,9.76496077352078,17.8763390252108,26.8902857097152,0,22058,569516,6496167,22000211,16170806,9113910,8528650,2527798,3009614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
