"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00"
"Gambia",1991,"N","consumption",FALSE,"GMB:1991:N:c","GMB1991",0.3948566,0.1512784,391963,0.382948399294347,0.6894116,0.3475895,684360,0.50421749752053,0.8568029,0.528026,850525,0.616572996527256,0.9483391,0.6892192,941391,0.726723888812069,0.9844193,0.8157246,977206,0.828674970799566,0.8741559,987039,0.879111557424917,0.9975198,0.9047055,990211,0.907111620865057,0.9994311,0.9360364,992108,0.936645175142954,0.9997847,0.9519145,992459,0.952483881357215
"Gambia",1992,"N","consumption",FALSE,"GMB:1992:N:c","GMB1992",0.3953124,0.1515782,406174,0.383620138360087,0.6903529,0.3480098,709320,0.504126806749261,0.8568747,0.5284301,880417,0.616338640893675,0.9484109,0.6895376,974468,0.72706704274448,0.9844193,0.8159319,1011466,0.82892011082224,0.8743036,1021643,0.879281742207813,0.9975198,0.9048195,1024927,0.907233519264102,0.9994311,0.9361143,1026890,0.936733525141443,0.9997847,0.9519734,1027254,0.952550143856082
"Gambia",1993,"N","consumption",FALSE,"GMB:1993:N:c","GMB1993",0.3972726,0.1521407,421451,0.384219822060947,0.6912305,0.3487979,733300,0.504533575413177,0.858611,0.5291859,910868,0.616467695778689,0.9489842,0.6901334,1006741,0.727676049415802,0.9846347,0.8163193,1044562,0.82930472426561,0.8745795,1054841,0.879553601501944,0.9975198,0.9050326,1058231,0.907442806327307,0.9994311,0.9362598,1060258,0.936876125700122,0.9997847,0.9520832,1060634,0.952657094275092
"Gambia",1994,"N","consumption",FALSE,"GMB:1994:N:c","GMB1994",0.4122203,0.159437,451056,0.38638096102652,0.7039733,0.3588858,770296,0.509376338145765,0.8675279,0.5388496,949259,0.621179199085507,0.950934,0.6976665,1040523,0.733276657460679,0.9858025,0.8212157,1078677,0.833376440181208,0.8780695,1089143,0.88212735467708,0.9975198,0.9077131,1091498,0.910098608986979,0.9995042,0.9380924,1093669,0.93865820667854,0.9997847,0.9534657,1093976,0.953993655008905
"Gambia",1995,"N","consumption",FALSE,"GMB:1995:N:c","GMB1995",0.4214326,0.1650545,475618,0.392910825326563,0.7147083,0.3665353,806602,0.512310524262969,0.8703452,0.5460767,982250,0.627364745760644,0.9529189,0.7032388,1075440,0.737604189013772,0.9873126,0.8248375,1114256,0.835397454815531,0.8806381,1123347,0.884757297558535,0.9975198,0.9096797,1125776,0.912087316490703,0.9995042,0.9394372,1128015,0.940043920911686,0.9998564,0.9544807,1128413,0.955032940683764
"Gambia",1996,"N","consumption",FALSE,"GMB:1996:N:c","GMB1996",0.4247486,0.1673596,494446,0.393565160554137,0.7182384,0.3696692,836095,0.514580694446537,0.8719391,0.5489855,1015016,0.6299811472642,0.9536367,0.705475,1110120,0.73995803492684,0.9873126,0.8262921,1149322,0.836879543807768,0.8816686,1159465,0.884912124567608,0.9975198,0.9104661,1161204,0.912878287603149,0.9995042,0.9399749,1163514,0.940582913965804,0.9998564,0.9548869,1163924,0.955437185474353
"Gambia",1997,"N","consumption",FALSE,"GMB:1997:N:c","GMB1997",0.4157807,0.163011,499156,0.392279180822583,0.7086344,0.3637551,850734,0.512684847022014,0.8691449,0.5434697,1043431,0.625066250523226,0.9524173,0.7012285,1143402,0.736249616454998,0.9871663,0.823529,1185119,0.834033534763112,0.8797137,1194965,0.883802691320633,0.9975198,0.9089719,1197548,0.911373358601151,0.9995042,0.9389532,1199931,0.939527674962672,0.9998564,0.9541151,1200354,0.954645756222004
"Gambia",1998,"N","consumption",TRUE,"GMB:1998:N:c","GMB1998",0.4157807,0.1621087,514788,0.389668818603054,0.708278,0.3625248,876937,0.512609935817011,0.8688956,0.5423072,1075801,0.623826472762542,0.9522275,0.7003321,1178977,0.735374538675984,0.9871663,0.8229449,1222235,0.83433295415941,0.8793009,1232390,0.883404024924353,0.9975198,0.9086559,1235054,0.911074759716576,0.9995042,0.938737,1237511,0.939365774353931,0.9997847,0.953952,1237858,0.954524330765448
"Gambia",1999,"N","consumption",FALSE,"GMB:1999:N:c","GMB1999",0.2588089,0.09255294,330533,0.358619848061798,0.5721957,0.2538593,730770,0.443518447403817,0.7863302,0.4325123,1004248,0.549969913185659,0.9144984,0.6114608,1167936,0.668692808267087,0.9722381,0.7642642,1241677,0.785945596884445,0.8370659,1264700,0.845192231690661,0.9950438,0.8760011,1270803,0.880922525279646,0.9980195,0.9162979,1274604,0.917728588651586,0.9993371,0.9369721,1276286,0.937561843029852
"Gambia",2000,"N","consumption",FALSE,"GMB:2000:N:c","GMB2000",0.1930491,0.06325457,254381,0.327054465038278,0.4840135,0.1961772,637786,0.404857291274753,0.7176641,0.3659416,945668,0.509305184764391,0.877277,0.5531993,1155991,0.63043473511632,0.9607721,0.7234119,1266012,0.753184577592516,0.8071592,1296017,0.819911127798132,0.9925886,0.8527033,1307937,0.859211369336017,0.9969509,0.9002301,1313685,0.90252673582257,0.9987757,0.9246634,1316090,0.92517907290778
"Gambia",2001,"N","consumption",FALSE,"GMB:2001:N:c","GMB2001",0.2555818,0.08932226,347610,0.349130770494903,0.5477208,0.2439584,744941,0.445386685543026,0.7574006,0.4167474,1030121,0.550082031644502,0.8998567,0.5956365,1223872,0.661416772388353,0.9695635,0.752666,1318678,0.776341494111251,0.8289445,1345748,0.837784122894067,0.9948179,0.8698485,1353026,0.874707766346694,0.9978743,0.912112,1357183,0.914420316629895,0.9988588,0.933691,1358522,0.93416633430815
"Gambia",2002,"N","consumption",FALSE,"GMB:2002:N:c","GMB2002",0.3433802,0.1191162,482195,0.34688825927565,0.6422339,0.3058012,901864,0.475401026800545,0.8360975,0.488739,1174099,0.584421305071764,0.9388264,0.6603324,1318357,0.703005406809166,0.9844602,0.7988444,1382439,0.811583567084865,0.8627474,1395641,0.86856165032642,0.9966872,0.8959753,1399609,0.899293894577605,0.9986302,0.9299627,1402337,0.931501039315268,0.9991254,0.9471888,1403033,0.947782255609228
"Gambia",2003,"N","consumption",TRUE,"GMB:2003:N:c","GMB2003",0.1946191,0.06150047,282183,0.31773018437044,0.5069435,0.2040023,735030,0.4032965447385,0.732512,0.3769942,1062087,0.514392320205901,0.8921654,0.5651891,1293573,0.633625034604643,0.9678516,0.7336893,1403312,0.757907133380617,0.8159448,1435110,0.824925684317137,0.9937423,0.8599155,1440852,0.864949091496059,0.9974251,0.9052789,1446192,0.907858015169605,0.998444,0.9284784,1447669,0.930168903720342
"Gambia",2004,"N","consumption",FALSE,"GMB:2004:N:c","GMB2004",0.1487506,0.04401349,222609,0.295722792986825,0.4283041,0.1620297,640969,0.37941348487206,0.6705101,0.3247987,1003436,0.483941963197361,0.8590006,0.5167397,1285518,0.601399999596904,0.9572234,0.6992628,1432511,0.730494981616634,0.7906127,1473126,0.803253611858255,0.9924866,0.8401778,1485283,0.846733517200773,0.9964598,0.8916798,1491229,0.895030479576698,0.9981852,0.9181042,1493811,0.919642166833272
"Gambia",2005,"N","consumption",FALSE,"GMB:2005:N:c","GMB2005",0.1466456,0.04420994,226383,0.302885939506321,0.4299035,0.1618413,663660,0.37788932388875,0.6769571,0.3246135,1045046,0.479803051565764,0.8680407,0.5185161,1340030,0.597556551894772,0.9605985,0.7019946,1482915,0.730580450046075,0.7930291,1520635,0.805260533738702,0.9920278,0.842046,1531434,0.848986879198317,0.9964037,0.8929033,1538189,0.895723493701981,0.9981105,0.9190441,1540824,0.920988213045891
"Gambia",2006,"N","consumption",FALSE,"GMB:2006:N:c","GMB2006",0.1380133,0.04181643,219641,0.302917551186164,0.4191254,0.1559765,667015,0.372195780186404,0.6739038,0.317986,1072481,0.472385498289986,0.8693303,0.5144491,1383491,0.591205220703622,0.9622926,0.700348,1531436,0.727884431888212,0.7920927,1567821,0.804020597459864,0.9915895,0.8412709,1578060,0.848731918537604,0.9964697,0.8923411,1585827,0.895657711093489,0.9979936,0.9186169,1588252,0.92010095167945
"Gambia",2007,"N","consumption",FALSE,"GMB:2007:N:c","GMB2007",0.1197916,0.03563149,196440,0.299342893424911,0.3901814,0.1402996,639838,0.359819447791758,0.6538603,0.2985737,1072232,0.457255647777168,0.86165,0.4978433,1412975,0.577546784207669,0.9604581,0.6895054,1575005,0.718223005242143,0.7843352,1612825,0.797860790750703,0.9907707,0.8351833,1624713,0.842733967099155,0.996204,0.8881085,1633623,0.89168626533983,0.9978454,0.9153915,1636315,0.917246041374348
"Gambia",2008,"N","consumption",FALSE,"GMB:2008:N:c","GMB2008",0.09524004,0.02726107,160888,0.286110843261143,0.3434067,0.1174828,580112,0.341381011034395,0.6149336,0.2683072,1038798,0.436893651071717,0.8460553,0.4696274,1429229,0.555045593198532,0.9555023,0.6699074,1614116,0.701382522849928,0.7701416,1656781,0.78575733351561,0.9895067,0.8240457,1671559,0.833087412077369,0.9957079,0.8803545,1682034,0.884666173733344,0.9976113,0.9094774,1685250,0.912033541098182
"Gambia",2009,"N","consumption",FALSE,"GMB:2009:N:c","GMB2009",0.1192241,0.03232137,207483,0.271111193850557,0.4162643,0.1440707,724416,0.346260845553314,0.6931776,0.3162397,1206322,0.45559730359811,0.8872196,0.5228297,1544010,0.58868434609567,0.9677389,0.7103499,1684136,0.733726264020234,0.7996691,1716543,0.81086127836236,0.9923979,0.8471232,1727049,0.853761692042016,0.9970102,0.8964821,1735076,0.898988630833773,0.9979262,0.9217329,1736670,0.92343673660055
"Gambia",2010,"N","consumption",TRUE,"GMB:2010:N:c","GMB2010",0.05191447,0.01299597,93093,0.252001325394915,0.2527671,0.07547225,453261,0.299800758847584,0.5319278,0.2089913,953851,0.392936914688563,0.8047273,0.4113207,1443034,0.511037208903552,0.9448329,0.6283585,1694271,0.665678654224367,0.7399732,1749037,0.75895374434111,0.986483,0.8002699,1768957,0.8116136437266,0.9943908,0.8637488,1783138,0.868958168537936,0.9970759,0.8967751,1787953,0.898564534041821
"Gambia",2011,"N","consumption",FALSE,"GMB:2011:N:c","GMB2011",0.05818348,0.01478946,107532,0.253500284722856,0.2746862,0.08337298,507660,0.304110619406399,0.5623554,0.2216823,1039315,0.393675006651007,0.8220419,0.427285,1519254,0.519745114914799,0.9515294,0.6422546,1758566,0.675261119939797,0.750807,1807716,0.767602321972228,0.9877125,0.8090894,1825438,0.818836666432575,0.9954107,0.8701719,1839665,0.874454797405693,0.9976682,0.9018342,1843837,0.904419653322142
"Gambia",2012,"N","consumption",FALSE,"GMB:2012:N:c","GMB2012",0.04367086,0.01096401,83193,0.248893535003505,0.224689,0.06554741,428035,0.29118843002751,0.5057988,0.1879997,963552,0.371573519129281,0.7903273,0.3886086,1505582,0.491421312255246,0.944595,0.613344,1799464,0.649292698212695,0.7301454,1858515,0.748439349963387,0.9865597,0.7930907,1879407,0.803923932519047,0.9952832,0.8592245,1896025,0.863111643541459,0.9977245,0.8935955,1900676,0.89587315185798
"Gambia",2013,"N","consumption",FALSE,"GMB:2013:N:c","GMB2013",0.03303647,0.008061696,64874,0.235862205676252,0.18636,0.0519192,365957,0.277303946054905,0.461936,0.1619658,907109,0.35052251794477,0.7657283,0.3589682,1503669,0.468720951342227,0.939267,0.5916148,1844449,0.629608238527823,0.7147749,1912946,0.733440067726095,0.9857117,0.7812556,1935653,0.792725511260869,0.9952355,0.8511982,1954355,0.855032497792774,0.9979569,0.887592,1959699,0.889805670194095
"Gambia",2014,"N","consumption",FALSE,"GMB:2014:N:c","GMB2014",0.02639445,0.005944516,53423,0.216830009148279,0.1606179,0.04296958,325097,0.266261898562991,0.4453933,0.1481487,901495,0.332051190357157,0.7598241,0.3468938,1537916,0.455919125688542,0.9408136,0.5852324,1904246,0.622172780192355,0.7108596,1973989,0.728696664863902,0.9862398,0.7784435,1996191,0.789097848783654,0.9958422,0.8495268,2015626,0.85256374150894,0.9985137,0.8864609,2021034,0.887884297983254
"Gambia",2015,"N","consumption",TRUE,"GMB:2015:N:c","GMB2015",0.01425141,0.002495627,29726,0.158834413326479,0.114937,0.02698434,239742,0.231512399354884,0.3957219,0.1179637,825420,0.297732359924991,0.7330831,0.3126557,1529109,0.426042229315323,0.9358399,0.5599747,1952031,0.59850276723747,0.6929099,2030443,0.711778219353897,0.9854418,0.7645855,2055494,0.775864161093317,0.9958148,0.8400835,2077130,0.843944154807431,0.9987787,0.8793746,2083313,0.880795401763426
"Gambia",2016,"N","consumption",FALSE,"GMB:2016:N:c","GMB2016",0.01078699,0.001584834,23183,0.14091595417283,0.1063552,0.02323627,228572,0.217593505548386,0.3867943,0.1124081,831275,0.29007354941447,0.729665,0.3077711,1568152,0.421432319850905,0.935406,0.5572536,2010318,0.595861239529575,0.6911596,2092248,0.709503003074524,0.9852713,0.7632902,2117485,0.77484995347417,0.9959363,0.839272,2140406,0.843421265562509,0.9988609,0.8788,2146691,0.880436843808359
"Gambia",2017,"N","consumption",FALSE,"GMB:2017:N:c","GMB2017",0.009592476,0.001427861,21237,0.131854045752464,0.1010833,0.02183542,223788,0.213899453011414,0.3772265,0.1076647,835139,0.284847660359479,0.7241994,0.3004154,1603301,0.414565869257701,0.933851,0.5506252,2067447,0.58985885446002,0.6862076,2153131,0.705699505738328,0.9852171,0.7593913,2181166,0.770673287848306,0.9956845,0.8365224,2204340,0.840433861381716,0.9985753,0.8766926,2210740,0.878157709077156
"Gambia",2018,"N","consumption",FALSE,"GMB:2018:N:c","GMB2018",0.008205754,0.001115228,18710,0.12792211797615,0.08966899,0.01879286,204454,0.209715236483275,0.3479641,0.09718807,793394,0.279689375957488,0.7026423,0.283412,1602096,0.40297765554426,0.9254994,0.5350434,2110233,0.578310235418564,0.6744675,2212232,0.695205783106221,0.98273,0.7501347,2240725,0.763012869871153,0.9951069,0.8299828,2268945,0.834080593804233,0.9983026,0.8716737,2276232,0.873310752618247
"Gambia",2019,"N","consumption",FALSE,"GMB:2019:N:c","GMB2019",0.005147687,0.0009208646,12085,0.126007541752878,0.07977756,0.01681142,187294,0.210025183876743,0.3253446,0.09002004,763813,0.275440257021441,0.6809421,0.2711142,1598652,0.398369935312391,0.9205409,0.5233993,2161159,0.568643927662933,0.6656221,2271760,0.688074701516319,0.981667,0.7431672,2304666,0.757307072549092,0.9944271,0.8250369,2334622,0.829790583339634,0.9978737,0.8678816,2342714,0.869441367903337
"Guinea-Bissau",1981,"N","consumption",FALSE,"GNB:1981:N:c","GNB1981",0.2888495,0.1475253,229290,0.50976685978233,0.4936322,0.2654636,391848,0.537395820917692,0.6905706,0.4016001,548179,0.581365825854772,NA,NA,NA,0.655464546561448,NA,NA,NA,0.759148007162579,NA,NA,0.82234177928879,NA,NA,NA,0.85943382580136,NA,NA,NA,0.901335029511937,NA,NA,NA,0.92358372925225
"Guinea-Bissau",1982,"N","consumption",FALSE,"GNB:1982:N:c","GNB1982",0.2835084,0.1446609,229757,0.508677253949802,0.4861486,0.2608271,393977,0.535577155689588,0.6830167,0.3957081,553520,0.578725637924798,NA,NA,NA,0.65221884466145,NA,NA,NA,0.755788818132924,NA,NA,0.81951250476235,NA,NA,NA,0.85739715448641,NA,NA,NA,0.899294460856095,NA,NA,NA,0.922939468344459
"Guinea-Bissau",1983,"N","consumption",FALSE,"GNB:1983:N:c","GNB1983",0.2990516,0.1530231,248275,0.509408111319007,0.5077552,0.2742963,421542,0.539961852954915,0.7045655,0.4127142,584935,0.585596441218483,NA,NA,NA,0.66240139724901,NA,NA,NA,0.76582409174616,NA,NA,0.827352932418571,NA,NA,NA,0.863851106258376,NA,NA,NA,0.90412986569226,NA,NA,NA,0.926451632560533
"Guinea-Bissau",1984,"N","consumption",FALSE,"GNB:1984:N:c","GNB1984",0.2826269,0.1441891,240593,0.508790129298552,0.4849076,0.2600611,412790,0.535123345532532,0.6817548,0.3947308,580361,0.57897444835827,NA,NA,NA,0.651785284549305,NA,NA,NA,0.755740896099145,NA,NA,0.818886597352359,NA,NA,NA,0.856902572034603,NA,NA,NA,0.898945576236007,NA,NA,NA,0.922672732955213
"Guinea-Bissau",1985,"N","consumption",FALSE,"GNB:1985:N:c","GNB1985",0.2783626,0.1419102,242778,0.50789056339506,0.4788804,0.2563523,417662,0.534068808417582,0.6755888,0.3899835,589224,0.577093159867903,NA,NA,NA,0.64905177900908,NA,NA,NA,0.752465267674038,NA,NA,0.816705145682639,NA,NA,NA,0.854514476671929,NA,NA,NA,0.897258842234904,NA,NA,NA,0.921381888057972
"Guinea-Bissau",1986,"N","consumption",FALSE,"GNB:1986:N:c","GNB1986",0.2863882,0.1462041,255608,0.508697686758947,0.4901912,0.263328,437506,0.536316312603116,0.6871092,0.3988912,613260,0.58000451542597,NA,NA,NA,0.653728085675435,NA,NA,NA,0.757662256958903,NA,NA,0.820651177248497,NA,NA,NA,0.858096289480511,NA,NA,NA,0.900396692081772,NA,NA,NA,0.92285750451497
"Guinea-Bissau",1987,"N","consumption",FALSE,"GNB:1987:N:c","GNB1987",0.2847785,0.1453412,259933,0.509148413005015,0.4879338,0.2619304,445364,0.536771338819508,0.6848273,0.3971138,625079,0.579060848167852,NA,NA,NA,0.653160325465709,NA,NA,NA,0.756984737547759,NA,NA,0.820396397481271,NA,NA,NA,0.857229078984457,NA,NA,NA,0.899787506755064,NA,NA,NA,0.923316700054456
"Guinea-Bissau",1988,"N","consumption",FALSE,"GNB:1988:N:c","GNB1988",0.2788453,0.1421678,260175,0.506965917083244,0.4795645,0.2567723,447455,0.534942595325213,0.6762918,0.3905225,631011,0.577029775488458,NA,NA,NA,0.648940992504038,NA,NA,NA,0.752937578563284,NA,NA,0.817058006510677,NA,NA,NA,0.854795133960008,NA,NA,NA,0.897456725823195,NA,NA,NA,0.921533014360961
"Guinea-Bissau",1989,"N","consumption",FALSE,"GNB:1989:N:c","GNB1989",0.2694425,0.1371626,256992,0.507171369160085,0.4661456,0.2485767,444605,0.532270594357741,0.6623576,0.3799473,631750,0.573257153583287,NA,NA,NA,0.643434904464822,NA,NA,NA,0.7468017823562,NA,NA,0.810975145409971,NA,NA,NA,0.850174825436117,NA,NA,NA,0.894495660782816,NA,NA,NA,0.918558452914568
"Guinea-Bissau",1990,"N","consumption",FALSE,"GNB:1990:N:c","GNB1990",0.2603576,0.1323541,253917,0.506188162262417,0.4529992,0.2406336,441792,0.530008335006531,0.6484101,0.3695776,632369,0.569644048821343,NA,NA,NA,0.637823556659535,NA,NA,NA,0.740482280691918,NA,NA,0.805568762137047,NA,NA,NA,0.845417760190723,NA,NA,NA,0.890524061739961,NA,NA,NA,0.915492641234512
"Guinea-Bissau",1991,"N","consumption",TRUE,"GNB:1991:N:c","GNB1991",0.2538342,0.1289179,253205,0.506619593076906,0.4434493,0.2349151,442350,0.529075455676548,0.6380953,0.3620383,636514,0.566765508650389,NA,NA,NA,0.633302994177556,NA,NA,NA,0.735706847263493,NA,NA,0.801879185547304,NA,NA,NA,0.842019693291463,NA,NA,NA,0.888408897093967,NA,NA,NA,0.913157427628762
"Guinea-Bissau",1992,"N","consumption",FALSE,"GNB:1992:N:c","GNB1992",0.2142632,0.09225942,218623,0.428103681994994,0.4696866,0.2132225,479245,0.453467066986426,0.7024643,0.3674705,716759,0.522744095372569,0.8895213,0.5277576,907623,0.621676921671266,0.9688974,0.7134079,988614,0.750963631440614,0.8025067,1007634,0.822093615016129,0.9928679,0.849547,1013073,0.863011519380348,0.9963975,0.8981655,1016674,0.906066923779682,0.9979778,0.9229028,1018287,0.927848041820006
"Guinea-Bissau",1993,"N","consumption",TRUE,"GNB:1993:N:c","GNB1993",0.1392392,0.03411387,145285,0.247339605875054,0.4413047,0.1595025,460467,0.36103945728648,0.7083605,0.3321144,739120,0.468640884601498,0.8943415,0.5373209,933176,0.600661670448359,0.9711407,0.7201487,1013311,0.741264419494121,0.8073691,1030918,0.816779995368594,0.993419,0.8533177,1036556,0.858997798407801,0.9963975,0.900743,1039664,0.904041017495304,0.9981619,0.9248761,1041505,0.92638112077633
"Guinea-Bissau",1994,"N","consumption",FALSE,"GNB:1994:N:c","GNB1994",0.1298228,0.03183492,138436,0.245035588451537,0.43727,0.1541306,466281,0.351998786922055,0.7097666,0.3284073,756857,0.462081997059469,0.89746,0.5359307,957003,0.597096345908104,0.9724641,0.7202226,1036983,0.740608035497254,0.8077008,1054455,0.817134687045829,0.9938939,0.8536743,1059835,0.859337933401674,0.9967037,0.9010697,1062831,0.904285882312953,0.9983473,0.925171,1064584,0.9266448536787
"Guinea-Bissau",1995,"N","consumption",FALSE,"GNB:1995:N:c","GNB1995",0.1182241,0.02852949,128729,0.239447772150727,0.4246641,0.1452414,462397,0.341795819732192,0.7065511,0.3198084,769331,0.452493877893558,0.8969737,0.5299432,976673,0.590390598365372,0.9725726,0.7171315,1058990,0.737397939826429,0.805779,1077028,0.814342610550061,0.9937968,0.8522964,1082100,0.857921901070011,0.9969241,0.9002132,1085505,0.90254113119528,0.9983895,0.9245652,1087100,0.926056888285815
"Guinea-Bissau",1996,"N","consumption",FALSE,"GNB:1996:N:c","GNB1996",0.08483455,0.0206349,94237,0.236687233137493,0.3723355,0.118442,413603,0.318319423811822,0.6640428,0.2850634,737641,0.429326591424945,0.8811784,0.4982198,978842,0.565581026001696,0.9696214,0.6959921,1077087,0.718336156048927,0.7908922,1097230,0.800594879313662,0.9932854,0.8409238,1103374,0.846932137136591,0.9970317,0.8925141,1107536,0.895226751355661,0.9980171,0.9187576,1108630,0.920673340681227
"Guinea-Bissau",1997,"N","consumption",FALSE,"GNB:1997:N:c","GNB1997",0.07086586,0.01722174,80256,0.243139639984822,0.3385639,0.1052045,383427,0.311489586770104,0.6417038,0.2679468,726736,0.417499171000836,0.8758132,0.4830522,991867,0.550905902518132,0.9689737,0.6864432,1097372,0.708514025681309,0.7844402,1117920,0.794802346828433,0.9934608,0.8360721,1125104,0.842023581245946,0.9972362,0.8892811,1129380,0.891117245525652,0.99812,0.9163705,1130381,0.918337934144239
"Guinea-Bissau",1998,"N","consumption",FALSE,"GNB:1998:N:c","GNB1998",0.2192296,0.05816619,253072,0.263940286683028,0.573272,0.222818,661769,0.388179900596739,0.837999,0.4277193,967362,0.509927849141985,0.9531123,0.6295708,1100245,0.660187665064673,0.9896429,0.7863368,1142415,0.794660265936149,0.8552474,1149261,0.859133134244069,0.9975848,0.8906252,1151583,0.892898539999025,0.9992033,0.9265065,1153451,0.927020035627887,0.9993829,0.9447137,1153659,0.945265026720915
"Guinea-Bissau",1999,"N","consumption",FALSE,"GNB:1999:N:c","GNB1999",0.1926372,0.04798732,226759,0.249367097296847,0.5550086,0.2063913,653318,0.371630035041677,0.8265253,0.4115083,972929,0.497980610104623,0.9496871,0.6179371,1117906,0.650247183259097,0.9887059,0.7793739,1163836,0.788624588400797,0.8505065,1171613,0.854561311828017,0.9978026,0.887037,1174544,0.889455735972278,0.9991396,0.9241296,1176118,0.925648603229978,0.9994704,0.942938,1176508,0.943498500326459
"Guinea-Bissau",2000,"N","consumption",FALSE,"GNB:2000:N:c","GNB2000",0.1763589,0.0432234,211860,0.243739639777001,0.5374855,0.1941273,645682,0.360175931762936,0.8196946,0.3997871,984700,0.487684929625195,0.9507554,0.6103771,1142143,0.642104677674648,0.989978,0.775774,1189262,0.7832114413659,0.8483638,1196043,0.852243995319896,0.9979102,0.8855089,1198791,0.887794686194968,0.9991964,0.9231981,1200336,0.9237536578106,0.9995905,0.942282,1200809,0.94281524335795
"Guinea-Bissau",2001,"N","consumption",FALSE,"GNB:2001:N:c","GNB2001",0.1652246,0.03891488,202748,0.235493819516937,0.530983,0.1868581,651572,0.351237615952403,0.8184217,0.3942048,1004290,0.48145394246845,0.9522463,0.6074684,1168507,0.637700267457036,0.9908203,0.774719,1215842,0.781367138559503,0.8478381,1222160,0.850864258340919,0.9981684,0.8851787,1224858,0.88657325665615,0.9993442,0.9230544,1226301,0.92364382498675,0.9997106,0.9422058,1226751,0.942732868740062
"Guinea-Bissau",2002,"N","consumption",TRUE,"GNB:2002:N:c","GNB2002",0.1820629,0.0422669,228389,0.231299834700601,0.5661993,0.2006185,710270,0.354042095737593,0.8447025,0.4140396,1059640,0.490235924346921,0.9608277,0.624866,1205313,0.650602139360772,0.9924152,0.7862213,1244938,0.792271764525891,0.8558864,1250545,0.858161043051994,0.9986523,0.8913802,1252762,0.892867948338644,0.9998307,0.927315,1254241,0.927890697527358,0.9998307,0.9454439,1254241,0.945918023145518
"Guinea-Bissau",2003,"N","consumption",FALSE,"GNB:2003:N:c","GNB2003",0.2111057,0.05629151,270913,0.264945917048138,0.5931023,0.2238915,761131,0.376896100696113,0.8521005,0.4351116,1093505,0.51023444799468,0.9600646,0.6381053,1232056,0.664290654448573,0.9896206,0.792587,1269985,0.800202622827376,0.8594242,1276815,0.86337015928096,0.9988208,0.8937163,1281792,0.895043574858044,0.9998518,0.9289212,1283115,0.929389586316588,0.9998518,0.9466538,1283115,0.947042189737441
"Guinea-Bissau",2004,"N","consumption",FALSE,"GNB:2004:N:c","GNB2004",0.2353295,0.06724371,309103,0.284387336224334,0.6081184,0.2394248,798759,0.393116939383193,0.8538114,0.4472246,1121474,0.523813432838693,0.9573795,0.6444024,1257510,0.672937722263865,0.986826,0.7946979,1296188,0.804738646982163,0.8600463,1304298,0.86567255671702,0.9989892,0.8938181,1312164,0.89515590101963,0.999873,0.9290179,1313325,0.929467102784333,0.999873,0.9467317,1313325,0.94710032708825
"Guinea-Bissau",2005,"N","consumption",FALSE,"GNB:2005:N:c","GNB2005",0.2451948,0.07247903,329770,0.296025994450224,0.6107167,0.2453991,821371,0.402339278233157,0.848179,0.4500664,1140741,0.530724113647854,0.9523622,0.6435921,1280860,0.675989097188988,0.9838247,0.7923776,1323175,0.805172064308929,0.8575119,1332164,0.866083799886737,0.9933945,0.8911641,1336046,0.897307842199846,0.9998942,0.927265,1344788,0.92750916620234,0.9998942,0.9454223,1344788,0.945631874651755
"Guinea-Bissau",2006,"N","consumption",FALSE,"GNB:2006:N:c","GNB2006",0.2662388,0.08255676,366766,0.31047961103346,0.6255558,0.2603423,861754,0.415975142900389,0.8493379,0.4620937,1170032,0.544280250196007,0.9495404,0.6498484,1308069,0.684717938675686,0.9809612,0.7944385,1351354,0.80977000571361,0.8580598,1361577,0.868381544785933,0.9916419,0.8910968,1366067,0.899074352953429,0.9999153,0.9272516,1377464,0.927457003313502,0.9999153,0.9454175,1377464,0.945592752485127
"Guinea-Bissau",2007,"N","consumption",FALSE,"GNB:2007:N:c","GNB2007",0.2868872,0.09260755,404954,0.324147352309073,0.6401705,0.2752341,903628,0.429488635936675,0.8504758,0.4740678,1200483,0.557080124029405,0.9467185,0.6560636,1336334,0.692741749347398,0.9780977,0.7964737,1380627,0.814352728031217,0.8585897,1392144,0.870755205969233,0.9898893,0.8910154,1397271,0.900878681663767,0.9999365,0.9272279,1411453,0.927486798911981,0.9999365,0.9454051,1411453,0.945615099183986
