"Region","Year","PovRateAt30DAD"
"W. Europe",1899,0.990455581399889
"W. Offshoots",1899,0.958353425445632
"World",1899,0.995422437272859
"East Asia",1900,0.999994720159072
"East. Europe and form. SU",1900,0.9990319713351
"Latin America and Carib.",1900,0.996939510238047
"MENA",1900,0.99945260361052
"South and South-East Asia",1900,0.999986752340016
"Sub-Saharan Africa",1900,0.999895570888916
"W. Europe",1900,0.990257809217538
"W. Offshoots",1900,0.95443868524669
"World",1900,0.995164547927415
"East Asia",1901,0.999993926360208
"East. Europe and form. SU",1901,0.999004913981033
"Latin America and Carib.",1901,0.996784817462457
"MENA",1901,0.99944444287529
"South and South-East Asia",1901,0.999987818993746
"Sub-Saharan Africa",1901,0.999895372512719
"W. Europe",1901,0.990700831581492
"W. Offshoots",1901,0.947670143395844
"World",1901,0.994876690806077
"East Asia",1902,0.999995557617772
"East. Europe and form. SU",1902,0.998978011538638
"Latin America and Carib.",1902,0.997022224955238
"MENA",1902,0.999436288203154
"South and South-East Asia",1902,0.999987669400764
"Sub-Saharan Africa",1902,0.999891916485019
"W. Europe",1902,0.990288945613307
"W. Offshoots",1902,0.945178669566159
"World",1902,0.994616701211123
"East Asia",1903,0.999994099953015
"East. Europe and form. SU",1903,0.998950959670168
"Latin America and Carib.",1903,0.996238352230988
"MENA",1903,0.999428163611862
"South and South-East Asia",1903,0.999987109958864
"Sub-Saharan Africa",1903,0.999858469626607
"W. Europe",1903,0.989697501776645
"W. Offshoots",1903,0.94282369248365
"World",1903,0.994286371936552
"East Asia",1904,0.99999407663396
"East. Europe and form. SU",1904,0.998923947199605
"Latin America and Carib.",1904,0.995575331236134
"MENA",1904,0.9994200192443
"South and South-East Asia",1904,0.999986941743328
"Sub-Saharan Africa",1904,0.999849235247116
"W. Europe",1904,0.98860739130978
"W. Offshoots",1904,0.945379474111299
"World",1904,0.994190730480131
"East Asia",1905,0.999994800204195
"East. Europe and form. SU",1905,0.998896898315511
"Latin America and Carib.",1905,0.994635209613824
"MENA",1905,0.999411870410722
"South and South-East Asia",1905,0.999987045413877
"Sub-Saharan Africa",1905,0.999808210810667
"W. Europe",1905,0.988153028444682
"W. Offshoots",1905,0.933540661866505
"World",1905,0.993242008033174
"East Asia",1906,0.999990764034423
"East. Europe and form. SU",1906,0.998872015070614
"Latin America and Carib.",1906,0.994280620202395
"MENA",1906,0.999403726753466
"South and South-East Asia",1906,0.999986703632457
"Sub-Saharan Africa",1906,0.999745055504989
"W. Europe",1906,0.986972789366946
"W. Offshoots",1906,0.92515588944269
"World",1906,0.992408604139536
"East Asia",1907,0.999989599964459
"East. Europe and form. SU",1907,0.998847064827967
"Latin America and Carib.",1907,0.994238586778447
"MENA",1907,0.999395567636262
"South and South-East Asia",1907,0.999986003448099
"Sub-Saharan Africa",1907,0.999743554508834
"W. Europe",1907,0.985566830654218
"W. Offshoots",1907,0.9195828364225
"World",1907,0.991724527602021
"East Asia",1908,0.999989668541242
"East. Europe and form. SU",1908,0.998822163940462
"Latin America and Carib.",1908,0.99331031202004
"MENA",1908,0.999387420262742
"South and South-East Asia",1908,0.999985543095137
"Sub-Saharan Africa",1908,0.999848866070943
"W. Europe",1908,0.986610448415339
"W. Offshoots",1908,0.933308822949293
"World",1908,0.992733559272077
"East Asia",1909,0.999990248239372
"East. Europe and form. SU",1909,0.998797448601303
"Latin America and Carib.",1909,0.992929429312282
"MENA",1909,0.999379271387311
"South and South-East Asia",1909,0.999985134601875
"Sub-Saharan Africa",1909,0.999829662969465
"W. Europe",1909,0.985742608142461
"W. Offshoots",1909,0.926370824923565
"World",1909,0.992028167429201
"East Asia",1910,0.999989910528746
"East. Europe and form. SU",1910,0.998771680312066
"Latin America and Carib.",1910,0.992185893783748
"MENA",1910,0.999371139114784
"South and South-East Asia",1910,0.999984157163969
"Sub-Saharan Africa",1910,0.999879051996115
"W. Europe",1910,0.985210006398229
"W. Offshoots",1910,0.928389724911339
"World",1910,0.991972198141915
"East Asia",1911,0.99998534178864
"East. Europe and form. SU",1911,0.998747874232533
"Latin America and Carib.",1911,0.992344320420319
"MENA",1911,0.999362990887196
"South and South-East Asia",1911,0.999983653958302
"Sub-Saharan Africa",1911,0.999869761778901
"W. Europe",1911,0.983431010457267
"W. Offshoots",1911,0.929183914007584
"World",1911,0.991685701646337
"East Asia",1912,0.999981143652975
"East. Europe and form. SU",1912,0.998725235090677
"Latin America and Carib.",1912,0.991428749819269
"MENA",1912,0.999354455559385
"South and South-East Asia",1912,0.999982240061226
"Sub-Saharan Africa",1912,0.999860349139122
"W. Europe",1912,0.982240345566242
"W. Offshoots",1912,0.926958803794957
"World",1912,0.991234916020003
"East Asia",1913,0.999978198353621
"East. Europe and form. SU",1913,0.998702717756658
"Latin America and Carib.",1913,0.99179726940318
"MENA",1913,0.999345887338139
"South and South-East Asia",1913,0.999977972068943
"Sub-Saharan Africa",1913,0.999850852859934
"W. Europe",1913,0.980372663751658
"W. Offshoots",1913,0.928598746075146
"World",1913,0.990985948980169
"East Asia",1914,0.999979762581143
"East. Europe and form. SU",1914,0.998817774789355
"Latin America and Carib.",1914,0.993852986013652
"MENA",1914,0.999311931858699
"South and South-East Asia",1914,0.999976328723454
"Sub-Saharan Africa",1914,0.999839440086682
"W. Europe",1914,0.982863264002613
"W. Offshoots",1914,0.944784595028551
"World",1914,0.992637425329386
"East Asia",1915,0.99996893676173
"East. Europe and form. SU",1915,0.99893412138733
"Latin America and Carib.",1915,0.994123868141315
"MENA",1915,0.999275755241566
"South and South-East Asia",1915,0.999975466501783
"Sub-Saharan Africa",1915,0.999827984638858
"W. Europe",1915,0.983383997162672
"W. Offshoots",1915,0.943466968556111
"World",1915,0.992629376920206
"East Asia",1916,0.999941279320914
"East. Europe and form. SU",1916,0.999052389574184
"Latin America and Carib.",1916,0.994006680746244
"MENA",1916,0.999237971567154
"South and South-East Asia",1916,0.999970585400841
"Sub-Saharan Africa",1916,0.999816476653867
"W. Europe",1916,0.982715773356085
"W. Offshoots",1916,0.920545553856337
"World",1916,0.990804676485032
"East Asia",1917,0.999930817207284
"East. Europe and form. SU",1917,0.999172795781527
"Latin America and Carib.",1917,0.994482897757642
"MENA",1917,0.99919838673539
"South and South-East Asia",1917,0.999966377775941
"Sub-Saharan Africa",1917,0.999804925983968
"W. Europe",1917,0.985346330108146
"W. Offshoots",1917,0.920862352259789
"World",1917,0.991277675872176
"East Asia",1918,0.999925243431825
"East. Europe and form. SU",1918,0.999295416695887
"Latin America and Carib.",1918,0.994298926109019
"MENA",1918,0.99915673051617
"South and South-East Asia",1918,0.999968276463504
"Sub-Saharan Africa",1918,0.99979333518168
"W. Europe",1918,0.987308322898101
"W. Offshoots",1918,0.910755337238029
"World",1918,0.990831479878737
"East Asia",1919,0.999886687222662
"East. Europe and form. SU",1919,0.999420370698948
"Latin America and Carib.",1919,0.992862465495306
"MENA",1919,0.999082059499952
"South and South-East Asia",1919,0.999955326195367
"Sub-Saharan Africa",1919,0.999775289147814
"W. Europe",1919,0.987050998936128
"W. Offshoots",1919,0.930450393056979
"World",1919,0.992190487079872
"East Asia",1920,0.999909678146827
"East. Europe and form. SU",1920,0.99954750283392
"Latin America and Carib.",1920,0.993775725231811
"MENA",1920,0.999006659791559
"South and South-East Asia",1920,0.999957468314045
"Sub-Saharan Africa",1920,0.999757089853865
"W. Europe",1920,0.984375269442179
"W. Offshoots",1920,0.935287932240104
"World",1920,0.992142462329941
"East Asia",1921,0.999831554305311
"East. Europe and form. SU",1921,0.99953017880092
"Latin America and Carib.",1921,0.994966257201634
"MENA",1921,0.998930167080683
"South and South-East Asia",1921,0.999960925250704
"Sub-Saharan Africa",1921,0.99973871182337
"W. Europe",1921,0.986338300946499
"W. Offshoots",1921,0.945620075392774
"World",1921,0.993243817916087
"East Asia",1922,0.999801305161672
"East. Europe and form. SU",1922,0.999514780723032
"Latin America and Carib.",1922,0.993576459789188
"MENA",1922,0.998853390880205
"South and South-East Asia",1922,0.999950114672263
"Sub-Saharan Africa",1922,0.999720226812294
"W. Europe",1922,0.982262173141687
"W. Offshoots",1922,0.937451856304728
"World",1922,0.991850459418978
"East Asia",1923,0.999770929281791
"East. Europe and form. SU",1923,0.999499980020831
"Latin America and Carib.",1923,0.991418005031033
"MENA",1923,0.998776016877027
"South and South-East Asia",1923,0.999955705359735
"Sub-Saharan Africa",1923,0.999701596866012
"W. Europe",1923,0.982189594396836
"W. Offshoots",1923,0.917355322712882
"World",1923,0.990115747949872
"East Asia",1924,0.999750131928365
"East. Europe and form. SU",1924,0.999483983050773
"Latin America and Carib.",1924,0.989808391342182
"MENA",1924,0.998679201625041
"South and South-East Asia",1924,0.999955472094973
"Sub-Saharan Africa",1924,0.999682820225333
"W. Europe",1924,0.979770753968333
"W. Offshoots",1924,0.916564191341988
"World",1924,0.989506608630802
"East Asia",1925,0.999717755713075
"East. Europe and form. SU",1925,0.998952524372447
"Latin America and Carib.",1925,0.989455389403928
"MENA",1925,0.998541814123788
"South and South-East Asia",1925,0.999941322724127
"Sub-Saharan Africa",1925,0.999599863294557
"W. Europe",1925,0.976328467952852
"W. Offshoots",1925,0.914275252291259
"World",1925,0.988679549585237
"East Asia",1926,0.999713306700193
"East. Europe and form. SU",1926,0.999226971943405
"Latin America and Carib.",1926,0.990320048279064
"MENA",1926,0.998351948085729
"South and South-East Asia",1926,0.999923957606653
"Sub-Saharan Africa",1926,0.999489537313647
"W. Europe",1926,0.975949213511654
"W. Offshoots",1926,0.905588170804024
"World",1926,0.987940795523844
"East Asia",1927,0.999703254057169
"East. Europe and form. SU",1927,0.999161194459096
"Latin America and Carib.",1927,0.98966164459756
"MENA",1927,0.998359675824337
"South and South-East Asia",1927,0.999930091454276
"Sub-Saharan Africa",1927,0.999386251091947
"W. Europe",1927,0.974158792431755
"W. Offshoots",1927,0.905835528013958
"World",1927,0.987596297445318
"East Asia",1928,0.999625916737929
"East. Europe and form. SU",1928,0.998870766897776
"Latin America and Carib.",1928,0.988117546539123
"MENA",1928,0.99827684055654
"South and South-East Asia",1928,0.999908461919086
"Sub-Saharan Africa",1928,0.999102090835033
"W. Europe",1928,0.971889983825954
"W. Offshoots",1928,0.900947241787802
"World",1928,0.986682979130611
"East Asia",1929,0.999593038829404
"East. Europe and form. SU",1929,0.998804614354864
"Latin America and Carib.",1929,0.988321716610888
"MENA",1929,0.997867287992377
"South and South-East Asia",1929,0.999850062759092
"Sub-Saharan Africa",1929,0.999118198905379
"W. Europe",1929,0.972217179064489
"W. Offshoots",1929,0.890730211736934
"World",1929,0.985867364402216
"East Asia",1930,0.999887072244222
"East. Europe and form. SU",1930,0.999004712757604
"Latin America and Carib.",1930,0.990704450579279
"MENA",1930,0.99808551480536
"South and South-East Asia",1930,0.999859013932488
"Sub-Saharan Africa",1930,0.999330678783494
"W. Europe",1930,0.97263556988657
"W. Offshoots",1930,0.911770549450549
"World",1930,0.987856715337245
"East Asia",1931,0.999841647883681
"East. Europe and form. SU",1931,0.999288252940699
"Latin America and Carib.",1931,0.991174378998837
"MENA",1931,0.998102035140774
"South and South-East Asia",1931,0.999875851804861
"Sub-Saharan Africa",1931,0.999507783840756
"W. Europe",1931,0.976397465212084
"W. Offshoots",1931,0.927952660500592
"World",1931,0.989805994648051
"East Asia",1932,0.999744488558137
"East. Europe and form. SU",1932,0.9994333382773
"Latin America and Carib.",1932,0.990027351679944
"MENA",1932,0.998066620416568
"South and South-East Asia",1932,0.999900383049241
"Sub-Saharan Africa",1932,0.999620113192808
"W. Europe",1932,0.978926261120328
"W. Offshoots",1932,0.94953473166611
"World",1932,0.991873904068937
"East Asia",1933,0.999607675210418
"East. Europe and form. SU",1933,0.999173814006053
"Latin America and Carib.",1933,0.992492733243157
"MENA",1933,0.998008290814881
"South and South-East Asia",1933,0.999892720923786
"Sub-Saharan Africa",1933,0.99955209409222
"W. Europe",1933,0.978466185282257
"W. Offshoots",1933,0.949580779386665
"World",1933,0.991922425578055
"East Asia",1934,0.999552840805388
"East. Europe and form. SU",1934,0.999220976958163
"Latin America and Carib.",1934,0.986317263150615
"MENA",1934,0.997884601538592
"South and South-East Asia",1934,0.999872997511333
"Sub-Saharan Africa",1934,0.999465761076885
"W. Europe",1934,0.97664613985717
"W. Offshoots",1934,0.935740701922539
"World",1934,0.990170057244368
"East Asia",1935,0.999464671838328
"East. Europe and form. SU",1935,0.99907031551791
"Latin America and Carib.",1935,0.987464498252042
"MENA",1935,0.997783556897271
"South and South-East Asia",1935,0.999909382360323
"Sub-Saharan Africa",1935,0.999356954990853
"W. Europe",1935,0.975321566913449
"W. Offshoots",1935,0.925455931183079
"World",1935,0.98921743129119
"East Asia",1936,0.999290570140506
"East. Europe and form. SU",1936,0.998801625481896
"Latin America and Carib.",1936,0.988484492536167
"MENA",1936,0.997527647989052
"South and South-East Asia",1936,0.999881431838184
"Sub-Saharan Africa",1936,0.99922573075247
"W. Europe",1936,0.972366354163323
"W. Offshoots",1936,0.906021386076871
"World",1936,0.987238667030571
"East Asia",1937,0.999142348734488
"East. Europe and form. SU",1937,0.998997531514559
"Latin America and Carib.",1937,0.985925029239096
"MENA",1937,0.99737524716002
"South and South-East Asia",1937,0.999903735153992
"Sub-Saharan Africa",1937,0.998945897516193
"W. Europe",1937,0.968767286773303
"W. Offshoots",1937,0.896702756851491
"World",1937,0.985795007186965
"East Asia",1938,0.999191626578231
"East. Europe and form. SU",1938,0.998808827677107
"Latin America and Carib.",1938,0.986867160429738
"MENA",1938,0.997280281912841
"South and South-East Asia",1938,0.999893518690251
"Sub-Saharan Africa",1938,0.99923254927053
"W. Europe",1938,0.96682495518407
"W. Offshoots",1938,0.907157031986504
"World",1938,0.986411448683511
"East Asia",1939,0.999071371677541
"East. Europe and form. SU",1939,0.998408419623532
"Latin America and Carib.",1939,0.986474770417235
"MENA",1939,0.997294559794163
"South and South-East Asia",1939,0.999838622697848
"Sub-Saharan Africa",1939,0.999165505504333
"W. Europe",1939,0.962450414487996
"W. Offshoots",1939,0.893772702910096
"World",1939,0.984631285396057
"East Asia",1940,0.999261891393633
"East. Europe and form. SU",1940,0.998933310803812
"Latin America and Carib.",1940,0.986732170318791
"MENA",1940,0.997318945340785
"South and South-East Asia",1940,0.999896964859747
"Sub-Saharan Africa",1940,0.999162166616626
"W. Europe",1940,0.966382763789007
"W. Offshoots",1940,0.876440011372791
"World",1940,0.984035390832922
"East Asia",1941,0.999318458429002
"East. Europe and form. SU",1941,0.998972657001502
"Latin America and Carib.",1941,0.987701715776815
"MENA",1941,0.997482421621078
"South and South-East Asia",1941,0.999907547968699
"Sub-Saharan Africa",1941,0.998894082920436
"W. Europe",1941,0.965450079145164
"W. Offshoots",1941,0.830759266314153
"World",1941,0.980432196093746
"East Asia",1942,0.999412464284553
"East. Europe and form. SU",1942,0.998759482764735
"Latin America and Carib.",1942,0.985577612905284
"MENA",1942,0.997245008980064
"South and South-East Asia",1942,0.999831059675489
"Sub-Saharan Africa",1942,0.998970537726599
"W. Europe",1942,0.966004556826514
"W. Offshoots",1942,0.785410611360925
"World",1942,0.976807629479134
"East Asia",1943,0.999465283843641
"East. Europe and form. SU",1943,0.999028112478031
"Latin America and Carib.",1943,0.983678082889137
"MENA",1943,0.99632948769421
"South and South-East Asia",1943,0.999857980571356
"Sub-Saharan Africa",1943,0.999111255374017
"W. Europe",1943,0.96607077224487
"W. Offshoots",1943,0.737432560990404
"World",1943,0.972861487213969
"East Asia",1944,0.999605975688317
"East. Europe and form. SU",1944,0.999318753749425
"Latin America and Carib.",1944,0.981017679943923
"MENA",1944,0.997083511326049
"South and South-East Asia",1944,0.999886247247429
"Sub-Saharan Africa",1944,0.999126304000609
"W. Europe",1944,0.967159862093971
"W. Offshoots",1944,0.711457437738713
"World",1944,0.970834676266159
"East Asia",1945,0.999961107869059
"East. Europe and form. SU",1945,0.999635213073948
"Latin America and Carib.",1945,0.984703438688993
"MENA",1945,0.997164662866144
"South and South-East Asia",1945,0.999913809978569
"Sub-Saharan Africa",1945,0.999086430960399
"W. Europe",1945,0.97917534617491
"W. Offshoots",1945,0.712976767638052
"World",1945,0.973008305131343
"East Asia",1946,0.999958984935434
"East. Europe and form. SU",1946,0.999923736955415
"Latin America and Carib.",1946,0.980773935332979
"MENA",1946,0.996959060926234
"South and South-East Asia",1946,0.999942123694706
"Sub-Saharan Africa",1946,0.998923582963421
"W. Europe",1946,0.980655645813995
"W. Offshoots",1946,0.752553968430283
"World",1946,0.97606586346379
"East Asia",1947,0.999940809561199
"East. Europe and form. SU",1947,0.999914419867569
"Latin America and Carib.",1947,0.97388048498106
"MENA",1947,0.99683251388958
"South and South-East Asia",1947,0.999952629604687
"Sub-Saharan Africa",1947,0.998878073930758
"W. Europe",1947,0.978129905293566
"W. Offshoots",1947,0.774937271281275
"World",1947,0.975988259647051
"East Asia",1948,0.999936068038679
"East. Europe and form. SU",1948,0.999685487812627
"Latin America and Carib.",1948,0.969008548915468
"MENA",1948,0.996661196143934
"South and South-East Asia",1948,0.999933535951145
"Sub-Saharan Africa",1948,0.998949155812967
"W. Europe",1948,0.975664833939898
"W. Offshoots",1948,0.772260271644262
"World",1948,0.974922656287337
"East Asia",1949,0.999958784832982
"East. Europe and form. SU",1949,0.999619149132861
"Latin America and Carib.",1949,0.971168061349592
"MENA",1949,0.996706145420524
"South and South-East Asia",1949,0.999867456360313
"Sub-Saharan Africa",1949,0.998996211569711
"W. Europe",1949,0.969653374669597
"W. Offshoots",1949,0.787957159049366
"World",1949,0.975399088432097
"East Asia",1950,0.999949278583968
"East. Europe and form. SU",1950,0.995549352977465
"Latin America and Carib.",1950,0.978577153477841
"MENA",1950,0.996626732229879
"South and South-East Asia",1950,0.999858811618707
"Sub-Saharan Africa",1950,0.998946330886342
"W. Europe",1950,0.968136364983852
"W. Offshoots",1950,0.754235486883339
"World",1950,0.976101728506226
"East Asia",1951,0.999924414607259
"East. Europe and form. SU",1951,0.995482018852785
"Latin America and Carib.",1951,0.980859842402088
"MENA",1951,0.995577454490703
"South and South-East Asia",1951,0.999872823005155
"Sub-Saharan Africa",1951,0.998638945400782
"W. Europe",1951,0.964042553867494
"W. Offshoots",1951,0.735441424713032
"World",1951,0.974320799761914
"East Asia",1952,0.999881061951782
"East. Europe and form. SU",1952,0.995482007077738
"Latin America and Carib.",1952,0.979185083171893
"MENA",1952,0.99485274389369
"South and South-East Asia",1952,0.999847293465269
"Sub-Saharan Africa",1952,0.99865114965677
"W. Europe",1952,0.958948617007369
"W. Offshoots",1952,0.711980887145777
"World",1952,0.971868491315833
"East Asia",1953,0.999835696166989
"East. Europe and form. SU",1953,0.995471913831992
"Latin America and Carib.",1953,0.977177843284771
"MENA",1953,0.994277997074623
"South and South-East Asia",1953,0.999844338340255
"Sub-Saharan Africa",1953,0.998552706351811
"W. Europe",1953,0.953952866926153
"W. Offshoots",1953,0.697792916270864
"World",1953,0.970117098944074
"East Asia",1954,0.999892195207798
"East. Europe and form. SU",1954,0.995402500372537
"Latin America and Carib.",1954,0.976800569019126
"MENA",1954,0.99420171189246
"South and South-East Asia",1954,0.999821010040405
"Sub-Saharan Africa",1954,0.998306508564008
"W. Europe",1954,0.95037136465626
"W. Offshoots",1954,0.705250338258952
"World",1954,0.970241777943682
"East Asia",1955,0.999736088532908
"East. Europe and form. SU",1955,0.994877132003295
"Latin America and Carib.",1955,0.972739191728711
"MENA",1955,0.993923445644231
"South and South-East Asia",1955,0.999800320935584
"Sub-Saharan Africa",1955,0.9982983751926
"W. Europe",1955,0.948352148002212
"W. Offshoots",1955,0.68201016428071
"World",1955,0.967993796096961
"East Asia",1956,0.999769563326608
"East. Europe and form. SU",1956,0.995354832840428
"Latin America and Carib.",1956,0.969313510709806
"MENA",1956,0.993774057037861
"South and South-East Asia",1956,0.999789553746077
"Sub-Saharan Africa",1956,0.998034497032723
"W. Europe",1956,0.940362767796747
"W. Offshoots",1956,0.671350250706958
"World",1956,0.966146835248869
"East Asia",1957,0.999564488308628
"East. Europe and form. SU",1957,0.995171097517229
"Latin America and Carib.",1957,0.967614701507318
"MENA",1957,0.993132370920744
"South and South-East Asia",1957,0.999814661091313
"Sub-Saharan Africa",1957,0.997737672226946
"W. Europe",1957,0.933837824253672
"W. Offshoots",1957,0.668989768855652
"World",1957,0.965067186574405
"East Asia",1958,0.99929100161927
"East. Europe and form. SU",1958,0.995091437685579
"Latin America and Carib.",1958,0.96672257117311
"MENA",1958,0.993670682016867
"South and South-East Asia",1958,0.999878324384266
"Sub-Saharan Africa",1958,0.997599617579889
"W. Europe",1958,0.930825073651517
"W. Offshoots",1958,0.670726148156572
"World",1958,0.964870364397263
"East Asia",1959,0.998768305904526
"East. Europe and form. SU",1959,0.994803547091624
"Latin America and Carib.",1959,0.971893271119191
"MENA",1959,0.992903269216969
"South and South-East Asia",1959,0.999755646518356
"Sub-Saharan Africa",1959,0.997392627424426
"W. Europe",1959,0.921935023490056
"W. Offshoots",1959,0.656215202541854
"World",1959,0.963019642033488
"East Asia",1960,0.997755180818056
"East. Europe and form. SU",1960,0.994291597716167
"Latin America and Carib.",1960,0.967919856895449
"MENA",1960,0.992889109845259
"South and South-East Asia",1960,0.999486799624373
"Sub-Saharan Africa",1960,0.996860407671286
"W. Europe",1960,0.913291032212441
"W. Offshoots",1960,0.641783763897582
"World",1960,0.960266924844193
"East Asia",1961,0.99831914902043
"East. Europe and form. SU",1961,0.993669832016628
"Latin America and Carib.",1961,0.971136956874792
"MENA",1961,0.993041848178481
"South and South-East Asia",1961,0.999587950458881
"Sub-Saharan Africa",1961,0.99721035943031
"W. Europe",1961,0.916223140756294
"W. Offshoots",1961,0.65899542092286
"World",1961,0.962107327741654
"East Asia",1962,0.999484919945636
"East. Europe and form. SU",1962,0.993216220086643
"Latin America and Carib.",1962,0.968365570137451
"MENA",1962,0.992938769839184
"South and South-East Asia",1962,0.999466181769656
"Sub-Saharan Africa",1962,0.996799718608039
"W. Europe",1962,0.912938635193097
"W. Offshoots",1962,0.636514534090857
"World",1962,0.960173500563179
"East Asia",1963,0.99727500246192
"East. Europe and form. SU",1963,0.993169717635116
"Latin America and Carib.",1963,0.965875274462409
"MENA",1963,0.992799572118311
"South and South-East Asia",1963,0.999638656512438
"Sub-Saharan Africa",1963,0.996371909719814
"W. Europe",1963,0.896613116373071
"W. Offshoots",1963,0.623277212572751
"World",1963,0.956897125716666
"East Asia",1964,0.994536817053753
"East. Europe and form. SU",1964,0.992777622643372
"Latin America and Carib.",1964,0.961519740353105
"MENA",1964,0.992122933567201
"South and South-East Asia",1964,0.99956896345918
"Sub-Saharan Africa",1964,0.995849733593679
"W. Europe",1964,0.884545738230576
"W. Offshoots",1964,0.604259305801147
"World",1964,0.953295097792343
"East Asia",1965,0.993359217195208
"East. Europe and form. SU",1965,0.992449239961057
"Latin America and Carib.",1965,0.961019474678066
"MENA",1965,0.991647536791349
"South and South-East Asia",1965,0.999555065859502
"Sub-Saharan Africa",1965,0.995633811837263
"W. Europe",1965,0.880386289853884
"W. Offshoots",1965,0.579617869653209
"World",1965,0.950976955244713
"East Asia",1966,0.996782757983009
"East. Europe and form. SU",1966,0.991519574814209
"Latin America and Carib.",1966,0.961868738696534
"MENA",1966,0.99091271967539
"South and South-East Asia",1966,0.999450395259078
"Sub-Saharan Africa",1966,0.995630549490388
"W. Europe",1966,0.872245341067948
"W. Offshoots",1966,0.555910444628121
"World",1966,0.949629619198471
"East Asia",1967,0.996334867750289
"East. Europe and form. SU",1967,0.990392432533232
"Latin America and Carib.",1967,0.962120169352724
"MENA",1967,0.991134665937692
"South and South-East Asia",1967,0.999463966303588
"Sub-Saharan Africa",1967,0.995305289137401
"W. Europe",1967,0.877423335617975
"W. Offshoots",1967,0.503840901626592
"World",1967,0.946712528320323
"East Asia",1968,0.988312351473324
"East. Europe and form. SU",1968,0.98968958031767
"Latin America and Carib.",1968,0.96056243896076
"MENA",1968,0.990135549080017
"South and South-East Asia",1968,0.999437605161581
"Sub-Saharan Africa",1968,0.994890211672984
"W. Europe",1968,0.852041848723972
"W. Offshoots",1968,0.46978704942488
"World",1968,0.93977846340849
"East Asia",1969,0.988157033182933
"East. Europe and form. SU",1969,0.988995525258894
"Latin America and Carib.",1969,0.956229849956833
"MENA",1969,0.990700250522603
"South and South-East Asia",1969,0.999207216406178
"Sub-Saharan Africa",1969,0.994378740966175
"W. Europe",1969,0.827436563683662
"W. Offshoots",1969,0.460578045191625
"World",1969,0.936638289814163
"East Asia",1970,0.984226922289308
"East. Europe and form. SU",1970,0.988019909847222
"Latin America and Carib.",1970,0.955614349109022
"MENA",1970,0.990263187197947
"South and South-East Asia",1970,0.999321309233907
"Sub-Saharan Africa",1970,0.994793536486074
"W. Europe",1970,0.803267243027329
"W. Offshoots",1970,0.429907459221087
"World",1970,0.931459974602522
"East Asia",1971,0.984992565680022
"East. Europe and form. SU",1971,0.986069837929869
"Latin America and Carib.",1971,0.952991968733269
"MENA",1971,0.983726285688715
"South and South-East Asia",1971,0.99912087766369
"Sub-Saharan Africa",1971,0.992715067437285
"W. Europe",1971,0.778224822232376
"W. Offshoots",1971,0.445961877987338
"World",1971,0.929918876891319
"East Asia",1972,0.984605825447715
"East. Europe and form. SU",1972,0.984747418413895
"Latin America and Carib.",1972,0.950012158193207
"MENA",1972,0.984625457132528
"South and South-East Asia",1972,0.999126881993905
"Sub-Saharan Africa",1972,0.992729409060463
"W. Europe",1972,0.756430149543952
"W. Offshoots",1972,0.438941366030723
"World",1972,0.927504635382313
"East Asia",1973,0.97659844885389
"East. Europe and form. SU",1973,0.981433920760165
"Latin America and Carib.",1973,0.945238254721383
"MENA",1973,0.98190957281697
"South and South-East Asia",1973,0.998995245044863
"Sub-Saharan Africa",1973,0.992187467480492
"W. Europe",1973,0.731696241275858
"W. Offshoots",1973,0.406452833975525
"World",1973,0.920520968943888
"East Asia",1974,0.977233322507875
"East. Europe and form. SU",1974,0.978653185723319
"Latin America and Carib.",1974,0.937764357292974
"MENA",1974,0.977196740598356
"South and South-East Asia",1974,0.9989949808889
"Sub-Saharan Africa",1974,0.991394080888691
"W. Europe",1974,0.720382199101161
"W. Offshoots",1974,0.383517545653303
"World",1974,0.917655979037451
"East Asia",1975,0.977946346643874
"East. Europe and form. SU",1975,0.975620211319639
"Latin America and Carib.",1975,0.937031839128545
"MENA",1975,0.972469061620113
"South and South-East Asia",1975,0.999096578460569
"Sub-Saharan Africa",1975,0.990933883020748
"W. Europe",1975,0.714803707346172
"W. Offshoots",1975,0.37055510098548
"World",1975,0.916559449269098
"East Asia",1976,0.974672430073084
"East. Europe and form. SU",1976,0.973777106116583
"Latin America and Carib.",1976,0.937265279791694
"MENA",1976,0.973979903029164
"South and South-East Asia",1976,0.998964188024065
"Sub-Saharan Africa",1976,0.991015808220395
"W. Europe",1976,0.69435441160969
"W. Offshoots",1976,0.359301066062745
"World",1976,0.913580394495729
"East Asia",1977,0.973589424837783
"East. Europe and form. SU",1977,0.971917725422086
"Latin America and Carib.",1977,0.936830255856172
"MENA",1977,0.972365657622819
"South and South-East Asia",1977,0.998946091848589
"Sub-Saharan Africa",1977,0.991590185235471
"W. Europe",1977,0.676385276240586
"W. Offshoots",1977,0.345092579489363
"World",1977,0.91114882503787
"East Asia",1978,0.97253981527825
"East. Europe and form. SU",1978,0.968317002060523
"Latin America and Carib.",1978,0.938867876010028
"MENA",1978,0.973538754694228
"South and South-East Asia",1978,0.998885631805734
"Sub-Saharan Africa",1978,0.991378654563214
"W. Europe",1978,0.658281071505837
"W. Offshoots",1978,0.339592285161191
"World",1978,0.909412276115343
"East Asia",1979,0.96859575482676
"East. Europe and form. SU",1979,0.966601467970521
"Latin America and Carib.",1979,0.932120312696484
"MENA",1979,0.975889298513489
"South and South-East Asia",1979,0.998804771033419
