"Region","Year","PovRate","PovRate1.9"
"South and South-East Asia",1876,0.728569692383405,0.721932976973814
"Sub-Saharan Africa",1876,0.753078556249389,0.844815183531949
"W. Europe",1876,0.54582773058501,0.343173279340563
"W. Offshoots",1876,0.261406423986376,0.268431147791533
"World",1876,0.687681332780664,0.731261679410944
"East Asia",1877,0.788794313287222,0.946004769053921
"East. Europe and form. SU",1877,0.6151113797561,0.82997782811719
"Latin America and Carib.",1877,0.78127476879562,0.74184723412708
"MENA",1877,0.656825362242524,0.732427544670163
"South and South-East Asia",1877,0.726894608358619,0.720229930598163
"Sub-Saharan Africa",1877,0.779387804910499,0.863995658157416
"W. Europe",1877,0.538874424533527,0.337300525689722
"W. Offshoots",1877,0.255546586859549,0.262404329582835
"World",1877,0.684476761639071,0.729150897330633
"East Asia",1878,0.787926785346962,0.947694798998947
"East. Europe and form. SU",1878,0.604073373675963,0.815725248278211
"Latin America and Carib.",1878,0.780930667248842,0.742613000956111
"MENA",1878,0.654114247427033,0.729374077956933
"South and South-East Asia",1878,0.725391251651677,0.718705912205279
"Sub-Saharan Africa",1878,0.789000074308154,0.870186672819303
"W. Europe",1878,0.536493147113335,0.33403846803864
"W. Offshoots",1878,0.237508889156014,0.243620791478953
"World",1878,0.681046998955406,0.725895462634144
"East Asia",1879,0.7865139997078,0.947600332861945
"East. Europe and form. SU",1879,0.594926797966228,0.802969114014647
"Latin America and Carib.",1879,0.777678758249244,0.743948299478113
"MENA",1879,0.651404758089258,0.726315781571407
"South and South-East Asia",1879,0.723691806428298,0.71691960681469
"Sub-Saharan Africa",1879,0.737318876902444,0.829567002585475
"W. Europe",1879,0.546543239132421,0.341395388108165
"W. Offshoots",1879,0.198743460152019,0.202737935339612
"World",1879,0.677313697697639,0.721868937820644
"East Asia",1880,0.785233871112832,0.947993052157862
"East. Europe and form. SU",1880,0.556196692065669,0.762688686639052
"Latin America and Carib.",1880,0.781551526049553,0.755481089253394
"MENA",1880,0.648696695125695,0.723257977635668
"South and South-East Asia",1880,0.720137096411053,0.714915391917898
"Sub-Saharan Africa",1880,0.661294689491766,0.766847899007261
"W. Europe",1880,0.529595037953861,0.325455173780858
"W. Offshoots",1880,0.184242381361458,0.186743197427992
"World",1880,0.666356757913939,0.71223271432648
"East Asia",1881,0.784639208043527,0.950584644137043
"East. Europe and form. SU",1881,0.58476598997666,0.781647254215241
"Latin America and Carib.",1881,0.778479421680512,0.754641290012506
"MENA",1881,0.645983147016445,0.72019942957542
"South and South-East Asia",1881,0.71751876578887,0.71280749558447
"Sub-Saharan Africa",1881,0.688459437503961,0.788652984527854
"W. Europe",1881,0.518167156719419,0.314086196049671
"W. Offshoots",1881,0.156475756339174,0.158421889546746
"World",1881,0.665277253618398,0.711121766318817
"East Asia",1882,0.783517712245199,0.951432383221372
"East. Europe and form. SU",1882,0.546715693865497,0.734359759280644
"Latin America and Carib.",1882,0.768412257235716,0.744749558497241
"MENA",1882,0.64328329489624,0.717142210804428
"South and South-East Asia",1882,0.716376694441323,0.711214873287986
"Sub-Saharan Africa",1882,0.71435288884034,0.80882481615339
"W. Europe",1882,0.508290140529521,0.304939449752195
"W. Offshoots",1882,0.14847795278972,0.149833876501267
"World",1882,0.658088359439552,0.703298565093143
"East Asia",1883,0.782944597595066,0.953031972933089
"East. Europe and form. SU",1883,0.548237594205906,0.728312903444138
"Latin America and Carib.",1883,0.767301264247162,0.745731203126834
"MENA",1883,0.64058842995,0.71408213234007
"South and South-East Asia",1883,0.714900373630623,0.709423386623591
"Sub-Saharan Africa",1883,0.8385940412659,0.901529587561503
"W. Europe",1883,0.504599806018376,0.302845805199058
"W. Offshoots",1883,0.143240453941125,0.144223221954557
"World",1883,0.658743219374171,0.703307199679535
"East Asia",1884,0.782321676528303,0.954422604854435
"East. Europe and form. SU",1884,0.5610883471123,0.732585602038403
"Latin America and Carib.",1884,0.755335004824162,0.729314769986731
"MENA",1884,0.637868204699956,0.711011381901181
"South and South-East Asia",1884,0.712334356396213,0.707576125956304
"Sub-Saharan Africa",1884,0.878352328518669,0.928036004421871
"W. Europe",1884,0.501057350620126,0.297126804470558
"W. Offshoots",1884,0.144481091745263,0.145806196363327
"World",1884,0.658548528433423,0.702073814563734
"East Asia",1885,0.7814047897464,0.954768369828472
"East. Europe and form. SU",1885,0.532873503320756,0.698312656335612
"Latin America and Carib.",1885,0.761433875270569,0.738260479181581
"MENA",1885,0.635176327573665,0.707952747779166
"South and South-East Asia",1885,0.698225400309521,0.693223199013461
"Sub-Saharan Africa",1885,0.937172709779538,0.965125101422795
"W. Europe",1885,0.49490969669926,0.289666615208396
"W. Offshoots",1885,0.152189589754431,0.153893271616615
"World",1885,0.651753772613353,0.694245851585851
"East Asia",1886,0.780126985656143,0.953713268043967
"East. Europe and form. SU",1886,0.536527443234481,0.699683777465236
"Latin America and Carib.",1886,0.752781910747158,0.728093630372224
"MENA",1886,0.632465316800793,0.704881632926233
"South and South-East Asia",1886,0.713724552099375,0.708562544644442
"Sub-Saharan Africa",1886,0.927165491290282,0.953411690214094
"W. Europe",1886,0.488983708663662,0.284354831497289
"W. Offshoots",1886,0.143320136058569,0.14478055947446
"World",1886,0.653214643856083,0.695287728142749
"East Asia",1887,0.779238037471887,0.953521754413483
"East. Europe and form. SU",1887,0.497256953295648,0.666814074234375
"Latin America and Carib.",1887,0.755269520560256,0.733339968958856
"MENA",1887,0.629768329814979,0.701821030758452
"South and South-East Asia",1887,0.691499371838857,0.686233558812524
"Sub-Saharan Africa",1887,0.888435618713795,0.938501021725776
"W. Europe",1887,0.477701579932911,0.271847764355319
"W. Offshoots",1887,0.128929620861664,0.129817130512542
"World",1887,0.63903175089043,0.68219490196424
"East Asia",1888,0.772827937739625,0.955435528931525
"East. Europe and form. SU",1888,0.503120640427557,0.670572985108208
"Latin America and Carib.",1888,0.751596926162803,0.727946105306209
"MENA",1888,0.627061726850135,0.698752051292283
"South and South-East Asia",1888,0.687343145077626,0.681864695003954
"Sub-Saharan Africa",1888,0.824450891464259,0.891498569069152
"W. Europe",1888,0.468849716490881,0.267851506879138
"W. Offshoots",1888,0.117411404037644,0.118626671311953
"World",1888,0.632493246089807,0.678959904735812
"East Asia",1889,0.765664007414751,0.953170079615566
"East. Europe and form. SU",1889,0.519121738845457,0.681800285235647
"Latin America and Carib.",1889,0.749106357106404,0.726048956714412
"MENA",1889,0.62437206989135,0.695688265589007
"South and South-East Asia",1889,0.701031702035358,0.695476812674657
"Sub-Saharan Africa",1889,0.828244985798793,0.893584049979414
"W. Europe",1889,0.453141281786993,0.25194853494863
"W. Offshoots",1889,0.119035555562368,0.119977060048516
"World",1889,0.632485659518811,0.679713916022508
"East Asia",1890,0.758110217597684,0.948069427500766
"East. Europe and form. SU",1890,0.51741451717185,0.678302251510884
"Latin America and Carib.",1890,0.737225877997398,0.714703251137244
"MENA",1890,0.621662655583446,0.692614983278136
"South and South-East Asia",1890,0.677972136251149,0.671904552439433
"Sub-Saharan Africa",1890,0.822493737544797,0.888614086772805
"W. Europe",1890,0.440149232729824,0.237375004672743
"W. Offshoots",1890,0.103044295655088,0.103743489909318
"World",1890,0.619889488626887,0.66714370454169
"East Asia",1891,0.759208628190574,0.950308779083888
"East. Europe and form. SU",1891,0.53797713317617,0.691786040262845
"Latin America and Carib.",1891,0.731835858328154,0.707980227523003
"MENA",1891,0.618965300526326,0.689540044212997
"South and South-East Asia",1891,0.726280656988345,0.720910898125501
"Sub-Saharan Africa",1891,0.799725854999872,0.870047067368639
"W. Europe",1891,0.449590966014585,0.249283159127429
"W. Offshoots",1891,0.104992374278648,0.105452047265732
"World",1891,0.635409076004712,0.682802106447995
"East Asia",1892,0.759265119717178,0.946315640445906
"East. Europe and form. SU",1892,0.510234935434926,0.669050603922723
"Latin America and Carib.",1892,0.741576661992102,0.719961484380175
"MENA",1892,0.616261870589968,0.686459330205586
"South and South-East Asia",1892,0.688605624812442,0.683345095022849
"Sub-Saharan Africa",1892,0.812891284157269,0.878450239582866
"W. Europe",1892,0.450860631078852,0.25033519362926
"W. Offshoots",1892,0.102184521133333,0.10154031296139
"World",1892,0.622749319711098,0.669278160155301
"East Asia",1893,0.759898526980363,0.94570439786165
"East. Europe and form. SU",1893,0.478941719065804,0.640750815709011
"Latin America and Carib.",1893,0.749401040574621,0.730428655288177
"MENA",1893,0.613567693502787,0.683386015414116
"South and South-East Asia",1893,0.676268309504343,0.671303156814813
"Sub-Saharan Africa",1893,0.817524999882838,0.880447921973571
"W. Europe",1893,0.452292781504548,0.253868510870992
"W. Offshoots",1893,0.11931177340803,0.119631044190987
"World",1893,0.617290973119596,0.664235234844443
"East Asia",1894,0.759172989938101,0.939227445998996
"East. Europe and form. SU",1894,0.443301708598175,0.603859178342153
"Latin America and Carib.",1894,0.746821103434202,0.730715181503197
"MENA",1894,0.610860657577275,0.680308484048578
"South and South-East Asia",1894,0.669597712020876,0.664749978336119
"Sub-Saharan Africa",1894,0.832207527687175,0.889913349088648
"W. Europe",1894,0.444655698657623,0.249831465664789
"W. Offshoots",1894,0.133985737147416,0.135300621617763
"World",1894,0.610581152761446,0.656158393279215
"East Asia",1895,0.759717025359681,0.938298690002025
"East. Europe and form. SU",1895,0.462863149532401,0.622802652087665
"Latin America and Carib.",1895,0.726536726333515,0.709480444254517
"MENA",1895,0.608167192247039,0.677234946991858
"South and South-East Asia",1895,0.68275863308638,0.678033035470153
"Sub-Saharan Africa",1895,0.756148671833311,0.830436527586966
"W. Europe",1895,0.436447137493222,0.242469508822052
"W. Offshoots",1895,0.114129404407425,0.113794463222276
"World",1895,0.610960479253309,0.656333230836657
"East Asia",1896,0.761248339385962,0.940983550041233
"East. Europe and form. SU",1896,0.437371149043733,0.59443048514149
"Latin America and Carib.",1896,0.736230645776468,0.719005596299159
"MENA",1896,0.605471645785917,0.674160076501847
"South and South-East Asia",1896,0.721738661672658,0.71743119503224
"Sub-Saharan Africa",1896,0.732456240377606,0.810150558520284
"W. Europe",1896,0.429254424297712,0.233244195380291
"W. Offshoots",1896,0.121968240041419,0.122261069151816
"World",1896,0.617055328412454,0.662241358430376
"East Asia",1897,0.76172968503482,0.939633241117997
"East. Europe and form. SU",1897,0.448804771189693,0.603131245577676
"Latin America and Carib.",1897,0.736302734194589,0.71533719854807
"MENA",1897,0.602780014575346,0.67108874234427
"South and South-East Asia",1897,0.637352181654885,0.632353700700372
"Sub-Saharan Africa",1897,0.769235485630557,0.837759746230347
"W. Europe",1897,0.424573442277761,0.234121155646437
"W. Offshoots",1897,0.118174240580794,0.117639484103614
"World",1897,0.596291021184301,0.640791280594237
"East Asia",1898,0.75964564082522,0.930725593936247
"East. Europe and form. SU",1898,0.434547888712033,0.587026541250071
"Latin America and Carib.",1898,0.726589096065094,0.705854457303214
"MENA",1898,0.600075551302079,0.668004291237831
"South and South-East Asia",1898,0.637285478592228,0.632354842560434
"Sub-Saharan Africa",1898,0.669755729223806,0.755649488299963
"W. Europe",1898,0.415182305630815,0.229654651170675
"W. Offshoots",1898,0.103081664559232,0.102280920130364
"World",1898,0.588575924813304,0.631782977096495
"East Asia",1899,0.761827137614572,0.93446366168407
"East. Europe and form. SU",1899,0.434073337955767,0.5791703610762
"Latin America and Carib.",1899,0.732797731222149,0.713035308740721
"MENA",1899,0.597388174252008,0.664926289495552
"South and South-East Asia",1899,0.678997685016259,0.675151298693622
"Sub-Saharan Africa",1899,0.741415924348357,0.81293514610212
"W. Europe",1899,0.406770125116552,0.224144439234157
"W. Offshoots",1899,0.094594785618475,0.0929778552154759
"World",1899,0.599092040127759,0.642258713877975
"East Asia",1900,0.761864131843038,0.932297244744498
"East. Europe and form. SU",1900,0.426257560184969,0.572816488213395
"Latin America and Carib.",1900,0.739436959662823,0.717793792134897
"MENA",1900,0.594684830672095,0.661840953559646
"South and South-East Asia",1900,0.662009019328915,0.65849746656013
"Sub-Saharan Africa",1900,0.912147099818419,0.938924736981527
"W. Europe",1900,0.40911679217393,0.226835715105893
"W. Offshoots",1900,0.0903493962271344,0.0886039524262525
"World",1900,0.597436386499862,0.639091240928466
"East Asia",1901,0.764354501440622,0.930888994433619
"East. Europe and form. SU",1901,0.418487713815669,0.564151249957456
"Latin America and Carib.",1901,0.727032974855267,0.70683891652959
"MENA",1901,0.591994009575875,0.658761777086869
"South and South-East Asia",1901,0.654398084120827,0.637961013213504
"Sub-Saharan Africa",1901,0.903358444211382,0.932387859054786
"W. Europe",1901,0.418382824772401,0.235763841076559
"W. Offshoots",1901,0.083441296590977,0.0806927359502185
"World",1901,0.596398835480264,0.632398947196454
"East Asia",1902,0.768479932229876,0.933703475510067
"East. Europe and form. SU",1902,0.39965525750773,0.540534220534267
"Latin America and Carib.",1902,0.732876348416975,0.707144717186467
"MENA",1902,0.589297703023958,0.655678751541898
"South and South-East Asia",1902,0.616613867222915,0.600083036093091
"Sub-Saharan Africa",1902,0.858057811693119,0.908781875875475
"W. Europe",1902,0.413234630413881,0.228938726398129
"W. Offshoots",1902,0.0812967319781994,0.078745873045076
"World",1902,0.583191647511122,0.618116619161008
"East Asia",1903,0.770407641549729,0.930764190907582
"East. Europe and form. SU",1903,0.415667977552612,0.560660056746253
"Latin America and Carib.",1903,0.722547336435894,0.697950645721131
"MENA",1903,0.586597196323427,0.652596218300445
"South and South-East Asia",1903,0.610305693289656,0.59455698505279
"Sub-Saharan Africa",1903,0.694976629450691,0.776046357532705
"W. Europe",1903,0.408851017041538,0.224510103706475
"W. Offshoots",1903,0.0812890353538139,0.0782019004960971
"World",1903,0.578741826860897,0.613445237022932
"East Asia",1904,0.773370745517932,0.930644354821882
"East. Europe and form. SU",1904,0.402422807988312,0.539394711963073
"Latin America and Carib.",1904,0.717980814038173,0.69352011998674
"MENA",1904,0.583908601102876,0.649514309337864
"South and South-East Asia",1904,0.612969983186866,0.597197294082725
"Sub-Saharan Africa",1904,0.696931566233243,0.776158890611558
"W. Europe",1904,0.41359603194484,0.232819847042086
"W. Offshoots",1904,0.0867363780020785,0.0841615648534373
"World",1904,0.579119703314344,0.612450057007151
"East Asia",1905,0.776732864961122,0.931702693088526
"East. Europe and form. SU",1905,0.417947808175277,0.563807835908181
"Latin America and Carib.",1905,0.710431753889261,0.690163598714097
"MENA",1905,0.581213123206121,0.646426740560781
"South and South-East Asia",1905,0.626024723460433,0.610221821698685
"Sub-Saharan Africa",1905,0.662402581110645,0.745058465339089
"W. Europe",1905,0.408122610660809,0.226789813660477
"W. Offshoots",1905,0.0751606494447895,0.0720175187483643
"World",1905,0.58207954226833,0.615783154063268
"East Asia",1906,0.777293031658323,0.925895004661148
"East. Europe and form. SU",1906,0.426452052237227,0.573529503929329
"Latin America and Carib.",1906,0.703328342972524,0.682057096023509
"MENA",1906,0.578512238086403,0.643338662209381
"South and South-East Asia",1906,0.614355513180667,0.598935906086017
"Sub-Saharan Africa",1906,0.622594760563627,0.708677692016549
"W. Europe",1906,0.395882978763271,0.216066693647509
"W. Offshoots",1906,0.0696388882500276,0.0656352105996936
"World",1906,0.576073751463553,0.608240251654304
"East Asia",1907,0.779671041517018,0.924566747606849
"East. Europe and form. SU",1907,0.44482646254056,0.59183403291273
"Latin America and Carib.",1907,0.698339642584318,0.676584986291589
"MENA",1907,0.575834639347718,0.640256772038731
"South and South-East Asia",1907,0.649477355172538,0.634071875438487
"Sub-Saharan Africa",1907,0.63544468341424,0.718526346513108
"W. Europe",1907,0.387608011511335,0.210080112180649
"W. Offshoots",1907,0.0661898004377467,0.0625544030146341
"World",1907,0.585999746439508,0.617292539116964
"East Asia",1908,0.782655539729684,0.92447725462692
"East. Europe and form. SU",1908,0.420193388598434,0.565028800509528
"Latin America and Carib.",1908,0.69761639534408,0.677211449721334
"MENA",1908,0.573141880834573,0.637169975440499
"South and South-East Asia",1908,0.644621011497253,0.629166354288876
"Sub-Saharan Africa",1908,0.768353035152155,0.829250378405
"W. Europe",1908,0.396543798300455,0.214437782621649
"W. Offshoots",1908,0.0809072471314698,0.0781164795514495
"World",1908,0.587147328408273,0.616105692874049
"East Asia",1909,0.785843162252641,0.924810623925243
"East. Europe and form. SU",1909,0.411749229866254,0.554682614745509
"Latin America and Carib.",1909,0.685780625540009,0.660911801461865
"MENA",1909,0.570448065994465,0.634082748062291
"South and South-East Asia",1909,0.57904935851611,0.564814283368774
"Sub-Saharan Africa",1909,0.74518105927534,0.808817091241001
"W. Europe",1909,0.38597537817296,0.203301543857993
"W. Offshoots",1909,0.0765485497916714,0.0726607588686551
"World",1909,0.566305341180176,0.594152921948634
"East Asia",1910,0.788675279509421,0.924311025337829
"East. Europe and form. SU",1910,0.387004694661782,0.526249580001434
"Latin America and Carib.",1910,0.681282159961426,0.655712750948368
"MENA",1910,0.567751570871617,0.630992896167631
"South and South-East Asia",1910,0.578667174985314,0.565368301681554
"Sub-Saharan Africa",1910,0.87982664020526,0.913698009785529
"W. Europe",1910,0.377028065516429,0.194207449877023
"W. Offshoots",1910,0.0801274801111857,0.0764339116265696
"World",1910,0.564859407483826,0.590804676413954
"East Asia",1911,0.790555868311529,0.922367340289757
"East. Europe and form. SU",1911,0.407794064778829,0.550795971087802
"Latin America and Carib.",1911,0.679307617044716,0.653700170363856
"MENA",1911,0.56507135914215,0.627908567897461
"South and South-East Asia",1911,0.58236980105502,0.569712749094073
"Sub-Saharan Africa",1911,0.880795423654539,0.913343564926496
"W. Europe",1911,0.371392403719254,0.191956961064328
"W. Offshoots",1911,0.0715556225504974,0.0678241382362391
"World",1911,0.567067307633584,0.593117776673327
"East Asia",1912,0.779966997818918,0.915954847176941
"East. Europe and form. SU",1912,0.389619067168154,0.528191976255194
"Latin America and Carib.",1912,0.677023444875985,0.648808385700853
"MENA",1912,0.562518488311828,0.624789670271486
"South and South-East Asia",1912,0.582863365068181,0.570425617600672
"Sub-Saharan Africa",1912,0.881704172746463,0.912981157915037
"W. Europe",1912,0.359674994954656,0.180666073431645
"W. Offshoots",1912,0.061121246016046,0.0571673209499677
"World",1912,0.559113401591323,0.586062876598381
"East Asia",1913,0.769845266933203,0.910525757378094
"East. Europe and form. SU",1913,0.378707534252479,0.513571225218588
"Latin America and Carib.",1913,0.686953029472569,0.660631364690542
"MENA",1913,0.559592736699699,0.621680397688804
"South and South-East Asia",1913,0.592919297793759,0.581134248055828
"Sub-Saharan Africa",1913,0.88262309656119,0.912625516302049
"W. Europe",1913,0.357939903586564,0.185544271140965
"W. Offshoots",1913,0.0544296439986427,0.0505171542179381
"World",1913,0.556802838017863,0.586201135666927
"East Asia",1914,0.771592169927601,0.911878797011554
"East. Europe and form. SU",1914,0.398344761889969,0.535306673331972
"Latin America and Carib.",1914,0.696952798109249,0.66746548718367
"MENA",1914,0.56000073306792,0.625931573683858
"South and South-East Asia",1914,0.56544105938043,0.553879798169729
"Sub-Saharan Africa",1914,0.880596433905591,0.910881138789966
"W. Europe",1914,0.375031737536499,0.198401167615626
"W. Offshoots",1914,0.0587028767277695,0.0555455011461169
"World",1914,0.55605969130885,0.58499476099241
"East Asia",1915,0.769698493324251,0.907046069303561
"East. Europe and form. SU",1915,0.395715811155194,0.52955974785268
"Latin America and Carib.",1915,0.696408510602829,0.665470576516672
"MENA",1915,0.560167696370054,0.629826206430784
"South and South-East Asia",1915,0.579721527406419,0.568101170670671
"Sub-Saharan Africa",1915,0.878630230253088,0.909153450120154
"W. Europe",1915,0.379034057335708,0.202709421666465
"W. Offshoots",1915,0.0482094836290572,0.0448591865521318
"World",1915,0.559173969791686,0.587167541880697
"East Asia",1916,0.767188054710307,0.899873432736043
"East. Europe and form. SU",1916,0.428391934367898,0.56693275196019
"Latin America and Carib.",1916,0.676075359769549,0.645683288126006
"MENA",1916,0.560118631090964,0.633393587116799
"South and South-East Asia",1916,0.562647450647766,0.55135375543151
"Sub-Saharan Africa",1916,0.876717228064084,0.907442956050736
"W. Europe",1916,0.376095383338354,0.201005953829676
"W. Offshoots",1916,0.0290346355814493,0.0257490910548684
"World",1916,0.555667885803722,0.583487603610969
"East Asia",1917,0.766719309586075,0.897947935975551
"East. Europe and form. SU",1917,0.465202401697314,0.604760003893399
"Latin America and Carib.",1917,0.663825552988483,0.631745094822913
"MENA",1917,0.559823224284314,0.636614452600114
"South and South-East Asia",1917,0.572024022807347,0.560588200470242
"Sub-Saharan Africa",1917,0.874852967936595,0.905742877737769
"W. Europe",1917,0.393493027265554,0.214987324240755
"W. Offshoots",1917,0.0225082863574472,0.0196905341715846
"World",1917,0.564278245763298,0.591592519363892
"East Asia",1918,0.766924723143311,0.897141885463732
"East. Europe and form. SU",1918,0.591463220065609,0.702957489518857
"Latin America and Carib.",1918,0.666996586951471,0.633878004766291
"MENA",1918,0.559248656618004,0.63945599411784
"South and South-East Asia",1918,0.642424872283998,0.630614180271763
"Sub-Saharan Africa",1918,0.873040749888039,0.904061855183462
"W. Europe",1918,0.410029547960982,0.230378787540261
"W. Offshoots",1918,0.0160865723753133,0.0130701858139655
"World",1918,0.599324088028115,0.623344454227348
"East Asia",1919,0.764430432315512,0.89214965420594
"East. Europe and form. SU",1919,0.628421400811416,0.723321709255238
"Latin America and Carib.",1919,0.648582146902719,0.616137112151763
"MENA",1919,0.552335483986635,0.630789744982924
"South and South-East Asia",1919,0.574800750460761,0.56511005446657
"Sub-Saharan Africa",1919,0.869869053056492,0.901259664416241
"W. Europe",1919,0.396728119011942,0.21365329258033
"W. Offshoots",1919,0.0249383281065139,0.0211604329731351
"World",1919,0.583911727173168,0.606044197166326
"East Asia",1920,0.768983849482452,0.895709043330461
"East. Europe and form. SU",1920,0.631534804706581,0.725671236968108
"Latin America and Carib.",1920,0.609645588244119,0.576025881332763
"MENA",1920,0.545440787786232,0.622163652290199
"South and South-East Asia",1920,0.619901731444388,0.609029236851374
"Sub-Saharan Africa",1920,0.866737545551783,0.898462210322039
"W. Europe",1920,0.375767167858731,0.194755476249158
"W. Offshoots",1920,0.0303088505539431,0.0264815223372915
"World",1920,0.592103645449743,0.613787162908769
"East Asia",1921,0.766592227671819,0.891145750327891
"East. Europe and form. SU",1921,0.641357177351324,0.725745971128067
"Latin America and Carib.",1921,0.649546782525062,0.615830558177375
"MENA",1921,0.538553408058388,0.613560231475973
"South and South-East Asia",1921,0.586856308854801,0.576248733058706
"Sub-Saharan Africa",1921,0.86363328940649,0.895664334871622
"W. Europe",1921,0.38931243549228,0.202209839602141
"W. Offshoots",1921,0.0408126611305149,0.0371275150060982
"World",1921,0.588264757260843,0.607577036618731
"East Asia",1922,0.76891245740664,0.89213701297872
"East. Europe and form. SU",1922,0.604891032768646,0.704240725571783
"Latin America and Carib.",1922,0.635039312871763,0.603155164788253
"MENA",1922,0.531690132164534,0.604992509874056
"South and South-East Asia",1922,0.568102668027127,0.558073471296611
"Sub-Saharan Africa",1922,0.860582898163527,0.892880482066604
"W. Europe",1922,0.358925553951112,0.17724657689941
"W. Offshoots",1922,0.0390468386116152,0.0352124042805231
"World",1922,0.574192392873667,0.595560534971675
"East Asia",1923,0.769792042851058,0.89249389447939
"East. Europe and form. SU",1923,0.565773740691533,0.677753897114851
"Latin America and Carib.",1923,0.575284393453412,0.54433453173275
"MENA",1923,0.524834095194988,0.596459546212059
"South and South-East Asia",1923,0.591422130041252,0.581401691394605
"Sub-Saharan Africa",1923,0.857563523111967,0.890102712742499
"W. Europe",1923,0.367971054809545,0.184851280312188
"W. Offshoots",1923,0.0337769810393454,0.0295448646317022
"World",1923,0.573250087349128,0.595432382316457
"East Asia",1924,0.770370431594908,0.890701593909442
"East. Europe and form. SU",1924,0.505975823045314,0.633355256759616
"Latin America and Carib.",1924,0.589846337653582,0.560036341336698
"MENA",1924,0.514484324299035,0.580517370146634
"South and South-East Asia",1924,0.569085463655981,0.560186834555738
"Sub-Saharan Africa",1924,0.854576767765913,0.887321977373608
"W. Europe",1924,0.359011551060594,0.180261157105799
"W. Offshoots",1924,0.037142389470093,0.0325956205002858
"World",1924,0.559695203931517,0.583530464493825
"East Asia",1925,0.770654467509827,0.888373168581814
"East. Europe and form. SU",1925,0.444153763001416,0.576563357073674
"Latin America and Carib.",1925,0.574022948272795,0.544811523299378
"MENA",1925,0.499851495881045,0.55792903492777
"South and South-East Asia",1925,0.567491408223878,0.558795478287717
"Sub-Saharan Africa",1925,0.84018850255077,0.88063741973858
"W. Europe",1925,0.351465441607287,0.170095330604658
"W. Offshoots",1925,0.0492392738089982,0.0342857591017147
"World",1925,0.550063252934859,0.572489827931722
"East Asia",1926,0.771594208103288,0.88730637820379
"East. Europe and form. SU",1926,0.413415074805205,0.543151207932197
"Latin America and Carib.",1926,0.597406373045788,0.5668955409267
"MENA",1926,0.483049990088942,0.534237627702396
"South and South-East Asia",1926,0.553886895313609,0.546269256962815
"Sub-Saharan Africa",1926,0.830848847914091,0.871878598972612
"W. Europe",1926,0.345528819373792,0.168966042776714
"W. Offshoots",1926,0.0496919906137975,0.0333501655919013
"World",1926,0.542421092995794,0.56451176400522
"East Asia",1927,0.772270902291702,0.88596025684024
"East. Europe and form. SU",1927,0.404048911490454,0.532600644485447
"Latin America and Carib.",1927,0.595452416317839,0.565575963673912
"MENA",1927,0.486461640081761,0.540042608845616
"South and South-East Asia",1927,0.557193928713732,0.550579352346826
"Sub-Saharan Africa",1927,0.824228431940883,0.864718707850094
"W. Europe",1927,0.335793105566416,0.170833210349826
"W. Offshoots",1927,0.0432335174883126,0.0362050247791455
"World",1927,0.539926520931661,0.564034327602256
"East Asia",1928,0.771281726530145,0.881881555900605
"East. Europe and form. SU",1928,0.390640455276281,0.517014081342395
"Latin America and Carib.",1928,0.561086844064791,0.530893534603593
"MENA",1928,0.481231600329035,0.53294741320556
"South and South-East Asia",1928,0.555774862523883,0.549631249887998
"Sub-Saharan Africa",1928,0.799218785038269,0.8423281635726
"W. Europe",1928,0.311816643724214,0.15790010707283
"W. Offshoots",1928,0.0430634338549188,0.0366317133123518
"World",1928,0.531291674274947,0.555962660443838
"East Asia",1929,0.772326098018067,0.880165712666298
"East. Europe and form. SU",1929,0.385616160935869,0.511047974700973
"Latin America and Carib.",1929,0.565969814437481,0.535561823562446
"MENA",1929,0.45300149520922,0.498295270916317
"South and South-East Asia",1929,0.53873516205813,0.532922466481158
"Sub-Saharan Africa",1929,0.808537972915117,0.848248069372179
"W. Europe",1929,0.309345593476203,0.149041760635712
"W. Offshoots",1929,0.0371989837778705,0.0352115210225555
"World",1929,0.524911289942677,0.547799551164102
"East Asia",1930,0.774849119159486,0.875040945020281
"East. Europe and form. SU",1930,0.374736108297915,0.499926078852175
"Latin America and Carib.",1930,0.580130080930349,0.549117373158253
"MENA",1930,0.467692244822918,0.515998543656477
"South and South-East Asia",1930,0.541652472043029,0.535799143122096
"Sub-Saharan Africa",1930,0.821725986549132,0.858947963084249
"W. Europe",1930,0.310285947585317,0.163802981452537
"W. Offshoots",1930,0.0390038857142857,0.0430044092796093
"World",1930,0.526678809193812,0.549669655846796
"East Asia",1931,0.775778487037559,0.875299692605543
"East. Europe and form. SU",1931,0.371734396411446,0.499855703383757
"Latin America and Carib.",1931,0.60493431231838,0.576121889563186
"MENA",1931,0.470115789731318,0.520363696887237
"South and South-East Asia",1931,0.556017339089955,0.548522811576619
"Sub-Saharan Africa",1931,0.834572947355836,0.869187950633217
"W. Europe",1931,0.306105191746835,0.166538437506922
"W. Offshoots",1931,0.0405188885402823,0.0505466687567564
"World",1931,0.531576465445437,0.555865423008808
"East Asia",1932,0.770147715626599,0.869149869271503
"East. Europe and form. SU",1932,0.381220992046133,0.51470550011117
"Latin America and Carib.",1932,0.611317194918556,0.582872491771336
"MENA",1932,0.470460990147643,0.522184044518889
"South and South-East Asia",1932,0.560221718500703,0.551644164700296
"Sub-Saharan Africa",1932,0.841357598960644,0.874359832752052
"W. Europe",1932,0.303021582490546,0.170956598832106
